,what,channel,did,abc,launch,in,1981,that,focused,on,cultural,and,arts,programming,?
service,0.16857224702835083,0.3074278235435486,0.14130860567092896,0.22076331079006195,0.28502675890922546,0.1740635335445404,0.009893964976072311,0.24765339493751526,0.11689592897891998,0.21384719014167786,0.18122442066669464,0.24532052874565125,0.2343195527791977,0.17188701033592224,0.1676298975944519
(,0.2411840260028839,0.1557239294052124,0.18979617953300476,0.183883935213089,0.1447298526763916,0.3087427020072937,0.2557847797870636,0.2264307141304016,0.13550160825252533,0.28656116127967834,0.16989770531654358,0.4862271547317505,0.178902268409729,0.19239555299282074,0.40561532974243164
arts,0.15975245833396912,0.10908431559801102,0.17368055880069733,0.1073722392320633,0.11936825513839722,0.2445804625749588,-0.0017226248746737838,0.21131686866283417,0.23797844350337982,0.10353003442287445,0.35838133096694946,0.3013502061367035,1.0000001192092896,0.16911861300468445,0.09471383690834045
),0.26259949803352356,0.19096998870372772,0.18584993481636047,0.18381085991859436,0.16144290566444397,0.3326910734176636,0.2145501673221588,0.23478686809539795,0.11375930905342102,0.29937487840652466,0.19997859001159668,0.4961937665939331,0.2011658251285553,0.18464556336402893,0.42300865054130554
",",0.3087472915649414,0.18730267882347107,0.3015086054801941,0.2097204476594925,0.19433410465717316,0.5201468467712402,0.1628991663455963,0.4137537479400635,0.25963902473449707,0.49057599902153015,0.24125681817531586,0.6633074283599854,0.2528577744960785,0.255766898393631,0.31091248989105225
a,0.3320399522781372,0.20914222300052643,0.2552328109741211,0.21331243216991425,0.19873975217342377,0.539380669593811,0.000713431159965694,0.47537946701049805,0.2729852497577667,0.3848365545272827,0.21751533448696136,0.3739250600337982,0.21388907730579376,0.20890353620052338,0.23916715383529663
cable,0.14582780003547668,0.514900803565979,0.11801295727491379,0.3252342939376831,0.29896605014801025,0.17584200203418732,0.03224572539329529,0.22784870862960815,0.19131842255592346,0.28757408261299133,0.13074415922164917,0.26685893535614014,0.14330145716667175,0.33646491169929504,0.13993921875953674
channel,0.20295917987823486,0.9999999403953552,0.09007708728313446,0.4020179808139801,0.2769078314304352,0.210372194647789,0.08138851076364517,0.20735839009284973,0.1904582530260086,0.2989991009235382,0.10412126034498215,0.24836963415145874,0.10908431559801102,0.33222028613090515,0.20176179707050323
operated,0.12572449445724487,0.24242885410785675,0.1476217359304428,0.2591516375541687,0.27409425377845764,0.24622488021850586,0.05202646553516388,0.20457971096038818,0.31315097212791443,0.24763479828834534,0.17371657490730286,0.20508383214473724,0.09295401722192764,0.2886655330657959,0.12718230485916138
as,0.31749409437179565,0.17995701730251312,0.3596470057964325,0.2286096066236496,0.1635143756866455,0.3887844979763031,0.08610296249389648,0.4735107421875,0.28991061449050903,0.36047765612602234,0.19805553555488586,0.49487000703811646,0.17061658203601837,0.21458211541175842,0.27043893933296204
a,0.3320399522781372,0.20914222300052643,0.2552328109741211,0.21331243216991425,0.19873975217342377,0.539380669593811,0.000713431159965694,0.47537946701049805,0.2729852497577667,0.3848365545272827,0.21751533448696136,0.3739250600337982,0.21388907730579376,0.20890353620052338,0.23916715383529663
joint,0.18112199008464813,0.17164891958236694,0.14753364026546478,0.14504823088645935,0.22349365055561066,0.19035212695598602,0.055417370051145554,0.20248666405677795,0.2542765736579895,0.18687814474105835,0.14977553486824036,0.1892649531364441,0.15924237668514252,0.09627355635166168,0.15804731845855713
venture,0.20345650613307953,0.244643434882164,0.14717483520507812,0.1948116570711136,0.254109650850296,0.16133688390254974,0.12108609080314636,0.15866540372371674,0.23134547472000122,0.1933019757270813,0.22680042684078217,0.273863285779953,0.18770350515842438,0.2301013022661209,0.14169789850711823
with,0.2464839518070221,0.17526158690452576,0.25472134351730347,0.17432008683681488,0.18849989771842957,0.4080928862094879,-0.023909708485007286,0.4154358208179474,0.2734098732471466,0.40749499201774597,0.14040853083133698,0.5477725267410278,0.19973041117191315,0.17035330832004547,0.2433311939239502
the,0.42745697498321533,0.2860044836997986,0.34736719727516174,0.2068762183189392,0.2628649175167084,0.6662389636039734,-0.010583994910120964,0.5473989248275757,0.2969476580619812,0.5107308030128479,0.23337452113628387,0.5171257257461548,0.23374557495117188,0.17869283258914948,0.22068053483963013
hearst,0.29364898800849915,0.1944756656885147,0.2933941185474396,0.2835512161254883,0.21099084615707397,0.25979939103126526,0.1695890873670578,0.2811259329319,0.2912937104701996,0.1852424442768097,0.09507842361927032,0.27092790603637695,0.18849167227745056,0.19599708914756775,0.15023791790008545
corporation,0.1715448498725891,0.3023015558719635,0.10538096725940704,0.21041184663772583,0.23386220633983612,0.16382643580436707,0.07272333651781082,0.16328231990337372,0.29165783524513245,0.1815238744020462,0.17728930711746216,0.2193327248096466,0.2752508521080017,0.23735582828521729,0.13731837272644043
offering,0.24005436897277832,0.11444398760795593,0.27247557044029236,0.1060570478439331,0.24468179047107697,0.2069210261106491,-0.12501436471939087,0.34142544865608215,0.20607423782348633,0.228683203458786,0.2573971450328827,0.3040096163749695,0.24960686266422272,0.216722771525383,0.15441901981830597
cultural,0.18198847770690918,0.10412126034498215,0.08231881260871887,0.07522406429052353,0.15844479203224182,0.2409708946943283,0.0022127500269562006,0.19365978240966797,0.2738693058490753,0.17277537286281586,0.9999999403953552,0.28489047288894653,0.35838133096694946,0.25815510749816895,0.09798457473516464
and,0.31309178471565247,0.24836963415145874,0.34479495882987976,0.16453155875205994,0.18879936635494232,0.4954058527946472,0.012531566433608532,0.4731321930885315,0.28606054186820984,0.4077630043029785,0.28489047288894653,1.0,0.3013502061367035,0.23146864771842957,0.20544172823429108
arts,0.15975245833396912,0.10908431559801102,0.17368055880069733,0.1073722392320633,0.11936825513839722,0.2445804625749588,-0.0017226248746737838,0.21131686866283417,0.23797844350337982,0.10353003442287445,0.35838133096694946,0.3013502061367035,1.0000001192092896,0.16911861300468445,0.09471383690834045
programming,0.22725710272789001,0.33222028613090515,0.13710743188858032,0.3165910840034485,0.19725871086120605,0.17145347595214844,-0.012063516303896904,0.2970433831214905,0.2783418297767639,0.2441612184047699,0.25815510749816895,0.23146864771842957,0.16911861300468445,0.9999999403953552,0.22249025106430054
",",0.3087472915649414,0.18730267882347107,0.3015086054801941,0.2097204476594925,0.19433410465717316,0.5201468467712402,0.1628991663455963,0.4137537479400635,0.25963902473449707,0.49057599902153015,0.24125681817531586,0.6633074283599854,0.2528577744960785,0.255766898393631,0.31091248989105225
which,0.5261979103088379,0.30183109641075134,0.2750149369239807,0.1991286277770996,0.2611256241798401,0.4840516746044159,-0.08675561100244522,0.6894589066505432,0.249065563082695,0.4245251417160034,0.20728276669979095,0.506277859210968,0.21719910204410553,0.317421019077301,0.25814583897590637
aired,0.1692323386669159,0.4478672742843628,0.1378907710313797,0.5025622844696045,0.29484671354293823,0.21521411836147308,0.08070793747901917,0.22264628112316132,0.21488571166992188,0.31848978996276855,0.13929253816604614,0.2092604786157608,0.12239035964012146,0.3687805235385895,0.22283338010311127
as,0.31749409437179565,0.17995701730251312,0.3596470057964325,0.2286096066236496,0.1635143756866455,0.3887844979763031,0.08610296249389648,0.4735107421875,0.28991061449050903,0.36047765612602234,0.19805553555488586,0.49487000703811646,0.17061658203601837,0.21458211541175842,0.27043893933296204
a,0.3320399522781372,0.20914222300052643,0.2552328109741211,0.21331243216991425,0.19873975217342377,0.539380669593811,0.000713431159965694,0.47537946701049805,0.2729852497577667,0.3848365545272827,0.21751533448696136,0.3739250600337982,0.21388907730579376,0.20890353620052338,0.23916715383529663
nighttime,0.25074321031570435,0.2736795246601105,0.21882133185863495,0.32130005955696106,0.32468733191490173,0.30150943994522095,0.05780430883169174,0.32835471630096436,0.24878022074699402,0.3518655002117157,0.018642598763108253,0.3223201632499695,0.09344866871833801,0.3016641438007355,0.12007581442594528
service,0.16857224702835083,0.3074278235435486,0.14130860567092896,0.22076331079006195,0.28502675890922546,0.1740635335445404,0.009893964976072311,0.24765339493751526,0.11689592897891998,0.21384719014167786,0.18122442066669464,0.24532052874565125,0.2343195527791977,0.17188701033592224,0.1676298975944519
over,0.28007611632347107,0.23430871963500977,0.2535076439380646,0.13036851584911346,0.20327526330947876,0.3605569899082184,0.016885656863451004,0.3882925808429718,0.2675095796585083,0.39810362458229065,0.22305922210216522,0.4021143913269043,0.15277111530303955,0.12336280196905136,0.25742942094802856
the,0.42745697498321533,0.2860044836997986,0.34736719727516174,0.2068762183189392,0.2628649175167084,0.6662389636039734,-0.010583994910120964,0.5473989248275757,0.2969476580619812,0.5107308030128479,0.23337452113628387,0.5171257257461548,0.23374557495117188,0.17869283258914948,0.22068053483963013
channel,0.20295917987823486,0.9999999403953552,0.09007708728313446,0.4020179808139801,0.2769078314304352,0.210372194647789,0.08138851076364517,0.20735839009284973,0.1904582530260086,0.2989991009235382,0.10412126034498215,0.24836963415145874,0.10908431559801102,0.33222028613090515,0.20176179707050323
space,0.20525942742824554,0.12394554167985916,0.1488010138273239,0.13257940113544464,0.4064224660396576,0.17648501694202423,-0.03983359411358833,0.2368461638689041,0.21960721909999847,0.15890881419181824,0.15674524009227753,0.22901733219623566,0.11455776542425156,0.1652357131242752,0.1885536164045334
of,0.33290785551071167,0.1671900898218155,0.2513895630836487,0.14607268571853638,0.20697395503520966,0.5696388483047485,0.01745067909359932,0.41498205065727234,0.29831600189208984,0.3966929316520691,0.29898300766944885,0.5116966962814331,0.29211288690567017,0.14286333322525024,0.1826142966747284
nickelodeon,0.22431078553199768,0.4177127778530121,0.08550163358449936,0.49629825353622437,0.310854434967041,0.20842920243740082,0.06639783829450607,0.24695974588394165,0.21119067072868347,0.299651175737381,0.15094195306301117,0.21499322354793549,0.17793069779872894,0.3689781725406647,0.25098809599876404
.,0.3567904531955719,0.2489151805639267,0.35288307070732117,0.2567209303379059,0.20541822910308838,0.5591574311256409,0.08660200238227844,0.4460422694683075,0.2629340887069702,0.49257001280784607,0.18655544519424438,0.588965117931366,0.2217400074005127,0.1874377578496933,0.4130953550338745
