,what,type,of,vote,must,the,council,pass,in,order,to,approve,of,any,changes,recommended,by,parliament,?
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21813347935676575,0.3016769587993622,0.5829201340675354,0.16385574638843536,0.19894953072071075,0.539380669593811,0.24138490855693817,0.45503583550453186,0.28816404938697815,0.5052502155303955,0.45031747221946716,0.26482418179512024,0.2842293977737427,0.32094135880470276,0.22951169312000275,0.23916715383529663
commission,0.22273972630500793,0.10002108663320541,0.2698368728160858,0.21140198409557343,0.16934053599834442,0.24418850243091583,0.4432614743709564,0.16072538495063782,0.21326816082000732,0.15902523696422577,0.24674905836582184,0.3447349965572357,0.2698368728160858,0.23308111727237701,0.1656177043914795,0.2403988242149353,0.25094297528266907,0.34298184514045715,0.16231559216976166
proposal,0.3435455560684204,0.09158724546432495,0.18171913921833038,0.42814016342163086,0.21299663186073303,0.24154584109783173,0.27358147501945496,0.2159796953201294,0.19013147056102753,0.1627790331840515,0.30947795510292053,0.5150309801101685,0.18171913921833038,0.30706727504730225,0.2894384264945984,0.38720354437828064,0.18392276763916016,0.34693053364753723,0.362845778465271
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.27201512455940247,0.2231246829032898,0.4933079481124878,0.23820561170578003,0.22301842272281647,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.30302485823631287,0.4946078956127167,0.3237466514110565,0.23045918345451355,0.2299158126115799,0.3680937886238098,0.25442883372306824,0.31091248989105225
where,0.4457937180995941,0.2292499989271164,0.38066378235816956,0.1637987494468689,0.34593677520751953,0.5003893971443176,0.17153799533843994,0.21905562281608582,0.5344807505607605,0.16017383337020874,0.47735077142715454,0.13597382605075836,0.38066378235816956,0.3528640866279602,0.24018943309783936,0.1575285792350769,0.2641284465789795,0.14109039306640625,0.24793872237205505
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22779929637908936,0.2713140547275543,1.0,0.2829204201698303,0.25961899757385254,0.6662389636039734,0.3284194767475128,0.535392165184021,0.31595274806022644,0.733189046382904,0.4525727927684784,0.3427845537662506,0.2700778841972351,0.4408751428127289,0.26521381735801697,0.22068053483963013
parliament,0.21650300920009613,0.07740602642297745,0.2885259687900543,0.4532986879348755,0.18632540106773376,0.26521381735801697,0.4229061007499695,0.17819027602672577,0.2323146015405655,0.1900555044412613,0.20290622115135193,0.3706769645214081,0.2885259687900543,0.2043316811323166,0.14234231412410736,0.1150246411561966,0.1523929238319397,1.0,0.1586504578590393
must,0.30362528562545776,0.22601568698883057,0.24322323501110077,0.23410490155220032,1.0,0.2713140547275543,0.1322224736213684,0.2337220311164856,0.18276341259479523,0.3490719795227051,0.43356871604919434,0.3094027638435364,0.24322323501110077,0.43936002254486084,0.23907470703125,0.35836127400398254,0.2841154634952545,0.18632540106773376,0.23707495629787445
vote,0.30723845958709717,0.09013981372117996,0.19845709204673767,1.0,0.23410490155220032,0.22779929637908936,0.3168671727180481,0.27242565155029297,0.21458156406879425,0.12091127038002014,0.2892617881298065,0.42463722825050354,0.19845709204673767,0.24132733047008514,0.2106693834066391,0.1835201382637024,0.17365115880966187,0.4532986879348755,0.2888886630535126
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.17365115880966187,0.2841154634952545,0.4408751428127289,0.18552932143211365,0.19618479907512665,0.370934396982193,0.17732734978199005,0.33534231781959534,0.2613094449043274,0.3646814823150635,0.2681882679462433,0.220808207988739,0.23118142783641815,1.0000001192092896,0.1523929238319397,0.17966607213020325
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21813347935676575,0.3016769587993622,0.5829201340675354,0.16385574638843536,0.19894953072071075,0.539380669593811,0.24138490855693817,0.45503583550453186,0.28816404938697815,0.5052502155303955,0.45031747221946716,0.26482418179512024,0.2842293977737427,0.32094135880470276,0.22951169312000275,0.23916715383529663
majority,0.25967487692832947,0.1443064659833908,0.29706597328186035,0.4644179940223694,0.2850387692451477,0.28757327795028687,0.23196718096733093,0.16572412848472595,0.2563854157924652,0.21036610007286072,0.26316750049591064,0.316693514585495,0.29706597328186035,0.22715121507644653,0.18945851922035217,0.13792097568511963,0.21340490877628326,0.3722864091396332,0.220119908452034
of,0.33290785551071167,0.18112817406654358,1.0,0.19845709204673767,0.24322323501110077,0.733189046382904,0.2972237169742584,0.18302802741527557,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.32285770773887634,1.0,0.3769088089466095,0.25827232003211975,0.27244600653648376,0.3646814823150635,0.2885259687900543,0.1826142966747284
all,0.41981086134910583,0.21204189956188202,0.42798417806625366,0.3025979697704315,0.3687012791633606,0.4860881567001343,0.20514151453971863,0.21464043855667114,0.3335905969142914,0.2934896647930145,0.42520734667778015,0.3101973831653595,0.42798417806625366,0.5059395432472229,0.2543294429779053,0.24117207527160645,0.2944089472293854,0.15717768669128418,0.29575422406196594
meps,0.20121853053569794,0.11590580642223358,0.35917291045188904,0.4491950571537018,0.29746997356414795,0.376752108335495,0.3751121759414673,0.19335483014583588,0.2620900571346283,0.23480072617530823,0.23549243807792664,0.3145348131656647,0.35917291045188904,0.3141554892063141,0.26038244366645813,0.2074807584285736,0.22301159799098969,0.5413332581520081,0.19381771981716156
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.19731609523296356,0.20299430191516876,0.33289089798927307,0.18431222438812256,0.18067777156829834,0.3087427020072937,0.1917618215084076,0.30882009863853455,0.21782958507537842,0.35032153129577637,0.2452365607023239,0.20370477437973022,0.1269655078649521,0.20696312189102173,0.1706518530845642,0.40561532974243164
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.331701397895813,0.48002883791923523,0.4310511648654938,0.16596728563308716,0.2082633674144745,0.3403114080429077,0.24432697892189026,0.5149973034858704,0.3939851224422455,0.3307090103626251,0.5995424389839172,0.25899913907051086,0.3424105644226074,0.291808545589447,0.22406005859375,0.41942933201789856
just,0.5854880809783936,0.16222921013832092,0.35124439001083374,0.33003103733062744,0.3460732400417328,0.40061673521995544,0.19168518483638763,0.2115146666765213,0.3910168707370758,0.19668161869049072,0.5153104066848755,0.29915136098861694,0.35124439001083374,0.48231419920921326,0.31314295530319214,0.25971367955207825,0.2508312165737152,0.18476171791553497,0.4144178032875061
those,0.44466671347618103,0.17623955011367798,0.37935635447502136,0.30087026953697205,0.3229166567325592,0.42861196398735046,0.18587972223758698,0.1976664662361145,0.3419301211833954,0.2750853896141052,0.47350940108299255,0.3124765455722809,0.37935635447502136,0.5476669669151306,0.2735324800014496,0.313594788312912,0.32841911911964417,0.16444899141788483,0.3328189253807068
present,0.30940163135528564,0.09058180451393127,0.3116828501224518,0.11681699752807617,0.13461321592330933,0.2829846143722534,0.09518802911043167,0.20739038288593292,0.23905439674854279,0.10574833303689957,0.2453051209449768,0.17182861268520355,0.3116828501224518,0.20018869638442993,0.18881537020206451,0.08634322881698608,0.15190309286117554,0.16245795786380768,0.21759982407093048
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.18994680047035217,0.19068287312984467,0.3456730246543884,0.16722021996974945,0.1964426338672638,0.3326910734176636,0.2052282840013504,0.31236231327056885,0.2101471871137619,0.3680361211299896,0.26768192648887634,0.20408746600151062,0.14551293849945068,0.2151763141155243,0.18304091691970825,0.42300865054130554
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2892617881298065,0.43356871604919434,0.535392165184021,0.23829470574855804,0.28446894884109497,0.45010748505592346,0.35544881224632263,1.0,0.39083346724510193,0.41548454761505127,0.46410247683525085,0.32918253540992737,0.2934373915195465,0.33534231781959534,0.20290622115135193,0.29463258385658264
block,0.33229514956474304,0.17057344317436218,0.1477721929550171,0.249851793050766,0.21230827271938324,0.20056472718715668,0.19174253940582275,0.22740395367145538,0.1659933477640152,0.13740965723991394,0.30297139286994934,0.23765720427036285,0.1477721929550171,0.3448233902454376,0.2847854793071747,0.23379744589328766,0.13997070491313934,0.18661954998970032,0.27211859822273254
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.1908024251461029,0.43512776494026184,0.4174870550632477,0.14019161462783813,0.1968400627374649,0.3586423695087433,0.29889947175979614,0.38921234011650085,0.24189822375774384,0.3792596757411957,0.5601577162742615,0.2474553883075714,0.3109806776046753,0.30274316668510437,0.209258034825325,0.32389625906944275
suggest,0.39558762311935425,0.19672659039497375,0.28071948885917664,0.28755906224250793,0.2857953906059265,0.2682655155658722,0.13722151517868042,0.20865905284881592,0.21134044229984283,0.23174558579921722,0.3512662351131439,0.336952269077301,0.28071948885917664,0.38370105624198914,0.31708604097366333,0.3844280540943146,0.17751513421535492,0.209427148103714,0.39672672748565674
changes,0.2740466892719269,0.2171921730041504,0.25827232003211975,0.2106693834066391,0.23907470703125,0.3427845537662506,0.16095958650112152,0.1751948744058609,0.226434126496315,0.13621793687343597,0.32918253540992737,0.26812952756881714,0.25827232003211975,0.36320820450782776,1.0,0.2737556993961334,0.220808207988739,0.14234231412410736,0.21264225244522095
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.27201512455940247,0.2231246829032898,0.4933079481124878,0.23820561170578003,0.22301842272281647,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.30302485823631287,0.4946078956127167,0.3237466514110565,0.23045918345451355,0.2299158126115799,0.3680937886238098,0.25442883372306824,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.1828758865594864,0.33253467082977295,0.5171257257461548,0.25117602944374084,0.2433357536792755,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.23220686614513397,0.5116966962814331,0.3363793194293976,0.27557092905044556,0.23405960202217102,0.4289871156215668,0.26227831840515137,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22779929637908936,0.2713140547275543,1.0,0.2829204201698303,0.25961899757385254,0.6662389636039734,0.3284194767475128,0.535392165184021,0.31595274806022644,0.733189046382904,0.4525727927684784,0.3427845537662506,0.2700778841972351,0.4408751428127289,0.26521381735801697,0.22068053483963013
council,0.16933071613311768,0.10015834122896194,0.2972237169742584,0.3168671727180481,0.1322224736213684,0.2829204201698303,1.0,0.06780358403921127,0.2689173221588135,0.19826187193393707,0.23829470574855804,0.3029583990573883,0.2972237169742584,0.17267656326293945,0.16095958650112152,0.17013253271579742,0.18552932143211365,0.4229061007499695,0.1160062924027443
must,0.30362528562545776,0.22601568698883057,0.24322323501110077,0.23410490155220032,1.0,0.2713140547275543,0.1322224736213684,0.2337220311164856,0.18276341259479523,0.3490719795227051,0.43356871604919434,0.3094027638435364,0.24322323501110077,0.43936002254486084,0.23907470703125,0.35836127400398254,0.2841154634952545,0.18632540106773376,0.23707495629787445
vote,0.30723845958709717,0.09013981372117996,0.19845709204673767,1.0,0.23410490155220032,0.22779929637908936,0.3168671727180481,0.27242565155029297,0.21458156406879425,0.12091127038002014,0.2892617881298065,0.42463722825050354,0.19845709204673767,0.24132733047008514,0.2106693834066391,0.1835201382637024,0.17365115880966187,0.4532986879348755,0.2888886630535126
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.17365115880966187,0.2841154634952545,0.4408751428127289,0.18552932143211365,0.19618479907512665,0.370934396982193,0.17732734978199005,0.33534231781959534,0.2613094449043274,0.3646814823150635,0.2681882679462433,0.220808207988739,0.23118142783641815,1.0000001192092896,0.1523929238319397,0.17966607213020325
qualified,0.19747373461723328,0.08826427161693573,0.1594466269016266,0.2909183204174042,0.25850075483322144,0.23118680715560913,0.18946298956871033,0.15161997079849243,0.21319082379341125,0.153019979596138,0.2360132336616516,0.31432920694351196,0.1594466269016266,0.23042123019695282,0.0820065513253212,0.23525157570838928,0.1316078007221222,0.18792910873889923,0.1370558738708496
majority,0.25967487692832947,0.1443064659833908,0.29706597328186035,0.4644179940223694,0.2850387692451477,0.28757327795028687,0.23196718096733093,0.16572412848472595,0.2563854157924652,0.21036610007286072,0.26316750049591064,0.316693514585495,0.29706597328186035,0.22715121507644653,0.18945851922035217,0.13792097568511963,0.21340490877628326,0.3722864091396332,0.220119908452034
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2892617881298065,0.43356871604919434,0.535392165184021,0.23829470574855804,0.28446894884109497,0.45010748505592346,0.35544881224632263,1.0,0.39083346724510193,0.41548454761505127,0.46410247683525085,0.32918253540992737,0.2934373915195465,0.33534231781959534,0.20290622115135193,0.29463258385658264
approve,0.3271811008453369,0.12022193521261215,0.32285770773887634,0.42463722825050354,0.3094027638435364,0.31595274806022644,0.3029583990573883,0.3086071014404297,0.21883882582187653,0.23628117144107819,0.39083346724510193,1.0000001192092896,0.32285770773887634,0.3541705012321472,0.26812952756881714,0.38285118341445923,0.2613094449043274,0.3706769645214081,0.30642789602279663
changes,0.2740466892719269,0.2171921730041504,0.25827232003211975,0.2106693834066391,0.23907470703125,0.3427845537662506,0.16095958650112152,0.1751948744058609,0.226434126496315,0.13621793687343597,0.32918253540992737,0.26812952756881714,0.25827232003211975,0.36320820450782776,1.0,0.2737556993961334,0.220808207988739,0.14234231412410736,0.21264225244522095
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.27201512455940247,0.2231246829032898,0.4933079481124878,0.23820561170578003,0.22301842272281647,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.30302485823631287,0.4946078956127167,0.3237466514110565,0.23045918345451355,0.2299158126115799,0.3680937886238098,0.25442883372306824,0.31091248989105225
but,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.335405170917511,0.36824145913124084,0.4859698414802551,0.21318432688713074,0.19200240075588226,0.48674455285072327,0.27801376581192017,0.5542377829551697,0.348891019821167,0.39942997694015503,0.5102438926696777,0.3283573389053345,0.28476616740226746,0.3159136474132538,0.21308359503746033,0.27921953797340393
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.17365115880966187,0.2841154634952545,0.4408751428127289,0.18552932143211365,0.19618479907512665,0.370934396982193,0.17732734978199005,0.33534231781959534,0.2613094449043274,0.3646814823150635,0.2681882679462433,0.220808207988739,0.23118142783641815,1.0000001192092896,0.1523929238319397,0.17966607213020325
unanimity,0.3229718506336212,0.07404329627752304,0.27878397703170776,0.44695156812667847,0.319110631942749,0.29761043190956116,0.3522122800350189,0.24511395394802094,0.17711018025875092,0.24075695872306824,0.34549227356910706,0.36159199476242065,0.27878397703170776,0.35729336738586426,0.26230230927467346,0.2603428065776825,0.20488759875297546,0.3714296817779541,0.20240479707717896
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2892617881298065,0.43356871604919434,0.535392165184021,0.23829470574855804,0.28446894884109497,0.45010748505592346,0.35544881224632263,1.0,0.39083346724510193,0.41548454761505127,0.46410247683525085,0.32918253540992737,0.2934373915195465,0.33534231781959534,0.20290622115135193,0.29463258385658264
block,0.33229514956474304,0.17057344317436218,0.1477721929550171,0.249851793050766,0.21230827271938324,0.20056472718715668,0.19174253940582275,0.22740395367145538,0.1659933477640152,0.13740965723991394,0.30297139286994934,0.23765720427036285,0.1477721929550171,0.3448233902454376,0.2847854793071747,0.23379744589328766,0.13997070491313934,0.18661954998970032,0.27211859822273254
commission,0.22273972630500793,0.10002108663320541,0.2698368728160858,0.21140198409557343,0.16934053599834442,0.24418850243091583,0.4432614743709564,0.16072538495063782,0.21326816082000732,0.15902523696422577,0.24674905836582184,0.3447349965572357,0.2698368728160858,0.23308111727237701,0.1656177043914795,0.2403988242149353,0.25094297528266907,0.34298184514045715,0.16231559216976166
amendment,0.20758824050426483,0.07689157128334045,0.2148750275373459,0.4331032633781433,0.2187015563249588,0.276956170797348,0.3054855465888977,0.2799103856086731,0.15072646737098694,0.1657722145318985,0.2683636546134949,0.4558768570423126,0.2148750275373459,0.2896210849285126,0.24881723523139954,0.19937258958816528,0.1689317226409912,0.4076329171657562,0.24295969307422638
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.27672019600868225,0.27722811698913574,0.5934505462646484,0.2314436286687851,0.1901644617319107,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.307916522026062,0.5352458953857422,0.39295488595962524,0.29733169078826904,0.2532651424407959,0.3936232924461365,0.23747818171977997,0.4130953550338745
