,mps,representing,english,constituencies,can,only,veto,laws,affecting,which,country,?
to,0.11862298101186752,0.22131237387657166,0.21984367072582245,0.21618060767650604,0.4979398250579834,0.5096819996833801,0.2647951543331146,0.2910608649253845,0.272309809923172,0.5345056653022766,0.31281599402427673,0.29463258385658264
give,0.12772169709205627,0.17504934966564178,0.18082226812839508,0.1682133972644806,0.3823885917663574,0.41244015097618103,0.18943430483341217,0.20159690082073212,0.22624626755714417,0.3091176450252533,0.18851011991500854,0.2985610067844391
mps,0.9999998807907104,0.23755522072315216,0.17288672924041748,0.5655189156532288,0.14958888292312622,0.2103630006313324,0.2738916277885437,0.26885873079299927,0.14115726947784424,0.1124170795083046,0.17317558825016022,0.1502685397863388
representing,0.23755522072315216,1.0000001192092896,0.08821193873882294,0.4383260905742645,0.1931275874376297,0.3268339931964874,0.2972967326641083,0.1871781349182129,0.2931180000305176,0.2980923354625702,0.21484369039535522,0.10637413710355759
english,0.17288672924041748,0.08821193873882294,0.9999999403953552,0.2513357698917389,0.16112473607063293,0.20613466203212738,0.0760980099439621,0.14053070545196533,0.1165277510881424,0.19168700277805328,0.21290475130081177,0.23251567780971527
constituencies,0.5655189156532288,0.4383260905742645,0.2513357698917389,1.0000001192092896,0.25667575001716614,0.30002495646476746,0.29181334376335144,0.3187524378299713,0.2559950053691864,0.28740617632865906,0.2808855175971985,0.11360672116279602
a,0.13071753084659576,0.3024493157863617,0.21707510948181152,0.22509250044822693,0.3915780484676361,0.47549712657928467,0.16522058844566345,0.1722979098558426,0.2430521547794342,0.56894451379776,0.20991116762161255,0.23916715383529663
new,0.1427145004272461,0.21083396673202515,0.22452884912490845,0.22953827679157257,0.22821471095085144,0.3027914762496948,0.2169983983039856,0.2097105234861374,0.21000146865844727,0.33739399909973145,0.17981185019016266,0.14782847464084625
``,0.14140953123569489,0.19035711884498596,0.03079455904662609,0.14182183146476746,0.12428006529808044,0.11061053723096848,0.06514376401901245,-0.04076443985104561,0.10585136711597443,0.05178012326359749,0.0564170703291893,0.0685480609536171
veto,0.2738916277885437,0.2972967326641083,0.0760980099439621,0.29181334376335144,0.21468333899974823,0.28740018606185913,1.0000001192092896,0.39973992109298706,0.1529092937707901,0.22414401173591614,0.19850195944309235,0.2314452826976776
'',-0.07013314217329025,0.021890705451369286,0.058639850467443466,0.09916184842586517,0.008988718502223492,-0.015845878049731255,0.06857531517744064,0.05879716947674751,-0.032651402056217194,-0.03332270681858063,-0.026720518246293068,0.018684765323996544
over,0.15158973634243011,0.19116704165935516,0.16705197095870972,0.147693932056427,0.3160167336463928,0.38067740201950073,0.2624781131744385,0.17512808740139008,0.326400488615036,0.4256240129470825,0.23639845848083496,0.25742942094802856
laws,0.26885873079299927,0.1871781349182129,0.14053070545196533,0.3187524378299713,0.21583211421966553,0.2204483598470688,0.39973992109298706,1.0,0.2095508873462677,0.271426796913147,0.24369710683822632,0.17911791801452637
only,0.2103630006313324,0.3268339931964874,0.20613466203212738,0.30002495646476746,0.43433451652526855,1.0,0.28740018606185913,0.2204483598470688,0.2816399931907654,0.5654799342155457,0.2164556235074997,0.2767370045185089
affecting,0.14115726947784424,0.2931180000305176,0.1165277510881424,0.2559950053691864,0.3182400166988373,0.2816399931907654,0.1529092937707901,0.2095508873462677,1.0,0.3674609065055847,0.14857275784015656,0.1855245977640152
england,0.2679847776889801,0.15698015689849854,0.41711461544036865,0.32454586029052734,0.14894318580627441,0.24902446568012238,0.12315590679645538,0.22584308683872223,0.1239863932132721,0.24747401475906372,0.2488383948802948,0.13436897099018097
.,0.22325676679611206,0.22318699955940247,0.2881386876106262,0.2049211710691452,0.35783761739730835,0.49507418274879456,0.21133340895175934,0.2222834676504135,0.288459837436676,0.45942068099975586,0.26130348443984985,0.4130953550338745
