,what,was,the,name,for,the,imaging,campaign,abc,began,in,2007,?
imaging,0.2268199324607849,0.14484600722789764,0.19243761897087097,0.061649300158023834,0.23348510265350342,0.19243761897087097,1.0,0.1273854374885559,0.09563563019037247,0.14732319116592407,0.20635999739170074,0.07752158492803574,0.0898628756403923
campaign,0.22158007323741913,0.2556212544441223,0.2755736708641052,0.10844726115465164,0.23777949810028076,0.2755736708641052,0.1273854374885559,0.9999999403953552,0.17480497062206268,0.23302191495895386,0.2438942790031433,-0.1544003188610077,0.162482351064682
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.9999999403953552,0.4739971458911896,0.23348510265350342,0.23777949810028076,0.22510288655757904,0.29047009348869324,0.4322226941585541,-0.15897968411445618,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.4739971458911896,1.0,0.19243761897087097,0.2755736708641052,0.2068762183189392,0.3059147596359253,0.6662389636039734,-0.23657195270061493,0.22068053483963013
upcoming,0.2536647617816925,0.2476806640625,0.349834144115448,0.11190546303987503,0.35761669278144836,0.349834144115448,0.21055926382541656,0.32619383931159973,0.22670279443264008,0.2476830631494522,0.28886064887046814,-0.08878882229328156,0.24273672699928284
2007–08,-0.1590416431427002,-0.2168874889612198,-0.184219092130661,-0.1255234181880951,-0.183742493391037,-0.184219092130661,0.018965445458889008,-0.112979456782341,-0.11084243655204773,-0.17229166626930237,-0.20407670736312866,0.874342679977417,-0.20450130105018616
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.18235637247562408,0.24490800499916077,0.2507155239582062,0.13978365063667297,0.14973105490207672,0.29887476563453674,0.2107011079788208,0.2184021919965744,-0.09554609656333923,0.16793298721313477
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.1535363644361496,0.18021923303604126,0.2097204476594925,0.2705576717853546,0.5201468467712402,-0.24049624800682068,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.01270448137074709,0.029072100296616554,-0.06427545845508575,0.023346159607172012,-0.04806871339678764,-0.054310813546180725,0.04765888676047325,0.041756823658943176,0.0685480609536171
start,0.3207288086414337,0.20079405605793,0.3656389117240906,0.16625577211380005,0.2663039267063141,0.3656389117240906,0.15281055867671967,0.18169264495372772,0.1987123340368271,0.41427290439605713,0.29979339241981506,-0.10639133304357529,0.26634979248046875
here,0.5220553874969482,0.20684681832790375,0.37885698676109314,0.22922948002815247,0.3840431272983551,0.37885698676109314,0.17642560601234436,0.11184897273778915,0.20405349135398865,0.1053142100572586,0.3649226427078247,-0.28067341446876526,0.5686008334159851
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,-0.04479556903243065,0.041273195296525955,0.10140208154916763,-0.09677082300186157,-0.05768610164523125,0.041019126772880554,0.07432962208986282,-0.002170342719182372,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.4726039469242096,0.5934505462646484,0.1650768369436264,0.23225265741348267,0.2567209303379059,0.19236212968826294,0.5591574311256409,-0.216732457280159,0.4130953550338745
