,in,which,case,did,the,court,of,justice,review,swedish,bans,on,advertising,to,young,children,under,12,?
swedish,0.18130537867546082,0.15060751140117645,0.08333152532577515,0.10951384902000427,0.20056277513504028,0.12014664709568024,0.15661373734474182,0.09866855293512344,0.13474589586257935,1.0,0.05530243366956711,0.1423248052597046,0.15380388498306274,0.12692172825336456,0.12611468136310577,0.17642077803611755,0.16393056511878967,-0.015855472534894943,0.08206682652235031
bans,0.13183936476707458,0.2729528844356537,0.23089918494224548,0.2382565140724182,0.22076785564422607,0.21371148526668549,0.2292792797088623,0.21650119125843048,0.21311645209789276,0.05530243366956711,1.0000001192092896,0.20177288353443146,0.32810717821121216,0.2788662314414978,0.14259441196918488,0.1712646782398224,0.21056914329528809,0.18532727658748627,0.27151814103126526
on,0.46853652596473694,0.4245251417160034,0.2473251074552536,0.2670976221561432,0.5107308030128479,0.23630931973457336,0.3966929316520691,0.1708904355764389,0.2625720500946045,0.1423248052597046,0.20177288353443146,0.9999999403953552,0.21307794749736786,0.41031414270401,0.18606418371200562,0.20549149811267853,0.3075410723686218,0.14110936224460602,0.2714994251728058
advertising,0.1743171364068985,0.21335358917713165,0.21067558228969574,0.21803075075149536,0.2048189342021942,0.1492881029844284,0.1315132975578308,0.18634890019893646,0.2429802119731903,0.15380388498306274,0.32810717821121216,0.21307794749736786,1.0000001192092896,0.23670101165771484,0.1458320915699005,0.17329098284244537,0.16696134209632874,0.013414951972663403,0.23602379858493805
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.4452643394470215,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.22984053194522858,0.12692172825336456,0.2788662314414978,0.41031414270401,0.23670101165771484,1.0,0.22202858328819275,0.23135778307914734,0.27177539467811584,0.22845682501792908,0.29463258385658264
children,0.2065156251192093,0.1595885455608368,0.14265049993991852,0.2211388200521469,0.15654058754444122,0.15908260643482208,0.1978350728750229,0.16273264586925507,0.1858074963092804,0.17642077803611755,0.1712646782398224,0.20549149811267853,0.17329098284244537,0.23135778307914734,0.4159672260284424,1.0,0.18634213507175446,0.0036391564644873142,0.21788206696510315
under,0.2535393238067627,0.3235377371311188,0.18966875970363617,0.20815621316432953,0.3348022699356079,0.1557169258594513,0.32766106724739075,0.14663933217525482,0.11071372777223587,0.16393056511878967,0.21056914329528809,0.3075410723686218,0.16696134209632874,0.27177539467811584,0.1867557317018509,0.18634213507175446,0.9999999403953552,0.08907321840524673,0.18233340978622437
age,0.30576348304748535,0.1620659977197647,0.13160768151283264,0.1816447526216507,0.24711290001869202,0.17675834894180298,0.2372717410326004,0.16422145068645477,0.12483297288417816,0.17134882509708405,0.13554896414279938,0.23768801987171173,0.1409972906112671,0.23830388486385345,0.353665828704834,0.3325749635696411,0.17188125848770142,0.03256891295313835,0.16859300434589386
12,0.18516430258750916,0.28720608353614807,0.14908036589622498,0.11160892248153687,0.28907760977745056,0.08639064431190491,0.2886716425418854,-0.031318239867687225,0.0023384641390293837,-0.015855472534894943,0.18532727658748627,0.14110936224460602,0.013414951972663403,0.22845682501792908,0.1412234604358673,0.0036391564644873142,0.08907321840524673,1.0000001192092896,0.10021790862083435
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.3015086054801941,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.32966679334640503,0.20123498141765594,0.25528037548065186,0.49057599902153015,0.24089011549949646,0.44245919585227966,0.2606840431690216,0.28531143069267273,0.24875585734844208,0.20046983659267426,0.31091248989105225
and,0.4954058527946472,0.506277859210968,0.2394348531961441,0.34479495882987976,0.5171257257461548,0.22896502912044525,0.5116966962814331,0.22812503576278687,0.2186996340751648,0.22327753901481628,0.2271616905927658,0.4077630043029785,0.19678813219070435,0.48971283435821533,0.30018550157546997,0.2624970078468323,0.3005301356315613,0.18034417927265167,0.20544172823429108
misleading,0.21924318373203278,0.3692038953304291,0.42351579666137695,0.24145668745040894,0.26428714394569397,0.17065617442131042,0.2365381270647049,0.18253378570079803,0.2736341059207916,0.11947853118181229,0.3204945921897888,0.22923922538757324,0.35009896755218506,0.3551556468009949,0.1523812860250473,0.09964172542095184,0.19197113811969757,0.1548347771167755,0.3808867335319519
commercials,0.25480055809020996,0.22257669270038605,0.10668791830539703,0.24335642158985138,0.20060399174690247,0.16919267177581787,0.12392249703407288,0.17121505737304688,0.13677674531936646,0.2173374444246292,0.15998344123363495,0.2536417841911316,0.4483475089073181,0.242555633187294,0.2002456933259964,0.24233968555927277,0.07452766597270966,0.009273268282413483,0.09385564178228378
for,0.4322226941585541,0.44095608592033386,0.30355575680732727,0.318512886762619,0.4739971458911896,0.21894486248493195,0.4185989499092102,0.22499679028987885,0.25302138924598694,0.18564701080322266,0.25243592262268066,0.36199691891670227,0.25178438425064087,0.4451248347759247,0.2561517059803009,0.19934585690498352,0.2930702269077301,0.08460327982902527,0.264628142118454
skin,0.19003425538539886,0.2812049686908722,0.2226337343454361,0.15159635245800018,0.2213820368051529,0.10615954548120499,0.177443727850914,0.142804354429245,0.15883447229862213,0.20520785450935364,0.11189346015453339,0.22873356938362122,0.18735040724277496,0.21441614627838135,0.24418480694293976,0.1938074827194214,0.22895607352256775,0.24918133020401,0.21488560736179352
care,0.14557574689388275,0.2031434029340744,0.2146618664264679,0.2562934160232544,0.1663842648267746,0.17074109613895416,0.20533065497875214,0.19300182163715363,0.21689891815185547,0.11445049196481705,0.2306898832321167,0.20102925598621368,0.20146721601486206,0.27786314487457275,0.3070981800556183,0.33816981315612793,0.2091752141714096,0.08893494307994843,0.24279968440532684
products,0.21192872524261475,0.3425632417201996,0.19242224097251892,0.20759505033493042,0.2547704577445984,0.12002789974212646,0.21450084447860718,0.12196982651948929,0.1688244640827179,0.13425709307193756,0.2823256552219391,0.2342795729637146,0.38844120502471924,0.2591564655303955,0.12118438631296158,0.1824849396944046,0.15294578671455383,0.21642126142978668,0.20429900288581848
.,0.5591574311256409,0.45942068099975586,0.32712292671203613,0.35288307070732117,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.27015718817710876,0.1936822086572647,0.2014533281326294,0.49257001280784607,0.2438061386346817,0.4645031690597534,0.28293347358703613,0.26089367270469666,0.2901604175567627,0.20240069925785065,0.4130953550338745
