,what,is,the,name,of,the,two-tentacled,cydippid,that,feedsentirely,on,salps,called,?
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.28130480647087097,0.293387770652771,0.41498205065727234,0.27258530259132385,0.3966929316520691,0.3363766074180603,0.4222904443740845,0.1826142966747284
lampea,0.2222192883491516,0.28508007526397705,0.34457653760910034,0.21511441469192505,0.31898409128189087,0.34457653760910034,0.34758326411247253,0.3773762583732605,0.26321467757225037,0.29891473054885864,0.2450464814901352,0.4536045789718628,0.2348264455795288,0.14703132212162018
attach,0.17897716164588928,0.2192770391702652,0.25250759720802307,0.191587433218956,0.18145835399627686,0.25250759720802307,0.41230273246765137,0.23486563563346863,0.28106269240379333,0.36160197854042053,0.22330911457538605,0.26051828265190125,0.3227686285972595,0.18829111754894257
themselves,0.34807315468788147,0.16502061486244202,0.3444426357746124,0.15265773236751556,0.2638634443283081,0.3444426357746124,0.26856687664985657,0.32297757267951965,0.3640199303627014,0.2918676435947418,0.15180964767932892,0.28757962584495544,0.30422529578208923,0.20170879364013672
like,0.4320242702960968,0.29710376262664795,0.32912567257881165,0.21316693723201752,0.3244853615760803,0.32912567257881165,0.334236204624176,0.31859198212623596,0.5397313237190247,0.41408777236938477,0.3318610191345215,0.2389848381280899,0.4291943311691284,0.3268813192844391
parasites,0.14318375289440155,0.15738041698932648,0.18347518146038055,0.07985757291316986,0.18682974576950073,0.18347518146038055,0.48932209610939026,0.4908082187175751,0.2672903835773468,0.4193354845046997,0.19056110084056854,0.38228854537010193,0.19309039413928986,0.19514422118663788
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.23082025349140167,0.25098925828933716,0.5436353087425232,0.3650743067264557,0.41031414270401,0.2785463333129883,0.2987143397331238,0.29463258385658264
salps,0.2288230061531067,0.24139109253883362,0.37917643785476685,0.08178361505270004,0.3363766074180603,0.37917643785476685,0.38287001848220825,0.42217370867729187,0.251373827457428,0.3612000048160553,0.2616880536079407,0.9999999403953552,0.23545120656490326,0.1657872498035431
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.3292009234428406,0.3501744270324707,1.0,0.4683159291744232,0.42569106817245483,0.251373827457428,0.41604554653167725,0.32716336846351624
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.33293434977531433,0.26190534234046936,0.45265161991119385,0.38887327909469604,0.268924742937088,0.30047085881233215,0.3676711618900299,0.24591213464736938
too,0.4120715260505676,0.2450883537530899,0.26985910534858704,0.13878493010997772,0.22150669991970062,0.26985910534858704,0.28960663080215454,0.3098461329936981,0.465911328792572,0.3711337745189667,0.2733546495437622,0.23770256340503693,0.2655428946018219,0.33757779002189636
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.1343102604150772,0.3569655418395996,0.3828733265399933,0.3539883494377136,0.33260267972946167,0.34200385212898254,0.30039364099502563,0.23191727697849274,0.27727898955345154,0.3623717129230499,0.1355665624141693
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.16568206250667572,0.17461040616035461,0.4137635827064514,0.3582995533943176,0.36199691891670227,0.23634850978851318,0.29870352149009705,0.264628142118454
them,0.4994642734527588,0.2390832006931305,0.4788833558559418,0.13889330625534058,0.34503093361854553,0.4788833558559418,0.34202635288238525,0.33983761072158813,0.5601773262023926,0.40440425276756287,0.30083513259887695,0.4138723313808441,0.24858705699443817,0.35435691475868225
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.23082025349140167,0.25098925828933716,0.5436353087425232,0.3650743067264557,0.41031414270401,0.2785463333129883,0.2987143397331238,0.29463258385658264
swallow,0.21095874905586243,0.19980649650096893,0.2042202651500702,0.1588439643383026,0.15405070781707764,0.2042202651500702,0.4486618638038635,0.3424238860607147,0.21983717381954193,0.3783095180988312,0.14700429141521454,0.3090611696243286,0.17640966176986694,0.18979132175445557
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.29839256405830383,0.3213472068309784,0.4460422694683075,0.3692353665828705,0.49257001280784607,0.3166863024234772,0.300344854593277,0.4130953550338745
