,the,french,and,indian,war,was,the,new,world,aspect,of,what,european,conflict,?
the,1.0,0.2555147111415863,0.5171257257461548,0.23407642543315887,0.366199791431427,0.48711544275283813,1.0,0.3845241069793701,0.33604270219802856,0.24363651871681213,0.733189046382904,0.42745697498321533,0.3423081040382385,0.2974752187728882,0.22068053483963013
north,0.36298373341560364,0.14223402738571167,0.2776443064212799,0.19197654724121094,0.2980347275733948,0.29020047187805176,0.36298373341560364,0.24270093441009521,0.21830034255981445,0.07759073376655579,0.3604778051376343,0.18673177063465118,0.24949796497821808,0.14643168449401855,0.11829731613397598
american,0.24562937021255493,0.3777676820755005,0.32290002703666687,0.2832375168800354,0.2592540383338928,0.31632548570632935,0.24562937021255493,0.24982258677482605,0.2989591062068939,0.19621606171131134,0.22180068492889404,0.1909721940755844,0.2377248853445053,0.18259456753730774,0.18877598643302917
front,0.3733479380607605,0.15725640952587128,0.23269736766815186,0.1496332883834839,0.2717331051826477,0.2506336569786072,0.3733479380607605,0.20332641899585724,0.15340496599674225,0.21208256483078003,0.2804802656173706,0.19401875138282776,0.14224205911159515,0.1396997570991516,0.16351862251758575
of,0.733189046382904,0.19450366497039795,0.5116966962814331,0.24303589761257172,0.31680163741111755,0.4069072902202606,0.733189046382904,0.343457967042923,0.2828933000564575,0.26582151651382446,1.0,0.33290785551071167,0.2507138252258301,0.2620731294155121,0.1826142966747284
the,1.0,0.2555147111415863,0.5171257257461548,0.23407642543315887,0.366199791431427,0.48711544275283813,1.0,0.3845241069793701,0.33604270219802856,0.24363651871681213,0.733189046382904,0.42745697498321533,0.3423081040382385,0.2974752187728882,0.22068053483963013
seven,0.28151169419288635,0.16133227944374084,0.26877880096435547,0.12965519726276398,0.19957704842090607,0.28194957971572876,0.28151169419288635,0.13715340197086334,0.2200608104467392,0.12762752175331116,0.273354172706604,0.15978287160396576,0.13733647763729095,0.12523271143436432,0.1732930988073349
years,0.2912273406982422,0.17051009833812714,0.300204873085022,0.1961277425289154,0.3038960099220276,0.35855233669281006,0.2912273406982422,0.20363415777683258,0.27430468797683716,0.11090046912431717,0.2904134690761566,0.1981470286846161,0.20081207156181335,0.21952782571315765,0.1914375126361847
',0.474788099527359,0.15956202149391174,0.3053182065486908,0.1699446588754654,0.17949679493904114,0.33675912022590637,0.474788099527359,0.23426499962806702,0.22446990013122559,0.18800649046897888,0.39136970043182373,0.3245812654495239,0.1323336660861969,0.23011621832847595,0.330942302942276
war,0.366199791431427,0.2536753714084625,0.29695844650268555,0.23471178114414215,1.0000001192092896,0.3560331463813782,0.366199791431427,0.18623678386211395,0.4748530089855194,0.15305425226688385,0.31680163741111755,0.22516006231307983,0.2521776556968689,0.49024683237075806,0.15510529279708862
),0.3456730246543884,0.21857915818691254,0.4961937665939331,0.1789938360452652,0.183685764670372,0.3267642855644226,0.3456730246543884,0.253329336643219,0.22386978566646576,0.19060786068439484,0.3680361211299896,0.26259949803352356,0.17755553126335144,0.2196362316608429,0.42300865054130554
",",0.4933079481124878,0.28806620836257935,0.6633074283599854,0.2407594621181488,0.2671184241771698,0.45456063747406006,0.4933079481124878,0.36073189973831177,0.26091980934143066,0.19605056941509247,0.4946078956127167,0.3087472915649414,0.19684812426567078,0.24715133011341095,0.31091248989105225
a,0.5829201340675354,0.24285779893398285,0.3739250600337982,0.21449552476406097,0.2368277609348297,0.4508470594882965,0.5829201340675354,0.3214259147644043,0.22239887714385986,0.26698043942451477,0.5052502155303955,0.3320399522781372,0.2254103124141693,0.2236446589231491,0.23916715383529663
sizeable,0.3523431122303009,0.20717939734458923,0.34876251220703125,0.22517268359661102,0.1820182353258133,0.24442000687122345,0.3523431122303009,0.2592526376247406,0.22597193717956543,0.25984084606170654,0.3066626787185669,0.2813367545604706,0.2209148406982422,0.15060698986053467,0.2089689075946808
population,0.32044094800949097,0.16878677904605865,0.23080337047576904,0.1285257488489151,0.23723477125167847,0.1935066133737564,0.32044094800949097,0.14427055418491364,0.21740390360355377,0.17370867729187012,0.3060894012451172,0.2000674307346344,0.17372848093509674,0.23999668657779694,0.14449454843997955
of,0.733189046382904,0.19450366497039795,0.5116966962814331,0.24303589761257172,0.31680163741111755,0.4069072902202606,0.733189046382904,0.343457967042923,0.2828933000564575,0.26582151651382446,1.0,0.33290785551071167,0.2507138252258301,0.2620731294155121,0.1826142966747284
huguenot,0.29557526111602783,0.5233030915260315,0.2762077748775482,0.2067548781633377,0.3196048438549042,0.24281072616577148,0.29557526111602783,0.20695649087429047,0.1958485245704651,0.09627283364534378,0.29061198234558105,0.1912020891904831,0.3020241856575012,0.23398172855377197,0.1359742432832718
descent,0.24708466231822968,0.20306535065174103,0.19692085683345795,0.1690819263458252,0.20794805884361267,0.24684534966945648,0.24708466231822968,0.15431471168994904,0.15646839141845703,0.26628950238227844,0.2411869466304779,0.20911413431167603,0.273574560880661,0.24660071730613708,0.1453588604927063
lived,0.2897515296936035,0.13836047053337097,0.21143336594104767,0.1621541529893875,0.20837444067001343,0.3715285658836365,0.2897515296936035,0.14580504596233368,0.16144230961799622,0.05371423065662384,0.3103700876235962,0.18411467969417572,0.130564346909523,0.17324519157409668,0.1798510104417801
in,0.6662389636039734,0.22093388438224792,0.4954058527946472,0.17715758085250854,0.29904094338417053,0.45514053106307983,0.6662389636039734,0.3758552670478821,0.3038199245929718,0.16113883256912231,0.5696388483047485,0.30808621644973755,0.23319172859191895,0.259853720664978,0.20430970191955566
the,1.0,0.2555147111415863,0.5171257257461548,0.23407642543315887,0.366199791431427,0.48711544275283813,1.0,0.3845241069793701,0.33604270219802856,0.24363651871681213,0.733189046382904,0.42745697498321533,0.3423081040382385,0.2974752187728882,0.22068053483963013
british,0.28973397612571716,0.43574923276901245,0.325880765914917,0.40101948380470276,0.3060368299484253,0.31934812664985657,0.28973397612571716,0.19849099218845367,0.26561254262924194,0.17351779341697693,0.23701532185077667,0.19255435466766357,0.21545198559761047,0.14830826222896576,0.09711728990077972
colonies,0.30451729893684387,0.20400510728359222,0.311396062374115,0.2556660771369934,0.35548219084739685,0.21739500761032104,0.30451729893684387,0.30196696519851685,0.2281995713710785,0.1374073177576065,0.2890703082084656,0.20822033286094666,0.2748645544052124,0.2061685472726822,0.07886616140604019
",",0.4933079481124878,0.28806620836257935,0.6633074283599854,0.2407594621181488,0.2671184241771698,0.45456063747406006,0.4933079481124878,0.36073189973831177,0.26091980934143066,0.19605056941509247,0.4946078956127167,0.3087472915649414,0.19684812426567078,0.24715133011341095,0.31091248989105225
and,0.5171257257461548,0.32751965522766113,1.0,0.24078236520290375,0.29695844650268555,0.3740963041782379,0.5171257257461548,0.31402453780174255,0.3246132433414459,0.2093125432729721,0.5116966962814331,0.31309178471565247,0.24143946170806885,0.272842675447464,0.20544172823429108
many,0.4335206151008606,0.2158181369304657,0.5296266674995422,0.19398902356624603,0.28938722610473633,0.260356068611145,0.4335206151008606,0.2992318272590637,0.3418862819671631,0.2668386697769165,0.37253960967063904,0.36131182312965393,0.24996337294578552,0.2642844617366791,0.2124512493610382
participated,0.2627280354499817,0.16541075706481934,0.23950490355491638,0.1606002300977707,0.2149169147014618,0.27373114228248596,0.2627280354499817,0.14942176640033722,0.244053915143013,0.19372165203094482,0.19921748340129852,0.1606026291847229,0.24326029419898987,0.2421102076768875,0.11681767553091049
in,0.6662389636039734,0.22093388438224792,0.4954058527946472,0.17715758085250854,0.29904094338417053,0.45514053106307983,0.6662389636039734,0.3758552670478821,0.3038199245929718,0.16113883256912231,0.5696388483047485,0.30808621644973755,0.23319172859191895,0.259853720664978,0.20430970191955566
the,1.0,0.2555147111415863,0.5171257257461548,0.23407642543315887,0.366199791431427,0.48711544275283813,1.0,0.3845241069793701,0.33604270219802856,0.24363651871681213,0.733189046382904,0.42745697498321533,0.3423081040382385,0.2974752187728882,0.22068053483963013
british,0.28973397612571716,0.43574923276901245,0.325880765914917,0.40101948380470276,0.3060368299484253,0.31934812664985657,0.28973397612571716,0.19849099218845367,0.26561254262924194,0.17351779341697693,0.23701532185077667,0.19255435466766357,0.21545198559761047,0.14830826222896576,0.09711728990077972
defeat,0.3182816207408905,0.1973520815372467,0.23815137147903442,0.093894362449646,0.3819405138492584,0.24067381024360657,0.3182816207408905,0.18506266176700592,0.18067266047000885,0.06307541579008102,0.2543899118900299,0.16252544522285461,0.15490439534187317,0.24299496412277222,0.12980464100837708
of,0.733189046382904,0.19450366497039795,0.5116966962814331,0.24303589761257172,0.31680163741111755,0.4069072902202606,0.733189046382904,0.343457967042923,0.2828933000564575,0.26582151651382446,1.0,0.33290785551071167,0.2507138252258301,0.2620731294155121,0.1826142966747284
new,0.3845241069793701,0.1977054476737976,0.31402453780174255,0.14793221652507782,0.18623678386211395,0.2748313844203949,0.3845241069793701,0.9999999403953552,0.22683997452259064,0.1516631841659546,0.343457967042923,0.2130378633737564,0.152144655585289,0.15236704051494598,0.14782847464084625
france,0.35517507791519165,0.5492131114006042,0.2925812005996704,0.1593049019575119,0.2819103002548218,0.2715669870376587,0.35517507791519165,0.2269197404384613,0.2837721109390259,0.0816153734922409,0.3265724182128906,0.17793065309524536,0.290926992893219,0.21688662469387054,0.15069349110126495
in,0.6662389636039734,0.22093388438224792,0.4954058527946472,0.17715758085250854,0.29904094338417053,0.45514053106307983,0.6662389636039734,0.3758552670478821,0.3038199245929718,0.16113883256912231,0.5696388483047485,0.30808621644973755,0.23319172859191895,0.259853720664978,0.20430970191955566
1759-60,0.08823012560606003,0.25496843457221985,0.12255089730024338,0.06224268302321434,0.07527441531419754,0.17430859804153442,0.08823012560606003,0.10590487718582153,0.08088178187608719,-0.045603539794683456,0.05631429702043533,0.08508238941431046,0.07922189682722092,0.11420005559921265,0.20841555297374725
.,0.5934505462646484,0.2480926215648651,0.588965117931366,0.2388933300971985,0.3000848889350891,0.40146201848983765,0.5934505462646484,0.35031336545944214,0.3177160322666168,0.21891406178474426,0.5352458953857422,0.3567904531955719,0.2095622420310974,0.2486632764339447,0.4130953550338745
