,who,contends,that,luther,did,not,intend,to,oppose,the,church,?
",",0.3365725874900818,0.25825732946395874,0.4137537479400635,0.23255878686904907,0.3015086054801941,0.3769696354866028,0.24506831169128418,0.44245919585227966,0.26003438234329224,0.4933079481124878,0.2707274258136749,0.31091248989105225
which,0.3688730001449585,0.26059654355049133,0.6894589066505432,0.17501473426818848,0.2750149369239807,0.46766895055770874,0.30345526337623596,0.5345056653022766,0.18219733238220215,0.6521818041801453,0.20821009576320648,0.25814583897590637
came,0.26680538058280945,0.18437016010284424,0.31804272532463074,0.13847880065441132,0.4016856253147125,0.2165926843881607,0.15639832615852356,0.3111628592014313,0.21289224922657013,0.39390382170677185,0.15327605605125427,0.1739392727613449
to,0.42656609416007996,0.3390743136405945,0.5436353087425232,0.18029534816741943,0.4452643394470215,0.5149973034858704,0.5225459337234497,1.0,0.25091660022735596,0.535392165184021,0.24439501762390137,0.29463258385658264
be,0.3371641933917999,0.21130681037902832,0.6036020517349243,0.15299063920974731,0.22657383978366852,0.5788898468017578,0.36658963561058044,0.4972836375236511,0.34393149614334106,0.4248143136501312,0.14655785262584686,0.3324260413646698
known,0.24757125973701477,0.16091841459274292,0.20813259482383728,0.12994661927223206,0.25943970680236816,0.22453871369361877,0.14399147033691406,0.14337651431560516,0.13246870040893555,0.3624623417854309,0.1530768871307373,0.18314571678638458
as,0.3923053741455078,0.2137100249528885,0.4735107421875,0.20242992043495178,0.3596470057964325,0.5105602741241455,0.26725614070892334,0.42092081904411316,0.23896297812461853,0.48381632566452026,0.211966410279274,0.27043893933296204
the,0.3733934462070465,0.3249351382255554,0.5473989248275757,0.1759674996137619,0.34736719727516174,0.4310511648654938,0.25890758633613586,0.535392165184021,0.17795199155807495,1.0,0.23846197128295898,0.22068053483963013
ninety-five,0.15046782791614532,0.1537725031375885,0.2635140120983124,0.2863119840621948,0.16586549580097198,0.2228904366493225,0.11465930193662643,0.2648909389972687,0.163468137383461,0.4041427671909332,0.23375776410102844,0.21024495363235474
theses,0.1924426406621933,0.2674926221370697,0.27713966369628906,0.4810737073421478,0.20294758677482605,0.21344539523124695,0.18401655554771423,0.24799592792987823,0.1790185272693634,0.32067108154296875,0.3329779803752899,0.19188037514686584
.,0.3541337847709656,0.2259615659713745,0.4460422694683075,0.24907569587230682,0.35288307070732117,0.4824007451534271,0.24431851506233215,0.4645031690597534,0.23016472160816193,0.5934505462646484,0.28898224234580994,0.4130953550338745
,who,contends,that,luther,did,not,intend,to,oppose,the,church,?
hans,0.2921501696109772,0.17075973749160767,0.11943630874156952,0.31312668323516846,0.20510689914226532,0.19898216426372528,0.12247934192419052,0.13112299144268036,0.1285141408443451,0.2071325033903122,0.17599143087863922,0.10353465378284454
hillerbrand,0.30796948075294495,0.3032468855381012,0.2639753818511963,0.2841978967189789,0.18270598351955414,0.22284968197345734,0.2615237534046173,0.329917311668396,0.22240567207336426,0.3427819311618805,0.18893830478191376,0.2166219800710678
writes,0.3401142954826355,0.2784724831581116,0.3191187381744385,0.18157950043678284,0.22086560726165771,0.21386826038360596,0.2854916453361511,0.24121487140655518,0.21568505465984344,0.1939418613910675,0.17999006807804108,0.17896029353141785
that,0.45444270968437195,0.2914877235889435,1.0,0.21746599674224854,0.47518548369407654,0.6600887179374695,0.44630691409111023,0.5436353087425232,0.34978073835372925,0.5473989248275757,0.18300943076610565,0.32716336846351624
luther,0.21013082563877106,0.2222718596458435,0.21746599674224854,1.0,0.23667675256729126,0.21636232733726501,0.13984757661819458,0.18029534816741943,0.14608626067638397,0.1759674996137619,0.379041463136673,0.1732746809720993
had,0.36173108220100403,0.23401547968387604,0.4407361149787903,0.16133075952529907,0.540525496006012,0.3714721202850342,0.2503100335597992,0.37984350323677063,0.21943455934524536,0.3875846862792969,0.21721379458904266,0.20728366076946259
no,0.19753101468086243,0.12621672451496124,0.41830796003341675,0.08393751084804535,0.23735837638378143,0.4487079083919525,0.2504817545413971,0.30015695095062256,0.29167991876602173,0.3461136817932129,0.12803277373313904,0.32165053486824036
intention,0.3397294580936432,0.329490602016449,0.4219723641872406,0.18990519642829895,0.36771532893180847,0.4216805398464203,0.6150376200675964,0.37529003620147705,0.41407066583633423,0.25965142250061035,0.1653798669576645,0.27262312173843384
of,0.2827862501144409,0.2677144706249237,0.41498205065727234,0.1719115972518921,0.2513895630836487,0.3307090103626251,0.19702871143817902,0.41548454761505127,0.19316069781780243,0.733189046382904,0.3079429268836975,0.1826142966747284
confronting,0.3189483880996704,0.41125017404556274,0.3291918635368347,0.19852019846439362,0.24411435425281525,0.2728041708469391,0.2998417019844055,0.322160542011261,0.2766951322555542,0.27162379026412964,0.14269283413887024,0.19677139818668365
the,0.3733934462070465,0.3249351382255554,0.5473989248275757,0.1759674996137619,0.34736719727516174,0.4310511648654938,0.25890758633613586,0.535392165184021,0.17795199155807495,1.0,0.23846197128295898,0.22068053483963013
church,0.19418756663799286,0.15778841078281403,0.18300943076610565,0.379041463136673,0.16781097650527954,0.1967715620994568,0.14115509390830994,0.24439501762390137,0.12655141949653625,0.23846197128295898,0.9999999403953552,0.18081501126289368
",",0.3365725874900818,0.25825732946395874,0.4137537479400635,0.23255878686904907,0.3015086054801941,0.3769696354866028,0.24506831169128418,0.44245919585227966,0.26003438234329224,0.4933079481124878,0.2707274258136749,0.31091248989105225
but,0.4487357437610626,0.2943968176841736,0.7244205474853516,0.20694120228290558,0.49033689498901367,0.6553761959075928,0.3995175361633301,0.5542377829551697,0.37350380420684814,0.4859698414802551,0.19767498970031738,0.27921953797340393
saw,0.3193628191947937,0.2563188076019287,0.35339242219924927,0.13097959756851196,0.4446955919265747,0.2524542212486267,0.21977326273918152,0.2710057497024536,0.24852757155895233,0.318278044462204,0.1296669989824295,0.14690998196601868
his,0.44966956973075867,0.3053502142429352,0.3173833191394806,0.27093374729156494,0.3546801507472992,0.2710725963115692,0.2642652094364166,0.3715193271636963,0.2335153967142105,0.4394008219242096,0.20669284462928772,0.18075084686279297
disputation,0.3025566339492798,0.30210429430007935,0.3844151794910431,0.19034545123577118,0.2881878912448883,0.3871292471885681,0.30337607860565186,0.28639230132102966,0.3776426315307617,0.2932225465774536,0.2677684724330902,0.2794228196144104
as,0.3923053741455078,0.2137100249528885,0.4735107421875,0.20242992043495178,0.3596470057964325,0.5105602741241455,0.26725614070892334,0.42092081904411316,0.23896297812461853,0.48381632566452026,0.211966410279274,0.27043893933296204
a,0.36608949303627014,0.28648388385772705,0.47537946701049805,0.17967689037322998,0.2552328109741211,0.3791346549987793,0.29944801330566406,0.45503583550453186,0.22805124521255493,0.5829201340675354,0.19588641822338104,0.23916715383529663
scholarly,0.26454952359199524,0.3001610338687897,0.3223700523376465,0.2307812124490738,0.2348787933588028,0.27087515592575073,0.31720927357673645,0.30452463030815125,0.2747068405151367,0.23435328900814056,0.28037509322166443,0.23841296136379242
objection,0.24297210574150085,0.2562923729419708,0.4100460112094879,0.14751584827899933,0.2953568398952484,0.40844061970710754,0.4068921208381653,0.3661573827266693,0.5311570763587952,0.22343401610851288,0.20042265951633453,0.4113636910915375
to,0.42656609416007996,0.3390743136405945,0.5436353087425232,0.18029534816741943,0.4452643394470215,0.5149973034858704,0.5225459337234497,1.0,0.25091660022735596,0.535392165184021,0.24439501762390137,0.29463258385658264
church,0.19418756663799286,0.15778841078281403,0.18300943076610565,0.379041463136673,0.16781097650527954,0.1967715620994568,0.14115509390830994,0.24439501762390137,0.12655141949653625,0.23846197128295898,0.9999999403953552,0.18081501126289368
practices,0.3157578706741333,0.18160980939865112,0.34443169832229614,0.1420362889766693,0.21679148077964783,0.31020548939704895,0.2861735224723816,0.28297853469848633,0.26671645045280457,0.24007414281368256,0.27973902225494385,0.18974241614341736
",",0.3365725874900818,0.25825732946395874,0.4137537479400635,0.23255878686904907,0.3015086054801941,0.3769696354866028,0.24506831169128418,0.44245919585227966,0.26003438234329224,0.4933079481124878,0.2707274258136749,0.31091248989105225
and,0.41279885172843933,0.264597624540329,0.4731321930885315,0.20796556770801544,0.34479495882987976,0.39099299907684326,0.2488093227148056,0.48971283435821533,0.19707390666007996,0.5171257257461548,0.1976170688867569,0.20544172823429108
the,0.3733934462070465,0.3249351382255554,0.5473989248275757,0.1759674996137619,0.34736719727516174,0.4310511648654938,0.25890758633613586,0.535392165184021,0.17795199155807495,1.0,0.23846197128295898,0.22068053483963013
tone,0.19142483174800873,0.15559163689613342,0.24433845281600952,0.19641689956188202,0.13743756711483002,0.21595141291618347,0.23198042809963226,0.22783209383487701,0.22741268575191498,0.22335350513458252,0.11176121979951859,0.15986186265945435
of,0.2827862501144409,0.2677144706249237,0.41498205065727234,0.1719115972518921,0.2513895630836487,0.3307090103626251,0.19702871143817902,0.41548454761505127,0.19316069781780243,0.733189046382904,0.3079429268836975,0.1826142966747284
the,0.3733934462070465,0.3249351382255554,0.5473989248275757,0.1759674996137619,0.34736719727516174,0.4310511648654938,0.25890758633613586,0.535392165184021,0.17795199155807495,1.0,0.23846197128295898,0.22068053483963013
writing,0.2598465085029602,0.15452785789966583,0.3479996919631958,0.1731184720993042,0.2745545208454132,0.2697814106941223,0.27454808354377747,0.2331198751926422,0.259010910987854,0.2579600512981415,0.16550903022289276,0.21497225761413574
is,0.24293622374534607,0.29157716035842896,0.3995479643344879,0.08282390236854553,0.19247472286224365,0.3776007890701294,0.21692578494548798,0.42745086550712585,0.2261350005865097,0.5823672413825989,0.203276589512825,0.22961433231830597
accordingly,0.25614625215530396,0.2790474593639374,0.39682233333587646,0.14804108440876007,0.2663593590259552,0.41525793075561523,0.41104575991630554,0.40200918912887573,0.34652405977249146,0.31703200936317444,0.15666615962982178,0.3418521285057068
``,0.02397952415049076,-0.0005473553319461644,0.05285148695111275,-0.013964727520942688,-0.029888948425650597,0.09406080842018127,0.0751500278711319,0.06720756739377975,0.10012941062450409,0.029072100296616554,0.038532305508852005,0.0685480609536171
searching,0.27970850467681885,0.19556251168251038,0.3379324674606323,0.09456070512533188,0.20467053353786469,0.25418925285339355,0.29013293981552124,0.3059254288673401,0.13644865155220032,0.26388484239578247,0.09773192554712296,0.25871166586875916
",",0.3365725874900818,0.25825732946395874,0.4137537479400635,0.23255878686904907,0.3015086054801941,0.3769696354866028,0.24506831169128418,0.44245919585227966,0.26003438234329224,0.4933079481124878,0.2707274258136749,0.31091248989105225
rather,0.24589720368385315,0.2945351302623749,0.4945213496685028,0.19670958817005157,0.3137456178665161,0.4821464419364929,0.4210076630115509,0.4052407741546631,0.3414492905139923,0.31983619928359985,0.12980243563652039,0.3053998053073883
than,0.24983921647071838,0.21376067399978638,0.4891277849674225,0.14714092016220093,0.24820660054683685,0.3858577013015747,0.22538124024868011,0.3192550539970398,0.234261155128479,0.3227543234825134,0.09950651973485947,0.24917294085025787
doctrinaire,0.2725604176521301,0.34320855140686035,0.30320239067077637,0.3227313160896301,0.21630170941352844,0.2373811900615692,0.2975611686706543,0.27137768268585205,0.29157739877700806,0.26593637466430664,0.4096132516860962,0.2547350525856018
.,0.3541337847709656,0.2259615659713745,0.4460422694683075,0.24907569587230682,0.35288307070732117,0.4824007451534271,0.24431851506233215,0.4645031690597534,0.23016472160816193,0.5934505462646484,0.28898224234580994,0.4130953550338745
'',0.024401003494858742,-0.02838285267353058,0.007880004122853279,-0.04572787508368492,0.01978493109345436,0.04262445494532585,-0.050986696034669876,-0.009905828163027763,0.05320945382118225,0.041273195296525955,0.0220292080193758,0.018684765323996544
