,what,do,plastoglobuli,exchange,contents,with,?
they,0.4431931674480438,0.4667694866657257,0.38366103172302246,0.1724938005208969,0.27210313081741333,0.42091572284698486,0.2753053903579712
are,0.29724663496017456,0.41111594438552856,0.39545711874961853,0.18657633662223816,0.2825239896774292,0.38996943831443787,0.24591213464736938
permanently,0.28570064902305603,0.2164750099182129,0.30400317907333374,0.18716731667518616,0.2925228476524353,0.3002953827381134,0.20149491727352142
attached,0.12891796231269836,0.2510189414024353,0.3541686534881592,0.1898997724056244,0.30496883392333984,0.2813898026943207,0.10888541489839554
either,0.3851809501647949,0.3592597544193268,0.23775628209114075,0.1575474590063095,0.3293803334236145,0.33237120509147644,0.31498292088508606
to,0.455847829580307,0.38876664638519287,0.24701064825057983,0.20507046580314636,0.2691158354282379,0.4239959120750427,0.29463258385658264
a,0.3320399522781372,0.26237669587135315,0.30634811520576477,0.14749813079833984,0.25316527485847473,0.3783375024795532,0.23916715383529663
thylakoid,0.20312407612800598,0.2739792764186859,0.6463375091552734,0.09131812304258347,0.272087037563324,0.17695879936218262,0.19202344119548798
or,0.33867141604423523,0.39439281821250916,0.34052184224128723,0.1295548975467682,0.35038670897483826,0.38158315420150757,0.32389625906944275
to,0.455847829580307,0.38876664638519287,0.24701064825057983,0.20507046580314636,0.2691158354282379,0.4239959120750427,0.29463258385658264
another,0.4190070629119873,0.25910091400146484,0.26632168889045715,0.19452083110809326,0.24759754538536072,0.359900563955307,0.295511931180954
plastoglobulus,0.21077363193035126,0.23187440633773804,0.9273571968078613,0.17219752073287964,0.30462080240249634,0.22113196551799774,0.1813764125108719
attached,0.12891796231269836,0.2510189414024353,0.3541686534881592,0.1898997724056244,0.30496883392333984,0.2813898026943207,0.10888541489839554
to,0.455847829580307,0.38876664638519287,0.24701064825057983,0.20507046580314636,0.2691158354282379,0.4239959120750427,0.29463258385658264
a,0.3320399522781372,0.26237669587135315,0.30634811520576477,0.14749813079833984,0.25316527485847473,0.3783375024795532,0.23916715383529663
thylakoid,0.20312407612800598,0.2739792764186859,0.6463375091552734,0.09131812304258347,0.272087037563324,0.17695879936218262,0.19202344119548798
",",0.3087472915649414,0.3283645510673523,0.2822408080101013,0.2447657436132431,0.26168105006217957,0.4120737314224243,0.31091248989105225
a,0.3320399522781372,0.26237669587135315,0.30634811520576477,0.14749813079833984,0.25316527485847473,0.3783375024795532,0.23916715383529663
configuration,0.258445680141449,0.3028508126735687,0.3668619394302368,0.1727965772151947,0.4515819251537323,0.2598201036453247,0.23573997616767883
that,0.6297725439071655,0.44533252716064453,0.2958715856075287,0.18288086354732513,0.35629138350486755,0.4154358208179474,0.32716336846351624
allows,0.1957017332315445,0.31501758098602295,0.2634669244289398,0.26979711651802063,0.40329790115356445,0.284850150346756,0.16094227135181427
a,0.3320399522781372,0.26237669587135315,0.30634811520576477,0.14749813079833984,0.25316527485847473,0.3783375024795532,0.23916715383529663
plastoglobulus,0.21077363193035126,0.23187440633773804,0.9273571968078613,0.17219752073287964,0.30462080240249634,0.22113196551799774,0.1813764125108719
to,0.455847829580307,0.38876664638519287,0.24701064825057983,0.20507046580314636,0.2691158354282379,0.4239959120750427,0.29463258385658264
exchange,0.11323627829551697,0.1639213114976883,0.18983158469200134,1.0000001192092896,0.15619714558124542,0.25147977471351624,0.048212938010692596
its,0.30393704771995544,0.18495778739452362,0.23364412784576416,0.18120644986629486,0.28340086340904236,0.3087116777896881,0.15103481709957123
contents,0.33944907784461975,0.2725670635700226,0.32449695467948914,0.15619714558124542,1.0,0.2562437951564789,0.3202747702598572
with,0.2464839518070221,0.23744353652000427,0.25170445442199707,0.25147977471351624,0.2562437951564789,0.9999999403953552,0.2433311939239502
the,0.42745697498321533,0.30239659547805786,0.29747703671455383,0.2543705105781555,0.2977584898471832,0.4223487675189972,0.22068053483963013
thylakoid,0.20312407612800598,0.2739792764186859,0.6463375091552734,0.09131812304258347,0.272087037563324,0.17695879936218262,0.19202344119548798
network,0.16917307674884796,0.12826339900493622,0.22908297181129456,0.23293735086917877,0.1928023248910904,0.2153671681880951,0.17853789031505585
.,0.3567904531955719,0.3613996207714081,0.31105032563209534,0.14290252327919006,0.29498496651649475,0.4446153938770294,0.4130953550338745
