,what,would,a,parent,have,to,pay,to,send,their,child,to,a,boarding,school,in,2012,?
day,0.2990210950374603,0.2307528257369995,0.18630309402942657,0.09365882724523544,0.21466141939163208,0.21753256022930145,0.28659123182296753,0.21753256022930145,0.15916544198989868,0.21451431512832642,0.17918799817562103,0.21753256022930145,0.18630309402942657,0.18173900246620178,0.1850052922964096,0.2671984136104584,0.234546959400177,0.2141837179660797
schools,0.1820785105228424,0.18290331959724426,0.2118925303220749,0.14633430540561676,0.26828762888908386,0.2362271547317505,0.17289116978645325,0.2362271547317505,0.17051498591899872,0.22621867060661316,0.1037396788597107,0.2362271547317505,0.2118925303220749,0.47905486822128296,0.7602541446685791,0.2632134258747101,0.23226670920848846,0.18349280953407288
in,0.30808621644973755,0.30461156368255615,0.539380669593811,0.15339559316635132,0.36843645572662354,0.45010748505592346,0.14415781199932098,0.45010748505592346,0.18412359058856964,0.34976133704185486,0.19259177148342133,0.45010748505592346,0.539380669593811,0.27680689096450806,0.26157811284065247,1.0,0.3800647258758545,0.20430970191955566
new,0.2130378633737564,0.30488598346710205,0.3214259147644043,0.16532272100448608,0.2689777910709381,0.33159172534942627,0.1849757730960846,0.33159172534942627,0.23016861081123352,0.25697171688079834,0.1735544055700302,0.33159172534942627,0.3214259147644043,0.21662691235542297,0.21397776901721954,0.3758552670478821,0.2818802297115326,0.14782847464084625
york,0.15652963519096375,0.191563680768013,0.205710306763649,0.17253950238227844,0.17621928453445435,0.22230617702007294,0.16105233132839203,0.22230617702007294,0.12089727818965912,0.18450471758842468,0.19477996230125427,0.22230617702007294,0.205710306763649,0.2850396931171417,0.258652001619339,0.2961827218532562,0.1936872899532318,0.15262620151042938
city,0.17493832111358643,0.1441507637500763,0.2349124401807785,0.09537460654973984,0.154191792011261,0.20300441980361938,0.16310764849185944,0.20300441980361938,0.1399393379688263,0.18052278459072113,0.1659662276506424,0.20300441980361938,0.2349124401807785,0.2588839530944824,0.2677709758281708,0.3911624252796173,0.47211799025535583,0.13423943519592285
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.23819732666015625,0.3541618287563324,0.44245919585227966,0.18754567205905914,0.44245919585227966,0.24667364358901978,0.3045167922973633,0.24469749629497528,0.44245919585227966,0.427140474319458,0.26526644825935364,0.27141863107681274,0.5201468467712402,0.42079734802246094,0.31091248989105225
and,0.31309178471565247,0.34921059012413025,0.3739250600337982,0.2105613499879837,0.4711785912513733,0.48971283435821533,0.2487477958202362,0.48971283435821533,0.3002150058746338,0.45114588737487793,0.22121839225292206,0.48971283435821533,0.3739250600337982,0.3414017856121063,0.2752758264541626,0.4954058527946472,0.38536936044692993,0.20544172823429108
nearly,0.21304303407669067,0.2823619544506073,0.28323811292648315,0.11449019610881805,0.3934932351112366,0.2717089056968689,0.17210392653942108,0.2717089056968689,0.16686683893203735,0.28649288415908813,0.08351480215787888,0.2717089056968689,0.28323811292648315,0.20057745277881622,0.14969488978385925,0.3414846360683441,0.3026120364665985,0.11670064926147461
$,0.24858909845352173,0.25027239322662354,0.22939236462116241,0.1790265440940857,0.18432669341564178,0.22282108664512634,0.42342352867126465,0.22282108664512634,0.14584296941757202,0.184418186545372,0.14974194765090942,0.22282108664512634,0.22939236462116241,0.2061358392238617,0.18588410317897797,0.21616753935813904,0.200901597738266,0.2786129117012024
"50,000",0.1566118448972702,0.1127132773399353,-0.01593954488635063,0.09899108111858368,0.10158132761716843,0.10667608678340912,-0.021040936931967735,0.10667608678340912,-0.03727040812373161,0.17496927082538605,0.041326411068439484,0.10667608678340912,-0.01593954488635063,-0.00045366291305981576,0.044309694319963455,-0.04095596447587013,0.03811294585466385,0.02804366871714592
for,0.3017193675041199,0.39877474308013916,0.44038116931915283,0.22875110805034637,0.41175219416618347,0.4451248347759247,0.24382255971431732,0.4451248347759247,0.26787710189819336,0.3406745493412018,0.17354701459407806,0.4451248347759247,0.44038116931915283,0.2551570534706116,0.18618352711200714,0.4322226941585541,0.22560004889965057,0.264628142118454
boarding,0.13694864511489868,0.164612278342247,0.241310715675354,0.22597567737102509,0.16475458443164825,0.24950890243053436,0.2544071674346924,0.24950890243053436,0.1913287341594696,0.20940518379211426,0.2593350410461426,0.24950890243053436,0.241310715675354,1.0,0.5410861372947693,0.27680689096450806,0.20146694779396057,0.1366773396730423
schools,0.1820785105228424,0.18290331959724426,0.2118925303220749,0.14633430540561676,0.26828762888908386,0.2362271547317505,0.17289116978645325,0.2362271547317505,0.17051498591899872,0.22621867060661316,0.1037396788597107,0.2362271547317505,0.2118925303220749,0.47905486822128296,0.7602541446685791,0.2632134258747101,0.23226670920848846,0.18349280953407288
.,0.3567904531955719,0.35067233443260193,0.50484299659729,0.2628137767314911,0.41614407300949097,0.4645031690597534,0.17372290790081024,0.4645031690597534,0.31951451301574707,0.34427863359451294,0.21665646135807037,0.4645031690597534,0.50484299659729,0.2459556758403778,0.24214158952236176,0.5591574311256409,0.37805238366127014,0.4130953550338745
