,what,are,those,with,lower,incomes,less,likely,to,have,in,order,to,prepare,for,the,future,?
leads,0.17333360016345978,0.2164822369813919,0.17814280092716217,0.25390610098838806,0.1748581975698471,0.2734099328517914,0.23275171220302582,0.22421206533908844,0.2697960138320923,0.21172372996807098,0.231519877910614,0.16688260436058044,0.2697960138320923,0.23099222779273987,0.2563040852546692,0.3400644361972809,0.25191906094551086,0.11554955691099167
directly,0.3618607521057129,0.322107195854187,0.38388359546661377,0.23776929080486298,0.2627008855342865,0.3050706684589386,0.26449477672576904,0.26347586512565613,0.46690139174461365,0.3513849973678589,0.25104159116744995,0.2473376840353012,0.46690139174461365,0.24333108961582184,0.28193199634552,0.4502958655357361,0.16392090916633606,0.2187996357679367
to,0.455847829580307,0.3504326641559601,0.47350940108299255,0.4239959120750427,0.233318492770195,0.30075564980506897,0.38397523760795593,0.41562584042549133,1.0,0.4544740617275238,0.45010748505592346,0.35544881224632263,1.0,0.3789248764514923,0.4451248347759247,0.535392165184021,0.3191963732242584,0.29463258385658264
lower,0.20079238712787628,0.22557412087917328,0.27896571159362793,0.1784515678882599,1.0,0.29062649607658386,0.31475934386253357,0.23229174315929413,0.233318492770195,0.2959109842777252,0.27455443143844604,0.16977766156196594,0.233318492770195,0.09371576458215714,0.15945355594158173,0.3463275134563446,0.11465746909379959,0.08471795171499252
incomes,0.2579542398452759,0.30466148257255554,0.32596004009246826,0.2473832219839096,0.29062649607658386,0.9999998807907104,0.3450925946235657,0.2979394793510437,0.30075564980506897,0.24805806577205658,0.19705776870250702,0.2097359001636505,0.30075564980506897,0.22692210972309113,0.29778382182121277,0.3008386194705963,0.24192562699317932,0.1867215484380722
",",0.3087472915649414,0.4062570035457611,0.39574649930000305,0.4120737314224243,0.236776202917099,0.25075313448905945,0.28111666440963745,0.22176046669483185,0.44245919585227966,0.3541618287563324,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.19686073064804077,0.4464869201183319,0.4933079481124878,0.2609160840511322,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.43169310688972473,0.5477725267410278,0.2802542746067047,0.30554434657096863,0.35327455401420593,0.3069725036621094,0.48971283435821533,0.4711785912513733,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.23432552814483643,0.5064792633056641,0.5171257257461548,0.28619977831840515,0.20544172823429108
thus,0.30745524168014526,0.26718243956565857,0.3997892737388611,0.32907700538635254,0.2793736457824707,0.26715102791786194,0.38478827476501465,0.36151185631752014,0.42383262515068054,0.3490366041660309,0.26358214020729065,0.27614626288414,0.42383262515068054,0.2154534012079239,0.35466766357421875,0.4036877751350403,0.2912772297859192,0.18769288063049316
lower,0.20079238712787628,0.22557412087917328,0.27896571159362793,0.1784515678882599,1.0,0.29062649607658386,0.31475934386253357,0.23229174315929413,0.233318492770195,0.2959109842777252,0.27455443143844604,0.16977766156196594,0.233318492770195,0.09371576458215714,0.15945355594158173,0.3463275134563446,0.11465746909379959,0.08471795171499252
aggregate,0.12772192060947418,0.25680816173553467,0.2567559778690338,0.21766625344753265,0.17704743146896362,0.30554354190826416,0.20885495841503143,0.18361662328243256,0.20413537323474884,0.21949414908885956,0.20979849994182587,0.16478270292282104,0.20413537323474884,0.18296432495117188,0.22350165247917175,0.23144890367984772,0.14279557764530182,0.1372452974319458
savings,0.16976867616176605,0.16254843771457672,0.21108990907669067,0.2584410607814789,0.2229939103126526,0.38602662086486816,0.29346537590026855,0.18498915433883667,0.24233758449554443,0.24795091152191162,0.21125531196594238,0.1307082176208496,0.24233758449554443,0.22321097552776337,0.3354693651199341,0.2851330041885376,0.18128608167171478,0.1057102158665657
and,0.31309178471565247,0.48576638102531433,0.43169310688972473,0.5477725267410278,0.2802542746067047,0.30554434657096863,0.35327455401420593,0.3069725036621094,0.48971283435821533,0.4711785912513733,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.23432552814483643,0.5064792633056641,0.5171257257461548,0.28619977831840515,0.20544172823429108
investment,0.21795563399791718,0.15820907056331635,0.18455255031585693,0.14308218657970428,0.2008623331785202,0.4994957149028778,0.21477992832660675,0.22188840806484222,0.2513584792613983,0.23834584653377533,0.19176560640335083,0.12737667560577393,0.2513584792613983,0.15779533982276917,0.2421431541442871,0.20950904488563538,0.2683877944946289,0.17811161279678345
.,0.3567904531955719,0.3452940285205841,0.33163318037986755,0.4446153938770294,0.24347278475761414,0.26861464977264404,0.32668155431747437,0.26822179555892944,0.4645031690597534,0.41614407300949097,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.23362712562084198,0.4726039469242096,0.5934505462646484,0.24031390249729156,0.4130953550338745
,what,are,those,with,lower,incomes,less,likely,to,have,in,order,to,prepare,for,the,future,?
as,0.31749409437179565,0.3826591968536377,0.30178776383399963,0.40387406945228577,0.21512500941753387,0.19302219152450562,0.3253805339336395,0.24862262606620789,0.42092081904411316,0.37788212299346924,0.3887844979763031,0.21579164266586304,0.42092081904411316,0.2279907613992691,0.44774648547172546,0.48381632566452026,0.22428980469703674,0.27043893933296204
a,0.3320399522781372,0.265255331993103,0.24251152575016022,0.3783375024795532,0.2221667766571045,0.2569819688796997,0.3475147485733032,0.3132456839084625,0.45503583550453186,0.338716596364975,0.539380669593811,0.24138490855693817,0.45503583550453186,0.23257680237293243,0.44038116931915283,0.5829201340675354,0.16284751892089844,0.23916715383529663
result,0.19945499300956726,0.18835392594337463,0.26510536670684814,0.21787862479686737,0.2211267501115799,0.20813588798046112,0.2483719438314438,0.3421589732170105,0.23653174936771393,0.28083348274230957,0.25670310854911804,0.1456030309200287,0.23653174936771393,0.17233631014823914,0.2445775717496872,0.27778977155685425,0.20140156149864197,0.17218433320522308
",",0.3087472915649414,0.4062570035457611,0.39574649930000305,0.4120737314224243,0.236776202917099,0.25075313448905945,0.28111666440963745,0.22176046669483185,0.44245919585227966,0.3541618287563324,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.19686073064804077,0.4464869201183319,0.4933079481124878,0.2609160840511322,0.31091248989105225
those,0.44466671347618103,0.6012985706329346,0.9999998807907104,0.3564215302467346,0.27896571159362793,0.32596004009246826,0.3945322036743164,0.44328367710113525,0.47350940108299255,0.5838188529014587,0.3419301211833954,0.2750853896141052,0.47350940108299255,0.22298304736614227,0.3446582555770874,0.42861196398735046,0.23751410841941833,0.3328189253807068
who,0.40942975878715515,0.27294138073921204,0.44778117537498474,0.3282766342163086,0.13005778193473816,0.2030663639307022,0.24590972065925598,0.32538387179374695,0.42656609416007996,0.39246654510498047,0.2792111933231354,0.226639986038208,0.42656609416007996,0.20330151915550232,0.37110671401023865,0.3733934462070465,0.2509129047393799,0.26220351457595825
are,0.29724663496017456,1.0,0.6012985706329346,0.38996943831443787,0.22557412087917328,0.30466148257255554,0.37797531485557556,0.35167670249938965,0.3504326641559601,0.6577680706977844,0.3841303884983063,0.22330260276794434,0.3504326641559601,0.2038094848394394,0.3895993232727051,0.40399202704429626,0.21288591623306274,0.24591213464736938
unable,0.2877064049243927,0.13948975503444672,0.2889555096626282,0.2665347456932068,0.17217408120632172,0.22576263546943665,0.2555198669433594,0.37022608518600464,0.47413626313209534,0.29778918623924255,0.21687452495098114,0.2894083559513092,0.47413626313209534,0.2755383551120758,0.2988177537918091,0.29094135761260986,0.2227303683757782,0.1804998219013214
to,0.455847829580307,0.3504326641559601,0.47350940108299255,0.4239959120750427,0.233318492770195,0.30075564980506897,0.38397523760795593,0.41562584042549133,1.0,0.4544740617275238,0.45010748505592346,0.35544881224632263,1.0,0.3789248764514923,0.4451248347759247,0.535392165184021,0.3191963732242584,0.29463258385658264
afford,0.2490071803331375,0.24162916839122772,0.3288448452949524,0.23832660913467407,0.22779184579849243,0.3276275098323822,0.35112446546554565,0.30498555302619934,0.36459875106811523,0.3553431034088135,0.21426822245121002,0.18095044791698456,0.36459875106811523,0.3116426169872284,0.2956739366054535,0.22512289881706238,0.19202208518981934,0.2048596292734146
an,0.2821882665157318,0.1556541919708252,0.19012226164340973,0.2730048894882202,0.0962325856089592,0.15811687707901,0.24461770057678223,0.2613266706466675,0.3138085603713989,0.22897054255008698,0.2605783939361572,0.14927062392234802,0.3138085603713989,0.17586304247379303,0.3236706852912903,0.4207492768764496,0.16225744783878326,0.19793890416622162
education,0.19940856099128723,0.14324818551540375,0.21833743155002594,0.11138669401407242,0.21266406774520874,0.39176082611083984,0.14383840560913086,0.10616475343704224,0.2626708149909973,0.19461645185947418,0.2654339671134949,0.17571455240249634,0.2626708149909973,0.26455411314964294,0.27265021204948425,0.23982903361320496,0.18208760023117065,0.18067774176597595
",",0.3087472915649414,0.4062570035457611,0.39574649930000305,0.4120737314224243,0.236776202917099,0.25075313448905945,0.28111666440963745,0.22176046669483185,0.44245919585227966,0.3541618287563324,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.19686073064804077,0.4464869201183319,0.4933079481124878,0.2609160840511322,0.31091248989105225
or,0.33867141604423523,0.5374364256858826,0.46711811423301697,0.38158315420150757,0.27895238995552063,0.3116888403892517,0.40981101989746094,0.43836501240730286,0.38921234011650085,0.46389055252075195,0.3586423695087433,0.29889947175979614,0.38921234011650085,0.2505810856819153,0.4111599624156952,0.4174870550632477,0.19697751104831696,0.32389625906944275
choose,0.37237128615379333,0.31677886843681335,0.283965528011322,0.24596300721168518,0.18775993585586548,0.23417815566062927,0.2351154088973999,0.29619768261909485,0.38412243127822876,0.3714294135570526,0.20494447648525238,0.2149621993303299,0.38412243127822876,0.3562990128993988,0.3124878704547882,0.34268760681152344,0.24840542674064636,0.2863835394382477
not,0.5449194312095642,0.46186959743499756,0.49181070923805237,0.3409014642238617,0.20697054266929626,0.2515282928943634,0.422049343585968,0.4694836735725403,0.5149973034858704,0.5619372129440308,0.3403114080429077,0.24432697892189026,0.5149973034858704,0.2875739336013794,0.39280617237091064,0.4310511648654938,0.28672486543655396,0.41942933201789856
to,0.455847829580307,0.3504326641559601,0.47350940108299255,0.4239959120750427,0.233318492770195,0.30075564980506897,0.38397523760795593,0.41562584042549133,1.0,0.4544740617275238,0.45010748505592346,0.35544881224632263,1.0,0.3789248764514923,0.4451248347759247,0.535392165184021,0.3191963732242584,0.29463258385658264
pursue,0.21410717070102692,0.15331785380840302,0.22760088741779327,0.17327171564102173,0.1300053894519806,0.16988041996955872,0.18722125887870789,0.18401232361793518,0.38036081194877625,0.2974075973033905,0.24436111748218536,0.22924688458442688,0.38036081194877625,0.2708146870136261,0.3109000325202942,0.21766875684261322,0.22785305976867676,0.1284760683774948
optional,0.18392537534236908,0.18923141062259674,0.20197421312332153,0.14345374703407288,0.22371944785118103,0.17212611436843872,0.1413765698671341,0.17108966410160065,0.1964407116174698,0.20812268555164337,0.1708427518606186,0.18071851134300232,0.1964407116174698,0.15836632251739502,0.28704550862312317,0.23922429978847504,0.1446058601140976,0.2415110170841217
education,0.19940856099128723,0.14324818551540375,0.21833743155002594,0.11138669401407242,0.21266406774520874,0.39176082611083984,0.14383840560913086,0.10616475343704224,0.2626708149909973,0.19461645185947418,0.2654339671134949,0.17571455240249634,0.2626708149909973,0.26455411314964294,0.27265021204948425,0.23982903361320496,0.18208760023117065,0.18067774176597595
",",0.3087472915649414,0.4062570035457611,0.39574649930000305,0.4120737314224243,0.236776202917099,0.25075313448905945,0.28111666440963745,0.22176046669483185,0.44245919585227966,0.3541618287563324,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.19686073064804077,0.4464869201183319,0.4933079481124878,0.2609160840511322,0.31091248989105225
generally,0.40614598989486694,0.5254502892494202,0.4700305163860321,0.33641812205314636,0.23940885066986084,0.32236775755882263,0.48648715019226074,0.4348939061164856,0.3871513605117798,0.49163123965263367,0.28190043568611145,0.2330506592988968,0.3871513605117798,0.24171313643455505,0.35338807106018066,0.41466525197029114,0.1632077842950821,0.23411904275417328
receive,0.20392422378063202,0.23715950548648834,0.3035503327846527,0.23076897859573364,0.15474215149879456,0.2907628118991852,0.2493913471698761,0.28600937128067017,0.3372296690940857,0.3276139199733734,0.19334688782691956,0.23475444316864014,0.3372296690940857,0.28735867142677307,0.31519460678100586,0.2726488411426544,0.2238832414150238,0.1652119904756546
much,0.45316147804260254,0.2937524914741516,0.42796790599823,0.2808258831501007,0.2710433602333069,0.2876250147819519,0.6148731112480164,0.41929692029953003,0.40610215067863464,0.440376877784729,0.2725222110748291,0.13163690268993378,0.40610215067863464,0.22095157206058502,0.2994346022605896,0.35023224353790283,0.200604647397995,0.23442231118679047
lower,0.20079238712787628,0.22557412087917328,0.27896571159362793,0.1784515678882599,1.0,0.29062649607658386,0.31475934386253357,0.23229174315929413,0.233318492770195,0.2959109842777252,0.27455443143844604,0.16977766156196594,0.233318492770195,0.09371576458215714,0.15945355594158173,0.3463275134563446,0.11465746909379959,0.08471795171499252
wages,0.20351257920265198,0.17474032938480377,0.3016762435436249,0.14361517131328583,0.23713955283164978,0.5445573329925537,0.3182685971260071,0.19786790013313293,0.24337364733219147,0.22623831033706665,0.16484716534614563,0.1699901521205902,0.24337364733219147,0.23376069962978363,0.28834453225135803,0.15546856820583344,0.1971861571073532,0.19884631037712097
.,0.3567904531955719,0.3452940285205841,0.33163318037986755,0.4446153938770294,0.24347278475761414,0.26861464977264404,0.32668155431747437,0.26822179555892944,0.4645031690597534,0.41614407300949097,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.23362712562084198,0.4726039469242096,0.5934505462646484,0.24031390249729156,0.4130953550338745
