,which,belgian,footballer,claimed,that,he,should,be,allowed,to,transfer,from,one,football,club,to,another,when,his,contract,was,fulfilled,?
jean-marc,0.16133540868759155,0.3305498957633972,0.2613057792186737,0.24945168197155,0.26901692152023315,0.2971532642841339,0.22234591841697693,0.17229755222797394,0.09637143462896347,0.18572691082954407,0.1391388475894928,0.15102580189704895,0.22051113843917847,0.23251475393772125,0.2197849005460739,0.18572691082954407,0.19173915684223175,0.18002618849277496,0.2747865617275238,0.2244424968957901,0.27951276302337646,0.1586814522743225,0.20177437365055084
bosman,0.16071921586990356,0.31844085454940796,0.3577345013618469,0.2763325572013855,0.12342555075883865,0.38051846623420715,0.10975305736064911,0.09742438048124313,0.09590552747249603,0.1918376088142395,0.13600903749465942,0.13493816554546356,0.18862932920455933,0.28257492184638977,0.2221841663122177,0.1918376088142395,0.20462708175182343,0.19567899405956268,0.3640291392803192,0.17248375713825226,0.3088169991970062,0.20441927015781403,0.17116494476795197
claimed,0.23947973549365997,0.1702539026737213,0.14341261982917786,1.0,0.38060468435287476,0.24766956269741058,0.20498985052108765,0.22778548300266266,0.2984043061733246,0.2575981914997101,0.1653614193201065,0.1974450945854187,0.2345266342163086,0.1144273653626442,0.11055459082126617,0.2575981914997101,0.25618815422058105,0.24380207061767578,0.2649261951446533,0.21182002127170563,0.32895320653915405,0.23219700157642365,0.2083493024110794
that,0.6894589066505432,0.16766312718391418,0.16271597146987915,0.38060468435287476,1.0,0.36068853735923767,0.4588061273097992,0.6036020517349243,0.41059720516204834,0.5436353087425232,0.3066730201244354,0.3477667272090912,0.5133185982704163,0.1859128326177597,0.15497557818889618,0.5436353087425232,0.5273378491401672,0.5860282182693481,0.3173833191394806,0.24800655245780945,0.33670201897621155,0.37153729796409607,0.32716336846351624
he,0.3415409028530121,0.19604915380477905,0.1776740998029709,0.24766956269741058,0.36068853735923767,1.0000001192092896,0.2152484804391861,0.3325980603694916,0.2510271966457367,0.385390967130661,0.1268921047449112,0.3314535319805145,0.3856739401817322,0.2682691216468811,0.26765894889831543,0.385390967130661,0.34215036034584045,0.39115971326828003,0.7171558737754822,0.29008108377456665,0.5410010814666748,0.2872619926929474,0.2089974731206894
should,0.31937870383262634,0.14843662083148956,0.10833095014095306,0.20498985052108765,0.4588061273097992,0.2152484804391861,0.9999999403953552,0.6527681946754456,0.45410656929016113,0.44452130794525146,0.15111036598682404,0.22497045993804932,0.30376771092414856,0.13124781847000122,0.09671632945537567,0.44452130794525146,0.33650729060173035,0.356647253036499,0.19372496008872986,0.17432981729507446,0.2850143015384674,0.3025238811969757,0.4442402422428131
be,0.476310670375824,0.13350757956504822,0.06528705358505249,0.22778548300266266,0.6036020517349243,0.3325980603694916,0.6527681946754456,1.0,0.33143940567970276,0.4972836375236511,0.28782784938812256,0.3107333183288574,0.4154875874519348,0.09903853386640549,0.13883644342422485,0.4972836375236511,0.42243969440460205,0.4451393485069275,0.21738691627979279,0.1361851990222931,0.42228707671165466,0.32894256711006165,0.3324260413646698
able,0.33592119812965393,0.15475799143314362,0.10589869320392609,0.24865569174289703,0.4536534547805786,0.27207711338996887,0.3962140381336212,0.3856765329837799,0.5606535077095032,0.529755175113678,0.29243382811546326,0.2139057070016861,0.2998446524143219,0.09210620075464249,0.12325002998113632,0.529755175113678,0.30758965015411377,0.35277876257896423,0.28651130199432373,0.22062578797340393,0.19031302630901337,0.3380593955516815,0.260649710893631
to,0.5345056653022766,0.15929116308689117,0.05414673686027527,0.2575981914997101,0.5436353087425232,0.385390967130661,0.44452130794525146,0.4972836375236511,0.42967355251312256,1.0,0.29975026845932007,0.4069952368736267,0.4025384783744812,0.14816443622112274,0.16831053793430328,1.0,0.48769932985305786,0.5423505902290344,0.3715193271636963,0.2871469259262085,0.3636345863342285,0.33442649245262146,0.29463258385658264
transfer,0.33174312114715576,0.12140308320522308,0.16902397572994232,0.1653614193201065,0.3066730201244354,0.1268921047449112,0.15111036598682404,0.28782784938812256,0.2409600168466568,0.29975026845932007,1.0,0.28388476371765137,0.19186978042125702,0.23077763617038727,0.1465378850698471,0.29975026845932007,0.321245938539505,0.24750196933746338,0.11011780798435211,0.3376145660877228,0.12057474255561829,0.17292766273021698,0.13552898168563843
from,0.38755592703819275,0.10962323844432831,0.14442819356918335,0.1974450945854187,0.3477667272090912,0.3314535319805145,0.22497045993804932,0.3107333183288574,0.24006792902946472,0.4069952368736267,0.28388476371765137,1.0,0.32194891571998596,0.15676109492778778,0.17175908386707306,0.4069952368736267,0.31349602341651917,0.405669629573822,0.3195365369319916,0.16377976536750793,0.31171464920043945,0.13686859607696533,0.19969791173934937
r.f.c,0.11135520786046982,0.242494136095047,0.2122848629951477,0.06690625101327896,0.05136898532509804,0.2082366794347763,0.15740887820720673,0.1262241154909134,0.10926809161901474,0.17649836838245392,0.1299010068178177,0.1726495921611786,0.062204454094171524,0.21801787614822388,0.19685477018356323,0.17649836838245392,0.02086760848760605,0.07004833966493607,0.18014289438724518,0.08888185024261475,0.19407452642917633,0.11660419404506683,0.12061968445777893
.,0.45942068099975586,0.15447042882442474,0.11329799145460129,0.2703448235988617,0.4460422694683075,0.38061028718948364,0.3516756594181061,0.4383580684661865,0.3197084665298462,0.4645031690597534,0.24150826036930084,0.41536515951156616,0.4123194217681885,0.2514924108982086,0.2326166033744812,0.4645031690597534,0.3817248046398163,0.475719153881073,0.3119256794452667,0.18996715545654297,0.40146201848983765,0.22803890705108643,0.4130953550338745
