,which,historic,empire,used,cultural,imperialism,to,sway,local,elites,?
part,0.4460882246494293,0.25276151299476624,0.28660473227500916,0.2790772020816803,0.2232571840286255,0.19179268181324005,0.2875264883041382,0.13816554844379425,0.1331503838300705,0.13131986558437347,0.08557961881160736
of,0.5011631846427917,0.2833002209663391,0.30522286891937256,0.3075267970561981,0.29898300766944885,0.29240643978118896,0.41548454761505127,0.12970560789108276,0.20668989419937134,0.14040906727313995,0.1826142966747284
roman,0.2057887464761734,0.21286076307296753,0.47775235772132874,0.18938834965229034,0.20320002734661102,0.30350908637046814,0.24710409343242645,0.17497071623802185,0.2068861871957779,0.23654289543628693,0.1663191318511963
imperialism,0.22499221563339233,0.1521054208278656,0.43987444043159485,0.19512230157852173,0.34698227047920227,1.0,0.21685542166233063,0.16972211003303528,0.0838892012834549,0.31070393323898315,0.14998586475849152
local,0.24027122557163239,0.26383906602859497,0.13547219336032867,0.13996946811676025,0.22714078426361084,0.0838892012834549,0.2207600325345993,0.09591133892536163,1.0,0.10094919055700302,0.15022775530815125
elites,0.2012758105993271,0.07502974569797516,0.24765761196613312,0.14732612669467926,0.20201514661312103,0.31070393323898315,0.2526736259460449,0.09951762109994888,0.10094919055700302,1.0000001192092896,0.1280139982700348
would,0.3854503035545349,0.11858303099870682,0.2288145273923874,0.35597336292266846,0.14267168939113617,0.23777715861797333,0.5965728163719177,0.27180254459381104,0.20381148159503937,0.23610597848892212,0.37178951501846313
be,0.476310670375824,0.15078039467334747,0.17063774168491364,0.3731876611709595,0.13894595205783844,0.15657790005207062,0.4972836375236511,0.24338217079639435,0.18838182091712952,0.17632073163986206,0.3324260413646698
exposed,0.29688140749931335,0.11365747451782227,0.20417439937591553,0.28697776794433594,0.12874950468540192,0.13587747514247894,0.26349055767059326,0.12545914947986603,0.1438693255186081,0.1730061173439026,0.12477970123291016
to,0.5345056653022766,0.19668124616146088,0.21448755264282227,0.40058770775794983,0.19840334355831146,0.21685542166233063,1.0,0.26799046993255615,0.2207600325345993,0.2526736259460449,0.29463258385658264
the,0.6521818041801453,0.2829611599445343,0.32532164454460144,0.3718377649784088,0.23337452113628387,0.2716025412082672,0.535392165184021,0.1868736892938614,0.2130540907382965,0.20845484733581543,0.22068053483963013
benefits,0.31010621786117554,0.1652792990207672,0.14801160991191864,0.26918575167655945,0.2449806183576584,0.2079504430294037,0.29057374596595764,0.2274845987558365,0.17551715672016144,0.17878322303295135,0.25678688287734985
and,0.506277859210968,0.2125408798456192,0.27479609847068787,0.3150506615638733,0.28489047288894653,0.19073538482189178,0.48971283435821533,0.19792440533638,0.2468787580728531,0.2160991132259369,0.20544172823429108
luxuries,0.2473875731229782,0.20734767615795135,0.2852330505847931,0.2996579110622406,0.22573629021644592,0.25490695238113403,0.27407845854759216,0.08980877697467804,0.1408817619085312,0.30408698320388794,0.10594996064901352
of,0.5011631846427917,0.2833002209663391,0.30522286891937256,0.3075267970561981,0.29898300766944885,0.29240643978118896,0.41548454761505127,0.12970560789108276,0.20668989419937134,0.14040906727313995,0.1826142966747284
roman,0.2057887464761734,0.21286076307296753,0.47775235772132874,0.18938834965229034,0.20320002734661102,0.30350908637046814,0.24710409343242645,0.17497071623802185,0.2068861871957779,0.23654289543628693,0.1663191318511963
culture,0.21281319856643677,0.3187410533428192,0.2684440016746521,0.19804461300373077,0.6551339030265808,0.3405192196369171,0.1957503855228424,0.135257288813591,0.2050779014825821,0.22861522436141968,0.13093146681785583
and,0.506277859210968,0.2125408798456192,0.27479609847068787,0.3150506615638733,0.28489047288894653,0.19073538482189178,0.48971283435821533,0.19792440533638,0.2468787580728531,0.2160991132259369,0.20544172823429108
lifestyle,0.26472774147987366,0.19636119902133942,0.19124871492385864,0.1416872888803482,0.29661405086517334,0.25388962030410767,0.2240259051322937,0.1533648818731308,0.1930765062570572,0.26243120431900024,0.1593247801065445
",",0.3658004403114319,0.22526510059833527,0.27646857500076294,0.3120402991771698,0.24125681817531586,0.2420617640018463,0.44245919585227966,0.21160505712032318,0.20673875510692596,0.1466609537601471,0.31091248989105225
with,0.46403205394744873,0.15758202970027924,0.16165103018283844,0.3047430217266083,0.14040853083133698,0.16891896724700928,0.4239959120750427,0.20682252943515778,0.16601361334323883,0.14136278629302979,0.2433311939239502
the,0.6521818041801453,0.2829611599445343,0.32532164454460144,0.3718377649784088,0.23337452113628387,0.2716025412082672,0.535392165184021,0.1868736892938614,0.2130540907382965,0.20845484733581543,0.22068053483963013
aim,0.28901875019073486,0.161844864487648,0.07862993329763412,0.2904755473136902,0.23295311629772186,0.178339883685112,0.3219028115272522,0.22399793565273285,0.08500897139310837,0.2566910684108734,0.14447996020317078
that,0.6894589066505432,0.17894412577152252,0.1784069836139679,0.37621384859085083,0.19365978240966797,0.23209288716316223,0.5436353087425232,0.2751096189022064,0.22915975749492645,0.27479368448257446,0.32716336846351624
they,0.5165667533874512,0.15271680057048798,0.19982218742370605,0.37411078810691833,0.12442170083522797,0.18398429453372955,0.5452046394348145,0.11728076636791229,0.21770167350769043,0.3668840527534485,0.2753053903579712
would,0.3854503035545349,0.11858303099870682,0.2288145273923874,0.35597336292266846,0.14267168939113617,0.23777715861797333,0.5965728163719177,0.27180254459381104,0.20381148159503937,0.23610597848892212,0.37178951501846313
then,0.4444481134414673,0.09193544089794159,0.22098107635974884,0.21083958446979523,0.11218181252479553,0.16686426103115082,0.5203860402107239,0.21502523124217987,0.4127005636692047,0.22892063856124878,0.2884598970413208
become,0.31449273228645325,0.0927235335111618,0.2015984058380127,0.14579057693481445,0.16207818686962128,0.185077965259552,0.36996012926101685,0.2010672241449356,0.10967731475830078,0.1454591602087021,0.19511328637599945
willing,0.28400731086730957,0.13595567643642426,0.15597757697105408,0.2473902851343155,0.20162789523601532,0.183708056807518,0.48565617203712463,0.3309284448623657,0.22028696537017822,0.26159679889678955,0.4091795086860657
participants,0.24313248693943024,0.14391203224658966,0.12423010170459747,0.17225933074951172,0.21222253143787384,0.20330558717250824,0.2532495856285095,0.1927381455898285,0.14735235273838043,0.26749518513679504,0.1654060184955597
.,0.45942068099975586,0.2134850174188614,0.2811720371246338,0.33111312985420227,0.18655544519424438,0.22279119491577148,0.4645031690597534,0.1799355149269104,0.26217252016067505,0.14046235382556915,0.4130953550338745
