,which,company,has,been,able,to,air,multiple,ads,at,a,steep,discount,?
the,0.6521818041801453,0.26591673493385315,0.4177538752555847,0.3563927710056305,0.3435857892036438,0.535392165184021,0.2877824306488037,0.20022359490394592,0.18265272676944733,0.457212895154953,0.5829201340675354,0.23276886343955994,0.2309042513370514,0.22068053483963013
beer,0.1983555406332016,0.29909056425094604,0.1843927651643753,0.19206838309764862,0.139600470662117,0.1757139414548874,0.12641580402851105,0.11186777800321579,0.20401501655578613,0.18449972569942474,0.23359490931034088,0.14468438923358917,0.29311656951904297,0.15216413140296936
manufacturer,0.19625380635261536,0.5423061847686768,0.16739876568317413,0.11639051139354706,0.16476361453533173,0.18490533530712128,0.1664505898952484,0.2156851589679718,0.24986515939235687,0.10305935889482498,0.25058242678642273,0.08989275991916656,0.23660631477832794,0.11731472611427307
to,0.5345056653022766,0.24903783202171326,0.3619994819164276,0.34945759177207947,0.529755175113678,1.0,0.24103909730911255,0.2663446366786957,0.18482619524002075,0.36524343490600586,0.45503583550453186,0.2543365955352783,0.2974597215652466,0.29463258385658264
air,0.23809513449668884,0.17644211649894714,0.18676379323005676,0.13502585887908936,0.1883208006620407,0.24103909730911255,1.0000001192092896,0.12828458845615387,0.1469961702823639,0.18523330986499786,0.23199330270290375,0.17183034121990204,0.15184065699577332,0.1491677612066269
multiple,0.29593557119369507,0.13512057065963745,0.2405623197555542,0.30291515588760376,0.17973001301288605,0.2663446366786957,0.12828458845615387,0.9999998807907104,0.1386433094739914,0.1886529177427292,0.23904410004615784,0.11837510764598846,0.12177232652902603,0.1591399908065796
advertisements,0.25437048077583313,0.36208584904670715,0.1975397765636444,0.2877040207386017,0.16263970732688904,0.2288525402545929,0.13307218253612518,0.1495862901210785,0.5834730267524719,0.12257517874240875,0.20390553772449493,0.177325040102005,0.30940139293670654,0.1904435008764267
during,0.3590145409107208,0.12950238585472107,0.23098520934581757,0.3273974359035492,0.23386408388614655,0.2828781306743622,0.24089480936527252,0.15117841958999634,0.1481192260980606,0.372769296169281,0.30341604351997375,0.14148573577404022,0.0938262790441513,0.1325719803571701
the,0.6521818041801453,0.26591673493385315,0.4177538752555847,0.3563927710056305,0.3435857892036438,0.535392165184021,0.2877824306488037,0.20022359490394592,0.18265272676944733,0.457212895154953,0.5829201340675354,0.23276886343955994,0.2309042513370514,0.22068053483963013
game,0.23652023077011108,0.19029217958450317,0.1961202621459961,0.2056262195110321,0.21771854162216187,0.2540906071662903,0.18196050822734833,0.14501532912254333,0.1905524879693985,0.18453927338123322,0.23211604356765747,0.12609313428401947,0.21692045032978058,0.1829071193933487
at,0.3286694884300232,0.17487694323062897,0.2743658423423767,0.2504468560218811,0.24194130301475525,0.36524343490600586,0.18523330986499786,0.1886529177427292,0.13438895344734192,1.0,0.3095070421695709,0.24564878642559052,0.1966882199048996,0.21978627145290375
a,0.56894451379776,0.22037413716316223,0.4670248031616211,0.3315402865409851,0.2874686121940613,0.45503583550453186,0.23199330270290375,0.23904410004615784,0.12881463766098022,0.3095070421695709,1.0,0.2259364277124405,0.18131038546562195,0.23916715383529663
steep,0.28187260031700134,0.0870007872581482,0.22811056673526764,0.1821705400943756,0.17115706205368042,0.2543365955352783,0.17183034121990204,0.11837510764598846,0.14236947894096375,0.24564878642559052,0.2259364277124405,1.0,0.26015979051589966,0.08240659534931183
discount,0.17011220753192902,0.3049516975879669,0.1307949423789978,0.17600449919700623,0.2706376612186432,0.2974597215652466,0.15184065699577332,0.12177232652902603,0.31936168670654297,0.1966882199048996,0.18131038546562195,0.26015979051589966,1.0,0.1762070506811142
.,0.45942068099975586,0.266353577375412,0.4105546176433563,0.33645182847976685,0.34544092416763306,0.4645031690597534,0.2759295105934143,0.19866929948329926,0.23121747374534607,0.4549728035926819,0.50484299659729,0.2033594697713852,0.1966312825679779,0.4130953550338745
