,why,has,the,corruption,not,be,in,the,public,view,?
forces,0.15960682928562164,0.12320549786090851,0.3134811818599701,0.24432791769504547,0.17200443148612976,0.17733727395534515,0.2565164566040039,0.3134811818599701,0.1624850332736969,0.1071823313832283,0.16984491050243378
have,0.4418443739414215,0.6353569626808167,0.40389683842658997,0.20609024167060852,0.5619372129440308,0.5760743618011475,0.36843645572662354,0.40389683842658997,0.20625129342079163,0.18089832365512848,0.32991164922714233
been,0.3097085654735565,0.6162750124931335,0.3563927710056305,0.27575796842575073,0.39571741223335266,0.5304332375526428,0.3515113592147827,0.3563927710056305,0.1792723387479782,0.12116348743438721,0.24354910850524902
traditionally,0.15438149869441986,0.2588256299495697,0.32626137137413025,0.12087442725896835,0.30240094661712646,0.3716203570365906,0.31378570199012756,0.32626137137413025,0.14203952252864838,0.09962505847215652,0.10789176821708679
cloaked,0.29433828592300415,0.1785949170589447,0.2983199954032898,0.22953733801841736,0.28189346194267273,0.3369225263595581,0.22637124359607697,0.2983199954032898,0.20360760390758514,0.16467130184173584,0.18375538289546967
by,0.19170543551445007,0.3254803419113159,0.4408751428127289,0.23889042437076569,0.291808545589447,0.43158695101737976,0.370934396982193,0.4408751428127289,0.23323717713356018,0.1928447186946869,0.17966607213020325
the,0.30742117762565613,0.4177538752555847,1.0,0.23319530487060547,0.4310511648654938,0.4248143136501312,0.6662389636039734,1.0,0.22857438027858734,0.25610461831092834,0.22068053483963013
ubiquitous,0.2879989445209503,0.19464080035686493,0.29797422885894775,0.21090999245643616,0.2526231110095978,0.26969581842422485,0.1949436515569687,0.29797422885894775,0.0959353893995285,0.1708272248506546,0.19942674040794373
blanket,0.2855079770088196,0.20066429674625397,0.2561730742454529,0.17092560231685638,0.262199729681015,0.2477092295885086,0.13524827361106873,0.2561730742454529,0.18259969353675842,0.1197097897529602,0.2502419352531433
of,0.28464117646217346,0.3909035325050354,0.733189046382904,0.21120312809944153,0.3307090103626251,0.33904364705085754,0.5696388483047485,0.733189046382904,0.2391265481710434,0.21446028351783752,0.1826142966747284
“,-0.08300399780273438,-0.037603288888931274,-0.004561804234981537,0.05635789781808853,-0.056117717176675797,-0.0764937773346901,0.006943287327885628,-0.004561804234981537,-0.02527068927884102,0.06186651438474655,-0.043535903096199036
state,0.14591875672340393,0.1870960146188736,0.3097178041934967,0.243130624294281,0.23725773394107819,0.22221757471561432,0.33316072821617126,0.3097178041934967,0.33038130402565,0.1265183389186859,0.1160883978009224
security,0.17236489057540894,0.18171554803848267,0.2683938145637512,0.32930904626846313,0.14626416563987732,0.20066186785697937,0.18173593282699585,0.2683938145637512,0.3803617060184479,0.0836380273103714,0.13810279965400696
”,0.013939416036009789,-0.0949195995926857,-0.13169695436954498,0.030542457476258278,-0.0727757140994072,-0.0226402897387743,-0.05599946156144142,-0.13169695436954498,-0.04969239607453346,0.06435485929250717,0.014230710454285145
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.1712050884962082,0.3769696354866028,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2588968276977539,0.216712087392807,0.31091248989105225
the,0.30742117762565613,0.4177538752555847,1.0,0.23319530487060547,0.4310511648654938,0.4248143136501312,0.6662389636039734,1.0,0.22857438027858734,0.25610461831092834,0.22068053483963013
corruption,0.15216605365276337,0.1964688003063202,0.23319530487060547,1.0,0.21398840844631195,0.18376027047634125,0.17617714405059814,0.23319530487060547,0.28293532133102417,0.1359616219997406,0.16485145688056946
has,0.24175488948822021,1.0,0.4177538752555847,0.1964688003063202,0.32239022850990295,0.3863394856452942,0.4173259735107422,0.4177538752555847,0.20210739970207214,0.1611981838941574,0.15994466841220856
been,0.3097085654735565,0.6162750124931335,0.3563927710056305,0.27575796842575073,0.39571741223335266,0.5304332375526428,0.3515113592147827,0.3563927710056305,0.1792723387479782,0.12116348743438721,0.24354910850524902
less,0.3511216938495636,0.3121291995048523,0.29185041785240173,0.18927395343780518,0.422049343585968,0.4184514582157135,0.2661931812763214,0.29185041785240173,0.18669071793556213,0.1620931327342987,0.22418740391731262
in,0.23227278888225555,0.4173259735107422,0.6662389636039734,0.17617714405059814,0.3403114080429077,0.3481820821762085,1.0,0.6662389636039734,0.29074716567993164,0.17477142810821533,0.20430970191955566
public,0.19395671784877777,0.20210739970207214,0.22857438027858734,0.28293532133102417,0.20537999272346497,0.22898490726947784,0.29074716567993164,0.22857438027858734,1.0000001192092896,0.2508273422718048,0.19872993230819702
view,0.20965878665447235,0.1611981838941574,0.25610461831092834,0.1359616219997406,0.18787901103496552,0.23513229191303253,0.17477142810821533,0.25610461831092834,0.2508273422718048,1.0,0.17672975361347198
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.1712050884962082,0.3769696354866028,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2588968276977539,0.216712087392807,0.31091248989105225
and,0.27806392312049866,0.43716782331466675,0.5171257257461548,0.20324507355690002,0.39099299907684326,0.41766801476478577,0.4954058527946472,0.5171257257461548,0.3227643668651581,0.19056165218353271,0.20544172823429108
thus,0.3149197995662689,0.2012588381767273,0.4036877751350403,0.22932469844818115,0.39713138341903687,0.37298357486724854,0.26358214020729065,0.4036877751350403,0.1657920777797699,0.17680615186691284,0.18769288063049316
less,0.3511216938495636,0.3121291995048523,0.29185041785240173,0.18927395343780518,0.422049343585968,0.4184514582157135,0.2661931812763214,0.29185041785240173,0.18669071793556213,0.1620931327342987,0.22418740391731262
subject,0.374086856842041,0.23694247007369995,0.2387523651123047,0.24009236693382263,0.37675631046295166,0.3231959342956543,0.21163184940814972,0.2387523651123047,0.1993533968925476,0.1812911033630371,0.33952999114990234
to,0.4100138247013092,0.3619994819164276,0.535392165184021,0.22868205606937408,0.5149973034858704,0.4972836375236511,0.45010748505592346,0.535392165184021,0.2672370672225952,0.229315847158432,0.29463258385658264
public,0.19395671784877777,0.20210739970207214,0.22857438027858734,0.28293532133102417,0.20537999272346497,0.22898490726947784,0.29074716567993164,0.22857438027858734,1.0000001192092896,0.2508273422718048,0.19872993230819702
scrutiny,0.3021398186683655,0.1668621003627777,0.30078384280204773,0.4428461790084839,0.4136349558830261,0.3269592225551605,0.19106696546077728,0.30078384280204773,0.35685211420059204,0.22736258804798126,0.3489108085632324
and,0.27806392312049866,0.43716782331466675,0.5171257257461548,0.20324507355690002,0.39099299907684326,0.41766801476478577,0.4954058527946472,0.5171257257461548,0.3227643668651581,0.19056165218353271,0.20544172823429108
notoriety,0.27962788939476013,0.2542504072189331,0.2369757741689682,0.32954561710357666,0.2977057695388794,0.2256084531545639,0.22583633661270142,0.2369757741689682,0.3031342029571533,0.23948894441127777,0.22872024774551392
.,0.32909876108169556,0.4105546176433563,0.5934505462646484,0.1565260887145996,0.4824007451534271,0.4383580684661865,0.5591574311256409,0.5934505462646484,0.21888655424118042,0.23733025789260864,0.4130953550338745
