,what,did,luther,insist,was,present,in,the,bread,and,wine,?
blood,0.15800324082374573,0.1921168565750122,0.13496287167072296,0.1926206648349762,0.16721275448799133,0.17578190565109253,0.12106697261333466,0.2815113961696625,0.2934724688529968,0.2636592388153076,0.2530536353588104,0.156274676322937
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.21019351482391357,0.4069072902202606,0.3116828501224518,0.5696388483047485,0.733189046382904,0.19913233816623688,0.5116966962814331,0.2704099118709564,0.1826142966747284
christ,0.2615339457988739,0.17013269662857056,0.2758595049381256,0.2260989099740982,0.2174820899963379,0.1398906409740448,0.16419753432273865,0.25124865770339966,0.34129223227500916,0.15450161695480347,0.2530486285686493,0.13772203028202057
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.17496748268604279,0.45514053106307983,0.23905439674854279,1.0,0.6662389636039734,0.17145772278308868,0.4954058527946472,0.2517578601837158,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.18413878977298737,0.48711544275283813,0.2829846143722534,0.6662389636039734,1.0,0.19539521634578705,0.5171257257461548,0.2768833041191101,0.22068053483963013
consecrated,0.17245787382125854,0.17055682837963104,0.2255089432001114,0.169472336769104,0.30414247512817383,0.21942771971225739,0.23633383214473724,0.2520894706249237,0.29689696431159973,0.1487535536289215,0.2605561316013336,0.21307595074176788
bread,0.218822181224823,0.18966102600097656,0.16235698759555817,0.18521776795387268,0.1566956490278244,0.03918120265007019,0.17145772278308868,0.19539521634578705,0.9999999403953552,0.22956383228302002,0.44892004132270813,0.16616880893707275
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.30059903860092163,0.3740963041782379,0.2790124714374542,0.4954058527946472,0.5171257257461548,0.22956383228302002,1.0,0.2789568305015564,0.20544172823429108
wine,0.17754630744457245,0.1488095074892044,0.18267135322093964,0.10049108415842056,0.23071818053722382,0.06322550773620605,0.2517578601837158,0.2768833041191101,0.44892004132270813,0.2789568305015564,1.0,0.12747588753700256
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2757607102394104,0.45456063747406006,0.267320841550827,0.5201468467712402,0.4933079481124878,0.2806640565395355,0.6633074283599854,0.2325778752565384,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.2515133023262024,0.2830964922904968,0.27609559893608093,0.4840516746044159,0.6521818041801453,0.236795112490654,0.506277859210968,0.2145105004310608,0.25814583897590637
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.20120054483413696,0.5410010814666748,0.12809500098228455,0.41690486669540405,0.4571082592010498,0.1545906960964203,0.45427167415618896,0.21294580399990082,0.2089974731206894
called,0.3235960602760315,0.277748167514801,0.09754475206136703,0.15032559633255005,0.33927658200263977,0.1386658102273941,0.40847352147102356,0.489897221326828,0.23148608207702637,0.3251761794090271,0.16283351182937622,0.18963319063186646
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.18413878977298737,0.48711544275283813,0.2829846143722534,0.6662389636039734,1.0,0.19539521634578705,0.5171257257461548,0.2768833041191101,0.22068053483963013
sacramental,0.26630717515945435,0.22325678169727325,0.3835672438144684,0.2208317369222641,0.22799712419509888,0.0739670917391777,0.2281111478805542,0.3087221086025238,0.28006982803344727,0.27438074350357056,0.28765442967414856,0.18376803398132324
union,0.1396910548210144,0.185054212808609,0.10393895208835602,0.1257307380437851,0.23276571929454803,0.1102968156337738,0.22726479172706604,0.24421639740467072,0.15374882519245148,0.2594362497329712,0.13514408469200134,0.07797172665596008
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2757607102394104,0.45456063747406006,0.267320841550827,0.5201468467712402,0.4933079481124878,0.2806640565395355,0.6633074283599854,0.2325778752565384,0.31091248989105225
while,0.35511791706085205,0.3330625295639038,0.16301193833351135,0.3570217490196228,0.3253832161426544,0.15988938510417938,0.3399278521537781,0.39804592728614807,0.16078625619411469,0.45699796080589294,0.1780218929052353,0.21076419949531555
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.28554773330688477,0.4405253231525421,0.12888593971729279,0.3598145842552185,0.4394008219242096,0.11196848005056381,0.4234102666378021,0.16052863001823425,0.18075084686279297
opponents,0.18805594742298126,0.26735401153564453,0.22608257830142975,0.2612168788909912,0.24813708662986755,0.06753076612949371,0.16065439581871033,0.2483137845993042,0.1562124341726303,0.21922188997268677,0.1321794092655182,0.12975426018238068
believed,0.32626157999038696,0.3807709813117981,0.19700083136558533,0.2662907540798187,0.3758357763290405,0.1757473349571228,0.2605416774749756,0.324635773897171,0.16166085004806519,0.280531644821167,0.21040059626102448,0.17606885731220245
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.23871757090091705,0.20121176540851593,0.06116963550448418,0.1355067938566208,0.24689088761806488,0.2930058538913727,0.23257656395435333,0.23020268976688385,0.23396754264831543
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.34022432565689087,0.3636345863342285,0.2453051209449768,0.45010748505592346,0.535392165184021,0.1766994744539261,0.48971283435821533,0.19043289124965668,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.3569246530532837,0.42228707671165466,0.1725894659757614,0.3481820821762085,0.4248143136501312,0.2360009253025055,0.41766801476478577,0.18620572984218597,0.3324260413646698
only,0.41415658593177795,0.4039593040943146,0.10428047180175781,0.2788682281970978,0.36249664425849915,0.23204892873764038,0.42992329597473145,0.5497692227363586,0.19153492152690887,0.4542345404624939,0.19052033126354218,0.2767370045185089
spiritually,0.3063187599182129,0.25459131598472595,0.30625832080841064,0.32761242985725403,0.2669983506202698,0.04741649702191353,0.22657981514930725,0.25396624207496643,0.23279820382595062,0.2937191426753998,0.2178986370563507,0.20542939007282257
or,0.33867141604423523,0.28211739659309387,0.14215725660324097,0.2997837960720062,0.2330796718597412,0.17365464568138123,0.3586423695087433,0.4174870550632477,0.2583465874195099,0.4713204801082611,0.1916147768497467,0.32389625906944275
symbolically,0.25148558616638184,0.13593679666519165,0.19218958914279938,0.264486700296402,0.28465163707733154,0.12711508572101593,0.18625997006893158,0.3218812942504883,0.23692744970321655,0.2515098452568054,0.25915393233299255,0.09040768444538116
present,0.30940163135528564,0.1261267513036728,0.10244696587324142,0.1721228063106537,0.1278916448354721,1.0000001192092896,0.23905439674854279,0.2829846143722534,0.03918120265007019,0.2790124714374542,0.06322550773620605,0.21759982407093048
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.21324895322322845,0.40146201848983765,0.23765113949775696,0.5591574311256409,0.5934505462646484,0.22695080935955048,0.588965117931366,0.23560354113578796,0.4130953550338745
