,what,kind,of,state,was,the,khwarezmia,?
empire,0.21723191440105438,0.10222473740577698,0.30522286891937256,0.30762815475463867,0.30602675676345825,0.32532164454460144,0.41899508237838745,0.14909450709819794
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2653750479221344,0.3740963041782379,0.5171257257461548,0.34526392817497253,0.20544172823429108
its,0.30393704771995544,0.17957401275634766,0.48690423369407654,0.3171643614768982,0.3518870174884796,0.559237003326416,0.24720126390457153,0.15103481709957123
control,0.2821830213069916,0.15833914279937744,0.2817542552947998,0.2245023548603058,0.19347785413265228,0.32841500639915466,0.23617959022521973,0.1620711386203766
extended,0.20863614976406097,0.08843596279621124,0.2843494713306427,0.13336268067359924,0.23736250400543213,0.3160722553730011,0.21917106211185455,0.17568568885326385
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.26851922273635864,0.3677520453929901,0.48381632566452026,0.31569552421569824,0.27043893933296204
far,0.34794166684150696,0.1582344025373459,0.3005201518535614,0.181650772690773,0.24026422202587128,0.38564538955688477,0.22630555927753448,0.2170870453119278
west,0.1946573108434677,0.05679268762469292,0.2891985774040222,0.23057743906974792,0.25970903038978577,0.32918402552604675,0.28282538056373596,0.12088293582201004
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.26851922273635864,0.3677520453929901,0.48381632566452026,0.31569552421569824,0.27043893933296204
lake,0.17778855562210083,0.10024232417345047,0.23993153870105743,0.18612776696681976,0.1820499300956726,0.24325428903102875,0.2265404760837555,0.07226386666297913
balkhash,0.28051117062568665,0.15485039353370667,0.24704097211360931,0.22144892811775208,0.3006807863712311,0.3242647051811218,0.6832338571548462,0.21507538855075836
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.29481780529022217,0.45456063747406006,0.4933079481124878,0.35280895233154297,0.31091248989105225
which,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.27248382568359375,0.2830964922904968,0.6521818041801453,0.3854447603225708,0.25814583897590637
bordered,0.2239498347043991,0.07942698895931244,0.3377665579319,0.27965399622917175,0.2572273313999176,0.31512969732284546,0.2259669303894043,0.10068123042583466
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3097178041934967,0.48711544275283813,1.0,0.3111512362957001,0.22068053483963013
khwarezmia,0.29272910952568054,0.2443028837442398,0.30564188957214355,0.24308770895004272,0.2980318069458008,0.3111512362957001,1.0,0.2672078311443329
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.23423868417739868,0.2980341613292694,0.33289089798927307,0.2656857967376709,0.40561532974243164
khwarezmid,0.281156063079834,0.18636272847652435,0.30776864290237427,0.27873873710632324,0.3017575442790985,0.342690110206604,0.8995996713638306,0.25827765464782715
empire,0.21723191440105438,0.10222473740577698,0.30522286891937256,0.30762815475463867,0.30602675676345825,0.32532164454460144,0.41899508237838745,0.14909450709819794
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.2340407520532608,0.3267642855644226,0.3456730246543884,0.2916349172592163,0.42300865054130554
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.29481780529022217,0.45456063747406006,0.4933079481124878,0.35280895233154297,0.31091248989105225
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.25097307562828064,0.4508470594882965,0.5829201340675354,0.3061319887638092,0.23916715383529663
muslim,0.2631456255912781,0.06579525023698807,0.267849862575531,0.1916337013244629,0.230477973818779,0.28099653124809265,0.4786021113395691,0.17456822097301483
state,0.24273863434791565,0.16659919917583466,0.34253445267677307,1.0,0.22072885930538177,0.3097178041934967,0.24308770895004272,0.1160883978009224
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.24252457916736603,0.33670201897621155,0.5473989248275757,0.3071853518486023,0.32716336846351624
reached,0.20202487707138062,0.10128296166658401,0.18604008853435516,0.14445053040981293,0.3110939562320709,0.29860952496528625,0.18302837014198303,0.1518019139766693
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3097178041934967,0.48711544275283813,1.0,0.3111512362957001,0.22068053483963013
caspian,0.13380584120750427,0.13387610018253326,0.23781856894493103,0.19086457788944244,0.16225841641426086,0.30350741744041443,0.36218878626823425,0.10965590178966522
sea,0.19525039196014404,0.15340442955493927,0.2707739472389221,0.1340736448764801,0.18031850457191467,0.30363768339157104,0.25255075097084045,0.15551945567131042
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.25557461380958557,0.3636345863342285,0.535392165184021,0.27053171396255493,0.29463258385658264
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3097178041934967,0.48711544275283813,1.0,0.3111512362957001,0.22068053483963013
west,0.1946573108434677,0.05679268762469292,0.2891985774040222,0.23057743906974792,0.25970903038978577,0.32918402552604675,0.28282538056373596,0.12088293582201004
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2653750479221344,0.3740963041782379,0.5171257257461548,0.34526392817497253,0.20544172823429108
persian,0.1845901608467102,0.11541127413511276,0.20058591663837433,0.12289103120565414,0.14728625118732452,0.24001385271549225,0.471839964389801,0.11708208173513412
gulf,0.16739319264888763,0.10521359741687775,0.21642953157424927,0.23814985156059265,0.196700319647789,0.29029619693756104,0.28146594762802124,0.12622930109500885
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2653750479221344,0.3740963041782379,0.5171257257461548,0.34526392817497253,0.20544172823429108
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3097178041934967,0.48711544275283813,1.0,0.3111512362957001,0.22068053483963013
arabian,0.19845108687877655,0.18415948748588562,0.2580060660839081,0.18152384459972382,0.19541986286640167,0.2784736454486847,0.4260364770889282,0.09656751155853271
sea,0.19525039196014404,0.15340442955493927,0.2707739472389221,0.1340736448764801,0.18031850457191467,0.30363768339157104,0.25255075097084045,0.15551945567131042
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.25557461380958557,0.3636345863342285,0.535392165184021,0.27053171396255493,0.29463258385658264
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3097178041934967,0.48711544275283813,1.0,0.3111512362957001,0.22068053483963013
south,0.15388517081737518,0.11566862463951111,0.33382371068000793,0.32680565118789673,0.2792486846446991,0.3129390776157379,0.27878469228744507,0.12336621433496475
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.31380724906921387,0.40146201848983765,0.5934505462646484,0.29643574357032776,0.4130953550338745
