,the,church,emphasizes,the,need,to,be,in,supportive,ministry,of,what,group,?
with,0.4223487675189972,0.17961077392101288,0.2726267874240875,0.4223487675189972,0.3471839725971222,0.4239959120750427,0.36101722717285156,0.4080928862094879,0.28989285230636597,0.158980593085289,0.41827285289764404,0.2464839518070221,0.23998425900936127,0.2433311939239502
all,0.4860881567001343,0.175497367978096,0.22415980696678162,0.4860881567001343,0.3924550414085388,0.42520734667778015,0.42151448130607605,0.3335905969142914,0.2619306445121765,0.1685214638710022,0.42798417806625366,0.41981086134910583,0.3124038577079773,0.29575422406196594
women,0.279754102230072,0.18229824304580688,0.1868564933538437,0.279754102230072,0.16247841715812683,0.24881750345230103,0.19141218066215515,0.3171939551830292,0.21181948482990265,0.15312346816062927,0.22431409358978271,0.14828920364379883,0.13917547464370728,0.1616753786802292
",",0.4933079481124878,0.2707274258136749,0.2639438807964325,0.4933079481124878,0.25983062386512756,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.24140191078186035,0.21379242837429047,0.4946078956127167,0.3087472915649414,0.2809832692146301,0.31091248989105225
regardless,0.3184875249862671,0.17537839710712433,0.39132073521614075,0.3184875249862671,0.41715505719184875,0.3453742563724518,0.44261184334754944,0.2787688076496124,0.3355526328086853,0.20768947899341583,0.3080834746360779,0.4121691882610321,0.1501425951719284,0.33928561210632324
of,0.733189046382904,0.3079429268836975,0.3281346559524536,0.733189046382904,0.24285943806171417,0.41548454761505127,0.33904364705085754,0.5696388483047485,0.25233203172683716,0.2755489647388458,1.0,0.33290785551071167,0.25542253255844116,0.1826142966747284
their,0.516537070274353,0.17209430038928986,0.27998989820480347,0.516537070274353,0.35579198598861694,0.44619059562683105,0.3200586438179016,0.34976133704185486,0.23574677109718323,0.1933484524488449,0.4329940676689148,0.35142919421195984,0.31846651434898376,0.1898253709077835
choice,0.2640603482723236,0.11762090027332306,0.2423180490732193,0.2640603482723236,0.2620159685611725,0.28106144070625305,0.2790975272655487,0.18258674442768097,0.2684604525566101,0.12859022617340088,0.23419108986854553,0.29363784193992615,0.16053201258182526,0.28709158301353455
.,0.5934505462646484,0.28898224234580994,0.18502500653266907,0.5934505462646484,0.26852357387542725,0.4645031690597534,0.4383580684661865,0.5591574311256409,0.27806374430656433,0.19757187366485596,0.5352458953857422,0.3567904531955719,0.27268800139427185,0.4130953550338745
,the,church,emphasizes,the,need,to,be,in,supportive,ministry,of,what,group,?
the,1.0,0.23846197128295898,0.23721882700920105,1.0,0.2594960331916809,0.535392165184021,0.4248143136501312,0.6662389636039734,0.27438807487487793,0.23817597329616547,0.733189046382904,0.42745697498321533,0.30795547366142273,0.22068053483963013
church,0.23846197128295898,0.9999999403953552,0.14217762649059296,0.23846197128295898,0.16749487817287445,0.24439501762390137,0.14655785262584686,0.2493300437927246,0.13718155026435852,0.28343912959098816,0.3079429268836975,0.1944202184677124,0.14028063416481018,0.18081501126289368
also,0.6021018624305725,0.21634946763515472,0.24798986315727234,0.6021018624305725,0.31963127851486206,0.5348826050758362,0.48342031240463257,0.5073733329772949,0.30488142371177673,0.2575809955596924,0.4924938678741455,0.42747777700424194,0.3116292357444763,0.21848613023757935
holds,0.28190866112709045,0.157379150390625,0.16492269933223724,0.28190866112709045,0.2129364162683487,0.1390777975320816,0.16698874533176422,0.2876984775066376,0.21240219473838806,0.1797366887331009,0.2644946873188019,0.08176258951425552,0.13361304998397827,0.11379207670688629
that,0.5473989248275757,0.18300943076610565,0.3005748689174652,0.5473989248275757,0.46464914083480835,0.5436353087425232,0.6036020517349243,0.435920387506485,0.3561738431453705,0.22272662818431854,0.41498205065727234,0.6297725439071655,0.3089635670185089,0.32716336846351624
they,0.49925389885902405,0.18669813871383667,0.23576976358890533,0.49925389885902405,0.4473401606082916,0.5452046394348145,0.4858434796333313,0.4330179989337921,0.2693215012550354,0.19928807020187378,0.3426007330417633,0.4431931674480438,0.39397186040878296,0.2753053903579712
``,0.029072100296616554,0.038532305508852005,0.03679760545492172,0.029072100296616554,0.11774871498346329,0.06720756739377975,0.07670000940561295,0.04765888676047325,0.07141005247831345,0.007927347905933857,0.06780257821083069,0.008517155423760414,0.14310015738010406,0.0685480609536171
are,0.40399202704429626,0.16039738059043884,0.2695314586162567,0.40399202704429626,0.46199482679367065,0.3504326641559601,0.5556803941726685,0.3841303884983063,0.27821192145347595,0.17553389072418213,0.39081433415412903,0.29724663496017456,0.35980498790740967,0.24591213464736938
equally,0.25614944100379944,0.1768171489238739,0.2962457537651062,0.25614944100379944,0.33741989731788635,0.3164912164211273,0.4442092776298523,0.16446180641651154,0.2931685447692871,0.07301073521375656,0.262323796749115,0.3545299768447876,0.18613773584365845,0.22503766417503357
bound,0.27465125918388367,0.17003288865089417,0.1744195818901062,0.27465125918388367,0.1483762115240097,0.29917120933532715,0.2609313428401947,0.25271666049957275,0.12917013466358185,0.06919195502996445,0.23408229649066925,0.16997487843036652,0.19018013775348663,0.12182208895683289
to,0.535392165184021,0.24439501762390137,0.2694731056690216,0.535392165184021,0.42094892263412476,1.0,0.4972836375236511,0.45010748505592346,0.2919946014881134,0.21453896164894104,0.41548454761505127,0.455847829580307,0.2672896385192871,0.29463258385658264
respect,0.2571326196193695,0.19407080113887787,0.36243322491645813,0.2571326196193695,0.32207635045051575,0.3208255469799042,0.29991641640663147,0.16911892592906952,0.36732217669487,0.2166883498430252,0.2707009017467499,0.35592806339263916,0.12343472987413406,0.2402682900428772
the,1.0,0.23846197128295898,0.23721882700920105,1.0,0.2594960331916809,0.535392165184021,0.4248143136501312,0.6662389636039734,0.27438807487487793,0.23817597329616547,0.733189046382904,0.42745697498321533,0.30795547366142273,0.22068053483963013
sacredness,0.28851261734962463,0.27049392461776733,0.332353413105011,0.28851261734962463,0.3165600001811981,0.27123400568962097,0.26937660574913025,0.1989687830209732,0.22772710025310516,0.21060623228549957,0.30430951714515686,0.28096723556518555,0.2117774933576584,0.1940317004919052
of,0.733189046382904,0.3079429268836975,0.3281346559524536,0.733189046382904,0.24285943806171417,0.41548454761505127,0.33904364705085754,0.5696388483047485,0.25233203172683716,0.2755489647388458,1.0,0.33290785551071167,0.25542253255844116,0.1826142966747284
the,1.0,0.23846197128295898,0.23721882700920105,1.0,0.2594960331916809,0.535392165184021,0.4248143136501312,0.6662389636039734,0.27438807487487793,0.23817597329616547,0.733189046382904,0.42745697498321533,0.30795547366142273,0.22068053483963013
life,0.23528170585632324,0.14609260857105255,0.2989256978034973,0.23528170585632324,0.18367350101470947,0.24560359120368958,0.23466241359710693,0.27054134011268616,0.2377537339925766,0.15412631630897522,0.2788603901863098,0.24693015217781067,0.19190706312656403,0.21677987277507782
and,0.5171257257461548,0.1976170688867569,0.2984991669654846,0.5171257257461548,0.3223188817501068,0.48971283435821533,0.41766801476478577,0.4954058527946472,0.2993602454662323,0.2559942901134491,0.5116966962814331,0.31309178471565247,0.3510662019252777,0.20544172823429108
well-being,0.4274795949459076,0.23899182677268982,0.20277810096740723,0.4274795949459076,0.3297045826911926,0.41242629289627075,0.4264005720615387,0.3292508125305176,0.2959599196910858,0.31712499260902405,0.3677307963371277,0.3161223232746124,0.20768937468528748,0.27211615443229675
of,0.733189046382904,0.3079429268836975,0.3281346559524536,0.733189046382904,0.24285943806171417,0.41548454761505127,0.33904364705085754,0.5696388483047485,0.25233203172683716,0.2755489647388458,1.0,0.33290785551071167,0.25542253255844116,0.1826142966747284
the,1.0,0.23846197128295898,0.23721882700920105,1.0,0.2594960331916809,0.535392165184021,0.4248143136501312,0.6662389636039734,0.27438807487487793,0.23817597329616547,0.733189046382904,0.42745697498321533,0.30795547366142273,0.22068053483963013
mother,0.22516992688179016,0.21956108510494232,0.17366555333137512,0.22516992688179016,0.0834592655301094,0.2733205258846283,0.13214710354804993,0.23971804976463318,0.159030944108963,0.1852216273546219,0.2170739620923996,0.20282095670700073,0.13451102375984192,0.15180644392967224
",",0.4933079481124878,0.2707274258136749,0.2639438807964325,0.4933079481124878,0.25983062386512756,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.24140191078186035,0.21379242837429047,0.4946078956127167,0.3087472915649414,0.2809832692146301,0.31091248989105225
for,0.4739971458911896,0.15542230010032654,0.23484694957733154,0.4739971458911896,0.3668079972267151,0.4451248347759247,0.3801851272583008,0.4322226941585541,0.4186662435531616,0.2517104148864746,0.4185989499092102,0.3017193675041199,0.24519909918308258,0.264628142118454
whom,0.23752936720848083,0.19075725972652435,0.16230447590351105,0.23752936720848083,0.20018456876277924,0.3108522593975067,0.21567033231258392,0.20012985169887543,0.23814429342746735,0.17768807709217072,0.2070929855108261,0.27163395285606384,0.22077952325344086,0.222135990858078
devastating,0.2738971412181854,0.15992134809494019,0.1963074952363968,0.2738971412181854,0.12037806957960129,0.16979451477527618,0.1319100707769394,0.2283799946308136,0.17215678095817566,0.12071490287780762,0.29236066341400146,0.2654651403427124,0.06386321783065796,0.16969646513462067
damage,0.2545957863330841,0.14242449402809143,0.15714463591575623,0.2545957863330841,0.3009289801120758,0.23714354634284973,0.23756302893161774,0.21804088354110718,0.1931375414133072,0.13778705894947052,0.23761005699634552,0.2590121924877167,0.1109766811132431,0.2121051400899887
may,0.2694292366504669,0.18112462759017944,0.1532914936542511,0.2694292366504669,0.28590816259384155,0.391582727432251,0.45514434576034546,0.3424151837825775,0.22075411677360535,0.1487213522195816,0.26447007060050964,0.25739946961402893,0.1615997850894928,0.2768254578113556
result,0.27778977155685425,0.099154531955719,0.2216620147228241,0.27778977155685425,0.2338619977235794,0.23653174936771393,0.3516577184200287,0.25670310854911804,0.29184603691101074,0.1280546933412552,0.231380432844162,0.19945499300956726,0.17060676217079163,0.17218433320522308
from,0.40150508284568787,0.1894836276769638,0.14748834073543549,0.40150508284568787,0.23362553119659424,0.4069952368736267,0.3107333183288574,0.4274188280105591,0.15206943452358246,0.16093386709690094,0.4249346852302551,0.2737620174884796,0.2369973510503769,0.19969791173934937
an,0.4207492768764496,0.09629998356103897,0.1530613750219345,0.4207492768764496,0.20370949804782867,0.3138085603713989,0.33041056990623474,0.2605783939361572,0.26035046577453613,0.10632950067520142,0.32280945777893066,0.2821882665157318,0.1671597808599472,0.19793890416622162
unacceptable,0.20024415850639343,0.15548521280288696,0.3013482391834259,0.20024415850639343,0.414130836725235,0.3083774149417877,0.43226316571235657,0.19410215318202972,0.3582194149494171,0.14794401824474335,0.23748177289962769,0.4215724766254425,0.08705514669418335,0.4132615029811859
pregnancy,0.254552960395813,0.14584451913833618,0.19534184038639069,0.254552960395813,0.2581069767475128,0.23292505741119385,0.2518746852874756,0.18384239077568054,0.30666181445121765,0.13207486271858215,0.2477317601442337,0.24451294541358948,0.15285441279411316,0.22192636132240295
.,0.5934505462646484,0.28898224234580994,0.18502500653266907,0.5934505462646484,0.26852357387542725,0.4645031690597534,0.4383580684661865,0.5591574311256409,0.27806374430656433,0.19757187366485596,0.5352458953857422,0.3567904531955719,0.27268800139427185,0.4130953550338745
