,what,was,the,dutch,leader,'s,religious,affiliation,?
,what,was,the,dutch,leader,'s,religious,affiliation,?
the,0.42745697498321533,0.48711544275283813,1.0,0.1705695390701294,0.27799519896507263,-0.01540423184633255,0.22950971126556396,0.2764122486114502,0.22068053483963013
prinsenhof,0.2538111209869385,0.2708154022693634,0.3317645490169525,0.3486936092376709,0.22324106097221375,0.06514397263526917,0.21763619780540466,0.1635672152042389,0.24017998576164246
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.12900666892528534,0.14341628551483154,0.02396530658006668,0.1584658920764923,0.187203511595726,0.22961433231830597
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.12088042497634888,0.15255510807037354,0.06913424283266068,0.19519206881523132,0.20582649111747742,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.14408773183822632,0.24122127890586853,-0.03817026689648628,0.2958606779575348,0.27520081400871277,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.1705695390701294,0.27799519896507263,-0.01540423184633255,0.22950971126556396,0.2764122486114502,0.22068053483963013
14,0.050140514969825745,0.020082935690879822,-0.011880298145115376,0.05109978839755058,0.1264842003583908,-0.005885524209588766,0.040791209787130356,0.03226209431886673,0.11697390675544739
active,0.2610722482204437,0.1920349895954132,0.2376219779253006,0.1269828975200653,0.17660926282405853,0.023876376450061798,0.18418066203594208,0.24190180003643036,0.20374006032943726
walloon,0.14546184241771698,0.1930706650018692,0.28331369161605835,0.409501850605011,0.18034058809280396,0.02124648354947567,0.21473152935504913,0.15761646628379822,0.15741382539272308
churches,0.17877253890037537,0.1949601173400879,0.2626241147518158,0.18546558916568756,0.18864129483699799,0.048431213945150375,0.5063908100128174,0.33947181701660156,0.19824735820293427
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.14408773183822632,0.24122127890586853,-0.03817026689648628,0.2958606779575348,0.27520081400871277,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.1705695390701294,0.27799519896507263,-0.01540423184633255,0.22950971126556396,0.2764122486114502,0.22068053483963013
dutch,0.1643560230731964,0.2182149887084961,0.1705695390701294,0.9999999403953552,0.19109956920146942,0.08659562468528748,0.1696881204843521,0.15226610004901886,0.1081366017460823
reformed,0.19874340295791626,0.32850387692451477,0.24013365805149078,0.17827104032039642,0.2730112075805664,0.052462395280599594,0.39581599831581116,0.25646093487739563,0.11769431829452515
church,0.1944202184677124,0.24960921704769135,0.23846197128295898,0.1803971827030182,0.1990814059972763,0.023664841428399086,0.5016112327575684,0.2894462049007416,0.18081501126289368
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2196396291255951,0.21285216510295868,-0.003708066651597619,0.23880675435066223,0.22413231432437897,0.4130953550338745
