,how,many,yards,was,the,field,goal,gano,made,to,make,the,score,16-10,?
by,0.34370526671409607,0.3409687578678131,0.1708054542541504,0.4752357602119446,0.4408751428127289,0.18480901420116425,0.14687420427799225,0.11040637642145157,0.34175434708595276,0.33534231781959534,0.2695997655391693,0.4408751428127289,0.19075021147727966,0.06686434894800186,0.17966607213020325
stewart,0.1742994338274002,0.14387744665145874,0.17841756343841553,0.2910071313381195,0.2287025898694992,0.20084623992443085,0.09508170187473297,0.21946047246456146,0.13581745326519012,0.17760097980499268,0.17939454317092896,0.2287025898694992,0.18609677255153656,-0.09825131297111511,0.11473192274570465
then,0.36093711853027344,0.27087974548339844,0.18285872042179108,0.27044644951820374,0.4297412931919098,0.20403032004833221,0.15350303053855896,0.2144881784915924,0.2601412534713745,0.5203860402107239,0.3666639029979706,0.4297412931919098,0.13396427035331726,-0.07544367760419846,0.2884598970413208
set,0.2561637759208679,0.23547255992889404,0.19454100728034973,0.22985222935676575,0.2927955985069275,0.1578865945339203,0.21092823147773743,0.1572752445936203,0.2436572015285492,0.320547491312027,0.28428220748901367,0.2927955985069275,0.17716898024082184,0.06357252597808838,0.1698019951581955
up,0.2819872200489044,0.2688518464565277,0.2173794060945511,0.24070115387439728,0.38423117995262146,0.11040262877941132,0.22843164205551147,0.0937952846288681,0.2850165367126465,0.40375280380249023,0.35951006412506104,0.38423117995262146,0.19020967185497284,0.010733244940638542,0.1819818764925003
gano,0.0923214927315712,0.1426343470811844,0.1410108357667923,0.24232544004917145,0.22641095519065857,0.1191931962966919,0.13990363478660583,1.0,0.12698785960674286,0.21469402313232422,0.15446221828460693,0.22641095519065857,0.14481769502162933,-0.07105682790279388,0.12128016352653503
's,-0.026164190843701363,0.01698932610452175,0.0408332459628582,0.008974763564765453,-0.01540423184633255,0.07850787043571472,0.0441170372068882,0.026030274108052254,0.08483956009149551,0.03782717138528824,0.09622383862733841,-0.01540423184633255,0.06112585589289665,0.07475151866674423,-0.023395681753754616
39-yard,0.28164052963256836,0.18343187868595123,0.5500062108039856,0.27295294404029846,0.29000911116600037,0.2437637448310852,0.24654942750930786,0.1773333102464676,0.18699239194393158,0.2367934286594391,0.19206897914409637,0.29000911116600037,0.27617838978767395,-0.09757836163043976,0.1945265233516693
field,0.19519785046577454,0.1401631236076355,0.3101290166378021,0.15975919365882874,0.2105809599161148,1.0,0.26796361804008484,0.1191931962966919,0.150634765625,0.2647967040538788,0.1433849185705185,0.2105809599161148,0.1500541716814041,0.012945248745381832,0.11279727518558502
goal,0.20538218319416046,0.11800757050514221,0.3246974050998688,0.18331198394298553,0.2443244755268097,0.26796361804008484,1.0000001192092896,0.13990363478660583,0.1579907089471817,0.37094977498054504,0.20038242638111115,0.2443244755268097,0.3320634365081787,0.012062451802194118,0.1964566856622696
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.45456063747406006,0.4933079481124878,0.27645614743232727,0.2145523726940155,0.26719462871551514,0.32507219910621643,0.44245919585227966,0.324553906917572,0.4933079481124878,0.16025088727474213,0.08949712663888931,0.31091248989105225
cutting,0.2312716394662857,0.25936827063560486,0.23584473133087158,0.1283094733953476,0.2671166658401489,0.08939063549041748,0.20428287982940674,0.08574247360229492,0.24683977663516998,0.20910726487636566,0.2912021577358246,0.2671166658401489,0.13379888236522675,0.004430558066815138,0.07885761559009552
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.48711544275283813,1.0,0.2105809599161148,0.2443244755268097,0.22641095519065857,0.3885267674922943,0.535392165184021,0.3146495521068573,1.0,0.2042495757341385,0.1257832646369934,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.33815330266952515,0.2605615258216858,0.2602776288986206,0.20978039503097534,0.20438778400421143,0.18962828814983368,0.16709713637828827,0.2185782641172409,0.1512525975704193,0.2602776288986206,0.1884668916463852,-0.006161956116557121,0.16608978807926178
deficit,0.2709174156188965,0.20897448062896729,0.1792718917131424,0.20591752231121063,0.2421877682209015,0.13288761675357819,0.27417245507240295,0.19795989990234375,0.13975156843662262,0.33488497138023376,0.2719006836414337,0.2421877682209015,0.20625534653663635,0.04817027598619461,0.2131306529045105
to,0.44169697165489197,0.40243685245513916,0.1612969934940338,0.3636345863342285,0.535392165184021,0.2647967040538788,0.37094977498054504,0.21469402313232422,0.3377571105957031,1.0,0.497876912355423,0.535392165184021,0.18782086670398712,0.1116461381316185,0.29463258385658264
one,0.3213292360305786,0.4223630726337433,0.2028396874666214,0.3752199709415436,0.5514441132545471,0.17056670784950256,0.2164333313703537,0.2209806740283966,0.3043140470981598,0.4025384783744812,0.3527044355869293,0.5514441132545471,0.2255811244249344,0.02398218959569931,0.2673267424106598
score,0.21145649254322052,0.06875400245189667,0.2295611947774887,0.1616087406873703,0.2042495757341385,0.1500541716814041,0.3320634365081787,0.14481769502162933,0.11244532465934753,0.18782086670398712,0.16786088049411774,0.2042495757341385,1.0,0.014178154990077019,0.199510395526886
at,0.2154216170310974,0.2716965675354004,0.1900969296693802,0.36707764863967896,0.457212895154953,0.190035879611969,0.20931877195835114,0.14137980341911316,0.20185844600200653,0.36524343490600586,0.19904619455337524,0.457212895154953,0.17552298307418823,0.013275370933115482,0.21978627145290375
16–10,-0.06525324285030365,0.002187779638916254,-0.04771792143583298,0.10740238428115845,0.07457347214221954,-0.0651056319475174,-0.027859250083565712,0.0031761613208800554,0.02076621539890766,0.055974893271923065,-0.07195837795734406,0.07457347214221954,0.017444228753447533,0.47260069847106934,0.00041399712790735066
.,0.3287222981452942,0.3974229395389557,0.17664551734924316,0.40146201848983765,0.5934505462646484,0.23224417865276337,0.19919876754283905,0.1941920816898346,0.4032190144062042,0.4645031690597534,0.3547073304653168,0.5934505462646484,0.17928162217140198,0.07177552580833435,0.4130953550338745
