,what,has,replaced,lower,skilled,workers,in,the,united,states,?
no,0.339326947927475,0.2747333347797394,0.15722183883190155,0.17294588685035706,0.12965789437294006,0.13428369164466858,0.24372287094593048,0.3461136817932129,0.14185011386871338,0.15352249145507812,0.32165053486824036
longer,0.3188037574291229,0.2752714157104492,0.3104969263076782,0.3041434586048126,0.16970793902873993,0.2052173912525177,0.2513541877269745,0.361417293548584,0.18446993827819824,0.15522462129592896,0.24416615068912506
have,0.39808809757232666,0.6353569626808167,0.19048047065734863,0.2959109842777252,0.25195762515068054,0.224677175283432,0.36843645572662354,0.40389683842658997,0.17950676381587982,0.20162390172481537,0.32991164922714233
significant,0.24268144369125366,0.30761855840682983,0.06269863992929459,0.2437075674533844,0.22781842947006226,0.19051067531108856,0.3551969528198242,0.35524800419807434,0.18911980092525482,0.2054997980594635,0.18679562211036682
numbers,0.24586999416351318,0.17843097448349,0.13496682047843933,0.13849662244319916,0.1894128918647766,0.16371607780456543,0.23087690770626068,0.293011337518692,0.19331514835357666,0.2084389477968216,0.19297972321510315
of,0.33290785551071167,0.3909035325050354,0.20067165791988373,0.31757521629333496,0.19600097835063934,0.20827822387218475,0.5696388483047485,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
low-skilled,0.23732228577136993,0.2229040563106537,0.2843555808067322,0.33612480759620667,0.8208768963813782,0.390444278717041,0.2875152826309204,0.29033613204956055,0.27870607376098633,0.2728954255580902,0.19992585480213165
manufacturing,0.1945977807044983,0.198152557015419,0.22622840106487274,0.16050639748573303,0.27658671140670776,0.3301681578159332,0.2715393304824829,0.25165510177612305,0.2909459173679352,0.26960429549217224,0.11596895009279251
workers,0.21390831470489502,0.12765945494174957,0.12352371960878372,0.2298077940940857,0.2864622473716736,1.0000001192092896,0.2254374474287033,0.23066683113574982,0.17083509266376495,0.19424447417259216,0.1706571877002716
that,0.6297725439071655,0.41272613406181335,0.2443014234304428,0.25661587715148926,0.29213589429855347,0.22227567434310913,0.435920387506485,0.5473989248275757,0.25567954778671265,0.291576623916626,0.32716336846351624
could,0.4188697934150696,0.30405887961387634,0.22907483577728271,0.2234698235988617,0.3450508117675781,0.2769443690776825,0.29357993602752686,0.35393214225769043,0.2082442045211792,0.2124703973531723,0.3411986827850342
be,0.3929833769798279,0.3863394856452942,0.2890104055404663,0.23055878281593323,0.27552786469459534,0.19826531410217285,0.3481820821762085,0.4248143136501312,0.20382754504680634,0.24637973308563232,0.3324260413646698
affected,0.2881362736225128,0.22337481379508972,0.24602431058883667,0.20913703739643097,0.2893224060535431,0.19457030296325684,0.33125343918800354,0.32402780652046204,0.24583348631858826,0.2544926702976227,0.21614891290664673
by,0.2455483376979828,0.3254803419113159,0.31910058856010437,0.17122666537761688,0.22590358555316925,0.1887902021408081,0.370934396982193,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.17966607213020325
competition,0.18313148617744446,0.19690701365470886,0.11928213387727737,0.13518616557121277,0.26661115884780884,0.1193387508392334,0.26072463393211365,0.257230669260025,0.17681603133678436,0.16046370565891266,0.1394461691379547
from,0.2737620174884796,0.2621968984603882,0.20668555796146393,0.2286408692598343,0.15365195274353027,0.17290110886096954,0.4274188280105591,0.40150508284568787,0.27339106798171997,0.24283263087272644,0.19969791173934937
poor,0.2570318877696991,0.1895977109670639,0.18311336636543274,0.22116811573505402,0.3111894726753235,0.3230462372303009,0.23408232629299164,0.21093174815177917,0.1813960075378418,0.1940978765487671,0.12937016785144806
countries,0.22319257259368896,0.26221421360969543,0.14161601662635803,0.11025762557983398,0.19612744450569153,0.3400564193725586,0.3027990758419037,0.33290645480155945,0.38267436623573303,0.4093204438686371,0.15128466486930847
.,0.3567904531955719,0.4105546176433563,0.2553439438343048,0.24347278475761414,0.1904321163892746,0.17509925365447998,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
