,who,did,abc,sell,it,'s,recording,division,to,in,1979,?
20,0.01726163923740387,-0.11960799992084503,-0.042933158576488495,0.048782967031002045,0.0168965682387352,-0.016651324927806854,0.017026236280798912,-0.02741413377225399,-0.018198585137724876,-0.022708838805556297,0.08440221846103668,0.11360422521829605
million,0.20240086317062378,0.1815238744020462,0.19051116704940796,0.2866972088813782,0.27422818541526794,0.05079329386353493,0.18145832419395447,0.1291075199842453,0.22033339738845825,0.2596224844455719,0.1581881195306778,0.23092924058437347
;,0.007937713526189327,0.10727239400148392,-0.0012340332614257932,0.09163210541009903,0.08263079822063446,0.006909397430717945,-0.023035196587443352,0.07619553059339523,0.0979827418923378,0.092739537358284,0.10593897849321365,0.10349778085947037
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,0.6251175999641418,-0.01540423184633255,0.2685704827308655,0.26203617453575134,0.535392165184021,0.6662389636039734,0.3323744237422943,0.22068053483963013
label,0.10943397134542465,0.11877599358558655,0.19738301634788513,0.16591805219650269,0.14109036326408386,0.020450562238693237,0.3163905441761017,0.15212929248809814,0.18542350828647614,0.18600617349147797,0.04140264540910721,0.13554392755031586
was,0.3318818509578705,0.41399896144866943,0.21565799415111542,0.2253432720899582,0.4577186405658722,0.008974763564765453,0.2667168378829956,0.2174251824617386,0.3636345863342285,0.45514053106307983,0.1920030564069748,0.18412111699581146
discontinued,0.00936927367001772,0.33745869994163513,0.2542455792427063,0.31295454502105713,0.2386336773633957,0.05885791406035423,0.23013587296009064,0.16050201654434204,0.2673664093017578,0.21221113204956055,0.02156662940979004,0.16722558438777924
by,0.39727845788002014,0.18574509024620056,0.17600902915000916,0.1953730434179306,0.40926623344421387,-0.010884488001465797,0.27300187945365906,0.18997035920619965,0.33534231781959534,0.370934396982193,0.21233990788459778,0.17966607213020325
march,0.22332389652729034,0.27992504835128784,0.15645621716976166,0.14227093756198883,0.253664493560791,-0.036253921687603,0.18963764607906342,0.17460773885250092,0.2274535447359085,0.29730337858200073,0.012103245593607426,0.2802562415599823
5,0.05488086864352226,0.08429081737995148,0.07165070623159409,0.0053261504508554935,0.03559829667210579,-0.00032236112747341394,0.10617730766534805,0.05257582291960716,0.03588335961103439,0.0862177163362503,0.02726486138999462,0.06222071498632431
of,0.2827862501144409,0.2513895630836487,0.14607268571853638,0.16354906558990479,0.38761502504348755,-0.03817026689648628,0.20561589300632477,0.23579144477844238,0.41548454761505127,0.5696388483047485,0.2645907700061798,0.1826142966747284
that,0.45444270968437195,0.47518548369407654,0.17440107464790344,0.2741891145706177,0.5921133160591125,0.04397977516055107,0.22315432131290436,0.17438095808029175,0.5436353087425232,0.435920387506485,0.2636651396751404,0.32716336846351624
year,0.2851492762565613,0.21422851085662842,0.2373921275138855,0.15069927275180817,0.2363913208246231,-0.04087831452488899,0.25907906889915466,0.16479338705539703,0.23523004353046417,0.3359307050704956,0.11366590857505798,0.18315006792545319
",",0.3365725874900818,0.3015086054801941,0.2097204476594925,0.26397812366485596,0.48329564929008484,-0.0016132977325469255,0.26766908168792725,0.24344468116760254,0.44245919585227966,0.5201468467712402,0.24932532012462616,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.16453155875205994,0.2874627709388733,0.40957894921302795,0.06895173341035843,0.22277392446994781,0.23460866510868073,0.48971283435821533,0.4954058527946472,0.23599638044834137,0.20544172823429108
all,0.3698336184024811,0.33943864703178406,0.18112415075302124,0.26370418071746826,0.36125609278678894,0.03181743621826172,0.19721105694770813,0.23049093782901764,0.42520734667778015,0.3335905969142914,0.2502604126930237,0.29575422406196594
of,0.2827862501144409,0.2513895630836487,0.14607268571853638,0.16354906558990479,0.38761502504348755,-0.03817026689648628,0.20561589300632477,0.23579144477844238,0.41548454761505127,0.5696388483047485,0.2645907700061798,0.1826142966747284
its,0.1326070874929428,0.19922670722007751,0.19045390188694,0.2351435273885727,0.5786119699478149,0.03202139586210251,0.10663896054029465,0.18290209770202637,0.3691340684890747,0.3793783485889435,0.2441880851984024,0.15103481709957123
300,-0.055552978068590164,-0.06503307819366455,-0.020989971235394478,0.05804925039410591,0.049431901425123215,-0.018622811883687973,-0.002893908182159066,0.05506540834903717,-0.074339859187603,-0.06603364646434784,-0.04219947010278702,-0.06213558092713356
employees,0.2533259689807892,0.15675444900989532,0.18604016304016113,0.3527938723564148,0.18139849603176117,0.05410363897681236,0.20145723223686218,0.13358820974826813,0.22196625173091888,0.2185000777244568,-0.0001807196531444788,0.2076551467180252
were,0.3188014328479767,0.4162326455116272,0.09045279771089554,0.26017674803733826,0.25487732887268066,0.007088581565767527,0.19498850405216217,0.19424934685230255,0.31913647055625916,0.3815755248069763,0.2046610713005066,0.17890112102031708
laid,0.14167603850364685,0.2033681571483612,0.15400294959545135,0.09422251582145691,0.19876904785633087,0.038369715213775635,0.11040139198303223,0.15706636011600494,0.1803169697523117,0.2162552922964096,0.08964108675718307,0.11215737462043762
off,0.16363953053951263,0.17696987092494965,0.1852368712425232,0.18408356606960297,0.2778407037258148,-0.017884694039821625,0.20998284220695496,0.13919679820537567,0.3533020317554474,0.25627145171165466,0.12788666784763336,0.12937544286251068
(,0.2443375140428543,0.18979617953300476,0.183883935213089,0.09964830428361893,0.2745298147201538,0.0012731997994706035,0.1836431920528412,0.2016449272632599,0.30882009863853455,0.3087427020072937,0.1487756073474884,0.40561532974243164
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,0.6251175999641418,-0.01540423184633255,0.2685704827308655,0.26203617453575134,0.535392165184021,0.6662389636039734,0.3323744237422943,0.22068053483963013
rights,0.3146883249282837,0.2525300085544586,0.16774038970470428,0.2210587114095688,0.1732693463563919,-0.06798747181892395,0.18940606713294983,0.1664530336856842,0.2570022940635681,0.17772755026817322,0.09207733720541,0.21814769506454468
to,0.42656609416007996,0.4452643394470215,0.1762417107820511,0.35664159059524536,0.513711154460907,0.03782717138528824,0.20760086178779602,0.20332986116409302,1.0,0.45010748505592346,0.260578453540802,0.29463258385658264
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,0.6251175999641418,-0.01540423184633255,0.2685704827308655,0.26203617453575134,0.535392165184021,0.6662389636039734,0.3323744237422943,0.22068053483963013
works,0.2919859290122986,0.17949827015399933,0.08613478392362595,0.22756877541542053,0.24762499332427979,0.04286740720272064,0.2639535367488861,0.10509496927261353,0.22564561665058136,0.2656683027744293,0.03163975104689598,0.19597402215003967
of,0.2827862501144409,0.2513895630836487,0.14607268571853638,0.16354906558990479,0.38761502504348755,-0.03817026689648628,0.20561589300632477,0.23579144477844238,0.41548454761505127,0.5696388483047485,0.2645907700061798,0.1826142966747284
abc,0.14673753082752228,0.13353709876537323,1.0000001192092896,0.10742729157209396,0.17324577271938324,0.06670809537172318,0.1994798630475998,0.24142871797084808,0.1762417107820511,0.1697147786617279,0.140679270029068,0.19065172970294952
records,0.1928240954875946,0.1876455396413803,0.26656919717788696,0.19715507328510284,0.20275108516216278,0.015400216914713383,0.5212184190750122,0.17212232947349548,0.1657545268535614,0.19519685208797455,0.06573162972927094,0.12384546548128128
and,0.41279885172843933,0.34479495882987976,0.16453155875205994,0.2874627709388733,0.40957894921302795,0.06895173341035843,0.22277392446994781,0.23460866510868073,0.48971283435821533,0.4954058527946472,0.23599638044834137,0.20544172823429108
all,0.3698336184024811,0.33943864703178406,0.18112415075302124,0.26370418071746826,0.36125609278678894,0.03181743621826172,0.19721105694770813,0.23049093782901764,0.42520734667778015,0.3335905969142914,0.2502604126930237,0.29575422406196594
of,0.2827862501144409,0.2513895630836487,0.14607268571853638,0.16354906558990479,0.38761502504348755,-0.03817026689648628,0.20561589300632477,0.23579144477844238,0.41548454761505127,0.5696388483047485,0.2645907700061798,0.1826142966747284
mca,0.11065798997879028,0.12614326179027557,0.3519832193851471,0.18190863728523254,0.19964049756526947,0.06827152520418167,0.36335018277168274,0.17552916705608368,0.19994473457336426,0.13728944957256317,-0.010390674695372581,0.18983742594718933
's,0.05599616840481758,0.05069678649306297,0.06670809537172318,0.10946694761514664,0.06608816236257553,0.9999999403953552,0.04676385223865509,-0.006703963968902826,0.03782717138528824,-0.037580832839012146,0.08197584748268127,-0.023395681753754616
other,0.3612329661846161,0.31707024574279785,0.10159935057163239,0.3018731474876404,0.36282607913017273,0.04445967823266983,0.15479545295238495,0.15898381173610687,0.4193183183670044,0.39989137649536133,0.19366103410720825,0.24682199954986572
labels,0.16824612021446228,0.17542417347431183,0.19507379829883575,0.2914432883262634,0.18678012490272522,0.024454856291413307,0.42050114274024963,0.16973739862442017,0.24758364260196686,0.13763266801834106,0.09164001047611237,0.13015247881412506
have,0.39246654510498047,0.3783526122570038,0.1884228140115738,0.31274881958961487,0.40974161028862,-0.02807004563510418,0.16310334205627441,0.17396382987499237,0.4544740617275238,0.36843645572662354,0.294795960187912,0.32991164922714233
since,0.27765995264053345,0.27613121271133423,0.20685888826847076,0.2125927060842514,0.39943817257881165,-0.04899144917726517,0.19839291274547577,0.1981157660484314,0.3733763098716736,0.4325680434703827,0.20961624383926392,0.2876587212085724
been,0.3295723795890808,0.2835664749145508,0.19288167357444763,0.16893726587295532,0.35515493154525757,-0.10734795778989792,0.18824246525764465,0.1640840619802475,0.34945759177207947,0.3515113592147827,0.2869345247745514,0.24354910850524902
acquired,0.167435422539711,0.13529880344867706,0.09650510549545288,0.2702774703502655,0.1931348592042923,-0.031430937349796295,0.16194304823875427,0.21852636337280273,0.1683000773191452,0.20108897984027863,0.13760006427764893,0.09366346150636673
by,0.39727845788002014,0.18574509024620056,0.17600902915000916,0.1953730434179306,0.40926623344421387,-0.010884488001465797,0.27300187945365906,0.18997035920619965,0.33534231781959534,0.370934396982193,0.21233990788459778,0.17966607213020325
universal,0.1685853749513626,0.14724810421466827,0.20585736632347107,0.16264867782592773,0.21241195499897003,0.017928028479218483,0.2888409197330475,0.13554467260837555,0.19006553292274475,0.17730140686035156,0.08698821067810059,0.2074412703514099
music,0.20470726490020752,0.21389511227607727,0.2344057261943817,0.23316645622253418,0.26726582646369934,0.09120280295610428,0.4706645607948303,0.13215914368629456,0.24181292951107025,0.22969312965869904,4.061367508256808e-05,0.18264494836330414
group,0.33690139651298523,0.13719572126865387,0.11665991693735123,0.15259450674057007,0.2364906221628189,-0.01093533169478178,0.1846025586128235,0.21565891802310944,0.2672896385192871,0.2304753065109253,0.21201425790786743,0.13827809691429138
),0.2457384318113327,0.18584993481636047,0.18381085991859436,0.1075398176908493,0.28560304641723633,0.021107977256178856,0.18818949162960052,0.20391593873500824,0.31236231327056885,0.3326910734176636,0.09898816049098969,0.42300865054130554
.,0.3541337847709656,0.35288307070732117,0.2567209303379059,0.2524729371070862,0.5593622326850891,-0.003708066651597619,0.23303323984146118,0.27855971455574036,0.4645031690597534,0.5591574311256409,0.21473710238933563,0.4130953550338745
