,what,register,did,chris,keates,think,that,some,teachers,should,not,be,placed,on,?
teachers,0.2526462972164154,0.19366194307804108,0.23635748028755188,0.10518679767847061,0.14973405003547668,0.2982916533946991,0.24071024358272552,0.3189203441143036,1.0,0.21522067487239838,0.22176165878772736,0.20256873965263367,0.10758554190397263,0.24610933661460876,0.19522249698638916
",",0.3087472915649414,0.20487578213214874,0.3015086054801941,0.2630874216556549,0.2677960991859436,0.3095206320285797,0.4137537479400635,0.42400437593460083,0.28049156069755554,0.2706286907196045,0.3769696354866028,0.39254459738731384,0.2528902292251587,0.49057599902153015,0.31091248989105225
said,0.3951668441295624,0.13556422293186188,0.5119821429252625,0.2335337996482849,0.28314441442489624,0.5204833149909973,0.5459781289100647,0.345081090927124,0.2628622353076935,0.32471513748168945,0.40718916058540344,0.34202221035957336,0.2591981887817383,0.3034963011741638,0.28991883993148804
that,0.6297725439071655,0.2517932951450348,0.47518548369407654,0.14143313467502594,0.2758037745952606,0.5798900723457336,1.0,0.6049469113349915,0.24071024358272552,0.4588061273097992,0.6600887179374695,0.6036020517349243,0.31709378957748413,0.42569106817245483,0.32716336846351624
teachers,0.2526462972164154,0.19366194307804108,0.23635748028755188,0.10518679767847061,0.14973405003547668,0.2982916533946991,0.24071024358272552,0.3189203441143036,1.0,0.21522067487239838,0.22176165878772736,0.20256873965263367,0.10758554190397263,0.24610933661460876,0.19522249698638916
who,0.40942975878715515,0.22290268540382385,0.34038686752319336,0.26527297496795654,0.3482110798358917,0.3902704119682312,0.45444270968437195,0.3978389501571655,0.34250906109809875,0.2982507050037384,0.369414746761322,0.3371641933917999,0.1622145026922226,0.2340552806854248,0.26220351457595825
have,0.39808809757232666,0.24350927770137787,0.3783526122570038,0.1276799440383911,0.20420309901237488,0.5388241410255432,0.6182622313499451,0.6421269774436951,0.25109589099884033,0.4533415734767914,0.5619372129440308,0.5760743618011475,0.2799054682254791,0.36494916677474976,0.32991164922714233
sex,0.21047964692115784,0.2169037014245987,0.198207825422287,0.07401829212903976,0.25368812680244446,0.2306911051273346,0.24718065559864044,0.2382236123085022,0.1686410754919052,0.21250700950622559,0.29329949617385864,0.23433338105678558,0.14034728705883026,0.20542368292808533,0.16873355209827423
with,0.2464839518070221,0.08248954266309738,0.25472134351730347,0.16182397305965424,0.3443678915500641,0.2712445855140686,0.4154358208179474,0.3924338221549988,0.17936164140701294,0.29016703367233276,0.3409014642238617,0.36101722717285156,0.2554246485233307,0.40749499201774597,0.2433311939239502
pupils,0.180222749710083,0.11499356478452682,0.19897840917110443,0.060650989413261414,0.13991722464561462,0.2158535122871399,0.21861156821250916,0.2920120358467102,0.5050403475761414,0.24172250926494598,0.2278037965297699,0.21355929970741272,0.06317122280597687,0.15858423709869385,0.06499303877353668
over,0.28007611632347107,0.20970408618450165,0.2535076439380646,0.14290453493595123,0.2481704205274582,0.2970954477787018,0.3882925808429718,0.41344934701919556,0.16751357913017273,0.2812507748603821,0.2890527844429016,0.27136483788490295,0.22171884775161743,0.39810362458229065,0.25742942094802856
the,0.42745697498321533,0.21045131981372833,0.34736719727516174,0.1503218412399292,0.2620507478713989,0.3102172613143921,0.5473989248275757,0.4566698372364044,0.22025763988494873,0.32399165630340576,0.4310511648654938,0.4248143136501312,0.38702741265296936,0.5107308030128479,0.22068053483963013
age,0.1895245760679245,0.15938201546669006,0.1816447526216507,0.051994990557432175,0.1734546720981598,0.18166734278202057,0.18966884911060333,0.15738306939601898,0.24455204606056213,0.18243202567100525,0.2090955525636673,0.16612951457500458,0.1543876975774765,0.23768801987171173,0.16859300434589386
of,0.33290785551071167,0.17440496385097504,0.2513895630836487,0.05191632732748985,0.25467649102211,0.2625778615474701,0.41498205065727234,0.4300730526447296,0.27737662196159363,0.23792634904384613,0.3307090103626251,0.33904364705085754,0.2962164878845215,0.3966929316520691,0.1826142966747284
consent,0.3003043532371521,0.27491945028305054,0.2207241952419281,0.12298382073640823,0.2261149138212204,0.3416002094745636,0.2523617148399353,0.168611079454422,0.27865928411483765,0.3406961262226105,0.3506720960140228,0.3091242015361786,0.1660827100276947,0.1979646533727646,0.2684990465641022
should,0.43830034136772156,0.20436464250087738,0.3792380094528198,0.1673530638217926,0.20695659518241882,0.577530026435852,0.4588061273097992,0.4079403877258301,0.21522067487239838,0.9999999403953552,0.5875406265258789,0.6527681946754456,0.294933021068573,0.35256603360176086,0.4442402422428131
not,0.5449194312095642,0.22850875556468964,0.6481515765190125,0.13118961453437805,0.23650211095809937,0.5479815602302551,0.6600887179374695,0.564181387424469,0.22176165878772736,0.5875406265258789,0.9999999403953552,0.5788898468017578,0.28189414739608765,0.3516409695148468,0.41942933201789856
be,0.3929833769798279,0.25457626581192017,0.22657383978366852,0.15643265843391418,0.27722227573394775,0.4904957115650177,0.6036020517349243,0.49956634640693665,0.20256873965263367,0.6527681946754456,0.5788898468017578,1.0,0.34677496552467346,0.37900757789611816,0.3324260413646698
placed,0.20823347568511963,0.21138568222522736,0.20626646280288696,0.09026384353637695,0.2757841646671295,0.25851500034332275,0.31709378957748413,0.26398980617523193,0.10758554190397263,0.294933021068573,0.28189414739608765,0.34677496552467346,1.0000001192092896,0.3127811551094055,0.18964257836341858
on,0.34226128458976746,0.23616459965705872,0.2670976221561432,0.19975343346595764,0.3225181996822357,0.2772510051727295,0.42569106817245483,0.31474894285202026,0.24610933661460876,0.35256603360176086,0.3516409695148468,0.37900757789611816,0.3127811551094055,0.9999999403953552,0.2714994251728058
the,0.42745697498321533,0.21045131981372833,0.34736719727516174,0.1503218412399292,0.2620507478713989,0.3102172613143921,0.5473989248275757,0.4566698372364044,0.22025763988494873,0.32399165630340576,0.4310511648654938,0.4248143136501312,0.38702741265296936,0.5107308030128479,0.22068053483963013
sex,0.21047964692115784,0.2169037014245987,0.198207825422287,0.07401829212903976,0.25368812680244446,0.2306911051273346,0.24718065559864044,0.2382236123085022,0.1686410754919052,0.21250700950622559,0.29329949617385864,0.23433338105678558,0.14034728705883026,0.20542368292808533,0.16873355209827423
offenders,0.31973621249198914,0.2827364504337311,0.2887722849845886,0.1571645736694336,0.29436033964157104,0.35843631625175476,0.3352394104003906,0.29588428139686584,0.2645241916179657,0.3425966501235962,0.39393433928489685,0.3333760201931,0.20397426187992096,0.21148647367954254,0.31221598386764526
register,0.16702568531036377,1.0,0.1575031727552414,0.07450314611196518,0.22019128501415253,0.20352071523666382,0.2517932951450348,0.25054436922073364,0.19366194307804108,0.20436464250087738,0.22850875556468964,0.25457626581192017,0.21138568222522736,0.23616459965705872,0.18827666342258453
and,0.31309178471565247,0.15724313259124756,0.34479495882987976,0.19427642226219177,0.31468936800956726,0.30740439891815186,0.4731321930885315,0.5337774157524109,0.28640416264533997,0.27632346749305725,0.39099299907684326,0.41766801476478577,0.26623862981796265,0.4077630043029785,0.20544172823429108
that,0.6297725439071655,0.2517932951450348,0.47518548369407654,0.14143313467502594,0.2758037745952606,0.5798900723457336,1.0,0.6049469113349915,0.24071024358272552,0.4588061273097992,0.6600887179374695,0.6036020517349243,0.31709378957748413,0.42569106817245483,0.32716336846351624
prosecution,0.2882728576660156,0.1837395876646042,0.2651902735233307,0.16403049230575562,0.24623849987983704,0.21226952970027924,0.29210251569747925,0.23078396916389465,0.20964637398719788,0.26533207297325134,0.2937503755092621,0.22913597524166107,0.13213737308979034,0.2041092962026596,0.1901778131723404
for,0.3017193675041199,0.21003350615501404,0.318512886762619,0.17490077018737793,0.28492963314056396,0.35838815569877625,0.4137635827064514,0.4257155656814575,0.274332195520401,0.3225788176059723,0.39280617237091064,0.3801851272583008,0.258872926235199,0.36199691891670227,0.264628142118454
statutory,0.22723902761936188,0.30681687593460083,0.21059413254261017,0.1426691859960556,0.21455763280391693,0.18685004115104675,0.27657556533813477,0.2520864009857178,0.3756009638309479,0.28321146965026855,0.30370715260505676,0.2809278070926666,0.17031510174274445,0.19543583691120148,0.1639583259820938
rape,0.2767123878002167,0.18422763049602509,0.235862597823143,0.10530366003513336,0.276332825422287,0.28421488404273987,0.23410560190677643,0.23631325364112854,0.16992022097110748,0.2061774879693985,0.23351897299289703,0.17556491494178772,0.07658173888921738,0.13490861654281616,0.2501828968524933
``,0.008517155423760414,0.05257674306631088,-0.029888948425650597,-0.044769059866666794,-0.04818551987409592,0.021398255601525307,0.05285148695111275,0.06408426910638809,0.03607265651226044,0.14615385234355927,0.09406080842018127,0.07670000940561295,0.026717927306890488,-0.03274054825305939,0.0685480609536171
is,0.28837618231773376,0.18546757102012634,0.19247472286224365,0.12766964733600616,0.27335241436958313,0.33370211720466614,0.3995479643344879,0.3038453459739685,0.15701442956924438,0.33635082840919495,0.3776007890701294,0.4819129705429077,0.2521167993545532,0.3635730445384979,0.22961433231830597
a,0.3320399522781372,0.2840311527252197,0.2552328109741211,0.15437166392803192,0.25409671664237976,0.35850703716278076,0.47537946701049805,0.34539633989334106,0.2509842813014984,0.2715131938457489,0.3791346549987793,0.39883795380592346,0.30072465538978577,0.3848365545272827,0.23916715383529663
real,0.27036693692207336,0.16696566343307495,0.20014923810958862,0.17542311549186707,0.2395436018705368,0.23122470080852509,0.31668397784233093,0.2228391468524933,0.16924159228801727,0.18191227316856384,0.23606733977794647,0.19794529676437378,0.07913685590028763,0.1512499749660492,0.20019613206386566
anomaly,0.3667886257171631,0.16496139764785767,0.13254611194133759,0.11110668629407883,0.11781886219978333,0.3373183310031891,0.3472422957420349,0.2833496034145355,0.12048381567001343,0.2632638216018677,0.3093585968017578,0.2835612893104553,0.17692039906978607,0.2092922031879425,0.25876063108444214
in,0.30808621644973755,0.23328366875648499,0.2593238651752472,0.10647130012512207,0.23737667500972748,0.23837615549564362,0.435920387506485,0.4010399878025055,0.2128150761127472,0.23054338991641998,0.3403114080429077,0.3481820821762085,0.263030469417572,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.21045131981372833,0.34736719727516174,0.1503218412399292,0.2620507478713989,0.3102172613143921,0.5473989248275757,0.4566698372364044,0.22025763988494873,0.32399165630340576,0.4310511648654938,0.4248143136501312,0.38702741265296936,0.5107308030128479,0.22068053483963013
law,0.2145031988620758,0.23700381815433502,0.2238171398639679,0.14557158946990967,0.17555271089076996,0.18741828203201294,0.23277728259563446,0.19280415773391724,0.26751601696014404,0.2088879495859146,0.2588513493537903,0.18454892933368683,0.08877846598625183,0.13878796994686127,0.1528988480567932
that,0.6297725439071655,0.2517932951450348,0.47518548369407654,0.14143313467502594,0.2758037745952606,0.5798900723457336,1.0,0.6049469113349915,0.24071024358272552,0.4588061273097992,0.6600887179374695,0.6036020517349243,0.31709378957748413,0.42569106817245483,0.32716336846351624
we,0.5622460842132568,0.17618905007839203,0.3426455855369568,0.19348131120204926,0.12880314886569977,0.6787288188934326,0.5259829759597778,0.4016413986682892,0.28860554099082947,0.5263530611991882,0.5222715139389038,0.4495842754840851,0.24849851429462433,0.271835595369339,0.535264790058136
are,0.29724663496017456,0.23211896419525146,0.2159031480550766,0.06559930741786957,0.20511707663536072,0.3769446313381195,0.45265161991119385,0.6331475377082825,0.2565288841724396,0.39900562167167664,0.46186959743499756,0.5556803941726685,0.2529972493648529,0.268924742937088,0.24591213464736938
concerned,0.41510701179504395,0.23242507874965668,0.30709561705589294,0.13503913581371307,0.20557571947574615,0.4372332692146301,0.3909452557563782,0.32558298110961914,0.2555825412273407,0.3622184097766876,0.38538163900375366,0.31778281927108765,0.281173974275589,0.25189217925071716,0.27800148725509644
about,0.47976887226104736,0.1697310507297516,0.28723078966140747,0.13010834157466888,0.20554719865322113,0.417228102684021,0.4500710964202881,0.42107653617858887,0.2277327924966812,0.29482224583625793,0.36646416783332825,0.26362910866737366,0.15328486263751984,0.322975218296051,0.302409827709198
.,0.3567904531955719,0.1815701276063919,0.35288307070732117,0.21003364026546478,0.24933868646621704,0.31119775772094727,0.4460422694683075,0.40663889050483704,0.24628326296806335,0.3516756594181061,0.4824007451534271,0.4383580684661865,0.2485738843679428,0.49257001280784607,0.4130953550338745
'',0.08143015950918198,0.005866325926035643,0.01978493109345436,-0.026890860870480537,0.06137939542531967,0.03370605781674385,0.007880004122853279,0.04253336414694786,-0.0032732344698160887,0.09159162640571594,0.04262445494532585,0.08835477381944656,0.07849191129207611,0.04238596186041832,0.018684765323996544
