,what,general,religious,belief,did,the,nations,that,received,huguenot,refugees,have,in,common,?
such,0.23989605903625488,0.22308661043643951,0.2574559450149536,0.21410876512527466,0.24497397243976593,0.3575236201286316,0.2462981641292572,0.4479874074459076,0.13285920023918152,0.1115405485033989,0.15229147672653198,0.42997312545776367,0.2704046070575714,0.3595517575740814,0.17851735651493073
as,0.31749409437179565,0.250458300113678,0.22407519817352295,0.20016999542713165,0.3596470057964325,0.48381632566452026,0.27956676483154297,0.4735107421875,0.24595820903778076,0.15821954607963562,0.16622169315814972,0.37788212299346924,0.3887844979763031,0.2140667736530304,0.27043893933296204
england,0.21399550139904022,0.12346875667572021,0.2287016659975052,0.2159377485513687,0.22023706138134003,0.28280043601989746,0.20453712344169617,0.2558189034461975,0.13624730706214905,0.3357331156730652,0.22249379754066467,0.21146592497825623,0.33311840891838074,0.18607299029827118,0.13436897099018097
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
wales,0.1505342721939087,0.19130614399909973,0.1746075451374054,0.16365580260753632,0.18606702983379364,0.23852568864822388,0.23173661530017853,0.19660557806491852,0.07360773533582687,0.24318177998065948,0.15794406831264496,0.23949046432971954,0.18714384734630585,0.13456344604492188,0.15627945959568024
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
scotland,0.16722074151039124,0.12829405069351196,0.1864738166332245,0.20510359108448029,0.12742529809474945,0.23846951127052307,0.21761058270931244,0.20920433104038239,0.06780777126550674,0.25629374384880066,0.15634408593177795,0.20114386081695557,0.24716059863567352,0.15196384489536285,0.09160218387842178
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
denmark,0.14418567717075348,0.04193907231092453,0.15335847437381744,0.15523740649223328,0.1594432145357132,0.2167552262544632,0.23437829315662384,0.20717018842697144,0.1832195669412613,0.2726280987262726,0.22449101507663727,0.1845598965883255,0.21252261102199554,0.14382751286029816,0.12332404404878616
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
sweden,0.12934117019176483,0.01332036592066288,0.1787441521883011,0.18107454478740692,0.14059685170650482,0.20170342922210693,0.17835526168346405,0.1780386120080948,0.1415221244096756,0.20621824264526367,0.19344046711921692,0.128953218460083,0.2946893274784088,0.12883737683296204,0.1268482208251953
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
switzerland,0.10552600771188736,0.06754067540168762,0.1481560915708542,0.10916722565889359,0.13923034071922302,0.25689372420310974,0.32976970076560974,0.13433443009853363,0.10064161568880081,0.2888892590999603,0.24053390324115753,0.15665104985237122,0.35930100083351135,0.17300496995449066,0.13347817957401276
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
the,0.42745697498321533,0.28634732961654663,0.22950971126556396,0.22474968433380127,0.34736719727516174,1.0,0.3506215214729309,0.5473989248275757,0.24890556931495667,0.29557526111602783,0.2474880963563919,0.40389683842658997,0.6662389636039734,0.2705984115600586,0.22068053483963013
dutch,0.1643560230731964,0.14435866475105286,0.1696881204843521,0.09220439195632935,0.1729682981967926,0.1705695390701294,0.22214320302009583,0.15895026922225952,0.13066355884075165,0.39192789793014526,0.18563847243785858,0.12961535155773163,0.17559829354286194,0.07313568145036697,0.1081366017460823
republic,0.18626701831817627,0.17719504237174988,0.23138774931430817,0.23018833994865417,0.14819517731666565,0.2862427830696106,0.3094642162322998,0.17219825088977814,0.05847512558102608,0.2274702787399292,0.2593606412410736,0.14524151384830475,0.2782426178455353,0.1567908525466919,0.16880398988723755
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
the,0.42745697498321533,0.28634732961654663,0.22950971126556396,0.22474968433380127,0.34736719727516174,1.0,0.3506215214729309,0.5473989248275757,0.24890556931495667,0.29557526111602783,0.2474880963563919,0.40389683842658997,0.6662389636039734,0.2705984115600586,0.22068053483963013
electorate,0.2379383146762848,0.23860611021518707,0.18882137537002563,0.18349388241767883,0.18803367018699646,0.23709100484848022,0.24973176419734955,0.17525194585323334,0.19878406822681427,0.2749081254005432,0.24773064255714417,0.1538148671388626,0.2352893352508545,0.10881229490041733,0.1467054933309555
of,0.33290785551071167,0.28352999687194824,0.2958606779575348,0.2605385482311249,0.2513895630836487,0.733189046382904,0.27521562576293945,0.41498205065727234,0.2628524899482727,0.29061198234558105,0.1848231703042984,0.3802283704280853,0.5696388483047485,0.2949881851673126,0.1826142966747284
brandenburg,0.1906360536813736,0.12513449788093567,0.13283272087574005,0.07383331656455994,0.1754067838191986,0.2262752652168274,0.12768013775348663,0.12635859847068787,0.09794080257415771,0.3485983908176422,0.12585699558258057,0.1303124725818634,0.21939347684383392,0.10248234868049622,0.1353527009487152
and,0.31309178471565247,0.25860127806663513,0.30280056595802307,0.24502891302108765,0.34479495882987976,0.5171257257461548,0.2505394220352173,0.4731321930885315,0.24762246012687683,0.2762077748775482,0.21498335897922516,0.4711785912513733,0.4954058527946472,0.229714497923851,0.20544172823429108
electorate,0.2379383146762848,0.23860611021518707,0.18882137537002563,0.18349388241767883,0.18803367018699646,0.23709100484848022,0.24973176419734955,0.17525194585323334,0.19878406822681427,0.2749081254005432,0.24773064255714417,0.1538148671388626,0.2352893352508545,0.10881229490041733,0.1467054933309555
of,0.33290785551071167,0.28352999687194824,0.2958606779575348,0.2605385482311249,0.2513895630836487,0.733189046382904,0.27521562576293945,0.41498205065727234,0.2628524899482727,0.29061198234558105,0.1848231703042984,0.3802283704280853,0.5696388483047485,0.2949881851673126,0.1826142966747284
the,0.42745697498321533,0.28634732961654663,0.22950971126556396,0.22474968433380127,0.34736719727516174,1.0,0.3506215214729309,0.5473989248275757,0.24890556931495667,0.29557526111602783,0.2474880963563919,0.40389683842658997,0.6662389636039734,0.2705984115600586,0.22068053483963013
palatinate,0.19254760444164276,0.15256044268608093,0.0942741259932518,0.1141124814748764,0.07332520931959152,0.27939939498901367,0.21323604881763458,0.17918449640274048,0.12166441231966019,0.3547818958759308,0.1848059892654419,0.16055846214294434,0.25446298718452454,0.129182830452919,0.174815371632576
in,0.30808621644973755,0.259066641330719,0.24099457263946533,0.21588771045207977,0.2593238651752472,0.6662389636039734,0.259304404258728,0.435920387506485,0.2772020101547241,0.26198551058769226,0.23372824490070343,0.36843645572662354,1.0,0.23149342834949493,0.20430970191955566
the,0.42745697498321533,0.28634732961654663,0.22950971126556396,0.22474968433380127,0.34736719727516174,1.0,0.3506215214729309,0.5473989248275757,0.24890556931495667,0.29557526111602783,0.2474880963563919,0.40389683842658997,0.6662389636039734,0.2705984115600586,0.22068053483963013
holy,0.21269184350967407,0.07826339453458786,0.3690508008003235,0.26615992188453674,0.1021214947104454,0.2778179347515106,0.21315418183803558,0.27322056889533997,0.1861686259508133,0.31066107749938965,0.22866028547286987,0.1668698638677597,0.2163282334804535,0.2045905888080597,0.18148104846477509
roman,0.17852471768856049,0.1798173487186432,0.3132304847240448,0.2796051502227783,0.1483525037765503,0.2862859070301056,0.1535356491804123,0.20374512672424316,0.12151926755905151,0.4102088510990143,0.1568722128868103,0.1729857623577118,0.24986636638641357,0.2073100209236145,0.1663191318511963
empire,0.21723191440105438,0.2188701033592224,0.22036117315292358,0.2598329484462738,0.18850058317184448,0.32532164454460144,0.31255513429641724,0.1784069836139679,0.16590020060539246,0.31124070286750793,0.2628553509712219,0.14067283272743225,0.24110576510429382,0.15141336619853973,0.14909450709819794
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
the,0.42745697498321533,0.28634732961654663,0.22950971126556396,0.22474968433380127,0.34736719727516174,1.0,0.3506215214729309,0.5473989248275757,0.24890556931495667,0.29557526111602783,0.2474880963563919,0.40389683842658997,0.6662389636039734,0.2705984115600586,0.22068053483963013
duchy,0.14499960839748383,0.11831635236740112,0.15968972444534302,0.16966816782951355,0.15148109197616577,0.2944258749485016,0.19175130128860474,0.16588576138019562,0.1390046775341034,0.39212340116500854,0.13411015272140503,0.1349334418773651,0.27166545391082764,0.10538995265960693,0.06671437621116638
of,0.33290785551071167,0.28352999687194824,0.2958606779575348,0.2605385482311249,0.2513895630836487,0.733189046382904,0.27521562576293945,0.41498205065727234,0.2628524899482727,0.29061198234558105,0.1848231703042984,0.3802283704280853,0.5696388483047485,0.2949881851673126,0.1826142966747284
prussia,0.19015008211135864,0.1920548379421234,0.16947020590305328,0.16686367988586426,0.1611667275428772,0.26054897904396057,0.25587591528892517,0.19222809374332428,0.1752793788909912,0.3745366632938385,0.20347252488136292,0.12663428485393524,0.25057199597358704,0.10596071183681488,0.09988865256309509
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
the,0.42745697498321533,0.28634732961654663,0.22950971126556396,0.22474968433380127,0.34736719727516174,1.0,0.3506215214729309,0.5473989248275757,0.24890556931495667,0.29557526111602783,0.2474880963563919,0.40389683842658997,0.6662389636039734,0.2705984115600586,0.22068053483963013
channel,0.20295917987823486,0.1289283186197281,0.1384318470954895,0.12235523760318756,0.09007708728313446,0.2860044836997986,0.16469724476337433,0.20735839009284973,0.13258174061775208,0.1744687855243683,0.15171277523040771,0.1570143699645996,0.210372194647789,0.12968067824840546,0.20176179707050323
islands,0.12194207310676575,0.11118748039007187,0.14423617720603943,0.20387019217014313,0.11318571120500565,0.27959951758384705,0.30998238921165466,0.18115819990634918,0.12266191840171814,0.18626007437705994,0.2351950705051422,0.18700772523880005,0.2010209858417511,0.16253416240215302,0.11824353039264679
",",0.3087472915649414,0.3022127151489258,0.2753547728061676,0.2058863788843155,0.3015086054801941,0.4933079481124878,0.24394330382347107,0.4137537479400635,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
and,0.31309178471565247,0.25860127806663513,0.30280056595802307,0.24502891302108765,0.34479495882987976,0.5171257257461548,0.2505394220352173,0.4731321930885315,0.24762246012687683,0.2762077748775482,0.21498335897922516,0.4711785912513733,0.4954058527946472,0.229714497923851,0.20544172823429108
ireland,0.18062788248062134,0.15607768297195435,0.22855544090270996,0.2094689905643463,0.19258828461170197,0.2573983073234558,0.29261425137519836,0.21770697832107544,0.10448174923658371,0.26848721504211426,0.22089605033397675,0.1847788244485855,0.24362659454345703,0.15040521323680878,0.10685748606920242
.,0.3567904531955719,0.2929490804672241,0.23880675435066223,0.226570263504982,0.35288307070732117,0.5934505462646484,0.2933122515678406,0.4460422694683075,0.25050681829452515,0.2060975730419159,0.20494338870048523,0.41614407300949097,0.5591574311256409,0.21817955374717712,0.4130953550338745
