,who,might,be,charged,with,accrediting,teacher,education,programs,?
education,0.2051982581615448,0.17907509207725525,0.19451211392879486,0.16893270611763,0.11138669401407242,0.45772871375083923,0.4505820572376251,1.0,0.3634474277496338,0.18067774176597595
of,0.2827862501144409,0.2900311052799225,0.33904364705085754,0.21960902214050293,0.41827285289764404,0.2434612363576889,0.19968076050281525,0.3015166223049164,0.18037469685077667,0.1826142966747284
teachers,0.34250906109809875,0.24122771620750427,0.20256873965263367,0.1621823012828827,0.17936164140701294,0.36560875177383423,0.7334206104278564,0.5322820544242859,0.33633798360824585,0.19522249698638916
",",0.3365725874900818,0.2533247768878937,0.39254459738731384,0.21726356446743011,0.4120737314224243,0.2564144730567932,0.2884024977684021,0.2718683183193207,0.21514803171157837,0.31091248989105225
investigating,0.24635100364685059,0.25339484214782715,0.23547308146953583,0.3547464609146118,0.1940147876739502,0.34423375129699707,0.20967768132686615,0.25220465660095215,0.2607758045196533,0.16215763986110687
complaints,0.31405743956565857,0.3326323628425598,0.34405168890953064,0.30682310461997986,0.27391478419303894,0.28563234210014343,0.14389023184776306,0.2532440721988678,0.27490732073783875,0.25279009342193604
involving,0.17650924623012543,0.21194151043891907,0.20224297046661377,0.2515433132648468,0.3238080143928528,0.2291400283575058,0.07458924502134323,0.12338998168706894,0.18436801433563232,0.19034086167812347
members,0.3290669620037079,0.2151016891002655,0.20344331860542297,0.18219317495822906,0.2579888701438904,0.29171282052993774,0.12784385681152344,0.15748704969882965,0.18368227779865265,0.10212311148643494
",",0.3365725874900818,0.2533247768878937,0.39254459738731384,0.21726356446743011,0.4120737314224243,0.2564144730567932,0.2884024977684021,0.2718683183193207,0.21514803171157837,0.31091248989105225
conducting,0.1901848018169403,0.19085323810577393,0.15140944719314575,0.27438798546791077,0.25554710626602173,0.2354995608329773,0.29457515478134155,0.25221800804138184,0.20526613295078278,0.06755834817886353
hearings,0.25339704751968384,0.286516934633255,0.2526901960372925,0.31936123967170715,0.2315017580986023,0.24575217068195343,0.19824683666229248,0.28192922472953796,0.20649003982543945,0.17367567121982574
into,0.16956904530525208,0.23976610600948334,0.3462390601634979,0.18951064348220825,0.2912435233592987,0.13198161125183105,0.08216088265180588,0.10866997390985489,0.13841652870178223,0.15662476420402527
allegations,0.21045827865600586,0.22799016535282135,0.2245500236749649,0.3885934054851532,0.19327066838741302,0.280075341463089,0.16501452028751373,0.25987231731414795,0.22566069662570953,0.23546560108661652
of,0.2827862501144409,0.2900311052799225,0.33904364705085754,0.21960902214050293,0.41827285289764404,0.2434612363576889,0.19968076050281525,0.3015166223049164,0.18037469685077667,0.1826142966747284
professional,0.2792035639286041,0.17795313894748688,0.14581933617591858,0.1045096144080162,0.19501441717147827,0.3010765016078949,0.265836626291275,0.27395766973495483,0.23546074330806732,0.13074518740177155
misconduct,0.2173684984445572,0.28283923864364624,0.27857711911201477,0.41820278763771057,0.1946912258863449,0.2870505154132843,0.15437303483486176,0.26139140129089355,0.22696863114833832,0.21460698544979095
and,0.41279885172843933,0.31685465574264526,0.41766801476478577,0.21699707210063934,0.5477725267410278,0.2872088849544525,0.27571162581443787,0.308173805475235,0.334749311208725,0.20544172823429108
taking,0.2872755825519562,0.27949434518814087,0.28882884979248047,0.22730404138565063,0.2591518759727478,0.2944801151752472,0.17094197869300842,0.1812286376953125,0.17978216707706451,0.19960761070251465
appropriate,0.1655934900045395,0.3626876473426819,0.4851205348968506,0.15095286071300507,0.2186829298734665,0.2562572956085205,0.1399274319410324,0.19358594715595245,0.2095169872045517,0.2732597291469574
disciplinary,0.18972890079021454,0.24967707693576813,0.17670394480228424,0.20671914517879486,0.14280866086483002,0.3176601827144623,0.2815144956111908,0.38366514444351196,0.2724379003047943,0.0760471373796463
action,0.22252362966537476,0.21155646443367004,0.2540651559829712,0.24109679460525513,0.17809714376926422,0.2244342416524887,0.1565733253955841,0.1638936549425125,0.20246437191963196,0.250188946723938
and,0.41279885172843933,0.31685465574264526,0.41766801476478577,0.21699707210063934,0.5477725267410278,0.2872088849544525,0.27571162581443787,0.308173805475235,0.334749311208725,0.20544172823429108
accrediting,0.171123206615448,0.25619593262672424,0.22478130459785461,0.188576802611351,0.16845199465751648,1.0000001192092896,0.23547528684139252,0.45772871375083923,0.37228673696517944,0.29970458149909973
teacher,0.35707929730415344,0.20155100524425507,0.1891087293624878,0.13295938074588776,0.13737362623214722,0.23547528684139252,0.9999998807907104,0.4505820572376251,0.2544444799423218,0.1797819435596466
education,0.2051982581615448,0.17907509207725525,0.19451211392879486,0.16893270611763,0.11138669401407242,0.45772871375083923,0.4505820572376251,1.0,0.3634474277496338,0.18067774176597595
programs,0.2319195568561554,0.24445858597755432,0.24123507738113403,0.1313106119632721,0.1916923075914383,0.37228673696517944,0.2544444799423218,0.3634474277496338,1.0000001192092896,0.16452431678771973
.,0.3541337847709656,0.27493223547935486,0.4383580684661865,0.2187085747718811,0.4446153938770294,0.299448698759079,0.225234717130661,0.27047446370124817,0.21148164570331573,0.4130953550338745
,who,might,be,charged,with,accrediting,teacher,education,programs,?
in,0.2792111933231354,0.26443570852279663,0.3481820821762085,0.20106644928455353,0.4080928862094879,0.19282761216163635,0.22632350027561188,0.2654339671134949,0.2276356965303421,0.20430970191955566
other,0.3612329661846161,0.4252184331417084,0.4629868268966675,0.22669503092765808,0.44086363911628723,0.27167555689811707,0.13857048749923706,0.16087457537651062,0.2899841070175171,0.24682199954986572
areas,0.25495338439941406,0.2716331481933594,0.3040323853492737,0.14052128791809082,0.2644236087799072,0.25843584537506104,0.14911551773548126,0.23415730893611908,0.24635140597820282,0.1273590475320816
these,0.34544891119003296,0.43413683772087097,0.4507283866405487,0.2173113375902176,0.37595367431640625,0.23394693434238434,0.10607481747865677,0.18534551560878754,0.3107883930206299,0.2571668326854706
roles,0.24722857773303986,0.16708500683307648,0.11005823314189911,0.08944869786500931,0.14515557885169983,0.1757437288761139,0.21464477479457855,0.20550912618637085,0.29306697845458984,0.1763966977596283
may,0.23082798719406128,0.5044193863868713,0.45514434576034546,0.17989815771579742,0.23512546718120575,0.21298176050186157,0.15417979657649994,0.15223878622055054,0.1716950684785843,0.2768254578113556
belong,0.2481049746274948,0.27287182211875916,0.313739538192749,0.09658139199018478,0.20823080837726593,0.19208210706710815,0.09853599220514297,0.11368855088949203,0.0843387320637703,0.25791382789611816
to,0.42656609416007996,0.5153919458389282,0.4972836375236511,0.17754106223583221,0.4239959120750427,0.271307110786438,0.1991342306137085,0.2626708149909973,0.23389451205730438,0.29463258385658264
the,0.3733934462070465,0.32504433393478394,0.4248143136501312,0.2047804892063141,0.4223487675189972,0.27265727519989014,0.17760860919952393,0.23982903361320496,0.21757709980010986,0.22068053483963013
state,0.15636613965034485,0.15235725045204163,0.22221757471561432,0.22604329884052277,0.2062043994665146,0.278458833694458,0.18919621407985687,0.3109210729598999,0.21292926371097565,0.1160883978009224
board,0.15408030152320862,0.14848695695400238,0.1719553917646408,0.18063126504421234,0.10503118485212326,0.26602113246917725,0.16234874725341797,0.30442866683006287,0.19091516733169556,0.1261475533246994
of,0.2827862501144409,0.2900311052799225,0.33904364705085754,0.21960902214050293,0.41827285289764404,0.2434612363576889,0.19968076050281525,0.3015166223049164,0.18037469685077667,0.1826142966747284
education,0.2051982581615448,0.17907509207725525,0.19451211392879486,0.16893270611763,0.11138669401407242,0.45772871375083923,0.4505820572376251,1.0,0.3634474277496338,0.18067774176597595
",",0.3365725874900818,0.2533247768878937,0.39254459738731384,0.21726356446743011,0.4120737314224243,0.2564144730567932,0.2884024977684021,0.2718683183193207,0.21514803171157837,0.31091248989105225
the,0.3733934462070465,0.32504433393478394,0.4248143136501312,0.2047804892063141,0.4223487675189972,0.27265727519989014,0.17760860919952393,0.23982903361320496,0.21757709980010986,0.22068053483963013
superintendent,0.257494181394577,0.19172708690166473,0.13323305547237396,0.34489527344703674,0.15167008340358734,0.3084375560283661,0.3194270431995392,0.2897692620754242,0.20949774980545044,0.08918596059083939
of,0.2827862501144409,0.2900311052799225,0.33904364705085754,0.21960902214050293,0.41827285289764404,0.2434612363576889,0.19968076050281525,0.3015166223049164,0.18037469685077667,0.1826142966747284
public,0.18950407207012177,0.21966522932052612,0.22898490726947784,0.20215676724910736,0.17061910033226013,0.3589923083782196,0.23250755667686462,0.3925832509994507,0.35380396246910095,0.19872993230819702
instruction,0.20571143925189972,0.3028089106082916,0.32331082224845886,0.20067144930362701,0.12807485461235046,0.29074400663375854,0.2645690441131592,0.29218265414237976,0.39076775312423706,0.2353983372449875
",",0.3365725874900818,0.2533247768878937,0.39254459738731384,0.21726356446743011,0.4120737314224243,0.2564144730567932,0.2884024977684021,0.2718683183193207,0.21514803171157837,0.31091248989105225
the,0.3733934462070465,0.32504433393478394,0.4248143136501312,0.2047804892063141,0.4223487675189972,0.27265727519989014,0.17760860919952393,0.23982903361320496,0.21757709980010986,0.22068053483963013
state,0.15636613965034485,0.15235725045204163,0.22221757471561432,0.22604329884052277,0.2062043994665146,0.278458833694458,0.18919621407985687,0.3109210729598999,0.21292926371097565,0.1160883978009224
education,0.2051982581615448,0.17907509207725525,0.19451211392879486,0.16893270611763,0.11138669401407242,0.45772871375083923,0.4505820572376251,1.0,0.3634474277496338,0.18067774176597595
agency,0.11960361897945404,0.16694173216819763,0.16720861196517944,0.13858236372470856,0.1292697787284851,0.29691392183303833,0.12405576556921005,0.32481181621551514,0.24602705240249634,0.18185843527317047
or,0.31144875288009644,0.534751296043396,0.5260903835296631,0.22407566010951996,0.38158315420150757,0.2542296051979065,0.16473013162612915,0.14504022896289825,0.26756593585014343,0.32389625906944275
other,0.3612329661846161,0.4252184331417084,0.4629868268966675,0.22669503092765808,0.44086363911628723,0.27167555689811707,0.13857048749923706,0.16087457537651062,0.2899841070175171,0.24682199954986572
governmental,0.24651432037353516,0.22448760271072388,0.19986242055892944,0.2104051560163498,0.21006609499454498,0.43465980887413025,0.1194380670785904,0.4052216708660126,0.27350184321403503,0.21953752636909485
bodies,0.24009382724761963,0.29934224486351013,0.27507948875427246,0.19347333908081055,0.19903454184532166,0.15229389071464539,0.06329714506864548,0.14743684232234955,0.1604052633047104,0.18285469710826874
.,0.3541337847709656,0.27493223547935486,0.4383580684661865,0.2187085747718811,0.4446153938770294,0.299448698759079,0.225234717130661,0.27047446370124817,0.21148164570331573,0.4130953550338745
