,what,happens,to,the,lead,fusible,plugs,if,the,water,level,of,the,boiler,drops,?
of,0.33290785551071167,0.2803132236003876,0.41548454761505127,0.733189046382904,0.19835850596427917,0.2513286769390106,0.15823212265968323,0.2557544410228729,0.733189046382904,0.2741255462169647,0.23504668474197388,1.0,0.733189046382904,0.16447360813617706,0.2201315313577652,0.1826142966747284
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.21995973587036133,0.2233428657054901,0.23433445394039154,0.33724796772003174,1.0,0.297396719455719,0.31442487239837646,0.733189046382904,1.0,0.2309672236442566,0.293539822101593,0.22068053483963013
firebox,0.25533050298690796,0.2754400968551636,0.24574585258960724,0.2672300338745117,0.21199578046798706,0.40256598591804504,0.43561363220214844,0.36608660221099854,0.2672300338745117,0.3311076760292053,0.19036170840263367,0.157428577542305,0.2672300338745117,0.5504998564720154,0.34657344222068787,0.23833276331424713
crown,0.11934377253055573,0.107146255671978,0.21565793454647064,0.2646690607070923,0.05544131621718407,0.07902511209249496,0.10333611071109772,0.18057692050933838,0.2646690607070923,0.14357143640518188,0.1467265635728836,0.2964670956134796,0.2646690607070923,0.11543551832437515,0.12262458354234695,0.09979621320962906
increases,0.23849372565746307,0.42854100465774536,0.3197665810585022,0.38141000270843506,0.23670434951782227,0.29364296793937683,0.2811650335788727,0.34807273745536804,0.38141000270843506,0.3157815635204315,0.3350476622581482,0.3793904483318329,0.38141000270843506,0.2835509479045868,0.4436873495578766,0.10270863026380539
significantly,0.2746123671531677,0.23303456604480743,0.33877497911453247,0.3313288986682892,0.1450010985136032,0.28641635179519653,0.21049052476882935,0.32481250166893005,0.3313288986682892,0.17634674906730652,0.2748434543609619,0.2703875005245209,0.3313288986682892,0.18072620034217834,0.24895893037319183,0.1823679804801941
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.2561914026737213,0.2707808315753937,0.19605500996112823,0.257730096578598,0.4933079481124878,0.26706066727638245,0.23317520320415497,0.4946078956127167,0.4933079481124878,0.20319129526615143,0.26641935110092163,0.31091248989105225
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.21995973587036133,0.2233428657054901,0.23433445394039154,0.33724796772003174,1.0,0.297396719455719,0.31442487239837646,0.733189046382904,1.0,0.2309672236442566,0.293539822101593,0.22068053483963013
lead,0.19642074406147003,0.16192586719989777,0.23490607738494873,0.21995973587036133,0.9999998807907104,0.19248731434345245,0.1993902176618576,0.19628940522670746,0.21995973587036133,0.11785557121038437,0.09700223803520203,0.19835850596427917,0.21995973587036133,0.1359775960445404,0.11348967254161835,0.14552436769008636
melts,0.22132357954978943,0.34438884258270264,0.24233709275722504,0.251522034406662,0.23791998624801636,0.3216491937637329,0.36713430285453796,0.27679675817489624,0.251522034406662,0.5285785794258118,0.29095155000686646,0.17507150769233704,0.251522034406662,0.4275006353855133,0.4605824053287506,0.19916866719722748
and,0.31309178471565247,0.23238006234169006,0.48971283435821533,0.5171257257461548,0.31077226996421814,0.22756251692771912,0.2539704442024231,0.3498523235321045,0.5171257257461548,0.3054247498512268,0.29463574290275574,0.5116966962814331,0.5171257257461548,0.20379866659641266,0.2587619721889496,0.20544172823429108
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.21995973587036133,0.2233428657054901,0.23433445394039154,0.33724796772003174,1.0,0.297396719455719,0.31442487239837646,0.733189046382904,1.0,0.2309672236442566,0.293539822101593,0.22068053483963013
steam,0.15672586858272552,0.21400709450244904,0.22894427180290222,0.23105813562870026,0.10459031164646149,0.2644577622413635,0.3166145980358124,0.1954653561115265,0.23105813562870026,0.43059393763542175,0.09044068306684494,0.20239725708961487,0.23105813562870026,0.5418540835380554,0.25501465797424316,0.113324373960495
escapes,0.1802058070898056,0.17807826399803162,0.26969006657600403,0.20981617271900177,0.17148838937282562,0.20835645496845245,0.20421527326107025,0.1892140805721283,0.20981617271900177,0.24154211580753326,0.03286130726337433,0.20815309882164001,0.20981617271900177,0.25429803133010864,0.25815311074256897,0.12761454284191132
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.2561914026737213,0.2707808315753937,0.19605500996112823,0.257730096578598,0.4933079481124878,0.26706066727638245,0.23317520320415497,0.4946078956127167,0.4933079481124878,0.20319129526615143,0.26641935110092163,0.31091248989105225
warning,0.30626335740089417,0.20897461473941803,0.24417491257190704,0.23659443855285645,0.18557167053222656,0.15409114956855774,0.22300662100315094,0.33426734805107117,0.23659443855285645,0.16686932742595673,0.21299591660499573,0.18462100625038147,0.23659443855285645,0.23772411048412323,0.13478600978851318,0.29772210121154785
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.21995973587036133,0.2233428657054901,0.23433445394039154,0.33724796772003174,1.0,0.297396719455719,0.31442487239837646,0.733189046382904,1.0,0.2309672236442566,0.293539822101593,0.22068053483963013
operators,0.24600493907928467,0.25165146589279175,0.26717227697372437,0.2580118775367737,0.08685086667537689,0.19696754217147827,0.3206956088542938,0.2472558617591858,0.2580118775367737,0.14710699021816254,0.12532374262809753,0.20075355470180511,0.2580118775367737,0.27747562527656555,0.19315078854560852,0.15860143303871155
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.2561914026737213,0.2707808315753937,0.19605500996112823,0.257730096578598,0.4933079481124878,0.26706066727638245,0.23317520320415497,0.4946078956127167,0.4933079481124878,0.20319129526615143,0.26641935110092163,0.31091248989105225
who,0.40942975878715515,0.2028697431087494,0.42656609416007996,0.3733934462070465,0.19455209374427795,0.2029205709695816,0.19518029689788818,0.3758285641670227,0.3733934462070465,0.15334713459014893,0.14884896576404572,0.2827862501144409,0.3733934462070465,0.11290661990642548,0.16475780308246613,0.26220351457595825
may,0.25739946961402893,0.2597687542438507,0.391582727432251,0.2694292366504669,0.22900992631912231,0.23077021539211273,0.2660927474498749,0.3125908374786377,0.2694292366504669,0.16756772994995117,0.20910172164440155,0.26447007060050964,0.2694292366504669,0.18211647868156433,0.17894017696380615,0.2768254578113556
then,0.4072686731815338,0.24007847905158997,0.5203860402107239,0.4297412931919098,0.20809510350227356,0.20202384889125824,0.23654480278491974,0.5936081409454346,0.4297412931919098,0.2063850462436676,0.2386476993560791,0.2937326431274414,0.4297412931919098,0.25752338767051697,0.26464876532554626,0.2884598970413208
manually,0.36560916900634766,0.31523841619491577,0.32489141821861267,0.22681935131549835,0.09170044958591461,0.37311267852783203,0.385809063911438,0.5153681635856628,0.22681935131549835,0.23406842350959778,0.20055358111858368,0.12706245481967926,0.22681935131549835,0.403426855802536,0.23205052316188812,0.3936016857624054
suppress,0.27731040120124817,0.23466965556144714,0.2669990360736847,0.3051512837409973,0.17029866576194763,0.2925780415534973,0.22685274481773376,0.3478464186191559,0.3051512837409973,0.13325798511505127,0.194517582654953,0.21954785287380219,0.3051512837409973,0.1785108596086502,0.13671079277992249,0.2461938112974167
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.21995973587036133,0.2233428657054901,0.23433445394039154,0.33724796772003174,1.0,0.297396719455719,0.31442487239837646,0.733189046382904,1.0,0.2309672236442566,0.293539822101593,0.22068053483963013
fire,0.19359004497528076,0.1819498986005783,0.2020210474729538,0.2911929488182068,0.17516426742076874,0.15693560242652893,0.20060332119464874,0.19693608582019806,0.2911929488182068,0.28054842352867126,0.11920638382434845,0.20259131491184235,0.2911929488182068,0.3991549611091614,0.19595974683761597,0.14396874606609344
.,0.3567904531955719,0.24076157808303833,0.4645031690597534,0.5934505462646484,0.2305188626050949,0.26463162899017334,0.21674291789531708,0.421799898147583,0.5934505462646484,0.26634910702705383,0.26056769490242004,0.5352458953857422,0.5934505462646484,0.23300080001354218,0.25008445978164673,0.4130953550338745
