,levels,of,what,things,are,used,to,determine,emission,factors,?
while,0.23239855468273163,0.3366928696632385,0.35511791706085205,0.3346157371997833,0.34230953454971313,0.2704656422138214,0.43899232149124146,0.2782125771045685,0.18155233561992645,0.22736531496047974,0.21076419949531555
the,0.286034494638443,0.733189046382904,0.42745697498321533,0.30825191736221313,0.40399202704429626,0.3718377649784088,0.535392165184021,0.40889066457748413,0.23563747107982635,0.2769666314125061,0.22068053483963013
preparation,0.21561047434806824,0.33493492007255554,0.26310619711875916,0.2502310872077942,0.20186090469360352,0.30323871970176697,0.3090265393257141,0.3006746768951416,0.22568918764591217,0.26994872093200684,0.12383629381656647
of,0.23668165504932404,1.0,0.33290785551071167,0.2970648407936096,0.39081433415412903,0.3075267970561981,0.41548454761505127,0.3512130081653595,0.21431532502174377,0.30045145750045776,0.1826142966747284
the,0.286034494638443,0.733189046382904,0.42745697498321533,0.30825191736221313,0.40399202704429626,0.3718377649784088,0.535392165184021,0.40889066457748413,0.23563747107982635,0.2769666314125061,0.22068053483963013
assessment,0.2983068525791168,0.284860223531723,0.3237532377243042,0.2262054830789566,0.20519836246967316,0.1791391670703888,0.22932879626750946,0.36979931592941284,0.2757346034049988,0.4073379933834076,0.22666098177433014
reports,0.20306918025016785,0.27564457058906555,0.24207861721515656,0.28036168217658997,0.2517082691192627,0.20821309089660645,0.25420817732810974,0.26424747705459595,0.15707392990589142,0.28178513050079346,0.23746368288993835
is,0.2141042947769165,0.4854315221309662,0.28837618231773376,0.27847638726234436,0.5330929756164551,0.3288823366165161,0.42745086550712585,0.31959035992622375,0.25782260298728943,0.23428019881248474,0.22961433231830597
a,0.21465790271759033,0.5052502155303955,0.3320399522781372,0.33201509714126587,0.265255331993103,0.3864384889602661,0.45503583550453186,0.3650607168674469,0.27615031599998474,0.19412465393543243,0.23916715383529663
major,0.1367763876914978,0.2641255557537079,0.21026742458343506,0.17902567982673645,0.21536177396774292,0.16234950721263885,0.19240309298038483,0.1257033497095108,0.14067916572093964,0.21505559980869293,0.19788557291030884
ipcc,0.2907012104988098,0.20174051821231842,0.33176189661026,0.3045594096183777,0.20066511631011963,0.11456014961004257,0.25466105341911316,0.27739575505256653,0.3402656316757202,0.3255145251750946,0.22295254468917847
function,0.27256980538368225,0.16667552292346954,0.22155974805355072,0.24778315424919128,0.22522267699241638,0.26872196793556213,0.2079751342535019,0.31352537870407104,0.17124126851558685,0.2990652918815613,0.20672395825386047
",",0.2284579873085022,0.4946078956127167,0.3087472915649414,0.3149048686027527,0.4062570035457611,0.3120402991771698,0.44245919585227966,0.2144405096769333,0.18452578783035278,0.20595882833003998,0.31091248989105225
it,0.24451017379760742,0.38761502504348755,0.45803478360176086,0.38758355379104614,0.3617996573448181,0.3575260639190674,0.513711154460907,0.2899050712585449,0.275425523519516,0.2025810331106186,0.25732165575027466
also,0.31840381026268005,0.4924938678741455,0.42747777700424194,0.44666558504104614,0.4565894305706024,0.45273035764694214,0.5348826050758362,0.31762921810150146,0.2780505418777466,0.28332462906837463,0.21848613023757935
supports,0.20995591580867767,0.29851028323173523,0.18258391320705414,0.26869210600852966,0.30270862579345703,0.2545839250087738,0.22445392608642578,0.24279922246932983,0.12578104436397552,0.16896021366119385,0.15266138315200806
other,0.3007510304450989,0.38583824038505554,0.341873437166214,0.47650328278541565,0.5932393670082092,0.3574926257133484,0.4193183183670044,0.2851087152957916,0.2153652459383011,0.32824674248695374,0.24682199954986572
activities,0.2543821334838867,0.23520112037658691,0.21757790446281433,0.40478816628456116,0.3175194263458252,0.27401143312454224,0.2740468382835388,0.21808098256587982,0.18950393795967102,0.33771100640296936,0.11289679259061813
",",0.2284579873085022,0.4946078956127167,0.3087472915649414,0.3149048686027527,0.4062570035457611,0.3120402991771698,0.44245919585227966,0.2144405096769333,0.18452578783035278,0.20595882833003998,0.31091248989105225
such,0.2846648395061493,0.3209529519081116,0.23989605903625488,0.3842461407184601,0.4654397666454315,0.4262988865375519,0.2871878743171692,0.25784018635749817,0.2703668773174286,0.3023752272129059,0.17851735651493073
as,0.24056120216846466,0.3886612355709076,0.31749409437179565,0.3078339993953705,0.3826591968536377,0.35160550475120544,0.42092081904411316,0.3198702335357666,0.20729775726795197,0.20224575698375702,0.27043893933296204
the,0.286034494638443,0.733189046382904,0.42745697498321533,0.30825191736221313,0.40399202704429626,0.3718377649784088,0.535392165184021,0.40889066457748413,0.23563747107982635,0.2769666314125061,0.22068053483963013
data,0.19219376146793365,0.20013196766376495,0.23453554511070251,0.21444666385650635,0.192618265748024,0.1849888116121292,0.24776634573936462,0.2990638017654419,0.18219073116779327,0.17924191057682037,0.17909851670265198
distribution,0.1750095635652542,0.254255473613739,0.17429208755493164,0.17502370476722717,0.25215670466423035,0.18640248477458954,0.18405549228191376,0.23098590970039368,0.2266448736190796,0.2624051868915558,0.0929616317152977
centre,0.13228823244571686,0.2769378423690796,0.12324132025241852,0.1906745284795761,0.19250939786434174,0.19335047900676727,0.18141506612300873,0.10251093655824661,0.14474347233772278,0.15132752060890198,0.019365152344107628
and,0.2956688106060028,0.5116966962814331,0.31309178471565247,0.378500759601593,0.48576638102531433,0.3150506615638733,0.48971283435821533,0.2686745524406433,0.16304580867290497,0.2477942556142807,0.20544172823429108
the,0.286034494638443,0.733189046382904,0.42745697498321533,0.30825191736221313,0.40399202704429626,0.3718377649784088,0.535392165184021,0.40889066457748413,0.23563747107982635,0.2769666314125061,0.22068053483963013
national,0.1311190277338028,0.3314673602581024,0.16882304847240448,0.0934508740901947,0.17082279920578003,0.22750559449195862,0.21067756414413452,0.23061007261276245,0.12846466898918152,0.13779480755329132,0.15643028914928436
greenhouse,0.2837264835834503,0.2204664796590805,0.18998095393180847,0.2715414762496948,0.1824464201927185,0.23352642357349396,0.26909852027893066,0.16417095065116882,0.41261205077171326,0.328253835439682,0.17256315052509308
gas,0.18046976625919342,0.21246914565563202,0.20887799561023712,0.24978506565093994,0.2332920879125595,0.21790768206119537,0.25276535749435425,0.17192435264587402,0.4231124222278595,0.24393877387046814,0.1582372784614563
inventories,0.17645977437496185,0.2375439703464508,0.24846425652503967,0.3692363202571869,0.20648545026779175,0.3431480824947357,0.2036857306957245,0.16500481963157654,0.2625971734523773,0.21176698803901672,0.19583219289779663
programme,0.1622336357831955,0.18707643449306488,0.1876801699399948,0.1615336388349533,0.16237299144268036,0.19060827791690826,0.22052034735679626,0.15397056937217712,0.23327258229255676,0.1858607530593872,0.139840766787529
",",0.2284579873085022,0.4946078956127167,0.3087472915649414,0.3149048686027527,0.4062570035457611,0.3120402991771698,0.44245919585227966,0.2144405096769333,0.18452578783035278,0.20595882833003998,0.31091248989105225
required,0.3151921331882477,0.26183071732521057,0.2506856620311737,0.2955925166606903,0.30105841159820557,0.39368924498558044,0.3613971471786499,0.40774768590927124,0.19972826540470123,0.3142969012260437,0.24962718784809113
under,0.19007566571235657,0.32766106724739075,0.20154598355293274,0.16339150071144104,0.2196284979581833,0.1640336513519287,0.27177539467811584,0.18086440861225128,0.1392756998538971,0.15258879959583282,0.18233340978622437
the,0.286034494638443,0.733189046382904,0.42745697498321533,0.30825191736221313,0.40399202704429626,0.3718377649784088,0.535392165184021,0.40889066457748413,0.23563747107982635,0.2769666314125061,0.22068053483963013
unfccc,0.25565776228904724,0.29557549953460693,0.4125305116176605,0.36912745237350464,0.2987454831600189,0.24301835894584656,0.33724647760391235,0.3184022903442383,0.28717800974845886,0.3727880120277405,0.26828670501708984
.,0.24042059481143951,0.5352458953857422,0.3567904531955719,0.345660001039505,0.3452940285205841,0.33111312985420227,0.4645031690597534,0.323413223028183,0.20161543786525726,0.21191899478435516,0.4130953550338745
