,what,did,european,empires,rely,on,to,supply,them,with,resources,?
from,0.2737620174884796,0.20248863101005554,0.2091801017522812,0.1845044195652008,0.1892593652009964,0.36926645040512085,0.4069952368736267,0.21366941928863525,0.2957119345664978,0.26272761821746826,0.25381729006767273,0.19969791173934937
colonies,0.20822033286094666,0.23126882314682007,0.2748645544052124,0.3961465656757355,0.19193898141384125,0.19056418538093567,0.2835637629032135,0.28097209334373474,0.3370218575000763,0.17207865417003632,0.2732733190059662,0.07886616140604019
",",0.3087472915649414,0.3015086054801941,0.19684812426567078,0.2838084399700165,0.253036767244339,0.49057599902153015,0.44245919585227966,0.24017441272735596,0.3985835015773773,0.4120737314224243,0.2789028584957123,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.23319172859191895,0.23194746673107147,0.22665752470493317,0.46853652596473694,0.45010748505592346,0.21402505040168762,0.29119014739990234,0.4080928862094879,0.2161814570426941,0.20430970191955566
combination,0.2204057276248932,0.15067073702812195,0.21632516384124756,0.1451994925737381,0.2651240825653076,0.21807172894477844,0.2600461542606354,0.20259997248649597,0.30440494418144226,0.3393709063529968,0.17355354130268097,0.1620941311120987
with,0.2464839518070221,0.25472134351730347,0.19647395610809326,0.2602737247943878,0.2787826657295227,0.40749499201774597,0.4239959120750427,0.24154721200466156,0.4064640402793884,0.9999999403953552,0.21074682474136353,0.2433311939239502
assuming,0.44429823756217957,0.25296270847320557,0.1482342779636383,0.1978132724761963,0.25167208909988403,0.2520325481891632,0.3568371534347534,0.2021055966615677,0.3239702582359314,0.23112475872039795,0.18143630027770996,0.40639710426330566
political,0.21846716105937958,0.21022029221057892,0.22624807059764862,0.2833145260810852,0.15063238143920898,0.2335650622844696,0.2065112292766571,0.2174343764781952,0.16637086868286133,0.19677042961120605,0.21436941623687744,0.17130474746227264
control,0.2821830213069916,0.22942528128623962,0.1944289207458496,0.3364475965499878,0.22659291326999664,0.2284763753414154,0.28164729475975037,0.3154665231704712,0.2712046802043915,0.2059466540813446,0.3142262101173401,0.1620711386203766
by,0.2455483376979828,0.18574509024620056,0.17922990024089813,0.24326086044311523,0.21513018012046814,0.33887791633605957,0.33534231781959534,0.2198953628540039,0.35830166935920715,0.39731505513191223,0.19408294558525085,0.17966607213020325
military,0.18809624016284943,0.17979979515075684,0.18682527542114258,0.3037157952785492,0.10026394575834274,0.15503616631031036,0.2282337248325348,0.258954793214798,0.17219284176826477,0.1677970141172409,0.22436527907848358,0.1890317052602768
and,0.31309178471565247,0.34479495882987976,0.24143946170806885,0.3538569211959839,0.31047725677490234,0.4077630043029785,0.48971283435821533,0.3190653324127197,0.48717668652534485,0.5477725267410278,0.3116118013858795,0.20544172823429108
political,0.21846716105937958,0.21022029221057892,0.22624807059764862,0.2833145260810852,0.15063238143920898,0.2335650622844696,0.2065112292766571,0.2174343764781952,0.16637086868286133,0.19677042961120605,0.21436941623687744,0.17130474746227264
means,0.2553325295448303,0.16748420894145966,0.2096204161643982,0.23970316350460052,0.24442212283611298,0.1561586558818817,0.2301892638206482,0.25601109862327576,0.25115808844566345,0.18411244451999664,0.23881003260612488,0.21233566105365753
.,0.3567904531955719,0.35288307070732117,0.2095622420310974,0.2821316719055176,0.2332485467195511,0.49257001280784607,0.4645031690597534,0.2485988885164261,0.39945515990257263,0.4446153938770294,0.2478848099708557,0.4130953550338745
