,who,was,the,first,known,european,to,visit,china,and,return,?
cambaluc,0.28365251421928406,0.24170762300491333,0.2957697808742523,0.1808023601770401,0.20474496483802795,0.2615358829498291,0.2493823915719986,0.2508276402950287,0.3356788754463196,0.2959499657154083,0.191508948802948,0.21621865034103394
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.3604377806186676,0.19684812426567078,0.44245919585227966,0.2669648230075836,0.27650898694992065,0.6633074283599854,0.20895273983478546,0.31091248989105225
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,-0.03874251991510391,0.06905213743448257,0.050778839737176895,-0.009905828163027763,-0.0057889423333108425,-0.06093733385205269,0.021612688899040222,-0.07134611904621124,0.018684765323996544
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.3423081040382385,0.535392165184021,0.28665876388549805,0.3110525608062744,0.5171257257461548,0.2543797492980957,0.22068053483963013
capital,0.15628641843795776,0.21907466650009155,0.3049491047859192,0.19939085841178894,0.14835049211978912,0.1407051533460617,0.1844596415758133,0.1718883216381073,0.20006442070007324,0.218168243765831,0.13246074318885803,0.0907452180981636
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.35814476013183594,0.2507138252258301,0.41548454761505127,0.2779003083705902,0.27699828147888184,0.5116966962814331,0.20821265876293182,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.3423081040382385,0.535392165184021,0.28665876388549805,0.3110525608062744,0.5171257257461548,0.2543797492980957,0.22068053483963013
great,0.24061277508735657,0.19652196764945984,0.2822027802467346,0.2416098713874817,0.22802530229091644,0.20163334906101227,0.1880372017621994,0.1929992139339447,0.1948464810848236,0.2591964602470398,0.13296304643154144,0.13135133683681488
khan,0.2616176903247833,0.23483267426490784,0.21067845821380615,0.18324014544487,0.13148783147335052,0.10478725284337997,0.18221943080425262,0.10783950239419937,0.3775990903377533,0.22885166108608246,0.1240835189819336,0.12862591445446014
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.3604377806186676,0.19684812426567078,0.44245919585227966,0.2669648230075836,0.27650898694992065,0.6633074283599854,0.20895273983478546,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.3468935489654541,0.24143946170806885,0.48971283435821533,0.25392410159111023,0.27966102957725525,1.0,0.20753136277198792,0.20544172823429108
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.35814476013183594,0.2507138252258301,0.41548454761505127,0.2779003083705902,0.27699828147888184,0.5116966962814331,0.20821265876293182,0.1826142966747284
life,0.2577245533466339,0.22970539331436157,0.23528170585632324,0.2095731794834137,0.16769470274448395,0.09971382468938828,0.24560359120368958,0.21160390973091125,0.1319694221019745,0.26095253229141235,0.17423219978809357,0.21677987277507782
there,0.2844357192516327,0.24909798800945282,0.47025805711746216,0.2373337596654892,0.20795854926109314,0.18805880844593048,0.40669289231300354,0.2719162702560425,0.21505112946033478,0.4242868423461914,0.16499358415603638,0.29405656456947327
astounded,0.268858939409256,0.340965211391449,0.3188866078853607,0.3966110646724701,0.26551902294158936,0.23040102422237396,0.28647860884666443,0.2739819586277008,0.17230142652988434,0.3369697630405426,0.2207130640745163,0.2249496728181839
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.3423081040382385,0.535392165184021,0.28665876388549805,0.3110525608062744,0.5171257257461548,0.2543797492980957,0.22068053483963013
people,0.3933800458908081,0.2518421411514282,0.36838498711586,0.19699515402317047,0.13246847689151764,0.17784909904003143,0.37275731563568115,0.25904136896133423,0.23917561769485474,0.3016039729118347,0.1348722279071808,0.23739641904830933
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.35814476013183594,0.2507138252258301,0.41548454761505127,0.2779003083705902,0.27699828147888184,0.5116966962814331,0.20821265876293182,0.1826142966747284
europe,0.21583974361419678,0.2931758761405945,0.34463706612586975,0.29071953892707825,0.2051374614238739,0.5846181511878967,0.24889446794986725,0.20003053545951843,0.349878191947937,0.3463572859764099,0.15956921875476837,0.18278923630714417
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.283290296792984,0.2095622420310974,0.4645031690597534,0.2957981824874878,0.2979343831539154,0.588965117931366,0.25014954805374146,0.4130953550338745
