,how,did,luther,'s,tutors,advise,him,to,test,what,he,learned,?
him,0.3545486629009247,0.4290095865726471,0.25429821014404297,0.004161491058766842,0.3159240484237671,0.3858160078525543,1.0,0.4702378511428833,0.13431967794895172,0.34912991523742676,0.6241704225540161,0.3779425621032715,0.23943768441677094
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.03782717138528824,0.2640037536621094,0.3831799328327179,0.4702378511428833,1.0,0.23725658655166626,0.455847829580307,0.385390967130661,0.29112622141838074,0.29463258385658264
be,0.4158933162689209,0.22657383978366852,0.15299063920974731,0.025217169895768166,0.23838838934898376,0.36339035630226135,0.2850542664527893,0.4972836375236511,0.25003713369369507,0.3929833769798279,0.3325980603694916,0.20715560019016266,0.3324260413646698
suspicious,0.26279786229133606,0.2898240387439728,0.21851100027561188,0.008476080372929573,0.22616459429264069,0.3375272750854492,0.45662999153137207,0.26375463604927063,0.22571398317813873,0.3491765260696411,0.29619869589805603,0.30608421564102173,0.24110686779022217
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,-0.03817026689648628,0.19535373151302338,0.23371660709381104,0.2764812409877777,0.41548454761505127,0.164191335439682,0.33290785551071167,0.38706058263778687,0.2055458277463913,0.1826142966747284
even,0.40660160779953003,0.45816805958747864,0.13474266231060028,0.0353488028049469,0.25970694422721863,0.2558220326900482,0.376695841550827,0.46467068791389465,0.18119674921035767,0.40872135758399963,0.29277661442756653,0.28223028779029846,0.30082517862319946
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,-0.01540423184633255,0.1972973495721817,0.2506416440010071,0.39213326573371887,0.535392165184021,0.19235259294509888,0.42745697498321533,0.4571082592010498,0.2019677460193634,0.22068053483963013
greatest,0.18706738948822021,0.23742440342903137,0.10987263172864914,0.01958589442074299,0.15632489323616028,0.132400244474411,0.2597360908985138,0.1702185571193695,0.17332975566387177,0.22948481142520905,0.2912542223930359,0.20747819542884827,0.13661223649978638
thinkers,0.29026344418525696,0.22242437303066254,0.2172587662935257,0.027697060257196426,0.29872775077819824,0.23052039742469788,0.26748424768447876,0.17417408525943756,0.07273976504802704,0.3094954192638397,0.23347239196300507,0.2770442068576813,0.24928995966911316
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.06895173341035843,0.24576671421527863,0.28130486607551575,0.35759612917900085,0.48971283435821533,0.22158049046993256,0.31309178471565247,0.45427167415618896,0.25679853558540344,0.20544172823429108
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.03782717138528824,0.2640037536621094,0.3831799328327179,0.4702378511428833,1.0,0.23725658655166626,0.455847829580307,0.385390967130661,0.29112622141838074,0.29463258385658264
test,0.29576510190963745,0.1707909107208252,0.10336145013570786,0.0007944157114252448,0.188470721244812,0.22520574927330017,0.13431967794895172,0.23725658655166626,1.0000001192092896,0.2596650719642639,0.17305444180965424,0.14279305934906006,0.19832737743854523
everything,0.4608514904975891,0.38332322239875793,0.17945396900177002,0.044629041105508804,0.1724487692117691,0.2988492548465729,0.40305525064468384,0.3921761214733124,0.18395322561264038,0.5900073051452637,0.35376933217048645,0.254844069480896,0.37031570076942444
himself,0.21182166039943695,0.31494221091270447,0.22629769146442413,-0.025549961254000664,0.16778942942619324,0.21083638072013855,0.6080232262611389,0.2758015990257263,0.07952861487865448,0.2431095689535141,0.5015478134155273,0.30453234910964966,0.10407622903585434
by,0.34370526671409607,0.18574509024620056,0.15382802486419678,-0.010884488001465797,0.22571274638175964,0.18721888959407806,0.29878008365631104,0.33534231781959534,0.17227891087532043,0.2455483376979828,0.2485479861497879,0.20625418424606323,0.17966607213020325
experience,0.33179545402526855,0.2411177009344101,0.0642826184630394,0.0468781515955925,0.31815779209136963,0.3191433548927307,0.2931262254714966,0.25535836815834045,0.26665350794792175,0.3894727826118469,0.27276426553726196,0.3474425673484802,0.25203612446784973
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,-0.003708066651597619,0.17529210448265076,0.21750493347644806,0.30228540301322937,0.4645031690597534,0.23588362336158752,0.3567904531955719,0.38061028718948364,0.2711547017097473,0.4130953550338745
