,who,decide,to,make,a,very,large,donation,to,the,university,'s,booth,school,of,business,?
university,0.2115909904241562,0.12647351622581482,0.20192374289035797,0.12787722051143646,0.20256656408309937,0.16005520522594452,0.15268762409687042,0.27285951375961304,0.20192374289035797,0.263973206281662,1.0,-0.007441582623869181,0.19056181609630585,0.48676231503486633,0.30646374821662903,0.3387548327445984,0.11887256056070328
's,0.05599616840481758,0.032991811633110046,0.03782717138528824,0.09622383862733841,0.04866964742541313,0.024833835661411285,0.06319566071033478,-0.0032935498747974634,0.03782717138528824,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,0.03848238289356232,-0.017113132402300835,-0.03817026689648628,0.026998259127140045,-0.023395681753754616
booth,0.33375662565231323,0.23508259654045105,0.23336797952651978,0.1443081647157669,0.24722598493099213,0.13443425297737122,0.18207338452339172,0.24902601540088654,0.23336797952651978,0.2461899220943451,0.19056181609630585,0.03848238289356232,1.0000001192092896,0.20256754755973816,0.18579788506031036,0.28439658880233765,0.12951403856277466
school,0.21669194102287292,0.1875838339328766,0.24496325850486755,0.13510222733020782,0.2245093584060669,0.19204819202423096,0.11137738078832626,0.20803168416023254,0.24496325850486755,0.22953221201896667,0.48676231503486633,-0.017113132402300835,0.20256754755973816,1.0,0.2391800880432129,0.34036654233932495,0.15091250836849213
of,0.2827862501144409,0.2682307958602905,0.41548454761505127,0.2912110388278961,0.5052502155303955,0.34437474608421326,0.3569655418395996,0.2724698781967163,0.41548454761505127,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.18579788506031036,0.2391800880432129,1.0,0.23985227942466736,0.1826142966747284
business,0.25227707624435425,0.2527481019496918,0.28079214692115784,0.23669327795505524,0.2670866549015045,0.19950741529464722,0.18625767529010773,0.3002825677394867,0.28079214692115784,0.2389037162065506,0.3387548327445984,0.026998259127140045,0.28439658880233765,0.34036654233932495,0.23985227942466736,1.0,0.1545659303665161
",",0.3365725874900818,0.24334396421909332,0.44245919585227966,0.324553906917572,0.427140474319458,0.34709087014198303,0.2263888567686081,0.24328263103961945,0.44245919585227966,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.2501300275325775,0.27141863107681274,0.4946078956127167,0.2952407896518707,0.31091248989105225
which,0.3688730001449585,0.3142618238925934,0.5345056653022766,0.4280063211917877,0.56894451379776,0.46625974774360657,0.46308431029319763,0.3687429130077362,0.5345056653022766,0.6521818041801453,0.17800195515155792,0.03856118768453598,0.16655032336711884,0.19108018279075623,0.5011631846427917,0.2152334302663803,0.25814583897590637
is,0.24293622374534607,0.2671701908111572,0.42745086550712585,0.3331545889377594,0.658733606338501,0.3671363294124603,0.2971126437187195,0.26407885551452637,0.42745086550712585,0.5823672413825989,0.20346471667289734,0.02396530658006668,0.130221888422966,0.19488026201725006,0.4854315221309662,0.19332653284072876,0.22961433231830597
the,0.3733934462070465,0.35331496596336365,0.535392165184021,0.3146495521068573,0.5829201340675354,0.34171217679977417,0.3828733265399933,0.2916262447834015,0.535392165184021,1.0,0.263973206281662,-0.01540423184633255,0.2461899220943451,0.22953221201896667,0.733189046382904,0.2389037162065506,0.22068053483963013
largest,0.12422340363264084,0.08555625379085541,0.18687231838703156,0.09099405258893967,0.24042341113090515,0.197169691324234,0.5584283471107483,0.17049510776996613,0.18687231838703156,0.3757036626338959,0.25739672780036926,-0.02050611935555935,0.10131611675024033,0.11632684618234634,0.36650770902633667,0.14968536794185638,0.12401245534420013
gift,0.30933767557144165,0.18953672051429749,0.21320243179798126,0.18619322776794434,0.26155462861061096,0.2174450308084488,0.2160457819700241,0.4012008309364319,0.21320243179798126,0.23132675886154175,0.141661137342453,0.0963224545121193,0.25489693880081177,0.20288591086864471,0.2024591863155365,0.22917316854000092,0.1950901448726654
in,0.2792111933231354,0.24276606738567352,0.45010748505592346,0.268858402967453,0.539380669593811,0.3209688663482666,0.2841601073741913,0.21339647471904755,0.45010748505592346,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.208547905087471,0.26157811284065247,0.5696388483047485,0.2298729121685028,0.20430970191955566
the,0.3733934462070465,0.35331496596336365,0.535392165184021,0.3146495521068573,0.5829201340675354,0.34171217679977417,0.3828733265399933,0.2916262447834015,0.535392165184021,1.0,0.263973206281662,-0.01540423184633255,0.2461899220943451,0.22953221201896667,0.733189046382904,0.2389037162065506,0.22068053483963013
university,0.2115909904241562,0.12647351622581482,0.20192374289035797,0.12787722051143646,0.20256656408309937,0.16005520522594452,0.15268762409687042,0.27285951375961304,0.20192374289035797,0.263973206281662,1.0,-0.007441582623869181,0.19056181609630585,0.48676231503486633,0.30646374821662903,0.3387548327445984,0.11887256056070328
's,0.05599616840481758,0.032991811633110046,0.03782717138528824,0.09622383862733841,0.04866964742541313,0.024833835661411285,0.06319566071033478,-0.0032935498747974634,0.03782717138528824,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,0.03848238289356232,-0.017113132402300835,-0.03817026689648628,0.026998259127140045,-0.023395681753754616
history,0.22458811104297638,0.18189974129199982,0.24226762354373932,0.16207557916641235,0.2123815417289734,0.22870349884033203,0.16389526426792145,0.1954294592142105,0.24226762354373932,0.33215048909187317,0.27712079882621765,-0.0466335192322731,0.1135806292295456,0.2213449478149414,0.31014925241470337,0.16907015442848206,0.2501974403858185
and,0.41279885172843933,0.2803935110569,0.48971283435821533,0.4160483181476593,0.3739250600337982,0.4546867609024048,0.3404269814491272,0.21197053790092468,0.48971283435821533,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.3100356161594391,0.2752758264541626,0.5116966962814331,0.33353009819984436,0.20544172823429108
the,0.3733934462070465,0.35331496596336365,0.535392165184021,0.3146495521068573,0.5829201340675354,0.34171217679977417,0.3828733265399933,0.2916262447834015,0.535392165184021,1.0,0.263973206281662,-0.01540423184633255,0.2461899220943451,0.22953221201896667,0.733189046382904,0.2389037162065506,0.22068053483963013
largest,0.12422340363264084,0.08555625379085541,0.18687231838703156,0.09099405258893967,0.24042341113090515,0.197169691324234,0.5584283471107483,0.17049510776996613,0.18687231838703156,0.3757036626338959,0.25739672780036926,-0.02050611935555935,0.10131611675024033,0.11632684618234634,0.36650770902633667,0.14968536794185638,0.12401245534420013
gift,0.30933767557144165,0.18953672051429749,0.21320243179798126,0.18619322776794434,0.26155462861061096,0.2174450308084488,0.2160457819700241,0.4012008309364319,0.21320243179798126,0.23132675886154175,0.141661137342453,0.0963224545121193,0.25489693880081177,0.20288591086864471,0.2024591863155365,0.22917316854000092,0.1950901448726654
ever,0.362372487783432,0.23397698998451233,0.33233755826950073,0.19563157856464386,0.27561625838279724,0.2942388355731964,0.22415228188037872,0.18562041223049164,0.33233755826950073,0.3474041819572449,0.19669151306152344,0.008348081260919571,0.19140858948230743,0.1412954032421112,0.22901833057403564,0.09467197954654694,0.3358461856842041
to,0.42656609416007996,0.4438391625881195,1.0,0.497876912355423,0.45503583550453186,0.3902553617954254,0.3150999844074249,0.32586413621902466,1.0,0.535392165184021,0.20192374289035797,0.03782717138528824,0.23336797952651978,0.24496325850486755,0.41548454761505127,0.28079214692115784,0.29463258385658264
any,0.29236510396003723,0.34461134672164917,0.46410247683525085,0.44277283549308777,0.45031747221946716,0.33792322874069214,0.2842597961425781,0.3284471333026886,0.46410247683525085,0.4525727927684784,0.15254807472229004,0.09017360955476761,0.16671667993068695,0.13658900558948517,0.3769088089466095,0.20930694043636322,0.4113408327102661
business,0.25227707624435425,0.2527481019496918,0.28079214692115784,0.23669327795505524,0.2670866549015045,0.19950741529464722,0.18625767529010773,0.3002825677394867,0.28079214692115784,0.2389037162065506,0.3387548327445984,0.026998259127140045,0.28439658880233765,0.34036654233932495,0.23985227942466736,1.0,0.1545659303665161
school,0.21669194102287292,0.1875838339328766,0.24496325850486755,0.13510222733020782,0.2245093584060669,0.19204819202423096,0.11137738078832626,0.20803168416023254,0.24496325850486755,0.22953221201896667,0.48676231503486633,-0.017113132402300835,0.20256754755973816,1.0,0.2391800880432129,0.34036654233932495,0.15091250836849213
.,0.3541337847709656,0.26475638151168823,0.4645031690597534,0.3547073304653168,0.50484299659729,0.3872767388820648,0.2304532378911972,0.27094173431396484,0.4645031690597534,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.2309747040271759,0.24214158952236176,0.5352458953857422,0.25987809896469116,0.4130953550338745
