,along,with,electric,motors,",",what,type,of,engines,superseded,piston,steam,engines,?
20th,0.24221569299697876,0.22445109486579895,0.156341090798378,0.12402648478746414,0.22451449930667877,0.1850772649049759,0.14924097061157227,0.21726468205451965,0.15909530222415924,0.17695806920528412,0.19398881494998932,0.17203637957572937,0.15909530222415924,0.14985637366771698
century,0.10333268344402313,0.1467021107673645,0.13295488059520721,0.18192996084690094,0.24487493932247162,0.20422613620758057,0.12631413340568542,0.2826060354709625,0.15469561517238617,0.26552289724349976,0.17830562591552734,0.2347051203250885,0.15469561517238617,0.1026201918721199
",",0.29824912548065186,0.4120737314224243,0.22981849312782288,0.18115511536598206,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20245449244976044,0.2742447853088379,0.20961400866508484,0.2264556586742401,0.20245449244976044,0.31091248989105225
when,0.3277623653411865,0.5075214505195618,0.25490424036979675,0.16224093735218048,0.36674630641937256,0.4700249433517456,0.17292563617229462,0.3757161796092987,0.23498889803886414,0.2327519655227661,0.2624344825744629,0.29351481795310974,0.23498889803886414,0.22841128706932068
advances,0.2185145616531372,0.20318180322647095,0.1280137300491333,0.18296442925930023,0.25091618299484253,0.2105628252029419,0.09775768220424652,0.27895745635032654,0.234452486038208,0.2331668883562088,0.20332932472229004,0.21999195218086243,0.234452486038208,0.12414493411779404
in,0.3603311777114868,0.4080928862094879,0.19779469072818756,0.16052447259426117,0.5201468467712402,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.18084456026554108,0.22552341222763062,0.21022552251815796,0.19852672517299652,0.18084456026554108,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.21345196664333344,0.16861771047115326,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.3013758063316345,0.22337445616722107,0.23105813562870026,0.2245008647441864,0.22068053483963013
design,0.15996010601520538,0.17779715359210968,0.21938520669937134,0.29124051332473755,0.19350415468215942,0.23893405497074127,0.19864718616008759,0.2522938847541809,0.38155606389045715,0.25607702136039734,0.3349178433418274,0.2571820318698883,0.38155606389045715,0.16351860761642456
of,0.34889817237854004,0.41827285289764404,0.17329032719135284,0.17503497004508972,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.17593856155872345,0.22988389432430267,0.15260520577430725,0.20239725708961487,0.17593856155872345,0.1826142966747284
electric,0.22418370842933655,0.17031213641166687,1.0000001192092896,0.5180577039718628,0.22981849312782288,0.15451551973819733,0.19005827605724335,0.17329032719135284,0.27716219425201416,0.11498948186635971,0.29808443784713745,0.3633075952529907,0.27716219425201416,0.15674720704555511
motors,0.1210886687040329,0.12280909717082977,0.5180577039718628,1.0,0.18115511536598206,0.180420383810997,0.14483754336833954,0.17503497004508972,0.4789537489414215,0.12237446755170822,0.37302228808403015,0.3802523612976074,0.4789537489414215,0.16430476307868958
and,0.4213258922100067,0.5477725267410278,0.212884783744812,0.16620339453220367,0.6633074283599854,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21148960292339325,0.23246890306472778,0.18715782463550568,0.24133789539337158,0.21148960292339325,0.20544172823429108
internal,0.1540311872959137,0.27123862504959106,0.1605360507965088,0.1726006269454956,0.17594550549983978,0.2065390944480896,0.1597461998462677,0.273920476436615,0.35454675555229187,0.2732180058956146,0.3259240388870239,0.21935473382472992,0.35454675555229187,0.1665428727865219
combustion,0.10784672945737839,0.22355996072292328,0.3918512761592865,0.43737176060676575,0.2079315334558487,0.2678600549697876,0.34383919835090637,0.25126782059669495,0.5888161063194275,0.21899232268333435,0.5488678216934204,0.5523067712783813,0.5888161063194275,0.2177530825138092
engines,0.10451225191354752,0.21779674291610718,0.27716219425201416,0.4789537489414215,0.20245449244976044,0.1634974628686905,0.14994610846042633,0.17593856155872345,1.0000001192092896,0.29901352524757385,0.457582950592041,0.4903687536716461,1.0000001192092896,0.18940703570842743
gradually,0.29036378860473633,0.27868422865867615,0.17216837406158447,0.18602712452411652,0.21068459749221802,0.29329201579093933,0.13654346764087677,0.25775328278541565,0.2578262388706207,0.23149845004081726,0.22967517375946045,0.3249153196811676,0.2578262388706207,0.09310194849967957
resulted,0.22268496453762054,0.33347630500793457,0.11583350598812103,0.17652083933353424,0.21903154253959656,0.14803820848464966,0.23756936192512512,0.3479447662830353,0.15899501740932465,0.2644754648208618,0.10922549664974213,0.15236622095108032,0.15899501740932465,0.1391388475894928
in,0.3603311777114868,0.4080928862094879,0.19779469072818756,0.16052447259426117,0.5201468467712402,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.18084456026554108,0.22552341222763062,0.21022552251815796,0.19852672517299652,0.18084456026554108,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.21345196664333344,0.16861771047115326,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.3013758063316345,0.22337445616722107,0.23105813562870026,0.2245008647441864,0.22068053483963013
replacement,0.20447938144207,0.25029611587524414,0.18422235548496246,0.18812064826488495,0.20311833918094635,0.19443123042583466,0.24169579148292542,0.18200843036174774,0.2605619430541992,0.24152697622776031,0.21589264273643494,0.19657087326049805,0.2605619430541992,0.14126648008823395
of,0.34889817237854004,0.41827285289764404,0.17329032719135284,0.17503497004508972,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.17593856155872345,0.22988389432430267,0.15260520577430725,0.20239725708961487,0.17593856155872345,0.1826142966747284
reciprocating,0.18021881580352783,0.33139467239379883,0.30486777424812317,0.35149452090263367,0.2677263617515564,0.3255842924118042,0.304313600063324,0.27445268630981445,0.3725995421409607,0.28677818179130554,0.4374397397041321,0.2718157172203064,0.3725995421409607,0.2616906762123108
(,0.18445467948913574,0.29503780603408813,0.21627193689346313,0.19426745176315308,0.6363511681556702,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.12876033782958984,0.23441188037395477,0.1429428905248642,0.11881943792104721,0.12876033782958984,0.40561532974243164
piston,0.09953784197568893,0.20083224773406982,0.29808443784713745,0.37302228808403015,0.20961400866508484,0.13301563262939453,0.1932917833328247,0.15260520577430725,0.457582950592041,0.20971941947937012,1.0000001192092896,0.3801049590110779,0.457582950592041,0.17207856476306915
),0.17395511269569397,0.3069596290588379,0.20331725478172302,0.1831868439912796,0.63033527135849,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.14278316497802734,0.24347904324531555,0.146928608417511,0.13912063837051392,0.14278316497802734,0.42300865054130554
steam,0.22119560837745667,0.21801024675369263,0.3633075952529907,0.3802523612976074,0.2264556586742401,0.15672586858272552,0.2094206064939499,0.20239725708961487,0.4903687536716461,0.2447795420885086,0.3801049590110779,1.0000001192092896,0.4903687536716461,0.113324373960495
engines,0.10451225191354752,0.21779674291610718,0.27716219425201416,0.4789537489414215,0.20245449244976044,0.1634974628686905,0.14994610846042633,0.17593856155872345,1.0000001192092896,0.29901352524757385,0.457582950592041,0.4903687536716461,1.0000001192092896,0.18940703570842743
in,0.3603311777114868,0.4080928862094879,0.19779469072818756,0.16052447259426117,0.5201468467712402,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.18084456026554108,0.22552341222763062,0.21022552251815796,0.19852672517299652,0.18084456026554108,0.20430970191955566
commercial,0.10831616073846817,0.16438549757003784,0.16372400522232056,0.21873731911182404,0.26546892523765564,0.12070754915475845,0.1362752467393875,0.21107374131679535,0.2718336582183838,0.20202642679214478,0.20809614658355713,0.23320558667182922,0.2718336582183838,0.04216946288943291
usage,0.048894863575696945,0.200782909989357,0.2895299792289734,0.19440865516662598,0.2602372467517853,0.27315184473991394,0.24213121831417084,0.2117948979139328,0.2160179316997528,0.30785253643989563,0.2001689076423645,0.22408480942249298,0.2160179316997528,0.20954200625419617
",",0.29824912548065186,0.4120737314224243,0.22981849312782288,0.18115511536598206,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20245449244976044,0.2742447853088379,0.20961400866508484,0.2264556586742401,0.20245449244976044,0.31091248989105225
and,0.4213258922100067,0.5477725267410278,0.212884783744812,0.16620339453220367,0.6633074283599854,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21148960292339325,0.23246890306472778,0.18715782463550568,0.24133789539337158,0.21148960292339325,0.20544172823429108
the,0.39495137333869934,0.4223487675189972,0.21345196664333344,0.16861771047115326,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.3013758063316345,0.22337445616722107,0.23105813562870026,0.2245008647441864,0.22068053483963013
ascendancy,0.08968599885702133,0.14421606063842773,0.12699154019355774,0.10944964736700058,0.24588029086589813,0.18347163498401642,0.09465640038251877,0.32337021827697754,0.16866876184940338,0.2393379509449005,0.09169148653745651,0.13140347599983215,0.16866876184940338,0.13151909410953522
of,0.34889817237854004,0.41827285289764404,0.17329032719135284,0.17503497004508972,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.17593856155872345,0.22988389432430267,0.15260520577430725,0.20239725708961487,0.17593856155872345,0.1826142966747284
steam,0.22119560837745667,0.21801024675369263,0.3633075952529907,0.3802523612976074,0.2264556586742401,0.15672586858272552,0.2094206064939499,0.20239725708961487,0.4903687536716461,0.2447795420885086,0.3801049590110779,1.0000001192092896,0.4903687536716461,0.113324373960495
turbines,0.17658768594264984,0.1452864110469818,0.38727980852127075,0.387829452753067,0.22887319326400757,0.17412316799163818,0.21259790658950806,0.2403727024793625,0.5360714197158813,0.2439265251159668,0.43314284086227417,0.5227647423744202,0.5360714197158813,0.18342499434947968
in,0.3603311777114868,0.4080928862094879,0.19779469072818756,0.16052447259426117,0.5201468467712402,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.18084456026554108,0.22552341222763062,0.21022552251815796,0.19852672517299652,0.18084456026554108,0.20430970191955566
power,0.19456323981285095,0.20798128843307495,0.34122735261917114,0.3177069425582886,0.2231994867324829,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.3073769509792328,0.1517583578824997,0.2695995271205902,0.35972869396209717,0.3073769509792328,0.15304024517536163
generation,0.14905332028865814,0.17593884468078613,0.27617523074150085,0.33686357736587524,0.2031247764825821,0.1869358867406845,0.22990892827510834,0.23948384821414948,0.20379313826560974,0.15509414672851562,0.2153571993112564,0.2492176592350006,0.20379313826560974,0.18250396847724915
.,0.27491724491119385,0.4446153938770294,0.23612159490585327,0.22580265998840332,0.6812511086463928,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24894580245018005,0.3435967266559601,0.2638915777206421,0.22855372726917267,0.24894580245018005,0.4130953550338745
