,who,may,seek,changes,or,exemptions,in,the,law,that,governs,the,land,where,the,building,will,be,built,?
",",0.3365725874900818,0.5007920861244202,0.2198648303747177,0.23045918345451355,0.3769497275352478,0.24751323461532593,0.5201468467712402,0.4933079481124878,0.24953721463680267,0.4137537479400635,0.25806698203086853,0.4933079481124878,0.22220008075237274,0.3149496018886566,0.4933079481124878,0.2374238669872284,0.29706671833992004,0.39254459738731384,0.22658206522464752,0.31091248989105225
such,0.2594927251338959,0.327393501996994,0.29895561933517456,0.38281381130218506,0.5489916801452637,0.25673142075538635,0.2704046070575714,0.3575236201286316,0.18631872534751892,0.4479874074459076,0.21193565428256989,0.3575236201286316,0.1314060091972351,0.3198639750480652,0.3575236201286316,0.21135058999061584,0.26228058338165283,0.5239806771278381,0.18687067925930023,0.17851735651493073
as,0.3923053741455078,0.32133710384368896,0.2845454812049866,0.252431720495224,0.4400654137134552,0.1877155900001526,0.3887844979763031,0.48381632566452026,0.2346976399421692,0.4735107421875,0.2676236927509308,0.48381632566452026,0.17944268882274628,0.35409465432167053,0.48381632566452026,0.23924584686756134,0.3047071695327759,0.5230465531349182,0.20560723543167114,0.27043893933296204
isolating,0.21689662337303162,0.12970609962940216,0.2747654616832733,0.17571671307086945,0.22929544746875763,0.23746104538440704,0.2661701738834381,0.2626059651374817,0.17853814363479614,0.2574901282787323,0.2546120882034302,0.2626059651374817,0.10907778888940811,0.2902078330516815,0.2626059651374817,0.16079096496105194,0.2072194367647171,0.23602096736431122,0.21430867910385132,0.09073444455862045
businesses,0.31061699986457825,0.21837474405765533,0.21978682279586792,0.25263553857803345,0.3115045726299286,0.3579731583595276,0.24867577850818634,0.25707828998565674,0.2772482931613922,0.3305304944515228,0.360279381275177,0.25707828998565674,0.26558148860931396,0.23945266008377075,0.25707828998565674,0.32671794295310974,0.2713865637779236,0.24724514782428741,0.29972851276397705,0.15998470783233643
to,0.42656609416007996,0.391582727432251,0.39650240540504456,0.32918253540992737,0.38921234011650085,0.30931520462036133,0.45010748505592346,0.535392165184021,0.259207159280777,0.5436353087425232,0.22205349802970886,0.535392165184021,0.2885280251502991,0.47735077142715454,0.535392165184021,0.2658686637878418,0.5091033577919006,0.4972836375236511,0.2183011770248413,0.29463258385658264
a,0.36608949303627014,0.29255667328834534,0.24095171689987183,0.26482418179512024,0.48853766918182373,0.24466826021671295,0.539380669593811,0.5829201340675354,0.2212858349084854,0.47537946701049805,0.17092393338680267,0.5829201340675354,0.247930645942688,0.40997210144996643,0.5829201340675354,0.2576078176498413,0.3401327431201935,0.39883795380592346,0.23064446449279785,0.23916715383529663
business,0.25227707624435425,0.21243508160114288,0.15085680782794952,0.17665718495845795,0.2136107087135315,0.2126970738172531,0.2298729121685028,0.2389037162065506,0.3278171718120575,0.25197073817253113,0.31937137246131897,0.2389037162065506,0.22760623693466187,0.21156923472881317,0.2389037162065506,0.263823539018631,0.21682889759540558,0.1669478863477707,0.17741166055202484,0.1545659303665161
district,0.10794968158006668,0.07692737132310867,0.08166097104549408,0.14340819418430328,0.126649409532547,0.15729136765003204,0.30883273482322693,0.2690705955028534,0.21772249042987823,0.1158059686422348,0.1687506139278412,0.2690705955028534,0.20975975692272186,0.23424647748470306,0.2690705955028534,0.2311244159936905,0.09521637856960297,0.14100562036037445,0.1625782996416092,0.06725285202264786
and,0.41279885172843933,0.34598252177238464,0.2554384469985962,0.27557092905044556,0.4713204801082611,0.22712501883506775,0.4954058527946472,0.5171257257461548,0.254730761051178,0.4731321930885315,0.31297990679740906,0.5171257257461548,0.2874513864517212,0.43859338760375977,0.5171257257461548,0.2593274712562561,0.35983073711395264,0.41766801476478577,0.2814858853816986,0.20544172823429108
residences,0.22046516835689545,0.20648203790187836,0.24340668320655823,0.19579839706420898,0.2256462126970291,0.2801917791366577,0.2774558365345001,0.3026103079319,0.21560490131378174,0.16381751000881195,0.24634136259555817,0.3026103079319,0.2576533854007721,0.2730883061885834,0.3026103079319,0.31466132402420044,0.18449966609477997,0.19901171326637268,0.2946479618549347,0.09362275153398514
to,0.42656609416007996,0.391582727432251,0.39650240540504456,0.32918253540992737,0.38921234011650085,0.30931520462036133,0.45010748505592346,0.535392165184021,0.259207159280777,0.5436353087425232,0.22205349802970886,0.535392165184021,0.2885280251502991,0.47735077142715454,0.535392165184021,0.2658686637878418,0.5091033577919006,0.4972836375236511,0.2183011770248413,0.29463258385658264
a,0.36608949303627014,0.29255667328834534,0.24095171689987183,0.26482418179512024,0.48853766918182373,0.24466826021671295,0.539380669593811,0.5829201340675354,0.2212858349084854,0.47537946701049805,0.17092393338680267,0.5829201340675354,0.247930645942688,0.40997210144996643,0.5829201340675354,0.2576078176498413,0.3401327431201935,0.39883795380592346,0.23064446449279785,0.23916715383529663
residential,0.17725655436515808,0.16398684680461884,0.26792246103286743,0.1669207215309143,0.24983489513397217,0.26853087544441223,0.29686787724494934,0.25597885251045227,0.19499844312667847,0.19047586619853973,0.21259203553199768,0.25597885251045227,0.24405214190483093,0.2759593725204468,0.25597885251045227,0.36065441370010376,0.16405051946640015,0.174864262342453,0.32466864585876465,0.08603290468454361
district,0.10794968158006668,0.07692737132310867,0.08166097104549408,0.14340819418430328,0.126649409532547,0.15729136765003204,0.30883273482322693,0.2690705955028534,0.21772249042987823,0.1158059686422348,0.1687506139278412,0.2690705955028534,0.20975975692272186,0.23424647748470306,0.2690705955028534,0.2311244159936905,0.09521637856960297,0.14100562036037445,0.1625782996416092,0.06725285202264786
.,0.3541337847709656,0.35826805233955383,0.20647966861724854,0.29733169078826904,0.36683785915374756,0.21518629789352417,0.5591574311256409,0.5934505462646484,0.24482665956020355,0.4460422694683075,0.27742794156074524,0.5934505462646484,0.259204238653183,0.41390106081962585,0.5934505462646484,0.275610089302063,0.33682769536972046,0.4383580684661865,0.2374027520418167,0.4130953550338745
,who,may,seek,changes,or,exemptions,in,the,law,that,governs,the,land,where,the,building,will,be,built,?
an,0.2848317325115204,0.30457955598831177,0.1553484946489334,0.17787626385688782,0.3096676766872406,0.16942767798900604,0.2605783939361572,0.4207492768764496,0.17270056903362274,0.365763783454895,0.16821156442165375,0.4207492768764496,0.15302860736846924,0.24824833869934082,0.4207492768764496,0.09766699373722076,0.22877877950668335,0.33041056990623474,0.11691489815711975,0.19793890416622162
attorney,0.2212972193956375,0.16911907494068146,0.2501830756664276,0.11117899417877197,0.08914968371391296,0.1954323947429657,0.24757009744644165,0.21909913420677185,0.36807435750961304,0.1710958629846573,0.24543137848377228,0.21909913420677185,0.16415131092071533,0.15975382924079895,0.21909913420677185,0.15489785373210907,0.16099430620670319,0.14275145530700684,0.11120051145553589,0.14764122664928436
may,0.23082798719406128,0.9999998807907104,0.18844643235206604,0.24053576588630676,0.399771511554718,0.2957141101360321,0.3424151837825775,0.2694292366504669,0.16718333959579468,0.4234136641025543,0.1997203230857849,0.2694292366504669,0.15317511558532715,0.23215454816818237,0.2694292366504669,0.14962179958820343,0.4277452528476715,0.45514434576034546,0.12170892208814621,0.2768254578113556
seek,0.29546961188316345,0.18844643235206604,1.0000001192092896,0.15730300545692444,0.3177572190761566,0.2699771523475647,0.1813114583492279,0.24523614346981049,0.16850164532661438,0.31273263692855835,0.27422964572906494,0.24523614346981049,0.1512376219034195,0.23780104517936707,0.24523614346981049,0.1104227602481842,0.3500444293022156,0.2981763780117035,0.06940392404794693,0.18530094623565674
changes,0.20586563646793365,0.24053576588630676,0.15730300545692444,1.0,0.2474553883075714,0.2500503957271576,0.226434126496315,0.3427845537662506,0.18271425366401672,0.33237403631210327,0.19358250498771667,0.3427845537662506,0.13400359451770782,0.24018943309783936,0.3427845537662506,0.2291269302368164,0.31351807713508606,0.4154367744922638,0.1794721931219101,0.21264225244522095
or,0.31144875288009644,0.399771511554718,0.3177572190761566,0.2474553883075714,1.0000001192092896,0.3309832513332367,0.3586423695087433,0.4174870550632477,0.19038471579551697,0.4729836881160736,0.2425871640443802,0.4174870550632477,0.17952218651771545,0.3651050925254822,0.4174870550632477,0.21519747376441956,0.41331517696380615,0.5260903835296631,0.1842118501663208,0.32389625906944275
exemptions,0.21352458000183105,0.2957141101360321,0.2699771523475647,0.2500503957271576,0.3309832513332367,1.0,0.14972631633281708,0.19299955666065216,0.2227063626050949,0.3730476498603821,0.2721808850765228,0.19299955666065216,0.1631590723991394,0.19967280328273773,0.19299955666065216,0.1372840255498886,0.3022034168243408,0.33128607273101807,0.13856244087219238,0.2715868353843689
in,0.2792111933231354,0.3424151837825775,0.1813114583492279,0.226434126496315,0.3586423695087433,0.14972631633281708,1.0,0.6662389636039734,0.24850773811340332,0.435920387506485,0.24815784394741058,0.6662389636039734,0.22871792316436768,0.5344807505607605,0.6662389636039734,0.3256937265396118,0.2580665349960327,0.3481820821762085,0.25829681754112244,0.20430970191955566
the,0.3733934462070465,0.2694292366504669,0.24523614346981049,0.3427845537662506,0.4174870550632477,0.19299955666065216,0.6662389636039734,1.0,0.24548950791358948,0.5473989248275757,0.3000285029411316,1.0,0.28587454557418823,0.5003893971443176,1.0,0.3159640431404114,0.3635469079017639,0.4248143136501312,0.2950156033039093,0.22068053483963013
law,0.21111567318439484,0.16718333959579468,0.16850164532661438,0.18271425366401672,0.19038471579551697,0.2227063626050949,0.24850773811340332,0.24548950791358948,1.0000001192092896,0.23277728259563446,0.3148644268512726,0.24548950791358948,0.22535961866378784,0.21956811845302582,0.24548950791358948,0.16544188559055328,0.15452007949352264,0.18454892933368683,0.133672833442688,0.1528988480567932
that,0.45444270968437195,0.4234136641025543,0.31273263692855835,0.33237403631210327,0.4729836881160736,0.3730476498603821,0.435920387506485,0.5473989248275757,0.23277728259563446,1.0,0.26109641790390015,0.5473989248275757,0.256797194480896,0.4876193106174469,0.5473989248275757,0.2585349678993225,0.4857470989227295,0.6036020517349243,0.2532336115837097,0.32716336846351624
governs,0.24042090773582458,0.1997203230857849,0.27422964572906494,0.19358250498771667,0.2425871640443802,0.2721808850765228,0.24815784394741058,0.3000285029411316,0.3148644268512726,0.26109641790390015,1.0,0.3000285029411316,0.25743362307548523,0.18187159299850464,0.3000285029411316,0.220915749669075,0.2299860715866089,0.20186880230903625,0.18155674636363983,0.1786348670721054
the,0.3733934462070465,0.2694292366504669,0.24523614346981049,0.3427845537662506,0.4174870550632477,0.19299955666065216,0.6662389636039734,1.0,0.24548950791358948,0.5473989248275757,0.3000285029411316,1.0,0.28587454557418823,0.5003893971443176,1.0,0.3159640431404114,0.3635469079017639,0.4248143136501312,0.2950156033039093,0.22068053483963013
land,0.2111203372478485,0.15317511558532715,0.1512376219034195,0.13400359451770782,0.17952218651771545,0.1631590723991394,0.22871792316436768,0.28587454557418823,0.22535961866378784,0.256797194480896,0.25743362307548523,0.28587454557418823,1.0000001192092896,0.21639515459537506,0.28587454557418823,0.2101743221282959,0.18854643404483795,0.18650540709495544,0.24863165616989136,0.1432059109210968
where,0.41804537177085876,0.23215454816818237,0.23780104517936707,0.24018943309783936,0.3651050925254822,0.19967280328273773,0.5344807505607605,0.5003893971443176,0.21956811845302582,0.4876193106174469,0.18187159299850464,0.5003893971443176,0.21639515459537506,0.9999999403953552,0.5003893971443176,0.2663278877735138,0.3374059498310089,0.3651217818260193,0.23154333233833313,0.24793872237205505
the,0.3733934462070465,0.2694292366504669,0.24523614346981049,0.3427845537662506,0.4174870550632477,0.19299955666065216,0.6662389636039734,1.0,0.24548950791358948,0.5473989248275757,0.3000285029411316,1.0,0.28587454557418823,0.5003893971443176,1.0,0.3159640431404114,0.3635469079017639,0.4248143136501312,0.2950156033039093,0.22068053483963013
building,0.19264253973960876,0.14962179958820343,0.1104227602481842,0.2291269302368164,0.21519747376441956,0.1372840255498886,0.3256937265396118,0.3159640431404114,0.16544188559055328,0.2585349678993225,0.220915749669075,0.3159640431404114,0.2101743221282959,0.2663278877735138,0.3159640431404114,0.9999998807907104,0.18236136436462402,0.21893082559108734,0.5628743767738342,0.13549931347370148
will,0.24651563167572021,0.4277452528476715,0.3500444293022156,0.31351807713508606,0.41331517696380615,0.3022034168243408,0.2580665349960327,0.3635469079017639,0.15452007949352264,0.4857470989227295,0.2299860715866089,0.3635469079017639,0.18854643404483795,0.3374059498310089,0.3635469079017639,0.18236136436462402,1.0,0.4925616979598999,0.14088861644268036,0.35046905279159546
be,0.3371641933917999,0.45514434576034546,0.2981763780117035,0.4154367744922638,0.5260903835296631,0.33128607273101807,0.3481820821762085,0.4248143136501312,0.18454892933368683,0.6036020517349243,0.20186880230903625,0.4248143136501312,0.18650540709495544,0.3651217818260193,0.4248143136501312,0.21893082559108734,0.4925616979598999,1.0,0.162033811211586,0.3324260413646698
built,0.2059558480978012,0.12170892208814621,0.06940392404794693,0.1794721931219101,0.1842118501663208,0.13856244087219238,0.25829681754112244,0.2950156033039093,0.133672833442688,0.2532336115837097,0.18155674636363983,0.2950156033039093,0.24863165616989136,0.23154333233833313,0.2950156033039093,0.5628743767738342,0.14088861644268036,0.162033811211586,1.0000001192092896,0.09449632465839386
",",0.3365725874900818,0.5007920861244202,0.2198648303747177,0.23045918345451355,0.3769497275352478,0.24751323461532593,0.5201468467712402,0.4933079481124878,0.24953721463680267,0.4137537479400635,0.25806698203086853,0.4933079481124878,0.22220008075237274,0.3149496018886566,0.4933079481124878,0.2374238669872284,0.29706671833992004,0.39254459738731384,0.22658206522464752,0.31091248989105225
either,0.2945728600025177,0.2984585165977478,0.3005167245864868,0.2651517391204834,0.6381545066833496,0.27317994832992554,0.2748357057571411,0.3795609474182129,0.14114098250865936,0.44538983702659607,0.19265194237232208,0.3795609474182129,0.13367412984371185,0.3624770939350128,0.3795609474182129,0.20603659749031067,0.39824509620666504,0.513343870639801,0.12084116041660309,0.31498292088508606
by,0.39727845788002014,0.1970296949148178,0.1420365869998932,0.220808207988739,0.30274316668510437,0.16539351642131805,0.370934396982193,0.4408751428127289,0.1977037936449051,0.37496164441108704,0.23122727870941162,0.4408751428127289,0.2530721127986908,0.2641284465789795,0.4408751428127289,0.20441755652427673,0.2520078420639038,0.43158695101737976,0.22056880593299866,0.17966607213020325
arguing,0.29174062609672546,0.19224566221237183,0.27213042974472046,0.22895532846450806,0.20159530639648438,0.3113693594932556,0.18364505469799042,0.2737332284450531,0.21209374070167542,0.36448192596435547,0.2106018364429474,0.2737332284450531,0.12021560221910477,0.2004513442516327,0.2737332284450531,0.18665875494480133,0.22008579969406128,0.2053208202123642,0.08833057433366776,0.2956003248691559
that,0.45444270968437195,0.4234136641025543,0.31273263692855835,0.33237403631210327,0.4729836881160736,0.3730476498603821,0.435920387506485,0.5473989248275757,0.23277728259563446,1.0,0.26109641790390015,0.5473989248275757,0.256797194480896,0.4876193106174469,0.5473989248275757,0.2585349678993225,0.4857470989227295,0.6036020517349243,0.2532336115837097,0.32716336846351624
a,0.36608949303627014,0.29255667328834534,0.24095171689987183,0.26482418179512024,0.48853766918182373,0.24466826021671295,0.539380669593811,0.5829201340675354,0.2212858349084854,0.47537946701049805,0.17092393338680267,0.5829201340675354,0.247930645942688,0.40997210144996643,0.5829201340675354,0.2576078176498413,0.3401327431201935,0.39883795380592346,0.23064446449279785,0.23916715383529663
rule,0.31803420186042786,0.13841623067855835,0.22083759307861328,0.2279694378376007,0.18284539878368378,0.29176443815231323,0.2128441035747528,0.29894936084747314,0.3412541449069977,0.3050867021083832,0.37068721652030945,0.29894936084747314,0.15413939952850342,0.2516975700855255,0.29894936084747314,0.09282759577035904,0.14495830237865448,0.25201159715652466,0.18154160678386688,0.1955260932445526
is,0.24293622374534607,0.322792649269104,0.14621992409229279,0.23356598615646362,0.41870999336242676,0.20114432275295258,0.5394441485404968,0.5823672413825989,0.18597714602947235,0.3995479643344879,0.230056032538414,0.5823672413825989,0.22457899153232574,0.3586711287498474,0.5823672413825989,0.20087163150310516,0.3723262846469879,0.4819129705429077,0.17778918147087097,0.22961433231830597
inapplicable,0.1820313185453415,0.1974213719367981,0.23689910769462585,0.1180458590388298,0.33711570501327515,0.4273500144481659,0.2143588662147522,0.27328070998191833,0.27699166536331177,0.33719801902770996,0.1671714335680008,0.27328070998191833,0.16396990418434143,0.25840261578559875,0.27328070998191833,0.12897540628910065,0.33224889636039734,0.26931828260421753,0.1250820755958557,0.26543354988098145
(,0.2443375140428543,0.35500821471214294,0.10537290573120117,0.20370477437973022,0.3582012951374054,0.18206416070461273,0.3087427020072937,0.33289089798927307,0.14312884211540222,0.2264307141304016,0.2088993638753891,0.33289089798927307,0.15432493388652802,0.1970011591911316,0.33289089798927307,0.17772680521011353,0.26469120383262634,0.2349044382572174,0.16360275447368622,0.40561532974243164
the,0.3733934462070465,0.2694292366504669,0.24523614346981049,0.3427845537662506,0.4174870550632477,0.19299955666065216,0.6662389636039734,1.0,0.24548950791358948,0.5473989248275757,0.3000285029411316,1.0,0.28587454557418823,0.5003893971443176,1.0,0.3159640431404114,0.3635469079017639,0.4248143136501312,0.2950156033039093,0.22068053483963013
bridge,0.14422596991062164,0.13534016907215118,0.10778795182704926,0.1010759100317955,0.103941410779953,0.09698124974966049,0.235438272356987,0.27692803740501404,0.03422679379582405,0.17686614394187927,0.1473962962627411,0.27692803740501404,0.18969658017158508,0.10934001207351685,0.27692803740501404,0.3688366711139679,0.13101142644882202,0.162679985165596,0.2769259810447693,0.1396101862192154
design,0.12787467241287231,0.15666541457176208,0.14058122038841248,0.2536621391773224,0.12274473160505295,0.1617603451013565,0.21856798231601715,0.27913451194763184,0.1847788393497467,0.277990460395813,0.24211075901985168,0.27913451194763184,0.15233957767486572,0.16279427707195282,0.27913451194763184,0.39918890595436096,0.1803235113620758,0.2264687865972519,0.3965756297111511,0.16351860761642456
will,0.24651563167572021,0.4277452528476715,0.3500444293022156,0.31351807713508606,0.41331517696380615,0.3022034168243408,0.2580665349960327,0.3635469079017639,0.15452007949352264,0.4857470989227295,0.2299860715866089,0.3635469079017639,0.18854643404483795,0.3374059498310089,0.3635469079017639,0.18236136436462402,1.0,0.4925616979598999,0.14088861644268036,0.35046905279159546
not,0.369414746761322,0.39885732531547546,0.32452452182769775,0.25899913907051086,0.5119067430496216,0.34431296586990356,0.3403114080429077,0.4310511648654938,0.2588513493537903,0.6600887179374695,0.25740647315979004,0.4310511648654938,0.21174323558807373,0.3820744752883911,0.4310511648654938,0.17511790990829468,0.5266793966293335,0.5788898468017578,0.12641943991184235,0.41942933201789856
cause,0.1876615583896637,0.3391842246055603,0.26606470346450806,0.2753474712371826,0.4080146849155426,0.2345304787158966,0.24822883307933807,0.2551237642765045,0.19271570444107056,0.40003344416618347,0.13745081424713135,0.2551237642765045,0.1677403748035431,0.269110769033432,0.2551237642765045,0.12598292529582977,0.4028778076171875,0.36928489804267883,0.08578424155712128,0.240532785654068
a,0.36608949303627014,0.29255667328834534,0.24095171689987183,0.26482418179512024,0.48853766918182373,0.24466826021671295,0.539380669593811,0.5829201340675354,0.2212858349084854,0.47537946701049805,0.17092393338680267,0.5829201340675354,0.247930645942688,0.40997210144996643,0.5829201340675354,0.2576078176498413,0.3401327431201935,0.39883795380592346,0.23064446449279785,0.23916715383529663
collapse,0.07030785083770752,0.2176629900932312,0.18096795678138733,0.22094032168388367,0.2069869190454483,0.15251269936561584,0.2279185801744461,0.31475353240966797,0.08966407924890518,0.2624659240245819,0.17264555394649506,0.31475353240966797,0.19325172901153564,0.1491115838289261,0.31475353240966797,0.35632142424583435,0.2558208107948303,0.1638946384191513,0.2292240709066391,0.11913932114839554
),0.2457384318113327,0.3756577968597412,0.08450372517108917,0.20408746600151062,0.3706604242324829,0.17097075283527374,0.3326910734176636,0.3456730246543884,0.15311799943447113,0.23478686809539795,0.19674882292747498,0.3456730246543884,0.1601184755563736,0.20711064338684082,0.3456730246543884,0.1678667515516281,0.24492529034614563,0.24578070640563965,0.159846693277359,0.42300865054130554
",",0.3365725874900818,0.5007920861244202,0.2198648303747177,0.23045918345451355,0.3769497275352478,0.24751323461532593,0.5201468467712402,0.4933079481124878,0.24953721463680267,0.4137537479400635,0.25806698203086853,0.4933079481124878,0.22220008075237274,0.3149496018886566,0.4933079481124878,0.2374238669872284,0.29706671833992004,0.39254459738731384,0.22658206522464752,0.31091248989105225
or,0.31144875288009644,0.399771511554718,0.3177572190761566,0.2474553883075714,1.0000001192092896,0.3309832513332367,0.3586423695087433,0.4174870550632477,0.19038471579551697,0.4729836881160736,0.2425871640443802,0.4174870550632477,0.17952218651771545,0.3651050925254822,0.4174870550632477,0.21519747376441956,0.41331517696380615,0.5260903835296631,0.1842118501663208,0.32389625906944275
that,0.45444270968437195,0.4234136641025543,0.31273263692855835,0.33237403631210327,0.4729836881160736,0.3730476498603821,0.435920387506485,0.5473989248275757,0.23277728259563446,1.0,0.26109641790390015,0.5473989248275757,0.256797194480896,0.4876193106174469,0.5473989248275757,0.2585349678993225,0.4857470989227295,0.6036020517349243,0.2532336115837097,0.32716336846351624
