,what,is,the,shortened,name,of,the,annual,yacht,race,that,takes,place,?
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.08774031698703766,0.06431342661380768,0.16643567383289337,0.24588194489479065,0.111537866294384,0.1340605765581131,0.1330718845129013,0.1830451935529709,0.10782022774219513,0.20239710807800293,0.16139166057109833
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.23803548514842987,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2023409903049469,0.18868660926818848,0.2163928896188736,0.5436353087425232,0.29472896456718445,0.3346366882324219,0.29463258385658264
hawaii,0.10428671538829803,0.14608387649059296,0.21729251742362976,0.16299010813236237,0.17800673842430115,0.23195263743400574,0.21729251742362976,0.15464931726455688,0.20567071437835693,0.10866663604974747,0.17748485505580902,0.14493216574192047,0.19974488019943237,0.12997986376285553
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.19317789375782013,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.1683935970067978,0.13909515738487244,0.28230950236320496,0.4137537479400635,0.2755669057369232,0.34068408608436584,0.31091248989105225
is,0.28837618231773376,1.0,0.5823672413825989,0.27040979266166687,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.20538382232189178,0.10867790877819061,0.18486739695072174,0.3995479643344879,0.4061736762523651,0.3122972249984741,0.22961433231830597
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.2523990869522095,0.27018114924430847,0.4999135136604309,0.5514441132545471,0.1718951016664505,0.20876352488994598,0.20953308045864105,0.5133185982704163,0.27319440245628357,0.3078412115573883,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23784239590168,0.24075818061828613,1.0,0.733189046382904,0.29535046219825745,0.12315438687801361,0.22476476430892944,0.41498205065727234,0.3277401030063629,0.2685627043247223,0.1826142966747284
yachting,0.16267356276512146,0.12256352603435516,0.25965946912765503,0.11874610930681229,0.2145260125398636,0.195197194814682,0.25965946912765503,0.2866191565990448,0.7866998314857483,0.3191295266151428,0.23483538627624512,0.18195943534374237,0.22035741806030273,0.13439702987670898
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.07042587548494339,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.022993717342615128,0.07217521965503693,0.035402730107307434,0.04397977516055107,-0.01955745369195938,-0.03236493840813637,-0.023395681753754616
premier,0.1411381959915161,0.16525724530220032,0.22658593952655792,0.14672867953777313,0.14241638779640198,0.17136150598526,0.22658593952655792,0.1493530571460724,0.23918433487415314,0.15997371077537537,0.1926163136959076,0.11411610245704651,0.12273117899894714,0.1292608082294464
events,0.269866019487381,0.17093729972839355,0.3102840185165405,0.10900803655385971,0.10374240577220917,0.20782610774040222,0.3102840185165405,0.2761334478855133,0.2248874455690384,0.2665677070617676,0.31351813673973083,0.26970282196998596,0.304386168718338,0.09835197776556015
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2067112922668457,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.17968490719795227,0.1619451642036438,0.2203429788351059,0.4460422694683075,0.23161891102790833,0.2844318151473999,0.4130953550338745
