,in,what,cases,can,the,eu,not,override,german,law,?
law,0.24850773811340332,0.2145031988620758,0.23496893048286438,0.13600260019302368,0.24548950791358948,0.20359504222869873,0.2588513493537903,0.26354119181632996,0.16336967051029205,1.0000001192092896,0.1528988480567932
and,0.4954058527946472,0.31309178471565247,0.31821322441101074,0.3675691485404968,0.5171257257461548,0.16977795958518982,0.39099299907684326,0.18499301373958588,0.25850871205329895,0.254730761051178,0.20544172823429108
the,0.6662389636039734,0.42745697498321533,0.33415094017982483,0.312528520822525,1.0,0.14126400649547577,0.4310511648654938,0.23464247584342957,0.256483793258667,0.24548950791358948,0.22068053483963013
social,0.23382627964019775,0.22217629849910736,0.15130771696567535,0.1910768300294876,0.21797899901866913,0.1399625986814499,0.19088992476463318,0.17243538796901703,0.20602922141551971,0.2401062548160553,0.1615191102027893
state,0.33316072821617126,0.24273863434791565,0.17429791390895844,0.13665424287319183,0.3097178041934967,0.18008030951023102,0.23725773394107819,0.2839599549770355,0.17963019013404846,0.2642555832862854,0.1160883978009224
principles,0.16260969638824463,0.3122304081916809,0.23098702728748322,0.17535889148712158,0.21452596783638,0.1798057109117508,0.27278438210487366,0.24588337540626526,0.16664935648441315,0.37726420164108276,0.19203636050224304
),0.3326910734176636,0.26259949803352356,0.21103455126285553,0.23216170072555542,0.3456730246543884,0.1733860969543457,0.2718011736869812,0.2530781328678131,0.21792921423912048,0.15311799943447113,0.42300865054130554
then,0.36253848671913147,0.4072686731815338,0.25804609060287476,0.3455607295036316,0.4297412931919098,0.05471714586019516,0.4044761657714844,0.27486464381217957,0.1430656909942627,0.20257191359996796,0.2884598970413208
it,0.5130809545516968,0.45803478360176086,0.2896766662597656,0.3819273114204407,0.6251175999641418,0.11940911412239075,0.4651523232460022,0.19045966863632202,0.17532017827033997,0.18657292425632477,0.25732165575027466
can,0.26527702808380127,0.34502777457237244,0.4646691083908081,1.0,0.312528520822525,0.15144599974155426,0.49270012974739075,0.324471652507782,0.14734643697738647,0.13600260019302368,0.3226337134838104
not,0.3403114080429077,0.5449194312095642,0.3814825117588043,0.49270012974739075,0.4310511648654938,0.16702550649642944,0.9999999403953552,0.36745670437812805,0.198292538523674,0.2588513493537903,0.41942933201789856
override,0.14609333872795105,0.32125815749168396,0.33782723546028137,0.324471652507782,0.23464247584342957,0.21633443236351013,0.36745670437812805,1.0,0.09241645783185959,0.26354119181632996,0.3403741419315338
german,0.21098364889621735,0.1960553526878357,0.13096635043621063,0.14734643697738647,0.256483793258667,0.120797298848629,0.198292538523674,0.09241645783185959,1.0000001192092896,0.16336967051029205,0.13978645205497742
law,0.24850773811340332,0.2145031988620758,0.23496893048286438,0.13600260019302368,0.24548950791358948,0.20359504222869873,0.2588513493537903,0.26354119181632996,0.16336967051029205,1.0000001192092896,0.1528988480567932
.,0.5591574311256409,0.3567904531955719,0.29929009079933167,0.35783761739730835,0.5934505462646484,0.1552242487668991,0.4824007451534271,0.26869645714759827,0.2407633364200592,0.24482665956020355,0.4130953550338745
