,what,did,luther,tell,the,legate,about,the,papacy,?
part,0.3476244807243347,0.23558001220226288,0.12887465953826904,0.19147396087646484,0.527681291103363,0.18939752876758575,0.31749680638313293,0.527681291103363,0.10580091923475266,0.08557961881160736
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2505677044391632,0.733189046382904,0.2249005287885666,0.40939709544181824,0.733189046382904,0.22376632690429688,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3124232590198517,1.0,0.2300969660282135,0.37995871901512146,1.0,0.2202257215976715,0.22068053483963013
biblical,0.28585752844810486,0.2030898928642273,0.31112417578697205,0.24325662851333618,0.20867225527763367,0.3043561279773712,0.24548907577991486,0.20867225527763367,0.27054670453071594,0.1909967064857483
church,0.1944202184677124,0.16781097650527954,0.379041463136673,0.14885279536247253,0.23846197128295898,0.2731892764568329,0.21815736591815948,0.23846197128295898,0.4210137724876404,0.18081501126289368
because,0.46729007363319397,0.45674043893814087,0.19194559752941132,0.4018329679965973,0.44596394896507263,0.15049448609352112,0.41714149713516235,0.44596394896507263,0.1884944587945938,0.2528740465641022
historistical,0.3537321388721466,0.22687309980392456,0.22385118901729584,0.16083556413650513,0.317967027425766,0.17648309469223022,0.2572367489337921,0.317967027425766,0.19535209238529205,0.19848981499671936
interpretation,0.37054285407066345,0.2418224960565567,0.21711017191410065,0.2759642004966736,0.2766321003437042,0.16791735589504242,0.2711123824119568,0.2766321003437042,0.18078850209712982,0.2162649929523468
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2505677044391632,0.733189046382904,0.2249005287885666,0.40939709544181824,0.733189046382904,0.22376632690429688,0.1826142966747284
bible,0.33710888028144836,0.24923516809940338,0.3825412392616272,0.3141099810600281,0.27647915482521057,0.2596350908279419,0.23392070829868317,0.27647915482521057,0.2561591863632202,0.22667601704597473
prophecy,0.29904302954673767,0.2735152840614319,0.2620737552642822,0.3154074251651764,0.24064886569976807,0.3126499652862549,0.2659764885902405,0.24064886569976807,0.3331005871295929,0.21778744459152222
concluded,0.29084116220474243,0.34469136595726013,0.18797051906585693,0.25668707489967346,0.3024786412715912,0.27766820788383484,0.3254394829273224,0.3024786412715912,0.23251371085643768,0.13595789670944214
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.40882083773612976,0.5473989248275757,0.16605748236179352,0.4500710964202881,0.5473989248275757,0.19550089538097382,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3124232590198517,1.0,0.2300969660282135,0.37995871901512146,1.0,0.2202257215976715,0.22068053483963013
papacy,0.13845030963420868,0.18356378376483917,0.2991804778575897,0.11814752966165543,0.2202257215976715,0.4349690079689026,0.15128861367702484,0.2202257215976715,0.9999999403953552,0.18605810403823853
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.14977136254310608,0.48711544275283813,0.22780990600585938,0.2577359974384308,0.48711544275283813,0.2179301381111145,0.18412111699581146
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3124232590198517,1.0,0.2300969660282135,0.37995871901512146,1.0,0.2202257215976715,0.22068053483963013
antichrist,0.2440682202577591,0.23274663090705872,0.3074256479740143,0.18501496315002441,0.27070361375808716,0.3404536247253418,0.23621676862239838,0.27070361375808716,0.3256169557571411,0.19611422717571259
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3360239267349243,0.5934505462646484,0.2721084952354431,0.42038556933403015,0.5934505462646484,0.1934683918952942,0.4130953550338745
