,who,is,the,only,other,afc,champion,team,to,wear,road,jerseys,in,a,super,bowl,?
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.2209789752960205,0.15647977590560913,0.37206512689590454,0.3463263213634491,0.23339706659317017,0.17783479392528534,0.10551737993955612,0.10741297155618668,0.23186436295509338,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.1793411821126938,0.12835361063480377,0.41199249029159546,0.34389644861221313,0.20460736751556396,0.16993016004562378,0.0700678676366806,0.18759363889694214,0.19441187381744385,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
was,0.3318818509578705,0.5810302495956421,0.48711544275283813,0.36249664425849915,0.14651623368263245,0.1794671267271042,0.24402377009391785,0.13986483216285706,0.3636345863342285,0.16459625959396362,0.21728332340717316,0.18702057003974915,0.45514053106307983,0.4508470594882965,0.21420986950397491,0.21915455162525177,0.18412111699581146
the,0.3733934462070465,0.5823672413825989,1.0,0.5497692227363586,0.44152235984802246,0.25863510370254517,0.23575055599212646,0.22564226388931274,0.535392165184021,0.27011215686798096,0.27181798219680786,0.279405415058136,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
pittsburgh,0.19273275136947632,0.13176259398460388,0.22728557884693146,0.1594105362892151,0.13019879162311554,0.3145372271537781,0.29365456104278564,0.2527274489402771,0.16627483069896698,0.17208756506443024,0.17084257304668427,0.382728636264801,0.1921023428440094,0.18535149097442627,0.24357150495052338,0.33354419469833374,0.17622371017932892
steelers,0.2024606466293335,0.12867897748947144,0.24458691477775574,0.18299302458763123,0.14507025480270386,0.5093450546264648,0.38726282119750977,0.37284547090530396,0.20648124814033508,0.2409016340970993,0.16784213483333588,0.4027216136455536,0.16642944514751434,0.1762682944536209,0.3600083291530609,0.47470611333847046,0.2030561864376068
;,0.007937713526189327,0.05324986204504967,0.09152708947658539,0.11739356070756912,0.13311924040317535,0.13368192315101624,-0.004043813329190016,0.06688904762268066,0.0979827418923378,0.004386349581182003,0.03766179829835892,0.08478832244873047,0.092739537358284,-0.02122584730386734,0.0580664724111557,0.03451862558722496,0.10349778085947037
they,0.47879111766815186,0.330102801322937,0.49925389885902405,0.499859482049942,0.5182796120643616,0.21711619198322296,0.16462290287017822,0.22993488609790802,0.5452046394348145,0.3285354971885681,0.1587822437286377,0.327194482088089,0.4330179989337921,0.3528250455856323,0.1988932192325592,0.18658970296382904,0.2753053903579712
defeated,0.24426424503326416,0.11997199058532715,0.2833898365497589,0.20253896713256836,0.13461410999298096,0.241952583193779,0.40539517998695374,0.2748386263847351,0.22105613350868225,0.18643559515476227,0.1388348788022995,0.2199261337518692,0.24813973903656006,0.12193045020103455,0.22541621327400208,0.24224305152893066,0.1413237303495407
the,0.3733934462070465,0.5823672413825989,1.0,0.5497692227363586,0.44152235984802246,0.25863510370254517,0.23575055599212646,0.22564226388931274,0.535392165184021,0.27011215686798096,0.27181798219680786,0.279405415058136,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
seattle,0.22585025429725647,0.1742648482322693,0.2813572883605957,0.19157546758651733,0.18425564467906952,0.34322813153266907,0.2432035654783249,0.2672891318798065,0.2056986689567566,0.19708159565925598,0.158384770154953,0.32470574975013733,0.24961012601852417,0.23330573737621307,0.1829979568719864,0.24477511644363403,0.16032689809799194
seahawks,0.22294078767299652,0.17050036787986755,0.24584239721298218,0.21602244675159454,0.15177588164806366,0.5103908181190491,0.38277730345726013,0.4221284091472626,0.20907588303089142,0.18339593708515167,0.20816676318645477,0.43391314148902893,0.17017868161201477,0.19143040478229523,0.341962605714798,0.4412001073360443,0.20517028868198395
21–10,0.25783681869506836,0.01919659972190857,0.05599888041615486,0.002509011887013912,0.006603722460567951,0.1415461301803589,0.1281505972146988,0.024849390611052513,0.04698405787348747,0.10032737255096436,-0.013052896596491337,0.0659288614988327,0.059069715440273285,0.018564337864518166,0.02038663811981678,0.031364135444164276,-0.003998087719082832
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.42992329597473145,0.39989137649536133,0.20746317505836487,0.1986149251461029,0.18841172754764557,0.45010748505592346,0.20694924890995026,0.23586870729923248,0.2633516192436218,1.0,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.2209789752960205,0.15647977590560913,0.37206512689590454,0.3463263213634491,0.23339706659317017,0.17783479392528534,0.10551737993955612,0.10741297155618668,0.23186436295509338,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.1793411821126938,0.12835361063480377,0.41199249029159546,0.34389644861221313,0.20460736751556396,0.16993016004562378,0.0700678676366806,0.18759363889694214,0.19441187381744385,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
xl,0.06262558698654175,0.14349497854709625,0.1981106549501419,0.21851950883865356,0.08878599107265472,0.3856022357940674,0.3304430842399597,0.2420329451560974,0.13573813438415527,0.07824116200208664,0.14980436861515045,0.20961549878120422,0.14568614959716797,0.21151840686798096,0.45854708552360535,0.4657162129878998,0.20556752383708954
10,0.2045697718858719,0.1865890771150589,0.2880653440952301,0.14088043570518494,0.24179062247276306,0.1836244910955429,0.05238323658704758,0.00830366462469101,0.18753696978092194,0.2090042233467102,0.09282045066356659,0.13924933969974518,0.22690178453922272,0.12933704257011414,0.053164973855018616,0.06414627283811569,0.022911956533789635
seasons,0.1471238136291504,0.18750202655792236,0.24226845800876617,0.2259971797466278,0.15657953917980194,0.30868256092071533,0.21489675343036652,0.2979760766029358,0.19496004283428192,0.15217213332653046,0.15591000020503998,0.35378336906433105,0.2194332778453827,0.17958885431289673,0.2289879471063614,0.3152643144130707,0.13766995072364807
prior,0.21688687801361084,0.14228065311908722,0.33782097697257996,0.33743491768836975,0.11397721618413925,0.20213285088539124,0.20982706546783447,0.19271838665008545,0.264421671628952,0.13868658244609833,0.10293332487344742,0.1596008837223053,0.24521231651306152,0.22647660970687866,0.22880366444587708,0.22557669878005981,0.16978254914283752
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.49507418274879456,0.41511186957359314,0.28921979665756226,0.21011604368686676,0.26467522978782654,0.4645031690597534,0.17660145461559296,0.25112080574035645,0.26576319336891174,0.5591574311256409,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
