,what,has,replaced,the,former,shipping,premises,?
closely,0.24221673607826233,0.1770908534526825,0.1009855791926384,0.2750711441040039,0.012661932967603207,0.09494511783123016,0.1765965074300766,0.08341413736343384
with,0.2464839518070221,0.44092974066734314,0.24342618882656097,0.4223487675189972,0.16752652823925018,0.20407156646251678,0.1270054578781128,0.2433311939239502
major,0.21026742458343506,0.2243996560573578,0.0993826761841774,0.31775903701782227,0.15436704456806183,0.21016210317611694,0.1626821756362915,0.19788557291030884
cultural,0.18198847770690918,0.1662701815366745,0.05074169859290123,0.23337452113628387,0.15000811219215393,0.21050913631916046,0.23345182836055756,0.09798457473516464
developments,0.22913794219493866,0.26771363615989685,0.16308273375034332,0.35879647731781006,0.17243339121341705,0.20787467062473297,0.26284143328666687,0.1302815079689026
in,0.30808621644973755,0.4173259735107422,0.2068215310573578,0.6662389636039734,0.2668642997741699,0.22993473708629608,0.19205817580223083,0.20430970191955566
gateshead,0.15238600969314575,0.1904834657907486,0.22840005159378052,0.29985129833221436,0.21587252616882324,0.31637030839920044,0.1724592000246048,0.14773961901664734
",",0.3087472915649414,0.3734780251979828,0.21472671627998352,0.4933079481124878,0.2738454341888428,0.2682719826698303,0.17974863946437836,0.31091248989105225
including,0.18328791856765747,0.36956900358200073,0.14089137315750122,0.3738902807235718,0.18566064536571503,0.22300636768341064,0.19951726496219635,0.1633303165435791
the,0.42745697498321533,0.4177538752555847,0.2645455598831177,1.0,0.2251449078321457,0.2677045166492462,0.2627373933792114,0.22068053483963013
baltic,0.13813510537147522,0.16563721001148224,0.07913834601640701,0.31626036763191223,0.10635484755039215,0.32867541909217834,0.15557219088077545,0.06320890039205551
centre,0.12324132025241852,0.2634802460670471,0.11854126304388046,0.32783594727516174,0.15334880352020264,0.19341033697128296,0.1633453369140625,0.019365152344107628
for,0.3017193675041199,0.450642853975296,0.1929672509431839,0.4739971458911896,0.23718710243701935,0.3102458715438843,0.2036803811788559,0.264628142118454
contemporary,0.20300830900669098,0.20537535846233368,0.10139168798923492,0.25350451469421387,0.19096846878528595,0.136079803109169,0.21368056535720825,0.09539991617202759
art,0.19292277097702026,0.17609576880931854,0.06503468751907349,0.20297785103321075,0.08539505302906036,0.11726843565702438,0.16176192462444305,0.138971745967865
",",0.3087472915649414,0.3734780251979828,0.21472671627998352,0.4933079481124878,0.2738454341888428,0.2682719826698303,0.17974863946437836,0.31091248989105225
the,0.42745697498321533,0.4177538752555847,0.2645455598831177,1.0,0.2251449078321457,0.2677045166492462,0.2627373933792114,0.22068053483963013
venue,0.14788569509983063,0.1735617220401764,0.07949019223451614,0.22078999876976013,0.1416255086660385,0.1811925321817398,0.23227399587631226,0.12291393429040909
for,0.3017193675041199,0.450642853975296,0.1929672509431839,0.4739971458911896,0.23718710243701935,0.3102458715438843,0.2036803811788559,0.264628142118454
the,0.42745697498321533,0.4177538752555847,0.2645455598831177,1.0,0.2251449078321457,0.2677045166492462,0.2627373933792114,0.22068053483963013
turner,0.17286691069602966,0.14931070804595947,0.1586000770330429,0.2248314470052719,0.21013298630714417,0.26707950234413147,0.10255785286426544,0.15201951563358307
prize,0.1654435694217682,0.1425914764404297,0.11434569954872131,0.18969248235225677,0.07957658916711807,0.10248580574989319,0.2075064778327942,0.14158497750759125
2011,0.04286744073033333,0.037375278770923615,0.04489264637231827,0.07811610400676727,0.012801816686987877,0.05574315786361694,0.10759135335683823,0.005212190095335245
and,0.31309178471565247,0.43716782331466675,0.2584592401981354,0.5171257257461548,0.2516189515590668,0.3370305597782135,0.23800139129161835,0.20544172823429108
the,0.42745697498321533,0.4177538752555847,0.2645455598831177,1.0,0.2251449078321457,0.2677045166492462,0.2627373933792114,0.22068053483963013
norman,0.12319435924291611,0.15406575798988342,0.2017173320055008,0.23459704220294952,0.0669485554099083,0.1712566316127777,0.17069245874881744,0.12243545055389404
foster-designed,0.23154979944229126,0.25917258858680725,0.38670915365219116,0.3558715283870697,0.2512943744659424,0.19323602318763733,0.3457857668399811,0.19050510227680206
the,0.42745697498321533,0.4177538752555847,0.2645455598831177,1.0,0.2251449078321457,0.2677045166492462,0.2627373933792114,0.22068053483963013
sage,0.11113864928483963,0.12786434590816498,0.004719001241028309,0.19391703605651855,0.15279613435268402,0.19521039724349976,0.18755342066287994,0.0675908774137497
gateshead,0.15238600969314575,0.1904834657907486,0.22840005159378052,0.29985129833221436,0.21587252616882324,0.31637030839920044,0.1724592000246048,0.14773961901664734
music,0.23070453107357025,0.2257620394229889,0.0931786522269249,0.2714049816131592,0.10294324159622192,0.14998504519462585,0.15829536318778992,0.18264494836330414
centre,0.12324132025241852,0.2634802460670471,0.11854126304388046,0.32783594727516174,0.15334880352020264,0.19341033697128296,0.1633453369140625,0.019365152344107628
.,0.3567904531955719,0.4105546176433563,0.2553439438343048,0.5934505462646484,0.20895031094551086,0.21535301208496094,0.18087442219257355,0.4130953550338745
