,who,did,espn,and,abc,sign,an,eight,year,deal,with,in,2005,?
abc,0.14673753082752228,0.13353709876537323,0.42660194635391235,0.16453155875205994,1.0000001192092896,0.10976005345582962,0.16561369597911835,0.2205275595188141,0.2373921275138855,0.21461720764636993,0.17432008683681488,0.1697147786617279,-0.0381508432328701,0.19065172970294952
and,0.41279885172843933,0.34479495882987976,0.17554140090942383,1.0,0.16453155875205994,0.1664041429758072,0.2838519215583801,0.33608970046043396,0.2506658732891083,0.2461770474910736,0.5477725267410278,0.4954058527946472,0.05766887590289116,0.20544172823429108
espn,0.1444098949432373,0.16097742319107056,1.0000001192092896,0.17554140090942383,0.42660194635391235,0.1024097353219986,0.1649792343378067,0.19877099990844727,0.20787926018238068,0.16524167358875275,0.2131955921649933,0.12142056226730347,-0.04382121562957764,0.1709517240524292
to,0.42656609416007996,0.4452643394470215,0.21040675044059753,0.48971283435821533,0.1762417107820511,0.25379011034965515,0.3138085603713989,0.22227223217487335,0.23523004353046417,0.29972702264785767,0.4239959120750427,0.45010748505592346,0.018235651776194572,0.29463258385658264
broadcast,0.18632595241069794,0.17054221034049988,0.442352294921875,0.22526025772094727,0.4876510202884674,0.21087495982646942,0.19117678701877594,0.21504320204257965,0.23991180956363678,0.232683464884758,0.1932039111852646,0.26723843812942505,0.05471181869506836,0.15760008990764618
17,0.05025482177734375,0.07127774506807327,0.14198464155197144,0.11462654173374176,0.1145334243774414,0.12022664397954941,0.06247282400727272,0.0849481001496315,0.15606360137462616,0.12807899713516235,0.1727735996246338,0.10391845554113388,0.08750337362289429,0.17603135108947754
nextel,0.16741310060024261,0.25514960289001465,0.36311572790145874,0.23212376236915588,0.3255091607570648,0.1370619386434555,0.16280017793178558,0.2796890139579773,0.35410812497138977,0.2890424430370331,0.26023098826408386,0.31172609329223633,0.05004607141017914,0.151889830827713
cup,0.15232543647289276,0.1278209686279297,0.20395216345787048,0.16399618983268738,0.16881658136844635,0.12894617021083832,0.09215754270553589,0.16268303990364075,0.21143847703933716,0.10369977355003357,0.17621612548828125,0.18358288705348969,0.03330368548631668,0.15976834297180176
races,0.20122835040092468,0.18955379724502563,0.18075627088546753,0.2148965299129486,0.10817307233810425,0.06686802953481674,0.07097955793142319,0.2147204726934433,0.20093344151973724,0.12124179303646088,0.14884807169437408,0.20279844105243683,0.047820258885622025,0.12153562903404236
each,0.27337536215782166,0.20516681671142578,0.16477277874946594,0.2984027564525604,0.14316539466381073,0.1591656506061554,0.20307137072086334,0.42765381932258606,0.286208838224411,0.19144904613494873,0.4100050628185272,0.30816060304641724,-0.010684254579246044,0.21173812448978424
season,0.13809308409690857,0.19368280470371246,0.29163283109664917,0.2369309365749359,0.29887476563453674,0.07833269983530045,0.1245875135064125,0.1824951469898224,0.3561827838420868,0.25774577260017395,0.26700887084007263,0.2184021919965744,0.055733565241098404,0.16793298721313477
(,0.2443375140428543,0.18979617953300476,0.19824522733688354,0.4862271547317505,0.183883935213089,0.21965332329273224,0.286407470703125,0.1637401133775711,0.2556702494621277,0.165684312582016,0.29503780603408813,0.3087427020072937,0.11327322572469711,0.40561532974243164
comprising,0.0025418007280677557,0.09781347215175629,0.14283020794391632,0.30059969425201416,0.0716242864727974,0.09440617263317108,0.18805085122585297,0.3769875168800354,0.12799321115016937,0.10521528869867325,0.24923445284366608,0.2988578975200653,0.04794217646121979,0.043617378920316696
just,0.357815682888031,0.38283270597457886,0.15844182670116425,0.3842737674713135,0.15737098455429077,0.2490469068288803,0.29024219512939453,0.19421064853668213,0.2434857338666916,0.28905025124549866,0.30194807052612305,0.3910168707370758,0.052364952862262726,0.4144178032875061
over,0.316001296043396,0.2535076439380646,0.13186919689178467,0.4021143913269043,0.13036851584911346,0.1529010534286499,0.22070914506912231,0.34420549869537354,0.2620522379875183,0.26270440220832825,0.34885337948799133,0.3605569899082184,0.057552311569452286,0.25742942094802856
half,0.2674400806427002,0.12883292138576508,0.15823550522327423,0.2865435779094696,0.18082931637763977,0.10022906213998795,0.14947959780693054,0.2914944589138031,0.30510666966438293,0.1412769854068756,0.2849871516227722,0.25644969940185547,0.03990171104669571,0.07471233606338501
of,0.2827862501144409,0.2513895630836487,0.12878696620464325,0.5116966962814331,0.14607268571853638,0.201818585395813,0.32280945777893066,0.3220755457878113,0.2578314542770386,0.22831951081752777,0.41827285289764404,0.5696388483047485,0.017815761268138885,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.19345609843730927,0.5171257257461548,0.2068762183189392,0.22875791788101196,0.4207492768764496,0.34254369139671326,0.3609684407711029,0.23069973289966583,0.4223487675189972,0.6662389636039734,0.037273142486810684,0.22068053483963013
36,-0.22241397202014923,-0.26229310035705566,-0.043713588267564774,-0.12694954872131348,-0.07271354645490646,-0.10816968977451324,-0.09164704382419586,-0.07533428817987442,-0.15662738680839539,-0.11828718334436417,-0.09442385286092758,-0.07270114123821259,-0.21000446379184723,-0.2611904740333557
races,0.20122835040092468,0.18955379724502563,0.18075627088546753,0.2148965299129486,0.10817307233810425,0.06686802953481674,0.07097955793142319,0.2147204726934433,0.20093344151973724,0.12124179303646088,0.14884807169437408,0.20279844105243683,0.047820258885622025,0.12153562903404236
held,0.21375896036624908,0.18607917428016663,0.1283271163702011,0.22757986187934875,0.10214708000421524,0.08082973957061768,0.09179631620645523,0.2666659355163574,0.2161356508731842,0.12547610700130463,0.1774713099002838,0.3127288818359375,-0.043364785611629486,0.14103956520557404
annually,0.22591820359230042,0.09754322469234467,0.2006918489933014,0.2163909375667572,0.10934741795063019,0.10661648958921432,0.15895365178585052,0.270317405462265,0.4566204845905304,0.10214272886514664,0.20470653474330902,0.29646036028862,-0.034260306507349014,0.1364409476518631
),0.2457384318113327,0.18584993481636047,0.1866789162158966,0.4961937665939331,0.18381085991859436,0.22144339978694916,0.2873353958129883,0.18261165916919708,0.24282371997833252,0.18195240199565887,0.3069596290588379,0.3326910734176636,0.12896914780139923,0.42300865054130554
effective,0.18596899509429932,0.2096690982580185,0.12037583440542221,0.2838481068611145,0.08688691258430481,0.13891135156154633,0.2329176366329193,0.08472487330436707,0.13962942361831665,0.2624245584011078,0.2714844346046448,0.2294299155473709,0.002168715465813875,0.21825028955936432
with,0.3282766342163086,0.25472134351730347,0.2131955921649933,0.5477725267410278,0.17432008683681488,0.24871012568473816,0.2730048894882202,0.21947719156742096,0.3220449686050415,0.4295210540294647,0.9999999403953552,0.4080928862094879,-0.0030237799510359764,0.2433311939239502
the,0.3733934462070465,0.34736719727516174,0.19345609843730927,0.5171257257461548,0.2068762183189392,0.22875791788101196,0.4207492768764496,0.34254369139671326,0.3609684407711029,0.23069973289966583,0.4223487675189972,0.6662389636039734,0.037273142486810684,0.22068053483963013
2006,-0.026890208944678307,-0.07636451721191406,0.004604932852089405,-0.03637295588850975,-0.0046123359352350235,0.052533749490976334,0.0447457917034626,0.03751835972070694,0.007006329949945211,0.03226656839251518,0.034656625241041183,-0.04600946605205536,-0.1310150921344757,-0.1194092258810997
season,0.13809308409690857,0.19368280470371246,0.29163283109664917,0.2369309365749359,0.29887476563453674,0.07833269983530045,0.1245875135064125,0.1824951469898224,0.3561827838420868,0.25774577260017395,0.26700887084007263,0.2184021919965744,0.055733565241098404,0.16793298721313477
.,0.3541337847709656,0.35288307070732117,0.19926497340202332,0.588965117931366,0.2567209303379059,0.25322678685188293,0.3581749200820923,0.38036930561065674,0.32538118958473206,0.21690496802330017,0.4446153938770294,0.5591574311256409,0.0678042471408844,0.4130953550338745
