,where,was,it,shown,to,have,a,0.3,%,prevalence,of,sexual,abuse,by,professionals,?
sexual,0.186131089925766,0.15403862297534943,0.17961303889751434,0.16406501829624176,0.23320557177066803,0.31194740533828735,0.22016595304012299,0.022754361853003502,0.13989824056625366,0.36169692873954773,0.23417127132415771,0.9999999403953552,0.4875244200229645,0.16141100227832794,0.21500833332538605,0.1814439743757248
abuse,0.12490987777709961,0.1688176989555359,0.21688783168792725,0.21120736002922058,0.263949990272522,0.3501974940299988,0.22549399733543396,0.12042699754238129,0.17295965552330017,0.29049915075302124,0.1888238936662674,0.4875244200229645,0.9999999403953552,0.15848857164382935,0.20922903716564178,0.30148282647132874
by,0.2641284465789795,0.4752357602119446,0.40926623344421387,0.2900676429271698,0.33534231781959534,0.3359639644622803,0.32094135880470276,-0.07326940447092056,0.13780950009822845,0.17194759845733643,0.3646814823150635,0.16141100227832794,0.15848857164382935,1.0000001192092896,0.19418637454509735,0.17966607213020325
any,0.3528640866279602,0.22746296226978302,0.4118892550468445,0.29126134514808655,0.46410247683525085,0.5329707860946655,0.45031747221946716,0.03193199634552002,0.2554582953453064,0.33997803926467896,0.3769088089466095,0.2879802882671356,0.3813396692276001,0.2681882679462433,0.25889113545417786,0.4113408327102661
professional,0.1931631714105606,0.22944867610931396,0.14064761996269226,0.09784593433141708,0.20276802778244019,0.16710688173770905,0.2665292024612427,-0.04634387418627739,0.07230877131223679,0.1103576123714447,0.21265500783920288,0.145403191447258,0.12182105332612991,0.1685522496700287,0.8269397616386414,0.13074518740177155
",",0.3149496018886566,0.45456063747406006,0.48329564929008484,0.25911012291908264,0.44245919585227966,0.3541618287563324,0.427140474319458,-0.0069747925736010075,0.22757403552532196,0.28812310099601746,0.4946078956127167,0.21589557826519012,0.25228556990623474,0.3680937886238098,0.27354833483695984,0.31091248989105225
a,0.40997210144996643,0.4508470594882965,0.5452592968940735,0.2581788897514343,0.45503583550453186,0.338716596364975,1.0,-0.1077553853392601,0.17798779904842377,0.27991917729377747,0.5052502155303955,0.22016595304012299,0.22549399733543396,0.32094135880470276,0.21404023468494415,0.23916715383529663
group,0.19778083264827728,0.1789962202310562,0.2364906221628189,0.1504446119070053,0.2672896385192871,0.3034582734107971,0.2594761848449707,-0.017187315970659256,0.25331735610961914,0.2037193775177002,0.25542253255844116,0.20042547583580017,0.17410272359848022,0.2915726900100708,0.169353187084198,0.13827809691429138
that,0.4876193106174469,0.33670201897621155,0.5921133160591125,0.3633551597595215,0.5436353087425232,0.6182622313499451,0.47537946701049805,-0.022166406735777855,0.19162102043628693,0.3225739300251007,0.41498205065727234,0.2736673951148987,0.36544880270957947,0.37496164441108704,0.26766419410705566,0.32716336846351624
included,0.18757428228855133,0.3148443400859833,0.20007821917533875,0.2315199077129364,0.2322428971529007,0.3089645504951477,0.23032639920711517,0.06222393736243248,0.09518567472696304,0.19767796993255615,0.4391688108444214,0.15208588540554047,0.14814592897891998,0.2987801134586334,0.21092699468135834,0.14385655522346497
priests,0.22308310866355896,0.24816220998764038,0.16135860979557037,0.10934871435165405,0.2810197174549103,0.30959615111351013,0.19078636169433594,-0.1465534269809723,0.14469528198242188,0.16921678185462952,0.20454101264476776,0.17651405930519104,0.21393437683582306,0.21371008455753326,0.21288242936134338,0.1791282594203949
",",0.3149496018886566,0.45456063747406006,0.48329564929008484,0.25911012291908264,0.44245919585227966,0.3541618287563324,0.427140474319458,-0.0069747925736010075,0.22757403552532196,0.28812310099601746,0.4946078956127167,0.21589557826519012,0.25228556990623474,0.3680937886238098,0.27354833483695984,0.31091248989105225
religious,0.16584265232086182,0.20851445198059082,0.16521841287612915,0.1355787217617035,0.24161745607852936,0.23195013403892517,0.23162008821964264,0.035419754683971405,0.12984460592269897,0.2778424024581909,0.2958606779575348,0.3404318392276764,0.24220937490463257,0.19244135916233063,0.25743916630744934,0.15727058053016663
leaders,0.19268913567066193,0.2612215280532837,0.1517004817724228,0.06821691989898682,0.25293630361557007,0.21497906744480133,0.16248153150081635,-0.10178370028734207,0.15402139723300934,0.1459534913301468,0.2602892220020294,0.14086346328258514,0.1612902730703354,0.23138412833213806,0.2384839802980423,0.13927052915096283
",",0.3149496018886566,0.45456063747406006,0.48329564929008484,0.25911012291908264,0.44245919585227966,0.3541618287563324,0.427140474319458,-0.0069747925736010075,0.22757403552532196,0.28812310099601746,0.4946078956127167,0.21589557826519012,0.25228556990623474,0.3680937886238098,0.27354833483695984,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.40957894921302795,0.28805026412010193,0.48971283435821533,0.4711785912513733,0.3739250600337982,-0.08003220707178116,0.24616369605064392,0.3182355463504791,0.5116966962814331,0.24461479485034943,0.19682516157627106,0.4289871156215668,0.2793610095977783,0.20544172823429108
case,0.3064614236354828,0.18986068665981293,0.27522414922714233,0.26660600304603577,0.3172709345817566,0.3773907721042633,0.3104211390018463,0.037362560629844666,0.1727098673582077,0.2497454583644867,0.24743439257144928,0.2436884194612503,0.33519119024276733,0.20290634036064148,0.20162701606750488,0.33232852816581726
workers,0.17254844307899475,0.21813365817070007,0.1777503490447998,0.08829481154680252,0.2307046800851822,0.224677175283432,0.25033822655677795,-0.13815103471279144,0.24644815921783447,0.2506425380706787,0.20827822387218475,0.16433703899383545,0.16365383565425873,0.1887902021408081,0.3132409155368805,0.1706571877002716
as,0.35409465432167053,0.3677520453929901,0.4461488723754883,0.29049909114837646,0.42092081904411316,0.37788212299346924,0.39550232887268066,0.02827461250126362,0.11994056403636932,0.25861990451812744,0.3886612355709076,0.22853344678878784,0.21178245544433594,0.3815547823905945,0.24304158985614777,0.27043893933296204
well,0.4122413992881775,0.3130364418029785,0.41215842962265015,0.2548925280570984,0.3422003388404846,0.46326565742492676,0.320642352104187,-0.03580609709024429,0.17018096148967743,0.3002334535121918,0.3343164324760437,0.217570960521698,0.2324369102716446,0.2519793212413788,0.31813958287239075,0.24815571308135986
as,0.35409465432167053,0.3677520453929901,0.4461488723754883,0.29049909114837646,0.42092081904411316,0.37788212299346924,0.39550232887268066,0.02827461250126362,0.11994056403636932,0.25861990451812744,0.3886612355709076,0.22853344678878784,0.21178245544433594,0.3815547823905945,0.24304158985614777,0.27043893933296204
teachers,0.21712590754032135,0.18821726739406586,0.17977479100227356,0.14076201617717743,0.2668606638908386,0.25109589099884033,0.2509842813014984,-0.03300878778100014,0.12571024894714355,0.2181895226240158,0.27737662196159363,0.18186038732528687,0.16115237772464752,0.20573484897613525,0.4371052384376526,0.19522249698638916
.,0.41390106081962585,0.40146201848983765,0.5593622326850891,0.3143177330493927,0.4645031690597534,0.41614407300949097,0.50484299659729,-0.013684585690498352,0.29872366786003113,0.29940739274024963,0.5352458953857422,0.22350016236305237,0.2698535919189453,0.3936232924461365,0.2262210100889206,0.4130953550338745
