,in,what,year,was,irene,elizabeth,stroud,convicted,in,a,church,trial,?
convicted,0.2246932089328766,0.16328619420528412,0.2194269448518753,0.28832241892814636,0.08157837390899658,0.19818903505802155,0.2852144241333008,1.0000001192092896,0.2246932089328766,0.2478477954864502,0.24179279804229736,0.49591201543807983,0.18523868918418884
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.188467338681221,0.18559834361076355,0.27496564388275146,0.2246932089328766,1.0,0.539380669593811,0.2493300437927246,0.22061339020729065,0.20430970191955566
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.18815961480140686,0.1767999827861786,0.2476186603307724,0.2478477954864502,0.539380669593811,1.0,0.19588641822338104,0.24950183928012848,0.23916715383529663
church,0.2493300437927246,0.1944202184677124,0.17190417647361755,0.24960921704769135,0.16994300484657288,0.16808924078941345,0.2294096201658249,0.24179279804229736,0.2493300437927246,0.19588641822338104,0.9999999403953552,0.17358002066612244,0.18081501126289368
trial,0.22061339020729065,0.2327587604522705,0.1166781634092331,0.2414487898349762,0.04715362936258316,0.12430956214666367,0.16558927297592163,0.49591201543807983,0.22061339020729065,0.24950183928012848,0.17358002066612244,1.0000001192092896,0.16902455687522888
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.1792483925819397,0.20585080981254578,0.22664183378219604,0.16471627354621887,0.5696388483047485,0.5052502155303955,0.3079429268836975,0.18292099237442017,0.1826142966747284
violating,0.17734862864017487,0.3121029734611511,0.15533585846424103,0.19402647018432617,0.04630279541015625,0.1788834035396576,0.10643523186445236,0.4195518493652344,0.17734862864017487,0.18792375922203064,0.16582579910755157,0.28243160247802734,0.29518213868141174
church,0.2493300437927246,0.1944202184677124,0.17190417647361755,0.24960921704769135,0.16994300484657288,0.16808924078941345,0.2294096201658249,0.24179279804229736,0.2493300437927246,0.19588641822338104,0.9999999403953552,0.17358002066612244,0.18081501126289368
law,0.24850773811340332,0.2145031988620758,0.20950402319431305,0.21553055942058563,0.09146320819854736,0.179423525929451,0.14907127618789673,0.24618275463581085,0.24850773811340332,0.2212858349084854,0.2067168951034546,0.21534866094589233,0.1528988480567932
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.12149805575609207,0.19482557475566864,0.16133913397789001,0.18259413540363312,0.370934396982193,0.32094135880470276,0.135782390832901,0.19645525515079498,0.17966607213020325
engaging,0.19000180065631866,0.2777644097805023,0.16599944233894348,0.11510437726974487,0.10675454139709473,0.18246877193450928,0.1454755663871765,0.26737329363822937,0.19000180065631866,0.25711414217948914,0.07923495769500732,0.11797893047332764,0.2109413743019104
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.188467338681221,0.18559834361076355,0.27496564388275146,0.2246932089328766,1.0,0.539380669593811,0.2493300437927246,0.22061339020729065,0.20430970191955566
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.18815961480140686,0.1767999827861786,0.2476186603307724,0.2478477954864502,0.539380669593811,1.0,0.19588641822338104,0.24950183928012848,0.23916715383529663
lesbian,0.2263808399438858,0.1944192498922348,0.1640678495168686,0.1764945685863495,0.19871260225772858,0.2781519591808319,0.20887374877929688,0.24936425685882568,0.2263808399438858,0.22275809943675995,0.20034834742546082,0.20645840466022491,0.1751367151737213
relationship,0.20233847200870514,0.24358563125133514,0.18191470205783844,0.21654179692268372,0.16655689477920532,0.18330276012420654,0.14017511904239655,0.2301134318113327,0.20233847200870514,0.25691166520118713,0.16622598469257355,0.15084651112556458,0.11361731588840485
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.0754367932677269,-0.004801869858056307,0.10885684192180634,0.057457100600004196,0.04292529076337814,0.092739537358284,-0.02122584730386734,0.03897353261709213,-0.057969775050878525,0.10349778085947037
this,0.45205554366111755,0.5489566326141357,0.24877788126468658,0.3638818562030792,0.11310480535030365,0.1892216056585312,0.15552225708961487,0.11818527430295944,0.45205554366111755,0.5422310829162598,0.18826861679553986,0.24076180160045624,0.3155723512172699
conviction,0.23681873083114624,0.23150503635406494,0.274008184671402,0.28314208984375,0.10814426839351654,0.2468663901090622,0.2587747275829315,0.8017118573188782,0.23681873083114624,0.25149470567703247,0.2263551950454712,0.49815961718559265,0.2248723953962326
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.2519332468509674,0.26819300651550293,0.2688091993331909,0.28832241892814636,0.45514053106307983,0.4508470594882965,0.24960921704769135,0.2414487898349762,0.18412111699581146
later,0.40857815742492676,0.2517229914665222,0.27576395869255066,0.5684447288513184,0.2295399010181427,0.23566442728042603,0.2233315110206604,0.22300206124782562,0.40857815742492676,0.34254932403564453,0.19983288645744324,0.22174981236457825,0.1417175978422165
upheld,0.29483047127723694,0.2762809097766876,0.17599385976791382,0.28265026211738586,0.09197818487882614,0.2297714501619339,0.20336127281188965,0.35758519172668457,0.29483047127723694,0.24785782396793365,0.1957787722349167,0.33445867896080017,0.20348112285137177
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.12149805575609207,0.19482557475566864,0.16133913397789001,0.18259413540363312,0.370934396982193,0.32094135880470276,0.135782390832901,0.19645525515079498,0.17966607213020325
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.1601826250553131,0.19892844557762146,0.19472159445285797,0.13210365176200867,0.6662389636039734,0.5829201340675354,0.23846197128295898,0.20843634009361267,0.22068053483963013
judicial,0.231208935379982,0.23836617171764374,0.14621101319789886,0.17096669971942902,0.1009780615568161,0.22347475588321686,0.1571584790945053,0.310413122177124,0.231208935379982,0.2053520679473877,0.23240439593791962,0.360601007938385,0.1770997941493988
council,0.2689173221588135,0.16933071613311768,0.1741928905248642,0.23921515047550201,0.1387733817100525,0.20877963304519653,0.2112199068069458,0.20763501524925232,0.2689173221588135,0.16385574638843536,0.3278953433036804,0.1486167460680008,0.1160062924027443
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.2607373595237732,0.26568669080734253,0.33574721217155457,0.2643325924873352,0.5201468467712402,0.427140474319458,0.2707274258136749,0.2517271339893341,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.1601826250553131,0.19892844557762146,0.19472159445285797,0.13210365176200867,0.6662389636039734,0.5829201340675354,0.23846197128295898,0.20843634009361267,0.22068053483963013
highest,0.3400614559650421,0.19637788832187653,0.22331452369689941,0.23145779967308044,0.08667931705713272,0.10265970230102539,0.12846830487251282,0.1546671837568283,0.3400614559650421,0.23707912862300873,0.1251726597547531,0.12739218771457672,0.11527936160564423
court,0.2793687880039215,0.23440583050251007,0.21609485149383545,0.2737988233566284,0.1723112165927887,0.1850220113992691,0.17638304829597473,0.42102333903312683,0.2793687880039215,0.23624834418296814,0.2570090889930725,0.4256117343902588,0.17100423574447632
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.188467338681221,0.18559834361076355,0.27496564388275146,0.2246932089328766,1.0,0.539380669593811,0.2493300437927246,0.22061339020729065,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.1601826250553131,0.19892844557762146,0.19472159445285797,0.13210365176200867,0.6662389636039734,0.5829201340675354,0.23846197128295898,0.20843634009361267,0.22068053483963013
denomination,0.19585151970386505,0.24481600522994995,0.24508051574230194,0.17174744606018066,0.13219262659549713,0.14281369745731354,0.10204457491636276,0.21800318360328674,0.19585151970386505,0.262037992477417,0.5308495759963989,0.11410968750715256,0.2643771171569824
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.27962592244148254,0.2499874234199524,0.29110968112945557,0.2039741575717926,0.5591574311256409,0.50484299659729,0.28898224234580994,0.2123202234506607,0.4130953550338745
