,what,type,of,entrepreneurship,leads,to,advancements,in,technology,?
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.26596224308013916,0.2563040852546692,0.4451248347759247,0.3665015995502472,0.4322226941585541,0.24007871747016907,0.264628142118454
food,0.23540689051151276,0.14571574330329895,0.2602803111076355,0.30577191710472107,0.13153591752052307,0.2816076874732971,0.2686930000782013,0.21391697227954865,0.23758704960346222,0.15376032888889313
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3030710518360138,0.28972697257995605,0.48971283435821533,0.341657429933548,0.4954058527946472,0.2333960235118866,0.20544172823429108
shelter,0.2279900163412094,0.1770942062139511,0.1947731077671051,0.19503584504127502,0.18794871866703033,0.2908878028392792,0.22224505245685577,0.23624829947948456,0.13157281279563904,0.13403624296188354
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.17632931470870972,0.18776999413967133,0.30882009863853455,0.16807781159877777,0.3087427020072937,0.15493881702423096,0.40561532974243164
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,-0.05566969886422157,-0.0396161749958992,0.06720756739377975,-0.01575634256005287,0.04765888676047325,-0.06520164012908936,0.0685480609536171
push,0.3135983347892761,0.17592939734458923,0.160488098859787,0.18074920773506165,0.1906285136938095,0.3226611018180847,0.16837239265441895,0.12143252044916153,0.1778734177350998,0.19372594356536865
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.027272075414657593,-0.001687411917373538,-0.009905828163027763,0.0022700554691255093,0.07432962208986282,-0.019447218626737595,0.018684765323996544
motivations,0.3228442072868347,0.1464751660823822,0.20043295621871948,0.3124019205570221,0.2833995819091797,0.3303684890270233,0.36912909150123596,0.22243420779705048,0.18298019468784332,0.2695050835609436
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.19308003783226013,0.17387604713439941,0.31236231327056885,0.1821180135011673,0.3326910734176636,0.16959454119205475,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.281644344329834,0.22268962860107422,0.44245919585227966,0.3273029625415802,0.5201468467712402,0.2817870080471039,0.31091248989105225
whereas,0.32338035106658936,0.21191877126693726,0.34012725949287415,0.1471150815486908,0.31186380982398987,0.33097705245018005,0.2222667932510376,0.27898839116096497,0.10971356183290482,0.1950923502445221
opportunity-based,0.3247430622577667,0.17828994989395142,0.2928767502307892,0.3399270474910736,0.24995361268520355,0.3915044069290161,0.39291682839393616,0.22493569552898407,0.2654358446598053,0.25033992528915405
entrepreneurship,0.1474476456642151,0.14684566855430603,0.21051692962646484,0.9999999403953552,0.16328640282154083,0.2157515585422516,0.3203134834766388,0.19772125780582428,0.3903008997440338,0.20703251659870148
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.18708662688732147,0.29526054859161377,0.42745086550712585,0.19309867918491364,0.5394441485404968,0.20767556130886078,0.22961433231830597
driven,0.22595059871673584,0.1181829571723938,0.21381598711013794,0.22438305616378784,0.2806147336959839,0.269005686044693,0.18402709066867828,0.19754242897033691,0.24169479310512543,0.08021858334541321
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.21264949440956116,0.23493564128875732,0.33534231781959534,0.27038851380348206,0.370934396982193,0.15235473215579987,0.17966607213020325
achievement-oriented,0.21045540273189545,0.1126023530960083,0.3110272288322449,0.3641021251678467,0.22742532193660736,0.267478346824646,0.4533679783344269,0.28393203020095825,0.29097676277160645,0.17006243765354156
motivations,0.3228442072868347,0.1464751660823822,0.20043295621871948,0.3124019205570221,0.2833995819091797,0.3303684890270233,0.36912909150123596,0.22243420779705048,0.18298019468784332,0.2695050835609436
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.17632931470870972,0.18776999413967133,0.30882009863853455,0.16807781159877777,0.3087427020072937,0.15493881702423096,0.40561532974243164
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,-0.05566969886422157,-0.0396161749958992,0.06720756739377975,-0.01575634256005287,0.04765888676047325,-0.06520164012908936,0.0685480609536171
pull,0.27961546182632446,0.1769447922706604,0.20078323781490326,0.08411885052919388,0.21786560118198395,0.35783320665359497,0.147151380777359,0.1557469218969345,0.15128850936889648,0.15722201764583588
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.027272075414657593,-0.001687411917373538,-0.009905828163027763,0.0022700554691255093,0.07432962208986282,-0.019447218626737595,0.018684765323996544
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.19308003783226013,0.17387604713439941,0.31236231327056885,0.1821180135011673,0.3326910734176636,0.16959454119205475,0.42300865054130554
such,0.23989605903625488,0.2636772096157074,0.3209529519081116,0.22036112844944,0.20550167560577393,0.2871878743171692,0.3642025887966156,0.2704046070575714,0.22443680465221405,0.17851735651493073
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.27731525897979736,0.1963365375995636,0.42092081904411316,0.26455268263816833,0.3887844979763031,0.197757288813591,0.27043893933296204
vocation,0.2951297461986542,0.21167682111263275,0.28892406821250916,0.33872124552726746,0.21921434998512268,0.2820538878440857,0.3320018947124481,0.299963116645813,0.2800854742527008,0.22352787852287292
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3030710518360138,0.28972697257995605,0.48971283435821533,0.341657429933548,0.4954058527946472,0.2333960235118866,0.20544172823429108
more,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.20012986660003662,0.21788163483142853,0.47084665298461914,0.36307093501091003,0.32563260197639465,0.2770879864692688,0.27894994616508484
likely,0.4101858139038086,0.20120690762996674,0.2704482078552246,0.1677495688199997,0.22421206533908844,0.41562584042549133,0.14993563294410706,0.21680790185928345,0.16081753373146057,0.35971182584762573
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2157515585422516,0.2697960138320923,1.0,0.324070543050766,0.45010748505592346,0.25372135639190674,0.29463258385658264
involve,0.2820183336734772,0.25222596526145935,0.29347991943359375,0.17791025340557098,0.3218454420566559,0.2812997102737427,0.2907986640930176,0.24140796065330505,0.15433411300182343,0.21596334874629974
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.20892655849456787,0.3400644361972809,0.535392165184021,0.3423151671886444,0.6662389636039734,0.21669498085975647,0.22068053483963013
pursue,0.21410717070102692,0.10572675615549088,0.17194563150405884,0.3500252664089203,0.22875052690505981,0.38036081194877625,0.3233341872692108,0.24436111748218536,0.23743882775306702,0.1284760683774948
of,0.33290785551071167,0.18112817406654358,1.0,0.21051692962646484,0.3671194314956665,0.41548454761505127,0.3280223608016968,0.5696388483047485,0.25238582491874695,0.1826142966747284
new,0.2130378633737564,0.20896777510643005,0.343457967042923,0.19650599360466003,0.177656888961792,0.33159172534942627,0.2141885608434677,0.3758552670478821,0.20034319162368774,0.14782847464084625
products,0.2088814079761505,0.23243467509746552,0.21450084447860718,0.35948646068573,0.13713330030441284,0.2591564655303955,0.3669450283050537,0.21192872524261475,0.32497960329055786,0.20429900288581848
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.281644344329834,0.22268962860107422,0.44245919585227966,0.3273029625415802,0.5201468467712402,0.2817870080471039,0.31091248989105225
services,0.16048473119735718,0.15156874060630798,0.23787347972393036,0.3734150230884552,0.20510074496269226,0.27867045998573303,0.43148505687713623,0.22287973761558533,0.3177862763404846,0.1328447163105011
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.281644344329834,0.22268962860107422,0.44245919585227966,0.3273029625415802,0.5201468467712402,0.2817870080471039,0.31091248989105225
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.17060256004333496,0.25531676411628723,0.38921234011650085,0.29550376534461975,0.3586423695087433,0.1733872890472412,0.32389625906944275
underserved,0.3714505732059479,0.2509586215019226,0.3316451907157898,0.23999793827533722,0.27935704588890076,0.31676697731018066,0.3011636734008789,0.2911645472049713,0.18486706912517548,0.2854955494403839
market,0.12116116285324097,0.13423770666122437,0.1694333702325821,0.2763775885105133,0.08685635775327682,0.23798635601997375,0.2202042043209076,0.27003997564315796,0.25956785678863525,0.12805593013763428
needs,0.3272848129272461,0.2467174381017685,0.17594867944717407,0.21242943406105042,0.23177091777324677,0.3999912142753601,0.24157366156578064,0.18482829630374908,0.22538170218467712,0.34586572647094727
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24007877707481384,0.2178809642791748,0.4645031690597534,0.2859199345111847,0.5591574311256409,0.21310871839523315,0.4130953550338745
