,what,building,material,does,the,entrance,hall,and,flanking,staircases,use,predominantly,?
although,0.24844598770141602,0.1415463387966156,0.22396856546401978,0.3092105984687805,0.3265823423862457,0.16264554858207703,0.08657502382993698,0.334905743598938,0.22862142324447632,0.2433561533689499,0.29689812660217285,0.3520253896713257,0.15541206300258636
the,0.42745697498321533,0.3159640431404114,0.26762521266937256,0.35928019881248474,1.0,0.31372344493865967,0.28526565432548523,0.5171257257461548,0.3443068861961365,0.2993297278881073,0.34342584013938904,0.3429192900657654,0.22068053483963013
galleries,0.17793069779872894,0.35605674982070923,0.21628941595554352,0.17347003519535065,0.27603694796562195,0.30806025862693787,0.2976580858230591,0.3095110058784485,0.22125186026096344,0.47859397530555725,0.21161875128746033,0.1359005570411682,0.1957392692565918
as,0.31749409437179565,0.23924584686756134,0.23267555236816406,0.31202155351638794,0.48381632566452026,0.16445402801036835,0.15170250833034515,0.49487000703811646,0.2655237317085266,0.2524777352809906,0.3453201949596405,0.25797078013420105,0.27043893933296204
originally,0.2645323872566223,0.23760344088077545,0.180521160364151,0.1335451751947403,0.36820849776268005,0.15553757548332214,0.19435568153858185,0.2772660255432129,0.11374704539775848,0.19318623840808868,0.24149583280086517,0.3572213351726532,0.07821967452764511
designed,0.15902110934257507,0.43736663460731506,0.18927666544914246,0.19280755519866943,0.2559613883495331,0.2455693483352661,0.17264008522033691,0.2359010875225067,0.2583780884742737,0.32574719190597534,0.30374231934547424,0.09953492879867554,0.11213942617177963
were,0.22298263013362885,0.18601834774017334,0.23267287015914917,0.046230707317590714,0.3906462490558624,0.18250343203544617,0.21244578063488007,0.42175528407096863,0.2565012574195862,0.2834910750389099,0.26967236399650574,0.2912415564060211,0.17890112102031708
white,0.1410645991563797,0.15952102839946747,0.1808629184961319,0.15679921209812164,0.25492873787879944,0.1538260132074356,0.20713986456394196,0.2696375846862793,0.24057163298130035,0.22566434741020203,0.15639232099056244,0.2360907644033432,0.124679796397686
with,0.2464839518070221,0.1992759108543396,0.22314715385437012,0.26186925172805786,0.4223487675189972,0.1894019991159439,0.15376675128936768,0.5477725267410278,0.2261749804019928,0.2230142056941986,0.3356984257698059,0.2597690522670746,0.2433311939239502
restrained,0.26371070742607117,0.19181570410728455,0.2834240198135376,0.25416675209999084,0.24833732843399048,0.22090430557727814,0.11522352695465088,0.3175644874572754,0.3082403242588043,0.266185998916626,0.3067300617694855,0.24482913315296173,0.15914766490459442
classical,0.22816240787506104,0.1717386692762375,0.1821925789117813,0.1261058896780014,0.20384269952774048,0.17545796930789948,0.17271588742733002,0.3120557963848114,0.12256478518247604,0.2283971905708313,0.2163809984922409,0.22514912486076355,0.18862907588481903
detail,0.3660587966442108,0.15478551387786865,0.29765453934669495,0.18401320278644562,0.25956255197525024,0.19395045936107635,0.12274333089590073,0.23516035079956055,0.20152418315410614,0.3239167630672455,0.2577933371067047,0.11199109256267548,0.25387880206108093
and,0.31309178471565247,0.2593274712562561,0.2923409640789032,0.3461615741252899,0.5171257257461548,0.24038183689117432,0.22863666713237762,1.0,0.263258159160614,0.29552584886550903,0.34145063161849976,0.35241156816482544,0.20544172823429108
mouldings,0.15801677107810974,0.37348446249961853,0.36193740367889404,0.2354263961315155,0.2104157954454422,0.20463430881500244,0.24286553263664246,0.34731945395469666,0.2931663691997528,0.48462432622909546,0.24142208695411682,0.21908091008663177,0.17383788526058197
",",0.3087472915649414,0.2374238669872284,0.2189585268497467,0.28617382049560547,0.4933079481124878,0.14223605394363403,0.2648565471172333,0.6633074283599854,0.2198912650346756,0.2154913693666458,0.3276674151420593,0.2613855004310608,0.31091248989105225
very,0.37053924798965454,0.21803906559944153,0.3519420027732849,0.3347555100917816,0.34171217679977417,0.16380342841148376,0.15157471597194672,0.4546867609024048,0.23240336775779724,0.24456724524497986,0.324998140335083,0.24224118888378143,0.20864155888557434
much,0.45316147804260254,0.2289905697107315,0.35707327723503113,0.38653305172920227,0.35023224353790283,0.13012683391571045,0.11047914624214172,0.38395699858665466,0.18945854902267456,0.18342171609401703,0.38976505398750305,0.28989288210868835,0.23442231118679047
in,0.30808621644973755,0.3256937265396118,0.20527449250221252,0.214483380317688,0.6662389636039734,0.215397909283638,0.23692627251148224,0.4954058527946472,0.2046426385641098,0.24277842044830322,0.2715643048286438,0.3027570843696594,0.20430970191955566
contrast,0.2773490250110626,0.16619673371315002,0.2978913187980652,0.29833805561065674,0.25799670815467834,0.1850287914276123,0.02776993252336979,0.2737886309623718,0.24881498515605927,0.23629717528820038,0.3472338914871216,0.40046724677085876,0.15469981729984283
to,0.455847829580307,0.2658686637878418,0.29219651222229004,0.4391997456550598,0.535392165184021,0.24082104861736298,0.19474083185195923,0.48971283435821533,0.24881266057491302,0.2562372386455536,0.47261837124824524,0.22265128791332245,0.29463258385658264
the,0.42745697498321533,0.3159640431404114,0.26762521266937256,0.35928019881248474,1.0,0.31372344493865967,0.28526565432548523,0.5171257257461548,0.3443068861961365,0.2993297278881073,0.34342584013938904,0.3429192900657654,0.22068053483963013
elaborate,0.2889372706413269,0.2643502950668335,0.3037755787372589,0.16904456913471222,0.19134382903575897,0.27369222044944763,0.15379811823368073,0.2503400444984436,0.23821648955345154,0.34541669487953186,0.3132031559944153,0.12185370177030563,0.25397607684135437
decoration,0.22674773633480072,0.3231984078884125,0.23486486077308655,0.1544165313243866,0.3275705873966217,0.2752227187156677,0.20324364304542542,0.2748916745185852,0.29251450300216675,0.3679388165473938,0.20482583343982697,0.15140186250209808,0.16409437358379364
of,0.33290785551071167,0.26200541853904724,0.27520954608917236,0.3119818866252899,0.733189046382904,0.2534947693347931,0.23551815748214722,0.5116966962814331,0.29930874705314636,0.22887441515922546,0.2750902473926544,0.2868182361125946,0.1826142966747284
the,0.42745697498321533,0.3159640431404114,0.26762521266937256,0.35928019881248474,1.0,0.31372344493865967,0.28526565432548523,0.5171257257461548,0.3443068861961365,0.2993297278881073,0.34342584013938904,0.3429192900657654,0.22068053483963013
victorian,0.15513519942760468,0.27513229846954346,0.10903822630643845,0.16254262626171112,0.2753658890724182,0.21376419067382812,0.2549930810928345,0.30684709548950195,0.2276991903781891,0.28316566348075867,0.2265542596578598,0.1855386346578598,0.07572567462921143
galleries,0.17793069779872894,0.35605674982070923,0.21628941595554352,0.17347003519535065,0.27603694796562195,0.30806025862693787,0.2976580858230591,0.3095110058784485,0.22125186026096344,0.47859397530555725,0.21161875128746033,0.1359005570411682,0.1957392692565918
",",0.3087472915649414,0.2374238669872284,0.2189585268497467,0.28617382049560547,0.4933079481124878,0.14223605394363403,0.2648565471172333,0.6633074283599854,0.2198912650346756,0.2154913693666458,0.3276674151420593,0.2613855004310608,0.31091248989105225
although,0.24844598770141602,0.1415463387966156,0.22396856546401978,0.3092105984687805,0.3265823423862457,0.16264554858207703,0.08657502382993698,0.334905743598938,0.22862142324447632,0.2433561533689499,0.29689812660217285,0.3520253896713257,0.15541206300258636
much,0.45316147804260254,0.2289905697107315,0.35707327723503113,0.38653305172920227,0.35023224353790283,0.13012683391571045,0.11047914624214172,0.38395699858665466,0.18945854902267456,0.18342171609401703,0.38976505398750305,0.28989288210868835,0.23442231118679047
of,0.33290785551071167,0.26200541853904724,0.27520954608917236,0.3119818866252899,0.733189046382904,0.2534947693347931,0.23551815748214722,0.5116966962814331,0.29930874705314636,0.22887441515922546,0.2750902473926544,0.2868182361125946,0.1826142966747284
this,0.5489566326141357,0.29406365752220154,0.38331592082977295,0.4166489243507385,0.6274310946464539,0.20677846670150757,0.12665608525276184,0.42353692650794983,0.3339332044124603,0.22319841384887695,0.4395635426044464,0.2907610535621643,0.3155723512172699
decoration,0.22674773633480072,0.3231984078884125,0.23486486077308655,0.1544165313243866,0.3275705873966217,0.2752227187156677,0.20324364304542542,0.2748916745185852,0.29251450300216675,0.3679388165473938,0.20482583343982697,0.15140186250209808,0.16409437358379364
was,0.22111038863658905,0.237406387925148,0.19338609278202057,0.19302551448345184,0.48711544275283813,0.24333937466144562,0.2961261570453644,0.3740963041782379,0.21571646630764008,0.2057575136423111,0.17744606733322144,0.21522536873817444,0.18412111699581146
removed,0.31197842955589294,0.22647002339363098,0.3107517957687378,0.23185719549655914,0.33493471145629883,0.1542361080646515,0.09600553661584854,0.2386566698551178,0.19904017448425293,0.2154068499803543,0.3202906548976898,0.18452653288841248,0.2955436408519745
in,0.30808621644973755,0.3256937265396118,0.20527449250221252,0.214483380317688,0.6662389636039734,0.215397909283638,0.23692627251148224,0.4954058527946472,0.2046426385641098,0.24277842044830322,0.2715643048286438,0.3027570843696594,0.20430970191955566
the,0.42745697498321533,0.3159640431404114,0.26762521266937256,0.35928019881248474,1.0,0.31372344493865967,0.28526565432548523,0.5171257257461548,0.3443068861961365,0.2993297278881073,0.34342584013938904,0.3429192900657654,0.22068053483963013
early,0.2454567849636078,0.17148379981517792,0.18501728773117065,0.14057663083076477,0.34442198276519775,0.14766336977481842,0.1683018058538437,0.29847630858421326,0.1634451150894165,0.22193391621112823,0.22727534174919128,0.2915530502796173,0.15272949635982513
20th,0.1850772649049759,0.07504455000162125,0.20227017998695374,0.21004360914230347,0.3097512125968933,0.19055789709091187,0.1610443890094757,0.29001447558403015,0.16248753666877747,0.18129606544971466,0.19199194014072418,0.17923587560653687,0.14985637366771698
century,0.20422613620758057,0.2541314363479614,0.14877216517925262,0.09090649336576462,0.3617299497127533,0.20709769427776337,0.17723368108272552,0.2726690471172333,0.1395365297794342,0.24693045020103455,0.21389883756637573,0.3487741947174072,0.1026201918721199
.,0.3567904531955719,0.275610089302063,0.24824832379817963,0.3022993505001068,0.5934505462646484,0.21017757058143616,0.2654685378074646,0.588965117931366,0.21958868205547333,0.19290512800216675,0.3711656630039215,0.19878913462162018,0.4130953550338745
