,after,the,merger,between,abc,and,capital,cities,",",who,became,the,vice,president,of,abc,broadcasting,?
s.,-0.01493161078542471,-0.04539619758725166,0.0861949473619461,-0.019003387540578842,0.050216104835271835,-0.06866887956857681,-0.04052940383553505,-0.04457048326730728,-0.04399429261684418,0.05014374107122421,-0.09666982293128967,-0.04539619758725166,-0.08717948943376541,-0.11523573100566864,-0.10292956233024597,0.050216104835271835,-0.07941263914108276,0.07581593841314316
pierce,0.20912101864814758,0.2549101412296295,0.09963706880807877,0.17965364456176758,0.17887553572654724,0.28316932916641235,0.07820892333984375,0.0770404264330864,0.2930167019367218,0.18739789724349976,0.1591949760913849,0.2549101412296295,0.2551262676715851,0.27869096398353577,0.2293238788843155,0.17887553572654724,0.15085944533348083,0.16230438649654388
was,0.49306565523147583,0.48711544275283813,0.23289446532726288,0.24048170447349548,0.21565799415111542,0.3740963041782379,0.21907466650009155,0.17598430812358856,0.45456063747406006,0.3318818509578705,0.6575068235397339,0.48711544275283813,0.22215546667575836,0.2505730390548706,0.4069072902202606,0.21565799415111542,0.25895166397094727,0.18412111699581146
named,0.4528660774230957,0.3521348536014557,0.1600663661956787,0.18215756118297577,0.2247007191181183,0.23097854852676392,0.1837283968925476,0.12247356027364731,0.2530003488063812,0.38541290163993835,0.30360573530197144,0.3521348536014557,0.17662493884563446,0.15809892117977142,0.2820465862751007,0.2247007191181183,0.11025149375200272,0.1297498345375061
president,0.25286588072776794,0.24330610036849976,0.208293154835701,0.11276297271251678,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.26552814245224,0.22565458714962006,0.2389896661043167,0.24330610036849976,0.7407976388931274,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.24680669605731964,0.14148259162902832
of,0.3867455720901489,0.733189046382904,0.18576329946517944,0.3737983703613281,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.4946078956127167,0.2827862501144409,0.3638904094696045,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.14607268571853638,0.25924646854400635,0.1826142966747284
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.07610002905130386,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.2097204476594925,0.14673753082752228,0.14350707828998566,0.2068762183189392,0.21546274423599243,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.45669859647750854,0.19065172970294952
's,-0.055672239512205124,-0.01540423184633255,-0.03215087205171585,0.006096371449530125,0.06670809537172318,0.06895173341035843,0.01144334115087986,0.006531212944537401,-0.0016132977325469255,0.05599616840481758,0.0067522358149290085,-0.01540423184633255,-0.10362296551465988,-0.08566092699766159,-0.03817026689648628,0.06670809537172318,0.10137476027011871,-0.023395681753754616
broadcasting,0.20283076167106628,0.29916465282440186,0.28820887207984924,0.18035443127155304,0.45669859647750854,0.2752234637737274,0.2508510947227478,0.2035239338874817,0.2411014288663864,0.16948257386684418,0.20118862390518188,0.29916465282440186,0.23817114531993866,0.24680669605731964,0.25924646854400635,0.45669859647750854,1.0,0.10870421677827835
division,0.1850036084651947,0.26203617453575134,0.2633689343929291,0.16768550872802734,0.24142871797084808,0.23460866510868073,0.24500219523906708,0.13940803706645966,0.24344468116760254,0.14196254312992096,0.17131878435611725,0.26203617453575134,0.16837221384048462,0.1618221253156662,0.23579144477844238,0.24142871797084808,0.1897808164358139,0.08900629729032516
;,-0.01834123209118843,0.09152708947658539,0.04463953524827957,0.1024872213602066,-0.0012340332614257932,0.08403264731168747,0.07159299403429031,0.06981710344552994,0.04938793554902077,0.007937713526189327,-0.03601251170039177,0.09152708947658539,-0.03021685592830181,-0.05959305167198181,0.054534342139959335,-0.0012340332614257932,0.0032542117405682802,0.10349778085947037
michael,0.19057516753673553,0.21768254041671753,0.10139031708240509,0.08552202582359314,0.18892745673656464,0.15943403542041779,0.09726586192846298,0.15689709782600403,0.23383702337741852,0.24782328307628632,0.18093304336071014,0.21768254041671753,0.16824035346508026,0.14731059968471527,0.18215155601501465,0.18892745673656464,0.18931764364242554,0.0667748749256134
p.,0.09429018944501877,0.00706930598244071,0.12049127370119095,0.09663451462984085,0.1198115274310112,0.1284850388765335,0.002046974143013358,0.05498950928449631,0.08701876550912857,0.11096447706222534,0.07530258595943451,0.00706930598244071,0.08463247865438461,0.09689101576805115,0.008003096096217632,0.1198115274310112,0.13204887509346008,0.11662347614765167
millardi,0.14547990262508392,0.2649892568588257,0.1366310566663742,0.1054983139038086,0.16844889521598816,0.2608664035797119,0.09732319414615631,0.08949016034603119,0.3300749659538269,0.1950034201145172,0.19946333765983582,0.2649892568588257,0.2734440267086029,0.3049885034561157,0.2072700411081314,0.16844889521598816,0.14428631961345673,0.1605181097984314
became,0.35676637291908264,0.36325156688690186,0.2220185399055481,0.16493314504623413,0.14350707828998566,0.31226563453674316,0.22269992530345917,0.20418477058410645,0.2798398435115814,0.2624726891517639,1.0,0.36325156688690186,0.22111472487449646,0.2389896661043167,0.3638904094696045,0.14350707828998566,0.20118862390518188,0.11374033987522125
vice,0.1791066825389862,0.2412198781967163,0.18750183284282684,0.1553749144077301,0.21546274423599243,0.24808862805366516,0.19552390277385712,0.1582321971654892,0.2756725251674652,0.22284634411334991,0.22111472487449646,0.2412198781967163,0.9999999403953552,0.7407976388931274,0.21141734719276428,0.21546274423599243,0.23817114531993866,0.1369185745716095
president,0.25286588072776794,0.24330610036849976,0.208293154835701,0.11276297271251678,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.26552814245224,0.22565458714962006,0.2389896661043167,0.24330610036849976,0.7407976388931274,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.24680669605731964,0.14148259162902832
of,0.3867455720901489,0.733189046382904,0.18576329946517944,0.3737983703613281,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.4946078956127167,0.2827862501144409,0.3638904094696045,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.14607268571853638,0.25924646854400635,0.1826142966747284
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.07610002905130386,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.2097204476594925,0.14673753082752228,0.14350707828998566,0.2068762183189392,0.21546274423599243,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.45669859647750854,0.19065172970294952
broadcasting,0.20283076167106628,0.29916465282440186,0.28820887207984924,0.18035443127155304,0.45669859647750854,0.2752234637737274,0.2508510947227478,0.2035239338874817,0.2411014288663864,0.16948257386684418,0.20118862390518188,0.29916465282440186,0.23817114531993866,0.24680669605731964,0.25924646854400635,0.45669859647750854,1.0,0.10870421677827835
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.2097204476594925,0.6633074283599854,0.28033894300460815,0.31927579641342163,1.0000001192092896,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.2756725251674652,0.26552814245224,0.4946078956127167,0.2097204476594925,0.2411014288663864,0.31091248989105225
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.6633074283599854,0.41279885172843933,0.31226563453674316,0.5171257257461548,0.24808862805366516,0.23286236822605133,0.5116966962814331,0.16453155875205994,0.2752234637737274,0.20544172823429108
president,0.25286588072776794,0.24330610036849976,0.208293154835701,0.11276297271251678,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.26552814245224,0.22565458714962006,0.2389896661043167,0.24330610036849976,0.7407976388931274,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.24680669605731964,0.14148259162902832
of,0.3867455720901489,0.733189046382904,0.18576329946517944,0.3737983703613281,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.4946078956127167,0.2827862501144409,0.3638904094696045,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.14607268571853638,0.25924646854400635,0.1826142966747284
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.07610002905130386,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.2097204476594925,0.14673753082752228,0.14350707828998566,0.2068762183189392,0.21546274423599243,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.45669859647750854,0.19065172970294952
owned,0.1923900693655014,0.1999378502368927,0.299104243516922,0.1689213365316391,0.2405787706375122,0.2205965667963028,0.17527583241462708,0.1601199358701706,0.21168820559978485,0.3097143769264221,0.2106422781944275,0.1999378502368927,0.144381582736969,0.17972196638584137,0.17190153896808624,0.2405787706375122,0.3176310360431671,0.1288648396730423
stations,0.1799689680337906,0.24762700498104095,0.24771249294281006,0.2545621991157532,0.23858611285686493,0.2687023878097534,0.18798157572746277,0.3223423659801483,0.26337406039237976,0.18933221697807312,0.12795443832874298,0.24762700498104095,0.11151629686355591,0.11916346102952957,0.20414425432682037,0.23858611285686493,0.4571068286895752,0.13192185759544373
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.6633074283599854,0.41279885172843933,0.31226563453674316,0.5171257257461548,0.24808862805366516,0.23286236822605133,0.5116966962814331,0.16453155875205994,0.2752234637737274,0.20544172823429108
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.07610002905130386,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.2097204476594925,0.14673753082752228,0.14350707828998566,0.2068762183189392,0.21546274423599243,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.45669859647750854,0.19065172970294952
video,0.18758004903793335,0.2506899833679199,0.10998263210058212,0.12394917756319046,0.23562908172607422,0.22093096375465393,0.035662613809108734,0.08229811489582062,0.19700543582439423,0.24429279565811157,0.1450151652097702,0.2506899833679199,0.19983716309070587,0.18135839700698853,0.20452004671096802,0.23562908172607422,0.33451947569847107,0.22771678864955902
enterprises,0.19218392670154572,0.24683015048503876,0.2834780216217041,0.12452710419893265,0.256512314081192,0.28385281562805176,0.17709532380104065,0.10104971379041672,0.20471826195716858,0.17647255957126617,0.24611754715442657,0.24683015048503876,0.26992177963256836,0.22373245656490326,0.19872236251831055,0.256512314081192,0.3896828889846802,0.0898420661687851
;,-0.01834123209118843,0.09152708947658539,0.04463953524827957,0.1024872213602066,-0.0012340332614257932,0.08403264731168747,0.07159299403429031,0.06981710344552994,0.04938793554902077,0.007937713526189327,-0.03601251170039177,0.09152708947658539,-0.03021685592830181,-0.05959305167198181,0.054534342139959335,-0.0012340332614257932,0.0032542117405682802,0.10349778085947037
john,0.22597751021385193,0.2230520099401474,0.11574287712574005,0.17043940722942352,0.11342168599367142,0.21634717285633087,0.11814949661493301,0.08854924887418747,0.23961079120635986,0.30388808250427246,0.2204030156135559,0.2230520099401474,0.18351557850837708,0.21517303586006165,0.2407056987285614,0.11342168599367142,0.15896788239479065,0.13162356615066528
b.,-0.027281221002340317,-0.008502916432917118,0.03882541134953499,-0.03815476596355438,-0.03166768327355385,-0.07499837130308151,-0.010551565326750278,0.05761116370558739,0.0028943277429789305,-0.04261862486600876,-0.08585099875926971,-0.008502916432917118,-0.04246557131409645,-0.08066215366125107,-0.0008460881654173136,-0.03166768327355385,-0.06596312671899796,-0.032647255808115005
sias,0.1897895485162735,0.2660619616508484,0.16134324669837952,0.19386835396289825,0.22574517130851746,0.29584845900535583,0.20358112454414368,0.20659255981445312,0.30512332916259766,0.24687924981117249,0.2387630194425583,0.2660619616508484,0.212145134806633,0.193742573261261,0.2353120744228363,0.22574517130851746,0.21153393387794495,0.13557273149490356
was,0.49306565523147583,0.48711544275283813,0.23289446532726288,0.24048170447349548,0.21565799415111542,0.3740963041782379,0.21907466650009155,0.17598430812358856,0.45456063747406006,0.3318818509578705,0.6575068235397339,0.48711544275283813,0.22215546667575836,0.2505730390548706,0.4069072902202606,0.21565799415111542,0.25895166397094727,0.18412111699581146
appointed,0.2690531313419342,0.2626524269580841,0.13211795687675476,0.1467241793870926,0.14275935292243958,0.2608291208744049,0.21407252550125122,0.13785101473331451,0.27665549516677856,0.3215055465698242,0.3777090907096863,0.2626524269580841,0.41476503014564514,0.4252060055732727,0.3280673027038574,0.14275935292243958,0.2505069673061371,0.13895352184772491
president,0.25286588072776794,0.24330610036849976,0.208293154835701,0.11276297271251678,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.26552814245224,0.22565458714962006,0.2389896661043167,0.24330610036849976,0.7407976388931274,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.24680669605731964,0.14148259162902832
of,0.3867455720901489,0.733189046382904,0.18576329946517944,0.3737983703613281,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.4946078956127167,0.2827862501144409,0.3638904094696045,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.14607268571853638,0.25924646854400635,0.1826142966747284
the,0.4565047025680542,1.0,0.2557354271411896,0.39067012071609497,0.2068762183189392,0.5171257257461548,0.3049491047859192,0.2621172070503235,0.4933079481124878,0.3733934462070465,0.36325156688690186,1.0,0.2412198781967163,0.24330610036849976,0.733189046382904,0.2068762183189392,0.29916465282440186,0.22068053483963013
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.07610002905130386,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.2097204476594925,0.14673753082752228,0.14350707828998566,0.2068762183189392,0.21546274423599243,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.45669859647750854,0.19065172970294952
television,0.19225278496742249,0.24569597840309143,0.10048628598451614,0.14901204407215118,0.46871840953826904,0.29514092206954956,0.17207099497318268,0.18378444015979767,0.27995240688323975,0.2515988349914551,0.18646012246608734,0.24569597840309143,0.18144837021827698,0.20052161812782288,0.21995750069618225,0.46871840953826904,0.6134137511253357,0.16825827956199646
network,0.12417551875114441,0.27187061309814453,0.17532873153686523,0.2824346423149109,0.4295894205570221,0.27591994404792786,0.1755395531654358,0.20787976682186127,0.1932937651872635,0.16999904811382294,0.12052763253450394,0.27187061309814453,0.17316477000713348,0.14929509162902832,0.21800683438777924,0.4295894205570221,0.5597359538078308,0.17853789031505585
;,-0.01834123209118843,0.09152708947658539,0.04463953524827957,0.1024872213602066,-0.0012340332614257932,0.08403264731168747,0.07159299403429031,0.06981710344552994,0.04938793554902077,0.007937713526189327,-0.03601251170039177,0.09152708947658539,-0.03021685592830181,-0.05959305167198181,0.054534342139959335,-0.0012340332614257932,0.0032542117405682802,0.10349778085947037
brandon,0.19357170164585114,0.1588345170021057,0.18529339134693146,0.09406138211488724,0.2261970490217209,0.2671293616294861,0.09844601154327393,0.13255582749843597,0.3757055997848511,0.2876533269882202,0.10526924580335617,0.1588345170021057,0.15719816088676453,0.144201397895813,0.12892915308475494,0.2261970490217209,0.10531115531921387,0.2774931490421295
stoddard,0.28640127182006836,0.28115543723106384,0.223738431930542,0.1464814692735672,0.17563003301620483,0.33453869819641113,0.12744303047657013,0.12906084954738617,0.33813074231147766,0.22226780652999878,0.23063810169696808,0.28115543723106384,0.23025287687778473,0.23993468284606934,0.26420968770980835,0.17563003301620483,0.28720033168792725,0.14153771102428436
became,0.35676637291908264,0.36325156688690186,0.2220185399055481,0.16493314504623413,0.14350707828998566,0.31226563453674316,0.22269992530345917,0.20418477058410645,0.2798398435115814,0.2624726891517639,1.0,0.36325156688690186,0.22111472487449646,0.2389896661043167,0.3638904094696045,0.14350707828998566,0.20118862390518188,0.11374033987522125
president,0.25286588072776794,0.24330610036849976,0.208293154835701,0.11276297271251678,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.26552814245224,0.22565458714962006,0.2389896661043167,0.24330610036849976,0.7407976388931274,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.24680669605731964,0.14148259162902832
of,0.3867455720901489,0.733189046382904,0.18576329946517944,0.3737983703613281,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.4946078956127167,0.2827862501144409,0.3638904094696045,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.14607268571853638,0.25924646854400635,0.1826142966747284
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.07610002905130386,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.2097204476594925,0.14673753082752228,0.14350707828998566,0.2068762183189392,0.21546274423599243,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.45669859647750854,0.19065172970294952
entertainment,0.09178155660629272,0.19077853858470917,0.18284012377262115,0.12067923694849014,0.28069135546684265,0.2582898437976837,0.07907360047101974,0.1414288580417633,0.21458542346954346,0.18041250109672546,0.15308763086795807,0.19077853858470917,0.18173223733901978,0.18838873505592346,0.1392667293548584,0.28069135546684265,0.3772093653678894,0.11855241656303406
(,0.2132600098848343,0.33289089798927307,0.201023668050766,0.23924681544303894,0.183883935213089,0.4862271547317505,0.14990387856960297,0.1797657459974289,0.6363511681556702,0.2443375140428543,0.15322089195251465,0.33289089798927307,0.2118174284696579,0.2037333846092224,0.35032153129577637,0.183883935213089,0.25321096181869507,0.40561532974243164
a,0.3831600844860077,0.5829201340675354,0.20794767141342163,0.29385313391685486,0.21331243216991425,0.3739250600337982,0.16007359325885773,0.18820415437221527,0.427140474319458,0.36608949303627014,0.28774285316467285,0.5829201340675354,0.13536539673805237,0.16959697008132935,0.5052502155303955,0.21331243216991425,0.2170335054397583,0.23916715383529663
position,0.19508057832717896,0.3183514177799225,0.13610908389091492,0.16931575536727905,0.1637340784072876,0.22603030502796173,0.15000832080841064,0.20182229578495026,0.1771278828382492,0.2597297430038452,0.21057558059692383,0.3183514177799225,0.2697749733924866,0.19582977890968323,0.23636478185653687,0.1637340784072876,0.17351382970809937,0.15529610216617584
to,0.37890323996543884,0.535392165184021,0.11012744158506393,0.3639189600944519,0.1762417107820511,0.48971283435821533,0.1844596415758133,0.20735321938991547,0.44245919585227966,0.42656609416007996,0.20401327311992645,0.535392165184021,0.2266794741153717,0.21247753500938416,0.41548454761505127,0.1762417107820511,0.23729375004768372,0.29463258385658264
which,0.3217443823814392,0.6521818041801453,0.20221349596977234,0.395174115896225,0.1991286277770996,0.506277859210968,0.20400890707969666,0.21391116082668304,0.3658004403114319,0.3688730001449585,0.17613163590431213,0.6521818041801453,0.12180701643228531,0.15872660279273987,0.5011631846427917,0.1991286277770996,0.29356762766838074,0.25814583897590637
he,0.3936046361923218,0.4571082592010498,0.1745409220457077,0.20695680379867554,0.22597992420196533,0.45427167415618896,0.22468039393424988,0.21137064695358276,0.40251094102859497,0.5500732064247131,0.4161640405654907,0.4571082592010498,0.2833155393600464,0.28017905354499817,0.38706058263778687,0.22597992420196533,0.26727622747421265,0.2089974731206894
had,0.4133172631263733,0.3875846862792969,0.1675889641046524,0.28245165944099426,0.18355661630630493,0.3872550129890442,0.12524351477622986,0.17618517577648163,0.35487717390060425,0.36173108220100403,0.4615839719772339,0.3875846862792969,0.18722733855247498,0.20116457343101501,0.37755560874938965,0.18355661630630493,0.1278306245803833,0.20728366076946259
been,0.2954521179199219,0.3563927710056305,0.17207111418247223,0.16697090864181519,0.19288167357444763,0.3424558639526367,0.11704083532094955,0.16285854578018188,0.34873589873313904,0.3295723795890808,0.3113580644130707,0.3563927710056305,0.1625310331583023,0.14658920466899872,0.31685134768486023,0.19288167357444763,0.15299642086029053,0.24354910850524902
appointed,0.2690531313419342,0.2626524269580841,0.13211795687675476,0.1467241793870926,0.14275935292243958,0.2608291208744049,0.21407252550125122,0.13785101473331451,0.27665549516677856,0.3215055465698242,0.3777090907096863,0.2626524269580841,0.41476503014564514,0.4252060055732727,0.3280673027038574,0.14275935292243958,0.2505069673061371,0.13895352184772491
in,0.44050168991088867,0.6662389636039734,0.22860760986804962,0.41100412607192993,0.1697147786617279,0.4954058527946472,0.3233928978443146,0.32293570041656494,0.5201468467712402,0.2792111933231354,0.31047213077545166,0.6662389636039734,0.14977192878723145,0.18811661005020142,0.5696388483047485,0.1697147786617279,0.27609771490097046,0.20430970191955566
november,0.30227309465408325,0.25734350085258484,0.2011580467224121,0.10055901855230331,0.2094985395669937,0.28525662422180176,0.1844261735677719,0.1375681310892105,0.4120670258998871,0.2615586519241333,0.2418605536222458,0.25734350085258484,0.21400238573551178,0.29883402585983276,0.19941139221191406,0.2094985395669937,0.23290589451789856,0.3159552216529846
1985,0.02525329403579235,0.02310241386294365,0.1661621779203415,0.04323907196521759,0.07137808203697205,0.10228481888771057,0.08095449209213257,0.03658384829759598,0.10430982708930969,0.09514728933572769,0.03290257230401039,0.02310241386294365,0.0893210843205452,0.09362290799617767,0.01818043366074562,0.07137808203697205,0.07341545820236206,-0.03005216084420681
),0.24162524938583374,0.3456730246543884,0.21607519686222076,0.2502231299877167,0.18381085991859436,0.4961937665939331,0.1791568249464035,0.18068154156208038,0.63033527135849,0.2457384318113327,0.19107717275619507,0.3456730246543884,0.1855180263519287,0.1912459284067154,0.3680361211299896,0.18381085991859436,0.22697988152503967,0.42300865054130554
;,-0.01834123209118843,0.09152708947658539,0.04463953524827957,0.1024872213602066,-0.0012340332614257932,0.08403264731168747,0.07159299403429031,0.06981710344552994,0.04938793554902077,0.007937713526189327,-0.03601251170039177,0.09152708947658539,-0.03021685592830181,-0.05959305167198181,0.054534342139959335,-0.0012340332614257932,0.0032542117405682802,0.10349778085947037
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.6633074283599854,0.41279885172843933,0.31226563453674316,0.5171257257461548,0.24808862805366516,0.23286236822605133,0.5116966962814331,0.16453155875205994,0.2752234637737274,0.20544172823429108
roone,0.2518129348754883,0.24336695671081543,0.15739378333091736,0.09222777187824249,0.30657878518104553,0.31292465329170227,0.18012890219688416,0.09241966158151627,0.28593817353248596,0.3240370750427246,0.1738436222076416,0.24336695671081543,0.2803311347961426,0.2821989953517914,0.21601058542728424,0.30657878518104553,0.2037990540266037,0.21176548302173615
arledge,0.2165616899728775,0.38004153966903687,0.15697285532951355,0.2569710314273834,0.31692740321159363,0.3658708930015564,0.2260274738073349,0.20763643085956573,0.38625943660736084,0.23872581124305725,0.1526997983455658,0.38004153966903687,0.11231836676597595,0.168301522731781,0.382069855928421,0.31692740321159363,0.3033773899078369,0.30967646837234497
became,0.35676637291908264,0.36325156688690186,0.2220185399055481,0.16493314504623413,0.14350707828998566,0.31226563453674316,0.22269992530345917,0.20418477058410645,0.2798398435115814,0.2624726891517639,1.0,0.36325156688690186,0.22111472487449646,0.2389896661043167,0.3638904094696045,0.14350707828998566,0.20118862390518188,0.11374033987522125
president,0.25286588072776794,0.24330610036849976,0.208293154835701,0.11276297271251678,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.26552814245224,0.22565458714962006,0.2389896661043167,0.24330610036849976,0.7407976388931274,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.24680669605731964,0.14148259162902832
of,0.3867455720901489,0.733189046382904,0.18576329946517944,0.3737983703613281,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.4946078956127167,0.2827862501144409,0.3638904094696045,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.14607268571853638,0.25924646854400635,0.1826142966747284
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.07610002905130386,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.2097204476594925,0.14673753082752228,0.14350707828998566,0.2068762183189392,0.21546274423599243,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.45669859647750854,0.19065172970294952
news,0.18608851730823517,0.2294066995382309,0.13742701709270477,0.10245431214570999,0.40620431303977966,0.21898822486400604,0.1487765610218048,0.1475791037082672,0.25081464648246765,0.17873786389827728,0.19235973060131073,0.2294066995382309,0.21482904255390167,0.1919996291399002,0.1894020140171051,0.40620431303977966,0.46115806698799133,0.1899169683456421
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.6633074283599854,0.41279885172843933,0.31226563453674316,0.5171257257461548,0.24808862805366516,0.23286236822605133,0.5116966962814331,0.16453155875205994,0.2752234637737274,0.20544172823429108
