,le,grand,concludes,that,an,author,'s,words,offer,only,what,they,intended,for,them,to,imply,regarding,this,type,of,terminology,?
terminology,0.1105993464589119,0.08838123083114624,0.25005289912223816,0.26614853739738464,0.24952180683612823,0.20638801157474518,0.046485885977745056,0.3781638443470001,0.12771689891815186,0.19239304959774017,0.2633272409439087,0.18748533725738525,0.27701669931411743,0.29132652282714844,0.170149028301239,0.17471660673618317,0.19966159760951996,0.23702381551265717,0.3033497929573059,0.23241832852363586,0.19657523930072784,1.0,0.2055031955242157
has,0.11739680171012878,0.22153452038764954,0.19414806365966797,0.41272613406181335,0.2991473078727722,0.15521103143692017,-0.040683966130018234,0.176900252699852,0.22990621626377106,0.4251205623149872,0.20338068902492523,0.3512192368507385,0.1407361775636673,0.450642853975296,0.22823691368103027,0.3619994819164276,0.21547053754329681,0.2544443905353546,0.4198763072490692,0.1795734018087387,0.3909035325050354,0.1449040025472641,0.15994466841220856
no,0.10032942146062851,0.1368524134159088,0.20268726348876953,0.41830796003341675,0.19335412979125977,0.17210441827774048,0.04497740417718887,0.1955418884754181,0.1469646543264389,0.4522853493690491,0.339326947927475,0.3022885322570801,0.24459317326545715,0.306581974029541,0.3022957444190979,0.30015695095062256,0.28349870443344116,0.3212354779243469,0.47783583402633667,0.20265884697437286,0.24809792637825012,0.17883522808551788,0.32165053486824036
more,0.13609515130519867,0.13038545846939087,0.24549102783203125,0.4813884496688843,0.316240519285202,0.0885491743683815,0.032942235469818115,0.26972487568855286,0.33814647793769836,0.46864160895347595,0.3484537899494171,0.4636705815792084,0.27940335869789124,0.3891189992427826,0.4907491207122803,0.47084665298461914,0.29347893595695496,0.295168399810791,0.5430014133453369,0.2277899980545044,0.30478984117507935,0.21422025561332703,0.27894994616508484
(,0.19898760318756104,0.20479898154735565,0.1237243115901947,0.2264307141304016,0.286407470703125,0.27995461225509644,0.0012731997994706035,0.2528259754180908,0.17126749455928802,0.30817532539367676,0.2411840260028839,0.22770340740680695,0.13209833204746246,0.3357032239437103,0.2401011437177658,0.30882009863853455,0.18388886749744415,0.22490347921848297,0.3388223350048065,0.1677488386631012,0.35032153129577637,0.19445699453353882,0.40561532974243164
or,0.15142077207565308,0.15881681442260742,0.206663116812706,0.4729836881160736,0.3096676766872406,0.21844704449176788,0.06871571391820908,0.3329627513885498,0.2678183913230896,0.42634648084640503,0.33867141604423523,0.4633304476737976,0.3341187536716461,0.4111599624156952,0.4516362249851227,0.38921234011650085,0.3682415783405304,0.2914162874221802,0.4406825602054596,0.38183850049972534,0.3792596757411957,0.32235148549079895,0.32389625906944275
no,0.10032942146062851,0.1368524134159088,0.20268726348876953,0.41830796003341675,0.19335412979125977,0.17210441827774048,0.04497740417718887,0.1955418884754181,0.1469646543264389,0.4522853493690491,0.339326947927475,0.3022885322570801,0.24459317326545715,0.306581974029541,0.3022957444190979,0.30015695095062256,0.28349870443344116,0.3212354779243469,0.47783583402633667,0.20265884697437286,0.24809792637825012,0.17883522808551788,0.32165053486824036
less,0.17242085933685303,0.09299223124980927,0.23429416120052338,0.42165717482566833,0.24461770057678223,0.03435269743204117,-0.06965893507003784,0.2560255229473114,0.29409754276275635,0.4928133487701416,0.31119704246520996,0.39704006910324097,0.25765228271484375,0.3358951508998871,0.40375879406929016,0.38397523760795593,0.29406431317329407,0.20284470915794373,0.4385764002799988,0.2475823312997818,0.30836719274520874,0.154500350356102,0.22418740391731262
),0.20177094638347626,0.21498210728168488,0.11752445250749588,0.23478686809539795,0.2873353958129883,0.28041529655456543,0.021107977256178856,0.25222504138946533,0.18990080058574677,0.31837013363838196,0.26259949803352356,0.22818082571029663,0.13285088539123535,0.3639558255672455,0.24844101071357727,0.31236231327056885,0.1783742606639862,0.21828092634677887,0.3621573746204376,0.18612703680992126,0.3680361211299896,0.20750553905963898,0.42300865054130554
meaning,0.11655566841363907,0.14584483206272125,0.23203839361667633,0.3256663978099823,0.20769064128398895,0.12337220460176468,0.05367003753781319,0.5447025895118713,0.10384048521518707,0.29622483253479004,0.24135559797286987,0.2756049335002899,0.24131445586681366,0.2563263475894928,0.22949333488941193,0.24619491398334503,0.34745270013809204,0.18790297210216522,0.302217036485672,0.17157350480556488,0.2447882443666458,0.32293978333473206,0.20420892536640167
than,0.091519795358181,0.09294825792312622,0.2775782346725464,0.4891277849674225,0.2493579238653183,0.11538855731487274,0.0585811510682106,0.24275696277618408,0.3393939435482025,0.4272705018520355,0.29388150572776794,0.3383907079696655,0.22972320020198822,0.30793827772140503,0.37931621074676514,0.3192550539970398,0.34722933173179626,0.2226802408695221,0.42539164423942566,0.21065692603588104,0.33036211133003235,0.1979050636291504,0.24917294085025787
the,0.18814682960510254,0.305169016122818,0.3040708303451538,0.5473989248275757,0.4207492768764496,0.199458509683609,-0.01540423184633255,0.29205581545829773,0.21118608117103577,0.5497692227363586,0.42745697498321533,0.49925389885902405,0.29853108525276184,0.4739971458911896,0.4788833558559418,0.535392165184021,0.22735881805419922,0.29280903935432434,0.6274310946464539,0.21819381415843964,0.733189046382904,0.2509952485561371,0.22068053483963013
individual,0.11218294501304626,0.15870848298072815,0.23716621100902557,0.3969862163066864,0.2758936285972595,0.15944278240203857,0.007690947037190199,0.2224641740322113,0.2654731273651123,0.3254595696926117,0.34021541476249695,0.35597726702690125,0.3659113645553589,0.33574938774108887,0.38540035486221313,0.3278317153453827,0.2753191888332367,0.32471856474876404,0.38206401467323303,0.24401681125164032,0.3372420072555542,0.25598612427711487,0.2058374285697937
orator,0.2187490165233612,0.0765409842133522,0.2199724316596985,0.16795043647289276,0.25280722975730896,0.43757274746894836,0.060389310121536255,0.20689497888088226,0.1704292744398117,0.08860639482736588,0.22891223430633545,0.08051138371229172,0.14645616710186005,0.21512947976589203,0.17674994468688965,0.16036511957645416,0.1806570142507553,0.1446288526058197,0.20952251553535461,0.0877818688750267,0.23374220728874207,0.18901731073856354,0.1251567155122757
intends,0.17952761054039001,0.1335550993680954,0.3062274158000946,0.3246948719024658,0.22753597795963287,0.23143869638442993,0.013344849459826946,0.21782846748828888,0.24454988539218903,0.22118280827999115,0.3123054504394531,0.24473966658115387,0.6911398768424988,0.2507864236831665,0.3369706869125366,0.4455118179321289,0.3038753867149353,0.3254225254058838,0.2547128200531006,0.06962551921606064,0.20474135875701904,0.15795941650867462,0.1959061473608017
it,0.1388491988182068,0.22983503341674805,0.18208830058574677,0.5921133160591125,0.39472338557243347,0.1716775894165039,0.06608816236257553,0.2880515158176422,0.18560080230236053,0.46795082092285156,0.45803478360176086,0.44394949078559875,0.28129705786705017,0.32171204686164856,0.44355401396751404,0.513711154460907,0.23026475310325623,0.21965941786766052,0.6107783317565918,0.22145579755306244,0.38761502504348755,0.2623061239719391,0.25732165575027466
to,0.1187211275100708,0.21583840250968933,0.25151991844177246,0.5436353087425232,0.3138085603713989,0.17901532351970673,0.03782717138528824,0.31468597054481506,0.34615713357925415,0.5096819996833801,0.455847829580307,0.5452046394348145,0.48327770829200745,0.4451248347759247,0.5916602611541748,1.0,0.2855857014656067,0.29117533564567566,0.5759071707725525,0.19930607080459595,0.41548454761505127,0.17471660673618317,0.29463258385658264
have,0.10999216139316559,0.17955395579338074,0.2410735934972763,0.6182622313499451,0.22897054255008698,0.08720598369836807,-0.02807004563510418,0.25717443227767944,0.3601875603199005,0.5199421048164368,0.39808809757232666,0.6542890071868896,0.23711374402046204,0.41175219416618347,0.5357621312141418,0.4544740617275238,0.36579689383506775,0.36691728234291077,0.4660032093524933,0.242574080824852,0.3802283704280853,0.19872218370437622,0.32991164922714233
.,0.17469188570976257,0.22995266318321228,0.16753333806991577,0.4460422694683075,0.3581749200820923,0.21841131150722504,-0.003708066651597619,0.24427732825279236,0.23210087418556213,0.49507418274879456,0.3567904531955719,0.4510921239852905,0.18925566971302032,0.4726039469242096,0.39945515990257263,0.4645031690597534,0.10177677869796753,0.27343305945396423,0.500583827495575,0.23195341229438782,0.5352458953857422,0.19457882642745972,0.4130953550338745
'',0.008904936723411083,0.13139759004116058,-0.006461316253989935,0.007880004122853279,0.09471100568771362,0.08537522703409195,-0.04859459400177002,0.01894891820847988,0.00034824403701350093,-0.015845878049731255,0.08143015950918198,-0.006317874416708946,0.03961759805679321,-0.04479556903243065,-0.061781175434589386,-0.009905828163027763,0.0928068608045578,0.023724932223558426,0.015337302349507809,0.054222505539655685,0.13035868108272552,0.08463027328252792,0.018684765323996544
,le,grand,concludes,that,an,author,'s,words,offer,only,what,they,intended,for,them,to,imply,regarding,this,type,of,terminology,?
he,0.18077747523784637,0.21114638447761536,0.16755004227161407,0.36068853735923767,0.281929612159729,0.27487581968307495,0.024063590914011,0.2252577841281891,0.1982349306344986,0.31580641865730286,0.3114890456199646,0.4156855344772339,0.16135427355766296,0.4540175199508667,0.3947606682777405,0.385390967130661,0.13111747801303864,0.15882879495620728,0.3176022469997406,0.11091722548007965,0.38706058263778687,0.1476978361606598,0.2089974731206894
encourages,0.2054423838853836,0.11851424723863602,0.22720171511173248,0.34891459345817566,0.18787121772766113,0.16871199011802673,-0.011870121583342552,0.284555584192276,0.38747331500053406,0.28849220275878906,0.27430662512779236,0.3359803855419159,0.36832699179649353,0.29752254486083984,0.4984295964241028,0.38671234250068665,0.24426250159740448,0.38398435711860657,0.29145243763923645,0.1571664661169052,0.2592395544052124,0.2280183583498001,0.24308010935783386
a,0.21668682992458344,0.22816790640354156,0.25573670864105225,0.47537946701049805,0.44552403688430786,0.2428053617477417,0.04866964742541313,0.32116660475730896,0.20917463302612305,0.47549712657928467,0.3320399522781372,0.3528250455856323,0.31608664989471436,0.44038116931915283,0.3151612877845764,0.45503583550453186,0.22465002536773682,0.22400012612342834,0.5422310829162598,0.3813284635543823,0.5052502155303955,0.2895476818084717,0.23916715383529663
distinction,0.08408252149820328,0.16300876438617706,0.34270763397216797,0.3721071779727936,0.20569775998592377,0.18820852041244507,-0.00588699895888567,0.27054476737976074,0.23752467334270477,0.3288915157318115,0.33474257588386536,0.253969669342041,0.2676704525947571,0.30443647503852844,0.264022558927536,0.2317284345626831,0.3625492453575134,0.3534713089466095,0.39467284083366394,0.24489286541938782,0.30949485301971436,0.3697746694087982,0.15412788093090057
between,0.12451037764549255,0.14777736365795135,0.27881869673728943,0.299440860748291,0.18003802001476288,0.06962686032056808,0.006096371449530125,0.20553942024707794,0.19015203416347504,0.3298133313655853,0.2462156116962433,0.26771068572998047,0.20672528445720673,0.24671313166618347,0.27268412709236145,0.3639189600944519,0.1843370497226715,0.24667923152446747,0.29040461778640747,0.13229937851428986,0.3737983703613281,0.1627841740846634,0.12887074053287506
lawful,0.09137634932994843,0.15251921117305756,0.31130996346473694,0.35893890261650085,0.22905144095420837,0.1283216029405594,0.08612697571516037,0.21414802968502045,0.22739416360855103,0.3125942051410675,0.3231540322303772,0.3027492165565491,0.2899237275123596,0.23538939654827118,0.3277765214443207,0.26875412464141846,0.3358705937862396,0.37793320417404175,0.32444244623184204,0.15863589942455292,0.23920580744743347,0.2512679994106293,0.19633424282073975
protest,0.10260220617055893,0.10100003331899643,0.18286117911338806,0.2501324415206909,0.20804888010025024,0.17344367504119873,-0.0016888814279809594,0.13771523535251617,0.21691575646400452,0.16306324303150177,0.20248152315616608,0.23475071787834167,0.18695521354675293,0.24352872371673584,0.2604514956474304,0.22359536588191986,0.10663360357284546,0.2719820737838745,0.26792335510253906,0.09403293579816818,0.24564224481582642,0.10847342759370804,0.1878921240568161
demonstration,0.08886875957250595,0.10448979586362839,0.2637483775615692,0.29460325837135315,0.18899418413639069,0.15596456825733185,-0.0541977621614933,0.07597670704126358,0.20446540415287018,0.21505311131477356,0.19416043162345886,0.2019132524728775,0.25496482849121094,0.3196171522140503,0.22058919072151184,0.23557595908641815,0.19706735014915466,0.2830546200275421,0.33372339606285095,0.16577105224132538,0.24823273718357086,0.2010641098022461,0.13217706978321075
",",0.1742672175168991,0.29582488536834717,0.25500860810279846,0.4137537479400635,0.3581022024154663,0.3292938470840454,-0.0016132977325469255,0.2805471420288086,0.2830800712108612,0.4220978021621704,0.3087472915649414,0.390799880027771,0.18479764461517334,0.4464869201183319,0.3985835015773773,0.44245919585227966,0.20758846402168274,0.2758248746395111,0.4316047728061676,0.1804078221321106,0.4946078956127167,0.23080453276634216,0.31091248989105225
nonviolent,0.12036479264497757,0.05741273611783981,0.24704226851463318,0.3338908851146698,0.2698172628879547,0.23326346278190613,0.11726100742816925,0.1989084780216217,0.21420621871948242,0.25760263204574585,0.27531832456588745,0.2615446150302887,0.26250460743904114,0.2900647819042206,0.28538617491722107,0.2635366916656494,0.21054545044898987,0.3525926172733307,0.2692314386367798,0.14284296333789825,0.2696565091609955,0.195662721991539,0.23365403711795807
civil,0.1424577683210373,0.11512083560228348,0.1948457956314087,0.16867391765117645,0.15803322196006775,0.21710513532161713,-0.06354409456253052,0.13701316714286804,0.12900470197200775,0.1800847351551056,0.15091551840305328,0.14507707953453064,0.18842537701129913,0.1685788929462433,0.15839408338069916,0.2019355595111847,0.10107099264860153,0.27119705080986023,0.24196121096611023,0.05067194625735283,0.24698495864868164,0.08912484347820282,0.1494513899087906
disobedience,0.2099427580833435,0.2076214998960495,0.3103841245174408,0.3551425039768219,0.24747906625270844,0.2827106714248657,0.027719656005501747,0.2482956498861313,0.20981504023075104,0.22540675103664398,0.3298627436161041,0.3148254156112671,0.34397390484809875,0.23370130360126495,0.3491825461387634,0.30665844678878784,0.2346217781305313,0.3454584777355194,0.3574272096157074,0.13337014615535736,0.31932318210601807,0.22011755406856537,0.19890835881233215
",",0.1742672175168991,0.29582488536834717,0.25500860810279846,0.4137537479400635,0.3581022024154663,0.3292938470840454,-0.0016132977325469255,0.2805471420288086,0.2830800712108612,0.4220978021621704,0.3087472915649414,0.390799880027771,0.18479764461517334,0.4464869201183319,0.3985835015773773,0.44245919585227966,0.20758846402168274,0.2758248746395111,0.4316047728061676,0.1804078221321106,0.4946078956127167,0.23080453276634216,0.31091248989105225
and,0.15070271492004395,0.24639178812503815,0.19984479248523712,0.4731321930885315,0.2838519215583801,0.290119469165802,0.06895173341035843,0.26495280861854553,0.3224562108516693,0.4542345404624939,0.31309178471565247,0.5073080658912659,0.21507462859153748,0.5064792633056641,0.48717668652534485,0.48971283435821533,0.17614416778087616,0.3182925879955292,0.42353692650794983,0.16898801922798157,0.5116966962814331,0.2263316512107849,0.20544172823429108
violent,0.08941787481307983,0.07824394851922989,0.21672555804252625,0.275726854801178,0.22530721127986908,0.10330971330404282,0.07722102105617523,0.14263850450515747,0.11369813233613968,0.19042284786701202,0.20861265063285828,0.2170354723930359,0.18595904111862183,0.1996546983718872,0.20654138922691345,0.19071756303310394,0.11407648026943207,0.2227219045162201,0.2276996672153473,0.10867295414209366,0.23184357583522797,0.09808775037527084,0.1652229279279709
civil,0.1424577683210373,0.11512083560228348,0.1948457956314087,0.16867391765117645,0.15803322196006775,0.21710513532161713,-0.06354409456253052,0.13701316714286804,0.12900470197200775,0.1800847351551056,0.15091551840305328,0.14507707953453064,0.18842537701129913,0.1685788929462433,0.15839408338069916,0.2019355595111847,0.10107099264860153,0.27119705080986023,0.24196121096611023,0.05067194625735283,0.24698495864868164,0.08912484347820282,0.1494513899087906
disobedience,0.2099427580833435,0.2076214998960495,0.3103841245174408,0.3551425039768219,0.24747906625270844,0.2827106714248657,0.027719656005501747,0.2482956498861313,0.20981504023075104,0.22540675103664398,0.3298627436161041,0.3148254156112671,0.34397390484809875,0.23370130360126495,0.3491825461387634,0.30665844678878784,0.2346217781305313,0.3454584777355194,0.3574272096157074,0.13337014615535736,0.31932318210601807,0.22011755406856537,0.19890835881233215
.,0.17469188570976257,0.22995266318321228,0.16753333806991577,0.4460422694683075,0.3581749200820923,0.21841131150722504,-0.003708066651597619,0.24427732825279236,0.23210087418556213,0.49507418274879456,0.3567904531955719,0.4510921239852905,0.18925566971302032,0.4726039469242096,0.39945515990257263,0.4645031690597534,0.10177677869796753,0.27343305945396423,0.500583827495575,0.23195341229438782,0.5352458953857422,0.19457882642745972,0.4130953550338745
