,what,is,the,minimum,distance,between,a,patient,'s,home,and,the,nearest,pharmacy,that,allows,a,physician,in,austria,to,give,out,medicine,?
away,0.2797873020172119,0.21884818375110626,0.29030847549438477,0.16550783812999725,0.3761405944824219,0.22898410260677338,0.2577407658100128,0.17924167215824127,0.05464960262179375,0.4125221073627472,0.3249220848083496,0.29030847549438477,0.3931051194667816,0.14742633700370789,0.345943808555603,0.19788087904453278,0.2577407658100128,0.048643648624420166,0.2264246642589569,0.12964381277561188,0.36056286096572876,0.28642451763153076,0.45128533244132996,0.13052745163440704,0.15156377851963043
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2227497547864914,0.22692032158374786,0.27714940905570984,0.427140474319458,0.1891828030347824,-0.0016132977325469255,0.2790627181529999,0.6633074283599854,0.4933079481124878,0.2442079484462738,0.19815339148044586,0.4137537479400635,0.18241192400455475,0.427140474319458,0.22756336629390717,0.5201468467712402,0.22571246325969696,0.44245919585227966,0.2844066619873047,0.3161109685897827,0.2526143491268158,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.3239472806453705,0.23200936615467072,0.22536349296569824,0.48853766918182373,0.3113284707069397,0.06871571391820908,0.16767795383930206,0.4713204801082611,0.4174870550632477,0.24291731417179108,0.2103249877691269,0.4729836881160736,0.3890122175216675,0.48853766918182373,0.14814069867134094,0.3586423695087433,0.1751154661178589,0.38921234011650085,0.34672385454177856,0.30417007207870483,0.258145809173584,0.32389625906944275
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.2191191017627716,0.2530744671821594,0.38496607542037964,0.40997210144996643,0.20016412436962128,0.0007701900321990252,0.2877289652824402,0.43859338760375977,0.5003893971443176,0.3354754149913788,0.27826401591300964,0.4876193106174469,0.2959964871406555,0.40997210144996643,0.1485566943883896,0.5344807505607605,0.19844335317611694,0.47735077142715454,0.28533127903938293,0.4094439148902893,0.21396130323410034,0.24793872237205505
none,0.2637794017791748,0.12371751666069031,0.2426847517490387,0.17218920588493347,0.13081784546375275,0.11713813990354538,0.13734477758407593,0.17192292213439941,0.02524063177406788,0.13220639526844025,0.2669706642627716,0.2426847517490387,0.09464412927627563,0.04823574051260948,0.3482743501663208,0.21752484142780304,0.13734477758407593,0.07654350250959396,0.18694308400154114,0.16085155308246613,0.24113355576992035,0.26506057381629944,0.17514513432979584,0.07803982496261597,0.23397447168827057
is,0.28837618231773376,1.0,0.5823672413825989,0.21026945114135742,0.2458917796611786,0.26809602975845337,0.658733606338501,0.23460286855697632,0.02396530658006668,0.22316986322402954,0.3859752118587494,0.5823672413825989,0.29425695538520813,0.16101746261119843,0.3995479643344879,0.2976554334163666,0.658733606338501,0.1387769728899002,0.5394441485404968,0.11112981289625168,0.42745086550712585,0.25632646679878235,0.2817855477333069,0.13468733429908752,0.22961433231830597
registered,0.18316222727298737,0.1567090004682541,0.23383188247680664,0.17677003145217896,0.18767838180065155,0.15530622005462646,0.27873045206069946,0.1991916298866272,0.07652834802865982,0.20176434516906738,0.15022504329681396,0.23383188247680664,0.12721951305866241,0.33093932271003723,0.27147117257118225,0.19184638559818268,0.27873045206069946,0.20486392080783844,0.193543940782547,0.13283158838748932,0.2159089893102646,0.21109648048877716,0.18249937891960144,0.17140214145183563,0.24155336618423462
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.16051530838012695,0.1782536804676056,0.41100412607192993,0.539380669593811,0.18493591248989105,-0.037580832839012146,0.30467477440834045,0.4954058527946472,0.6662389636039734,0.2643829584121704,0.22082467377185822,0.435920387506485,0.21322472393512726,0.539380669593811,0.18979662656784058,1.0,0.24159443378448486,0.45010748505592346,0.20895415544509888,0.3576207756996155,0.2281779944896698,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.26146480441093445,0.39067012071609497,0.5829201340675354,0.2195289433002472,-0.01540423184633255,0.28978195786476135,0.5171257257461548,1.0,0.27377554774284363,0.1938311904668808,0.5473989248275757,0.2995605766773224,0.5829201340675354,0.1636791080236435,0.6662389636039734,0.24396029114723206,0.535392165184021,0.29086416959762573,0.39404502511024475,0.19564834237098694,0.22068053483963013
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.09038229286670685,0.19046339392662048,0.1765531599521637,0.2349124401807785,0.14948616921901703,0.004406440537422895,0.2925249934196472,0.2827445864677429,0.35769423842430115,0.22311285138130188,0.18343046307563782,0.183757483959198,0.06795363873243332,0.2349124401807785,0.12684017419815063,0.3911624252796173,0.1520601212978363,0.20300441980361938,0.07406757771968842,0.17710335552692413,0.10000907629728317,0.13423943519592285
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.16740559041500092,0.1947452872991562,0.30295518040657043,0.50484299659729,0.22164101898670197,-0.003708066651597619,0.3067048490047455,0.588965117931366,0.5934505462646484,0.2302984893321991,0.23916830122470856,0.4460422694683075,0.2512013018131256,0.50484299659729,0.18716977536678314,0.5591574311256409,0.2720036804676056,0.4645031690597534,0.34017711877822876,0.34234723448753357,0.242958664894104,0.4130953550338745
