,where,did,the,abc,new,york,flagship,stations,move,their,facilities,to,in,1953,?
their,0.3356108069419861,0.38078752160072327,0.516537070274353,0.17463743686676025,0.25697171688079834,0.18450471758842468,0.19206227362155914,0.231601282954216,0.3004465699195862,1.0,0.2192147672176361,0.44619059562683105,0.34976133704185486,-0.05694306269288063,0.1898253709077835
operations,0.2293137013912201,0.1597038060426712,0.2928410470485687,0.17405781149864197,0.1758096069097519,0.18267005681991577,0.33391597867012024,0.40699273347854614,0.18175196647644043,0.2518654465675354,0.431502103805542,0.2544249892234802,0.2654678225517273,0.041633475571870804,0.13622350990772247
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.1762417107820511,0.33159172534942627,0.22230617702007294,0.2113567292690277,0.21700026094913483,0.37858664989471436,0.44619059562683105,0.25067898631095886,1.0,0.45010748505592346,-0.029071945697069168,0.29463258385658264
facilities,0.24498702585697174,0.18648985028266907,0.19172798097133636,0.11960670351982117,0.16431653499603271,0.16710510849952698,0.2626461088657379,0.39799073338508606,0.1959460824728012,0.2192147672176361,1.0,0.25067898631095886,0.2149869203567505,0.08203057944774628,0.10624271631240845
at,0.4402937591075897,0.28390252590179443,0.457212895154953,0.12953892350196838,0.1898733228445053,0.2137436866760254,0.2332140952348709,0.2342902421951294,0.21947361528873444,0.23641370236873627,0.26887303590774536,0.36524343490600586,0.4374977946281433,0.0847390741109848,0.21978627145290375
7,-0.1895010620355606,-0.147744283080101,-0.1142377033829689,-0.025838254019618034,-0.02597120590507984,0.1188836470246315,0.02391313947737217,-0.08113452792167664,-0.11693680286407471,-0.21818257868289948,-0.011436257511377335,-0.1819358468055725,-0.02604081481695175,0.03668999671936035,-0.15092156827449799
west,0.22786299884319305,0.16852347552776337,0.32918402552604675,0.18391461670398712,0.20932024717330933,0.19338439404964447,0.1914740949869156,0.2427113801240921,0.16327616572380066,0.1645018458366394,0.2063615769147873,0.24611181020736694,0.34078434109687805,0.18539761006832123,0.12088293582201004
66th,0.145561084151268,0.10173880308866501,0.3146529793739319,0.12258153408765793,0.15113785862922668,0.1079387441277504,0.26643630862236023,0.03570132330060005,0.0308091938495636,0.0814480260014534,0.03989617899060249,0.15308910608291626,0.20044469833374023,0.1070963442325592,0.043651532381772995
street,0.2266174852848053,0.13786788284778595,0.20947860181331635,0.1996762454509735,0.19142328202724457,0.2558354139328003,0.2442481815814972,0.31752440333366394,0.089874766767025,0.19093258678913116,0.21917718648910522,0.1956864446401596,0.2281111478805542,0.3027074933052063,0.07315441966056824
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.36073189973831177,0.2926291227340698,0.27211007475852966,0.26337406039237976,0.25767531991004944,0.3045167922973633,0.21444764733314514,0.44245919585227966,0.5201468467712402,0.05012056231498718,0.31091248989105225
one,0.3907615840435028,0.27659472823143005,0.5514441132545471,0.1300981342792511,0.264311820268631,0.1883089542388916,0.3007899820804596,0.24847227334976196,0.26819518208503723,0.3991999328136444,0.21737472712993622,0.4025384783744812,0.4129433035850525,0.1194489449262619,0.2673267424106598
block,0.21938268840312958,0.17439137399196625,0.20056472718715668,0.268513023853302,0.17364953458309174,0.1309438794851303,0.19831176102161407,0.17235465347766876,0.3138662278652191,0.13981091976165771,0.11379975825548172,0.30297139286994934,0.1659933477640152,0.11590278148651123,0.27211859822273254
away,0.34789830446243286,0.2167721837759018,0.29030847549438477,0.11922324448823929,0.15649187564849854,0.16834096610546112,0.0827246904373169,0.20147943496704102,0.2971610128879547,0.2598530650138855,0.23437951505184174,0.36056286096572876,0.2264246642589569,0.05268475413322449,0.15156377851963043
from,0.3713873624801636,0.20248863101005554,0.40150508284568787,0.12159302085638046,0.3360432982444763,0.25090619921684265,0.1945747286081314,0.2408953756093979,0.23929353058338165,0.3038119673728943,0.13387371599674225,0.4069952368736267,0.4274188280105591,-0.015769734978675842,0.19969791173934937
central,0.24971573054790497,0.14962437748908997,0.3417201042175293,0.14913508296012878,0.21884363889694214,0.15298424661159515,0.1656503528356552,0.21913781762123108,0.18360869586467743,0.14308218657970428,0.16882887482643127,0.21511952579021454,0.30844059586524963,0.13781088590621948,0.14787602424621582
park,0.1767059862613678,0.12431816756725311,0.24748283624649048,0.16592466831207275,0.23004095256328583,0.2287968099117279,0.2588392198085785,0.23943792283535004,0.11718694120645523,0.12770181894302368,0.32168063521385193,0.14257338643074036,0.22758090496063232,0.18345047533512115,0.13508929312229156
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.2567209303379059,0.35031336545944214,0.28861045837402344,0.3171481192111969,0.22839494049549103,0.31650546193122864,0.34427863359451294,0.1710062026977539,0.4645031690597534,0.5591574311256409,0.044456131756305695,0.4130953550338745
