,what,is,the,name,of,sky,q,'s,broadband,router,?
sky,0.16493305563926697,0.21240133047103882,0.26521286368370056,0.17572557926177979,0.16284865140914917,1.0,0.18591025471687317,0.054967135190963745,0.26495790481567383,0.148935928940773,0.11270341277122498
q,0.2383371889591217,0.1645382046699524,0.17467540502548218,0.11159223318099976,0.142526313662529,0.18591025471687317,0.9999998807907104,0.07204610109329224,0.16533134877681732,0.22374217212200165,0.31306079030036926
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.22621183097362518,0.23311607539653778,-0.0016132977325469255,0.3081001043319702,0.25520455837249756,0.31091248989105225
sky,0.16493305563926697,0.21240133047103882,0.26521286368370056,0.17572557926177979,0.16284865140914917,1.0,0.18591025471687317,0.054967135190963745,0.26495790481567383,0.148935928940773,0.11270341277122498
q,0.2383371889591217,0.1645382046699524,0.17467540502548218,0.11159223318099976,0.142526313662529,0.18591025471687317,0.9999998807907104,0.07204610109329224,0.16533134877681732,0.22374217212200165,0.31306079030036926
silver,0.10540545731782913,0.20722414553165436,0.2600913643836975,0.19957859814167023,0.18475119769573212,0.25881558656692505,0.13428159058094025,0.08500461280345917,0.18534617125988007,0.11586811393499374,0.11920861899852753
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.2200697511434555,0.22011294960975647,0.06895173341035843,0.35386621952056885,0.262470006942749,0.20544172823429108
sky,0.16493305563926697,0.21240133047103882,0.26521286368370056,0.17572557926177979,0.16284865140914917,1.0,0.18591025471687317,0.054967135190963745,0.26495790481567383,0.148935928940773,0.11270341277122498
q,0.2383371889591217,0.1645382046699524,0.17467540502548218,0.11159223318099976,0.142526313662529,0.18591025471687317,0.9999998807907104,0.07204610109329224,0.16533134877681732,0.22374217212200165,0.31306079030036926
mini,0.16881011426448822,0.148350328207016,0.17993944883346558,0.1276734620332718,0.15501655638217926,0.17697599530220032,0.17092210054397583,0.09834346175193787,0.2686770260334015,0.22745521366596222,0.21905390918254852
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.1731560230255127,0.22629572451114655,0.021107977256178856,0.22363455593585968,0.21670259535312653,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.22621183097362518,0.23311607539653778,-0.0016132977325469255,0.3081001043319702,0.25520455837249756,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.20541532337665558,0.17719541490077972,0.04866964742541313,0.29140281677246094,0.27673476934432983,0.23916715383529663
broadband,0.19886454939842224,0.24466802179813385,0.27147287130355835,0.12647707760334015,0.19338497519493103,0.26495790481567383,0.16533134877681732,0.080889031291008,0.9999999403953552,0.5048264265060425,0.15796329081058502
router,0.29057812690734863,0.28666478395462036,0.27651092410087585,0.2047601342201233,0.19503377377986908,0.148935928940773,0.22374217212200165,-0.021764682605862617,0.5048264265060425,1.0,0.20200562477111816
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.17148615419864655,0.21993602812290192,0.0012731997994706035,0.22015860676765442,0.18531766533851624,0.40561532974243164
sky,0.16493305563926697,0.21240133047103882,0.26521286368370056,0.17572557926177979,0.16284865140914917,1.0,0.18591025471687317,0.054967135190963745,0.26495790481567383,0.148935928940773,0.11270341277122498
q,0.2383371889591217,0.1645382046699524,0.17467540502548218,0.11159223318099976,0.142526313662529,0.18591025471687317,0.9999998807907104,0.07204610109329224,0.16533134877681732,0.22374217212200165,0.31306079030036926
hub,0.12371621280908585,0.2527933716773987,0.3125457465648651,0.09683170169591904,0.24752295017242432,0.15635888278484344,0.16264057159423828,-0.024043897166848183,0.2911500334739685,0.4123144745826721,0.09806779772043228
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.1731560230255127,0.22629572451114655,0.021107977256178856,0.22363455593585968,0.21670259535312653,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.2200697511434555,0.22011294960975647,0.06895173341035843,0.35386621952056885,0.262470006942749,0.20544172823429108
mobile,0.20647284388542175,0.1364121288061142,0.22962960600852966,0.13808946311473846,0.2162146419286728,0.11358609795570374,0.12371914833784103,0.05840003862977028,0.3853735625743866,0.306919127702713,0.15319456160068512
applications,0.20821766555309296,0.2504705786705017,0.23664557933807373,0.07357902824878693,0.24918507039546967,0.1353856474161148,0.17322687804698944,-0.001581235439516604,0.48099657893180847,0.4098933935165405,0.19125857949256897
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.19117935001850128,0.3175239861011505,-0.003708066651597619,0.24299325048923492,0.27550071477890015,0.4130953550338745
