,how,man,people,gather,along,the,banks,of,the,vistula,for,the,wianki,festival,?
have,0.4370637536048889,0.20909172296524048,0.3380994498729706,0.2835776209831238,0.2685122489929199,0.40389683842658997,0.2115352898836136,0.3802283704280853,0.40389683842658997,0.1511756330728531,0.41175219416618347,0.40389683842658997,0.2309657782316208,0.11024146527051926,0.32991164922714233
become,0.25223416090011597,0.18056029081344604,0.2041068971157074,0.2941400408744812,0.17126557230949402,0.31731709837913513,0.10387155413627625,0.31678006052970886,0.31731709837913513,0.1594754010438919,0.3047906458377838,0.31731709837913513,0.2028404027223587,0.12947320938110352,0.19511328637599945
a,0.29312583804130554,0.27759313583374023,0.3483705520629883,0.26510927081108093,0.24426962435245514,0.5829201340675354,0.12387599050998688,0.5052502155303955,0.5829201340675354,0.219985231757164,0.44038116931915283,0.5829201340675354,0.25143539905548096,0.16281212866306305,0.23916715383529663
tradition,0.17727917432785034,0.2209632694721222,0.22741758823394775,0.21215543150901794,0.1872580647468567,0.2632053792476654,0.13259312510490417,0.2663337290287018,0.2632053792476654,0.15100224316120148,0.20650464296340942,0.2632053792476654,0.2722872793674469,0.2738794982433319,0.15717756748199463
and,0.33647966384887695,0.22261469066143036,0.3016039729118347,0.28333812952041626,0.4213258922100067,0.5171257257461548,0.2865263819694519,0.5116966962814331,0.5171257257461548,0.2513432800769806,0.5064792633056641,0.5171257257461548,0.2777611315250397,0.19459347426891327,0.20544172823429108
a,0.29312583804130554,0.27759313583374023,0.3483705520629883,0.26510927081108093,0.24426962435245514,0.5829201340675354,0.12387599050998688,0.5052502155303955,0.5829201340675354,0.219985231757164,0.44038116931915283,0.5829201340675354,0.25143539905548096,0.16281212866306305,0.23916715383529663
yearly,0.22656600177288055,0.1264047473669052,0.2110113650560379,0.27730727195739746,0.21215268969535828,0.3435767889022827,0.1937791258096695,0.29303279519081116,0.3435767889022827,0.08133017271757126,0.30041900277137756,0.3435767889022827,0.17665709555149078,0.44102782011032104,0.18205775320529938
event,0.1736278086900711,0.1318921446800232,0.22103191912174225,0.28926965594291687,0.1489938646554947,0.2960145175457001,0.041636787354946136,0.19878064095973969,0.2960145175457001,0.1157025620341301,0.21648059785366058,0.2960145175457001,0.20390412211418152,0.3299560546875,0.16076280176639557
in,0.2601168751716614,0.19554144144058228,0.39605680108070374,0.23760561645030975,0.3603311777114868,0.6662389636039734,0.2445559948682785,0.5696388483047485,0.6662389636039734,0.30333027243614197,0.4322226941585541,0.6662389636039734,0.22815607488155365,0.27311140298843384,0.20430970191955566
the,0.33890387415885925,0.23171134293079376,0.36838498711586,0.31192347407341003,0.39495137333869934,1.0,0.28661349415779114,0.733189046382904,1.0,0.36214977502822876,0.4739971458911896,1.0,0.32233020663261414,0.20982226729393005,0.22068053483963013
programme,0.22168685495853424,0.18624064326286316,0.20676688849925995,0.20107236504554749,0.12500588595867157,0.23601844906806946,0.09814710170030594,0.18707643449306488,0.23601844906806946,0.034640271216630936,0.2829385995864868,0.23601844906806946,0.18439406156539917,0.2506293058395386,0.139840766787529
of,0.2480744868516922,0.16490690410137177,0.3251037895679474,0.2395036518573761,0.34889817237854004,0.733189046382904,0.21528330445289612,1.0,0.733189046382904,0.2898311913013458,0.4185989499092102,0.733189046382904,0.2658086121082306,0.17007394134998322,0.1826142966747284
cultural,0.17982208728790283,0.08272437006235123,0.24924461543560028,0.20097656548023224,0.14810596406459808,0.23337452113628387,0.14940054714679718,0.29898300766944885,0.23337452113628387,0.12969642877578735,0.25172704458236694,0.23337452113628387,0.2515416741371155,0.20146995782852173,0.09798457473516464
events,0.23171864449977875,0.09874407947063446,0.22812366485595703,0.2672367990016937,0.16589988768100739,0.3102840185165405,0.0971280187368393,0.20782610774040222,0.3102840185165405,0.09544123709201813,0.2524527311325073,0.3102840185165405,0.2624744772911072,0.238645538687706,0.09835197776556015
in,0.2601168751716614,0.19554144144058228,0.39605680108070374,0.23760561645030975,0.3603311777114868,0.6662389636039734,0.2445559948682785,0.5696388483047485,0.6662389636039734,0.30333027243614197,0.4322226941585541,0.6662389636039734,0.22815607488155365,0.27311140298843384,0.20430970191955566
warsaw,0.13025455176830292,0.1416369378566742,0.17416244745254517,0.18113559484481812,0.10217346996068954,0.23137180507183075,0.0721547082066536,0.19253842532634735,0.23137180507183075,0.43355974555015564,0.1427849680185318,0.23137180507183075,0.4908597469329834,0.14758822321891785,0.09769917279481888
.,0.3287222981452942,0.27014487981796265,0.33118996024131775,0.24479100108146667,0.27491724491119385,0.5934505462646484,0.2561931610107422,0.5352458953857422,0.5934505462646484,0.2759897708892822,0.4726039469242096,0.5934505462646484,0.2705222964286804,0.16963402926921844,0.4130953550338745
