,in,what,year,was,the,first,doctor,who,audiobook,released,?
story,0.22475379705429077,0.3410749137401581,0.22434288263320923,0.2837624251842499,0.2915393114089966,0.29524773359298706,0.24003900587558746,0.3106299340724945,0.431555837392807,0.2649247944355011,0.2304346114397049
state,0.33316072821617126,0.24273863434791565,0.2108888030052185,0.22072885930538177,0.3097178041934967,0.18532299995422363,0.10880492627620697,0.15636613965034485,0.11705093830823898,0.12369594722986221,0.1160883978009224
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.3536086082458496,0.16895952820777893,0.2827862501144409,0.1590750813484192,0.17721395194530487,0.1826142966747284
decay,0.15735839307308197,0.19008733332157135,0.14731745421886444,0.15820015966892242,0.19517692923545837,0.11641551554203033,0.18899209797382355,0.09522714465856552,0.09064429253339767,0.20683170855045319,0.14745593070983887
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2792111933231354,0.17760728299617767,0.2659924626350403,0.20430970191955566
1981,0.005973399616777897,-0.08909204602241516,0.01889675483107567,0.06542467325925827,-0.010583994910120964,0.03177515044808388,0.0007903788355179131,-0.038030195981264114,0.09468931704759598,0.04540415108203888,0.07968433201313019
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.21619465947151184,0.298698753118515,0.4130953550338745
,in,what,year,was,the,first,doctor,who,audiobook,released,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2116597294807434,0.24578391015529633,0.22068053483963013
earliest,0.3064194619655609,0.23163363337516785,0.20784176886081696,0.25501716136932373,0.32825469970703125,0.4127090871334076,0.0661616250872612,0.19994589686393738,0.19569972157478333,0.14761602878570557,0.139415442943573
doctor,0.25567495822906494,0.20870667695999146,0.16282056272029877,0.19672659039497375,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.19928856194019318,0.16010989248752594,0.1462511420249939
who-related,0.25770121812820435,0.33765482902526855,0.24118797481060028,0.15486572682857513,0.31703755259513855,0.19884443283081055,0.18235275149345398,0.27516040205955505,0.20237407088279724,0.15421564877033234,0.29006028175354004
audio,0.12252579629421234,0.1803951859474182,0.12462598830461502,0.12714031338691711,0.19614098966121674,0.1623791754245758,0.20159323513507843,0.14178435504436493,0.7523782849311829,0.24554280936717987,0.14977853000164032
release,0.2109319418668747,0.19122223556041718,0.25458085536956787,0.21360014379024506,0.2814774513244629,0.2760980427265167,0.1319592148065567,0.10399705171585083,0.2126077562570572,0.7354269623756409,0.14489315450191498
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.19672659039497375,0.3318818509578705,0.22895415127277374,0.32720035314559937,0.18412111699581146
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.22883038222789764,0.36608949303627014,0.1874995082616806,0.23456448316574097,0.23916715383529663
21-minute,0.2591981291770935,0.2453853189945221,0.2492876946926117,0.21621665358543396,0.25456807017326355,0.308655709028244,0.2495538294315338,0.20740126073360443,0.2698451280593872,0.17601080238819122,0.13842162489891052
narrated,0.16050566732883453,0.2216828465461731,0.15450015664100647,0.2773343622684479,0.25908055901527405,0.2487175166606903,0.21389919519424438,0.2399122267961502,0.4110419452190399,0.29954952001571655,0.15957550704479218
abridgement,0.33837708830833435,0.34702402353286743,0.18571065366268158,0.312818706035614,0.3661192059516907,0.23303553462028503,0.21052654087543488,0.22784925997257233,0.42911869287490845,0.28283941745758057,0.3550713360309601
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.3536086082458496,0.16895952820777893,0.2827862501144409,0.1590750813484192,0.17721395194530487,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2116597294807434,0.24578391015529633,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,1.0,0.27244147658348083,0.39065709710121155,0.23942509293556213,0.33788758516311646,0.18701928853988647
doctor,0.25567495822906494,0.20870667695999146,0.16282056272029877,0.19672659039497375,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.19928856194019318,0.16010989248752594,0.1462511420249939
television,0.2689782977104187,0.19838058948516846,0.19048495590686798,0.2516675293445587,0.24569597840309143,0.2787016034126282,0.31410008668899536,0.2515988349914551,0.34158453345298767,0.27319443225860596,0.16825827956199646
story,0.22475379705429077,0.3410749137401581,0.22434288263320923,0.2837624251842499,0.2915393114089966,0.29524773359298706,0.24003900587558746,0.3106299340724945,0.431555837392807,0.2649247944355011,0.2304346114397049
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2116597294807434,0.24578391015529633,0.22068053483963013
chase,0.15629498660564423,0.11479805409908295,0.156193807721138,0.16574257612228394,0.22927841544151306,0.12673422694206238,0.15138685703277588,0.25160419940948486,0.19111698865890503,0.035405345261096954,0.13075774908065796
released,0.2659924626350403,0.20228935778141022,0.21057839691638947,0.32720035314559937,0.24578391015529633,0.33788758516311646,0.16010989248752594,0.15033993124961853,0.3116421699523926,1.0,0.20329579710960388
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2792111933231354,0.17760728299617767,0.2659924626350403,0.20430970191955566
1966,-0.09151272475719452,0.04680648446083069,-0.05663387104868889,-0.12360594421625137,-0.0162473414093256,0.001165196648798883,0.08411487191915512,0.008801804855465889,0.1555674523115158,0.1303129345178604,0.08956238627433777
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.21619465947151184,0.298698753118515,0.4130953550338745
