,the,rhine,flowed,through,swabia,",",franconia,and,what,other,location,in,the,10th,century,?
between,0.39067012071609497,0.17755062878131866,0.25325798988342285,0.3930896520614624,0.1635444611310959,0.27714940905570984,0.22447463870048523,0.40645647048950195,0.2462156116962433,0.30660146474838257,0.20592044293880463,0.41100412607192993,0.39067012071609497,0.1463778167963028,0.18725091218948364,0.12887074053287506
middle,0.3405749201774597,0.23721498250961304,0.23706112802028656,0.24744445085525513,0.23906096816062927,0.24847112596035004,0.32549455761909485,0.2514324486255646,0.18312302231788635,0.1793288290500641,0.21466974914073944,0.26767921447753906,0.3405749201774597,0.21174703538417816,0.33415040373802185,0.13139553368091583
and,0.5171257257461548,0.22029656171798706,0.2541258633136749,0.3666759729385376,0.2435867041349411,0.6633074283599854,0.24091112613677979,1.0,0.31309178471565247,0.5504306554794312,0.21502819657325745,0.4954058527946472,0.5171257257461548,0.35748961567878723,0.2726690471172333,0.20544172823429108
western,0.37920868396759033,0.23680023849010468,0.2455310970544815,0.177813321352005,0.2717137634754181,0.27542921900749207,0.2531064450740814,0.27210789918899536,0.2454150915145874,0.25917482376098633,0.22400610148906708,0.35160520672798157,0.37920868396759033,0.1049034520983696,0.29213157296180725,0.17439141869544983
francia,0.292795330286026,0.3275870084762573,0.21692673861980438,0.17529909312725067,0.48391005396842957,0.23703578114509583,0.5048001408576965,0.2174845039844513,0.18983517587184906,0.1471557468175888,0.14139458537101746,0.24281413853168488,0.292795330286026,0.04183235764503479,0.292928546667099,0.14648514986038208
",",0.4933079481124878,0.167837992310524,0.24361252784729004,0.3060276508331299,0.290785551071167,1.0000001192092896,0.2724020481109619,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.25077858567237854,0.5201468467712402,0.4933079481124878,0.26009640097618103,0.24487493932247162,0.31091248989105225
but,0.4859698414802551,0.2086479663848877,0.265180379152298,0.260315865278244,0.2212161272764206,0.48126736283302307,0.24920044839382172,0.5762497186660767,0.5029441118240356,0.5185769200325012,0.20267635583877563,0.48674455285072327,0.4859698414802551,0.2585828900337219,0.2647073268890381,0.27921953797340393
in,0.6662389636039734,0.24648422002792358,0.2876976430416107,0.38533157110214233,0.2781798541545868,0.5201468467712402,0.3369867503643036,0.4954058527946472,0.30808621644973755,0.39989137649536133,0.3397608697414398,1.0,0.6662389636039734,0.23028290271759033,0.3174034655094147,0.20430970191955566
the,1.0,0.30735138058662415,0.3597415089607239,0.44071322679519653,0.2215086966753006,0.4933079481124878,0.3273923099040985,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.351087361574173,0.6662389636039734,1.0,0.3098960816860199,0.3617299497127533,0.22068053483963013
10th,0.3098960816860199,0.18185552954673767,0.13091319799423218,0.18315741419792175,0.11533810943365097,0.26009640097618103,0.12662295997142792,0.35748961567878723,0.223264679312706,0.19739234447479248,0.1677098423242569,0.23028290271759033,0.3098960816860199,0.9999999403953552,0.26007288694381714,0.1565542221069336
century,0.3617299497127533,0.21836237609386444,0.17789295315742493,0.17453962564468384,0.19196979701519012,0.24487493932247162,0.3005799651145935,0.2726690471172333,0.20422613620758057,0.25289666652679443,0.19639502465724945,0.3174034655094147,0.3617299497127533,0.26007288694381714,1.0,0.1026201918721199
",",0.4933079481124878,0.167837992310524,0.24361252784729004,0.3060276508331299,0.290785551071167,1.0000001192092896,0.2724020481109619,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.25077858567237854,0.5201468467712402,0.4933079481124878,0.26009640097618103,0.24487493932247162,0.31091248989105225
it,0.6251175999641418,0.17693428695201874,0.27987635135650635,0.3374522924423218,0.2125079333782196,0.48329564929008484,0.25177696347236633,0.40957894921302795,0.45803478360176086,0.36282607913017273,0.27346327900886536,0.5130809545516968,0.6251175999641418,0.28753525018692017,0.2796405553817749,0.25732165575027466
was,0.48711544275283813,0.18681856989860535,0.2883477807044983,0.21752823889255524,0.1805863380432129,0.45456063747406006,0.21812842786312103,0.3740963041782379,0.22111038863658905,0.14651623368263245,0.1839360147714615,0.45514053106307983,0.48711544275283813,0.2836706340312958,0.3521432876586914,0.18412111699581146
fully,0.2750830352306366,0.08303934335708618,0.10079888999462128,0.20903077721595764,0.14270226657390594,0.2252698540687561,0.14223778247833252,0.23881065845489502,0.3561125099658966,0.2116846889257431,0.07905571907758713,0.18126852810382843,0.2750830352306366,0.10656925290822983,0.14408963918685913,0.2089291661977768
within,0.39827480912208557,0.14905697107315063,0.22459536790847778,0.34153124690055847,0.1454308032989502,0.2513136863708496,0.18259350955486298,0.35049548745155334,0.2498195916414261,0.2836414575576782,0.3572753965854645,0.40576374530792236,0.39827480912208557,0.059650007635354996,0.1337955743074417,0.1870293766260147
the,1.0,0.30735138058662415,0.3597415089607239,0.44071322679519653,0.2215086966753006,0.4933079481124878,0.3273923099040985,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.351087361574173,0.6662389636039734,1.0,0.3098960816860199,0.3617299497127533,0.22068053483963013
holy,0.2778179347515106,0.22589242458343506,0.2189803272485733,0.19744153320789337,0.4270908832550049,0.2074567973613739,0.27437886595726013,0.1533736139535904,0.21269184350967407,0.1959565132856369,0.16191065311431885,0.2163282334804535,0.2778179347515106,0.14482596516609192,0.20022550225257874,0.18148104846477509
roman,0.2862859070301056,0.32421013712882996,0.14981654286384583,0.12537987530231476,0.393261194229126,0.26863154768943787,0.3218504786491394,0.2730041444301605,0.17852471768856049,0.2185586392879486,0.11396671831607819,0.24986636638641357,0.2862859070301056,0.06787673383951187,0.29875046014785767,0.1663191318511963
empire,0.32532164454460144,0.2721722424030304,0.21041791141033173,0.12548606097698212,0.3116324245929718,0.27646857500076294,0.27422642707824707,0.27479609847068787,0.21723191440105438,0.17392708361148834,0.15107247233390808,0.24110576510429382,0.32532164454460144,0.11953243613243103,0.3632965385913849,0.14909450709819794
",",0.4933079481124878,0.167837992310524,0.24361252784729004,0.3060276508331299,0.290785551071167,1.0000001192092896,0.2724020481109619,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.25077858567237854,0.5201468467712402,0.4933079481124878,0.26009640097618103,0.24487493932247162,0.31091248989105225
flowing,0.36287641525268555,0.24390889704227448,0.6206876635551453,0.4528810977935791,0.21371245384216309,0.27067941427230835,0.23830446600914001,0.28540873527526855,0.16179463267326355,0.2782239317893982,0.1886899769306183,0.2747132182121277,0.36287641525268555,0.18669360876083374,0.16946782171726227,0.08640758693218231
through,0.44071322679519653,0.23343999683856964,0.3347545266151428,1.0,0.196846604347229,0.3060276508331299,0.18272145092487335,0.3666759729385376,0.23167094588279724,0.261025607585907,0.18180671334266663,0.38533157110214233,0.44071322679519653,0.18315741419792175,0.17453962564468384,0.16913433372974396
swabia,0.2215086966753006,0.5350092649459839,0.1801973283290863,0.196846604347229,0.9999999403953552,0.290785551071167,0.6966578364372253,0.2435867041349411,0.16183042526245117,0.14142407476902008,0.0817694365978241,0.2781798541545868,0.2215086966753006,0.11533810943365097,0.19196979701519012,0.15259751677513123
",",0.4933079481124878,0.167837992310524,0.24361252784729004,0.3060276508331299,0.290785551071167,1.0000001192092896,0.2724020481109619,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.25077858567237854,0.5201468467712402,0.4933079481124878,0.26009640097618103,0.24487493932247162,0.31091248989105225
franconia,0.3273923099040985,0.5828790664672852,0.25147032737731934,0.18272145092487335,0.6966578364372253,0.2724020481109619,0.9999999403953552,0.24091112613677979,0.2080308347940445,0.23383617401123047,0.15447917580604553,0.3369867503643036,0.3273923099040985,0.12662295997142792,0.3005799651145935,0.1613132208585739
and,0.5171257257461548,0.22029656171798706,0.2541258633136749,0.3666759729385376,0.2435867041349411,0.6633074283599854,0.24091112613677979,1.0,0.31309178471565247,0.5504306554794312,0.21502819657325745,0.4954058527946472,0.5171257257461548,0.35748961567878723,0.2726690471172333,0.20544172823429108
lower,0.3463275134563446,0.28043457865715027,0.26354900002479553,0.23060691356658936,0.32624438405036926,0.236776202917099,0.42974668741226196,0.2802542746067047,0.20079238712787628,0.30431076884269714,0.15085460245609283,0.27455443143844604,0.3463275134563446,0.17799869179725647,0.19078531861305237,0.08471795171499252
lorraine,0.2008059024810791,0.3424850106239319,0.156260147690773,0.10311512649059296,0.44728389382362366,0.23510433733463287,0.4138873815536499,0.17282052338123322,0.14651721715927124,0.07247091084718704,0.13356052339076996,0.16829881072044373,0.2008059024810791,0.04821666702628136,0.09969212114810944,0.17894412577152252
.,0.5934505462646484,0.2089352011680603,0.23516623675823212,0.3174465596675873,0.28554806113243103,0.6812511086463928,0.2791731059551239,0.588965117931366,0.3567904531955719,0.41511186957359314,0.27818506956100464,0.5591574311256409,0.5934505462646484,0.2944006323814392,0.27413639426231384,0.4130953550338745
