,which,architect,",",famous,for,the,india,gate,in,new,delhi,",",is,represented,in,the,riba,collection,?
of,0.5011631846427917,0.13472206890583038,0.4946078956127167,0.3074295222759247,0.4185989499092102,0.733189046382904,0.29747170209884644,0.15172944962978363,0.5696388483047485,0.343457967042923,0.22908905148506165,0.4946078956127167,0.4854315221309662,0.3891753554344177,0.5696388483047485,0.733189046382904,0.2084985226392746,0.2915455996990204,0.1826142966747284
their,0.4582767188549042,0.07966822385787964,0.3045167922973633,0.18541648983955383,0.3406745493412018,0.516537070274353,0.1598251461982727,0.12937334179878235,0.34976133704185486,0.25697171688079834,0.11145391315221786,0.3045167922973633,0.2101074606180191,0.16984786093235016,0.34976133704185486,0.516537070274353,0.13126535713672638,0.2155619114637375,0.1898253709077835
buildings,0.2618054151535034,0.4719042181968689,0.272444486618042,0.21713800728321075,0.24183204770088196,0.25566717982292175,0.1612461358308792,0.22676041722297668,0.3479180932044983,0.21180468797683716,0.1822265088558197,0.272444486618042,0.2076430320739746,0.16945961117744446,0.3479180932044983,0.25566717982292175,0.14536413550376892,0.27918359637260437,0.11192528158426285
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
in,0.4840516746044159,0.18696801364421844,0.5201468467712402,0.34673580527305603,0.4322226941585541,0.6662389636039734,0.27070173621177673,0.19865471124649048,1.0,0.3758552670478821,0.24277350306510925,0.5201468467712402,0.5394441485404968,0.33309870958328247,1.0,0.6662389636039734,0.16220375895500183,0.23004686832427979,0.20430970191955566
the,0.6521818041801453,0.13209693133831024,0.4933079481124878,0.28616565465927124,0.4739971458911896,1.0,0.3108653426170349,0.23649795353412628,0.6662389636039734,0.3845241069793701,0.2559644877910614,0.4933079481124878,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.24598738551139832,0.25281965732574463,0.22068053483963013
collection,0.30199134349823,0.17882217466831207,0.2277175933122635,0.23276883363723755,0.22454001009464264,0.25281965732574463,0.16427378356456757,0.1646271049976349,0.23004686832427979,0.18632188439369202,0.1447717845439911,0.2277175933122635,0.21135231852531433,0.1968824714422226,0.23004686832427979,0.25281965732574463,0.2179511934518814,0.9999998807907104,0.20069393515586853
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
include,0.33084139227867126,0.08836161345243454,0.35606324672698975,0.34963250160217285,0.39020416140556335,0.2951717972755432,0.12877817451953888,0.05994680896401405,0.28694382309913635,0.19157946109771729,0.09275311976671219,0.35606324672698975,0.28863582015037537,0.18663407862186432,0.28694382309913635,0.2951717972755432,0.20923958718776703,0.30674809217453003,0.14925788342952728
:,-0.11049769818782806,0.06301610916852951,-0.004729332868009806,0.020688151940703392,-0.02522280067205429,-0.03403344005346298,-0.07293426245450974,-0.09903602302074432,0.020521078258752823,-0.1345057487487793,-0.07178553938865662,-0.004729332868009806,-0.07222653180360794,0.1406276673078537,0.020521078258752823,-0.03403344005346298,0.10852980613708496,-0.10115766525268555,-0.07156077772378922
inigo,0.2092481404542923,0.3386642038822174,0.33669960498809814,0.25323864817619324,0.19563943147659302,0.2154955416917801,0.21807044744491577,0.16070427000522614,0.2331651896238327,0.23706868290901184,0.23067837953567505,0.33669960498809814,0.16362567245960236,0.06432303786277771,0.2331651896238327,0.2154955416917801,0.3409428894519806,0.23940016329288483,0.2051500529050827
jones,0.1938105821609497,0.17697937786579132,0.2674069404602051,0.19563491642475128,0.19902682304382324,0.24446700513362885,0.13290219008922577,0.12434399127960205,0.1750783771276474,0.11673103272914886,0.13699983060359955,0.2674069404602051,0.17348285019397736,0.09475594758987427,0.1750783771276474,0.24446700513362885,0.13260707259178162,0.18541675806045532,0.1838836669921875
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.32510843873023987,0.2283722162246704,0.2768409848213196,0.14362765848636627,0.20237073302268982,0.26674556732177734,0.14884021878242493,0.2226593792438507,0.180271714925766,0.3036085069179535,0.2283722162246704,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.10896988958120346,0.14995771646499634,0.10503887385129929
christopher,0.11785814166069031,0.2637917101383209,0.23225976526737213,0.1843751072883606,0.14023226499557495,0.22499394416809082,0.1602758914232254,0.18499785661697388,0.19567829370498657,0.1586194932460785,0.12835022807121277,0.23225976526737213,0.1794986128807068,0.09305477887392044,0.19567829370498657,0.22499394416809082,0.10289318114519119,0.09946060180664062,0.09195942431688309
wren,0.22905807197093964,0.3147846758365631,0.24876652657985687,0.19642718136310577,0.15848328173160553,0.2079256772994995,0.2003968507051468,0.25967445969581604,0.2169848084449768,0.2311733216047287,0.15770842134952545,0.24876652657985687,0.18627344071865082,0.1570368856191635,0.2169848084449768,0.2079256772994995,0.19465948641300201,0.24420218169689178,0.10533406585454941
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.32510843873023987,0.2283722162246704,0.2768409848213196,0.14362765848636627,0.20237073302268982,0.26674556732177734,0.14884021878242493,0.2226593792438507,0.180271714925766,0.3036085069179535,0.2283722162246704,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.10896988958120346,0.14995771646499634,0.10503887385129929
john,0.20415355265140533,0.27462682127952576,0.23961079120635986,0.22112208604812622,0.22649751603603363,0.2230520099401474,0.13028214871883392,0.05618296563625336,0.22177861630916595,0.21047446131706238,0.13105931878089905,0.23961079120635986,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2384403645992279,0.14187732338905334,0.13162356615066528
vanbrugh,0.23376651108264923,0.39751484990119934,0.41843292117118835,0.3575337529182434,0.2973211109638214,0.26699626445770264,0.25636258721351624,0.2515312731266022,0.31791433691978455,0.3176168203353882,0.33793923258781433,0.41843292117118835,0.21575000882148743,0.16326777637004852,0.31791433691978455,0.26699626445770264,0.27358782291412354,0.21914653480052948,0.183149054646492
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
nicholas,0.16822440922260284,0.2249203473329544,0.2065194845199585,0.1999417543411255,0.16052770614624023,0.1640765219926834,0.15330001711845398,0.1359201818704605,0.1388292759656906,0.15696440637111664,0.1724993884563446,0.2065194845199585,0.1849042922258377,0.09949981421232224,0.1388292759656906,0.1640765219926834,0.08173087239265442,0.1481238603591919,0.17208030819892883
hawksmoor,0.3196695148944855,0.22420786321163177,0.37945571541786194,0.3171391189098358,0.31012046337127686,0.3390456438064575,0.2315158247947693,0.22206300497055054,0.30178120732307434,0.24588948488235474,0.28372693061828613,0.37945571541786194,0.2696855962276459,0.15618586540222168,0.30178120732307434,0.3390456438064575,0.30199992656707764,0.2118435949087143,0.17125895619392395
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
william,0.13988013565540314,0.23512442409992218,0.23339112102985382,0.16922372579574585,0.1626022756099701,0.21537061035633087,0.15615956485271454,0.13602767884731293,0.21605195105075836,0.20427052676677704,0.19669704139232635,0.23339112102985382,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.12991543114185333,0.1617477536201477,0.14462219178676605
kent,0.15957725048065186,0.10333313792943954,0.23260998725891113,0.15203922986984253,0.12080926448106766,0.20858485996723175,0.14330624043941498,0.22029921412467957,0.23583711683750153,0.2560824453830719,0.21886302530765533,0.23260998725891113,0.16878673434257507,0.11890432983636856,0.23583711683750153,0.20858485996723175,0.07586991786956787,0.11665088683366776,0.14343582093715668
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
james,0.18419533967971802,0.17513617873191833,0.25490787625312805,0.2225608378648758,0.2054290771484375,0.22481533885002136,0.15838287770748138,0.133030503988266,0.1994210183620453,0.23571988940238953,0.1594935953617096,0.25490787625312805,0.1426199972629547,0.11038950085639954,0.1994210183620453,0.22481533885002136,0.17507630586624146,0.15626078844070435,0.12139993160963058
gibbs,0.14599213004112244,0.13640926778316498,0.25297093391418457,0.13564369082450867,0.1516551375389099,0.179118812084198,0.17367424070835114,0.11009366065263748,0.19126920402050018,0.11009206622838974,0.1253223866224289,0.25297093391418457,0.14071159064769745,0.08808927983045578,0.19126920402050018,0.179118812084198,0.12115161865949631,0.04810837656259537,0.11323598772287369
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
robert,0.14939574897289276,0.20758649706840515,0.22878289222717285,0.18465496599674225,0.19542941451072693,0.2257954627275467,0.11008115112781525,0.10392572730779648,0.22155319154262543,0.1655803620815277,0.14156639575958252,0.22878289222717285,0.16191203892230988,0.1261799931526184,0.22155319154262543,0.2257954627275467,0.15061211585998535,0.15601195394992828,0.11293095350265503
adam,0.12085037678480148,0.14755652844905853,0.22060172259807587,0.24439342319965363,0.09976182878017426,0.18194441497325897,0.11950045824050903,0.19717195630073547,0.14893478155136108,0.2342444658279419,0.11129586398601532,0.22060172259807587,0.17023596167564392,0.1601180136203766,0.14893478155136108,0.18194441497325897,0.13255555927753448,0.12363654375076294,0.12292556464672089
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.32510843873023987,0.2283722162246704,0.2768409848213196,0.14362765848636627,0.20237073302268982,0.26674556732177734,0.14884021878242493,0.2226593792438507,0.180271714925766,0.3036085069179535,0.2283722162246704,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.10896988958120346,0.14995771646499634,0.10503887385129929
william,0.13988013565540314,0.23512442409992218,0.23339112102985382,0.16922372579574585,0.1626022756099701,0.21537061035633087,0.15615956485271454,0.13602767884731293,0.21605195105075836,0.20427052676677704,0.19669704139232635,0.23339112102985382,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.12991543114185333,0.1617477536201477,0.14462219178676605
chambers,0.24475304782390594,0.18602177500724792,0.2618682384490967,0.16298043727874756,0.22713176906108856,0.2718568742275238,0.08140305429697037,0.23009353876113892,0.162662073969841,0.1199667826294899,0.10351870208978653,0.2618682384490967,0.16459409892559052,0.1718316525220871,0.162662073969841,0.2718568742275238,0.1988781839609146,0.1709126979112625,0.06382281333208084
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
james,0.18419533967971802,0.17513617873191833,0.25490787625312805,0.2225608378648758,0.2054290771484375,0.22481533885002136,0.15838287770748138,0.133030503988266,0.1994210183620453,0.23571988940238953,0.1594935953617096,0.25490787625312805,0.1426199972629547,0.11038950085639954,0.1994210183620453,0.22481533885002136,0.17507630586624146,0.15626078844070435,0.12139993160963058
wyatt,0.2122565358877182,0.11789850145578384,0.2481079399585724,0.23474426567554474,0.2221224308013916,0.206215500831604,0.1479569375514984,0.09742296487092972,0.2366287112236023,0.15402920544147491,0.17176471650600433,0.2481079399585724,0.19216066598892212,0.17236608266830444,0.2366287112236023,0.206215500831604,0.10845154523849487,0.17014966905117035,0.16251783072948456
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
henry,0.16498084366321564,0.19487477838993073,0.25662001967430115,0.20166604220867157,0.20179113745689392,0.2542637586593628,0.18622520565986633,0.14224068820476532,0.21735817193984985,0.1760309487581253,0.18455885350704193,0.25662001967430115,0.17977802455425262,0.11656971275806427,0.21735817193984985,0.2542637586593628,0.13206517696380615,0.230765700340271,0.16836383938789368
holland,0.17337961494922638,0.1380901336669922,0.27110108733177185,0.1734219193458557,0.1445910632610321,0.21247440576553345,0.19492018222808838,0.1931210607290268,0.23064541816711426,0.23713305592536926,0.16169680655002594,0.27110108733177185,0.12953487038612366,0.11530116200447083,0.23064541816711426,0.21247440576553345,0.1108803078532219,0.09286907315254211,0.14312024414539337
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.27462682127952576,0.23961079120635986,0.22112208604812622,0.22649751603603363,0.2230520099401474,0.13028214871883392,0.05618296563625336,0.22177861630916595,0.21047446131706238,0.13105931878089905,0.23961079120635986,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2384403645992279,0.14187732338905334,0.13162356615066528
nash,0.21119830012321472,0.23040829598903656,0.3025679886341095,0.21527525782585144,0.1999051421880722,0.21527719497680664,0.18076854944229126,0.1626126617193222,0.1849098950624466,0.22935466468334198,0.21840815246105194,0.3025679886341095,0.12960609793663025,0.10996145009994507,0.1849098950624466,0.21527719497680664,0.10572224855422974,0.22509746253490448,0.1454223245382309
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.32510843873023987,0.2283722162246704,0.2768409848213196,0.14362765848636627,0.20237073302268982,0.26674556732177734,0.14884021878242493,0.2226593792438507,0.180271714925766,0.3036085069179535,0.2283722162246704,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.10896988958120346,0.14995771646499634,0.10503887385129929
john,0.20415355265140533,0.27462682127952576,0.23961079120635986,0.22112208604812622,0.22649751603603363,0.2230520099401474,0.13028214871883392,0.05618296563625336,0.22177861630916595,0.21047446131706238,0.13105931878089905,0.23961079120635986,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2384403645992279,0.14187732338905334,0.13162356615066528
soane,0.27657055854797363,0.34192755818367004,0.38655444979667664,0.33198103308677673,0.29119646549224854,0.34225961565971375,0.2561672627925873,0.2454296499490738,0.3584173917770386,0.246917262673378,0.2471281737089157,0.38655444979667664,0.30714941024780273,0.2081756740808487,0.3584173917770386,0.34225961565971375,0.29492560029029846,0.3030278980731964,0.22762511670589447
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.32510843873023987,0.2283722162246704,0.2768409848213196,0.14362765848636627,0.20237073302268982,0.26674556732177734,0.14884021878242493,0.2226593792438507,0.180271714925766,0.3036085069179535,0.2283722162246704,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.10896988958120346,0.14995771646499634,0.10503887385129929
charles,0.1476125568151474,0.2770821750164032,0.24990057945251465,0.22592519223690033,0.18664933741092682,0.20777860283851624,0.11146827787160873,0.08998896926641464,0.21346928179264069,0.20439454913139343,0.19177290797233582,0.24990057945251465,0.16326871514320374,0.13907426595687866,0.21346928179264069,0.20777860283851624,0.15029892325401306,0.18195943534374237,0.17366734147071838
barry,0.17567740380764008,0.20659001171588898,0.21951664984226227,0.2211141139268875,0.17587894201278687,0.22098763287067413,0.12139809876680374,0.09380149841308594,0.18231528997421265,0.22890619933605194,0.17395375669002533,0.21951664984226227,0.1582406908273697,0.12020906805992126,0.18231528997421265,0.22098763287067413,0.19432319700717926,0.16736797988414764,0.12684106826782227
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
charles,0.1476125568151474,0.2770821750164032,0.24990057945251465,0.22592519223690033,0.18664933741092682,0.20777860283851624,0.11146827787160873,0.08998896926641464,0.21346928179264069,0.20439454913139343,0.19177290797233582,0.24990057945251465,0.16326871514320374,0.13907426595687866,0.21346928179264069,0.20777860283851624,0.15029892325401306,0.18195943534374237,0.17366734147071838
robert,0.14939574897289276,0.20758649706840515,0.22878289222717285,0.18465496599674225,0.19542941451072693,0.2257954627275467,0.11008115112781525,0.10392572730779648,0.22155319154262543,0.1655803620815277,0.14156639575958252,0.22878289222717285,0.16191203892230988,0.1261799931526184,0.22155319154262543,0.2257954627275467,0.15061211585998535,0.15601195394992828,0.11293095350265503
cockerell,0.2512316107749939,0.16634142398834229,0.30206069350242615,0.2894454300403595,0.19659523665905,0.25632691383361816,0.14972998201847076,0.16070394217967987,0.20376546680927277,0.2069236934185028,0.11986762285232544,0.30206069350242615,0.19573771953582764,0.1837410032749176,0.20376546680927277,0.25632691383361816,0.20619671046733856,0.15202979743480682,0.163274884223938
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
augustus,0.1511116772890091,0.22400091588497162,0.2774727940559387,0.12318775802850723,0.09816353768110275,0.2133389264345169,0.144548237323761,0.23859313130378723,0.2343107908964157,0.23306076228618622,0.16630221903324127,0.2774727940559387,0.12933102250099182,0.12485141307115555,0.2343107908964157,0.2133389264345169,0.10245263576507568,0.1226046085357666,0.16386699676513672
welby,0.1816350519657135,0.22599650919437408,0.3354984223842621,0.2067512720823288,0.16980654001235962,0.28318098187446594,0.11743080615997314,0.20073094964027405,0.2667175233364105,0.30336031317710876,0.15148448944091797,0.3354984223842621,0.22095270454883575,0.2036626636981964,0.2667175233364105,0.28318098187446594,0.1542479693889618,0.1236882209777832,0.22641946375370026
northmore,0.22650247812271118,0.22295771539211273,0.3816637694835663,0.22505155205726624,0.19688554108142853,0.31635281443595886,0.25578683614730835,0.3166349530220032,0.3547493815422058,0.3130297362804413,0.3624787926673889,0.3816637694835663,0.22971202433109283,0.2080984264612198,0.3547493815422058,0.31635281443595886,0.26912355422973633,0.21196362376213074,0.16165171563625336
pugin,0.24432040750980377,0.27177894115448,0.3421325981616974,0.3144919276237488,0.28557100892066956,0.2767612338066101,0.1625213474035263,0.20686481893062592,0.22208446264266968,0.29603055119514465,0.2928755283355713,0.3421325981616974,0.21127787232398987,0.20589160919189453,0.22208446264266968,0.2767612338066101,0.27694451808929443,0.21989774703979492,0.28266432881355286
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.32510843873023987,0.2283722162246704,0.2768409848213196,0.14362765848636627,0.20237073302268982,0.26674556732177734,0.14884021878242493,0.2226593792438507,0.180271714925766,0.3036085069179535,0.2283722162246704,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.10896988958120346,0.14995771646499634,0.10503887385129929
george,0.16627563536167145,0.1676310896873474,0.24972979724407196,0.16880105435848236,0.18388281762599945,0.2510760426521301,0.1078643649816513,0.07683051377534866,0.18167929351329803,0.18316209316253662,0.1650734692811966,0.24972979724407196,0.14082063734531403,0.11628139764070511,0.18167929351329803,0.2510760426521301,0.17733342945575714,0.15784206986427307,0.1479024887084961
gilbert,0.14743243157863617,0.1833209991455078,0.2684597074985504,0.22850657999515533,0.22028030455112457,0.1988684982061386,0.0714285746216774,0.05957948416471481,0.274740993976593,0.19850239157676697,0.11874425411224365,0.2684597074985504,0.15918461978435516,0.08621670305728912,0.274740993976593,0.1988684982061386,0.29311034083366394,0.17694438993930817,0.16105259954929352
scott,0.16415341198444366,0.11440107226371765,0.2646353542804718,0.17445309460163116,0.21616168320178986,0.20135091245174408,0.09162100404500961,0.13976164162158966,0.2145105004310608,0.1703232377767563,0.16453075408935547,0.2646353542804718,0.16574665904045105,0.13976098597049713,0.2145105004310608,0.20135091245174408,0.17494893074035645,0.1691877394914627,0.0875725969672203
",",0.3658004403114319,0.21737651526927948,1.0000001192092896,0.2816491723060608,0.4464869201183319,0.4933079481124878,0.2621418535709381,0.1897594928741455,0.5201468467712402,0.36073189973831177,0.2626921832561493,1.0000001192092896,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.27462682127952576,0.23961079120635986,0.22112208604812622,0.22649751603603363,0.2230520099401474,0.13028214871883392,0.05618296563625336,0.22177861630916595,0.21047446131706238,0.13105931878089905,0.23961079120635986,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2384403645992279,0.14187732338905334,0.13162356615066528
loughborough,0.22876283526420593,0.217668816447258,0.2782362997531891,0.251289427280426,0.22958572208881378,0.26623621582984924,0.2531147003173828,0.2277459055185318,0.24739104509353638,0.28949281573295593,0.2765767276287079,0.2782362997531891,0.21353527903556824,0.14076977968215942,0.24739104509353638,0.26623621582984924,0.1831415295600891,0.14113874733448029,0.10695106536149979
