,how,many,times,prios,has,the,sun,life,stadium,had,super,bowls,?
(,0.1676948219537735,0.1455259770154953,0.19763468205928802,0.2641468942165375,0.2498389035463333,0.33289089798927307,0.18738871812820435,0.16464252769947052,0.15239137411117554,0.16223937273025513,0.17553061246871948,0.15610253810882568,0.40561532974243164
tied,0.18823237717151642,0.15223067998886108,0.22775548696517944,0.18306070566177368,0.16990259289741516,0.24453675746917725,0.1694914549589157,0.1301192045211792,0.1170332208275795,0.24627533555030823,0.15753702819347382,0.26907092332839966,0.14687292277812958
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.2508782148361206,0.450642853975296,0.4739971458911896,0.1499021351337433,0.244698166847229,0.18393352627754211,0.3270139992237091,0.22938419878482819,0.2635827958583832,0.264628142118454
most,0.311336874961853,0.6236066222190857,0.24540643393993378,0.25587138533592224,0.3426419198513031,0.47635307908058167,0.1857568472623825,0.27878934144973755,0.14703509211540222,0.2896747589111328,0.22041858732700348,0.1891278475522995,0.2107497900724411
with,0.3525622487068176,0.35744401812553406,0.3026435673236847,0.23296664655208588,0.44092974066734314,0.4223487675189972,0.15915165841579437,0.21728253364562988,0.11267887055873871,0.4739086329936981,0.1518537551164627,0.1842041313648224,0.2433311939239502
new,0.20832711458206177,0.2992318272590637,0.2618185877799988,0.2197452187538147,0.20920851826667786,0.3845241069793701,0.14003081619739532,0.20839716494083405,0.17546728253364563,0.28327175974845886,0.2769954204559326,0.10619298368692398,0.14782847464084625
orleans,0.17430447041988373,0.20345625281333923,0.20654574036598206,0.2166287750005722,0.15059642493724823,0.22309443354606628,0.19740645587444305,0.14682845771312714,0.13913080096244812,0.22929957509040833,0.1912957727909088,0.2317809909582138,0.13097690045833588
),0.17939934134483337,0.16602720320224762,0.19210705161094666,0.2445165514945984,0.26944878697395325,0.3456730246543884,0.197196826338768,0.17696817219257355,0.13414925336837769,0.17014533281326294,0.1971341073513031,0.15551583468914032,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3039785921573639,0.3734780251979828,0.4933079481124878,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.35487717390060425,0.22322475910186768,0.1899355798959732,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.3026435673236847,0.23296664655208588,0.44092974066734314,0.4223487675189972,0.15915165841579437,0.21728253364562988,0.11267887055873871,0.4739086329936981,0.1518537551164627,0.1842041313648224,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.2263406664133072,0.4177538752555847,1.0,0.258540540933609,0.23528170585632324,0.21145665645599365,0.3875846862792969,0.21959073841571808,0.17019082605838776,0.22068053483963013
most,0.311336874961853,0.6236066222190857,0.24540643393993378,0.25587138533592224,0.3426419198513031,0.47635307908058167,0.1857568472623825,0.27878934144973755,0.14703509211540222,0.2896747589111328,0.22041858732700348,0.1891278475522995,0.2107497900724411
recent,0.2783147990703583,0.38218390941619873,0.29673510789871216,0.2618165612220764,0.3722807466983795,0.31046223640441895,0.2079794704914093,0.18241150677204132,0.15271523594856262,0.3217255771160126,0.2514570653438568,0.23366832733154297,0.2544887959957123
one,0.3213292360305786,0.4223630726337433,0.3664974272251129,0.3073381781578064,0.43032392859458923,0.5514441132545471,0.19948183000087738,0.21805667877197266,0.08403151482343674,0.3595404326915741,0.21711376309394836,0.1688857227563858,0.2673267424106598
being,0.33768191933631897,0.36609646677970886,0.27996495366096497,0.1318235546350479,0.41100069880485535,0.419739305973053,0.16975601017475128,0.2575947344303131,0.1248561441898346,0.42718788981437683,0.19301097095012665,0.1838560700416565,0.26743772625923157
super,0.11920704692602158,0.17302978038787842,0.19135531783103943,0.21398067474365234,0.15233033895492554,0.21959073841571808,0.19575519859790802,0.11999484151601791,0.1715150624513626,0.17216899991035461,1.0000001192092896,0.3995929956436157,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.25533148646354675,0.22113274037837982,0.17163237929344177,0.21576224267482758,0.1716381013393402,0.12527509033679962,0.25985562801361084,0.1661457121372223,0.4848237931728363,0.73409503698349,0.21118052303791046
xliv,0.14590395987033844,0.11272138357162476,0.2593543529510498,0.26610666513442993,0.14641037583351135,0.26059773564338684,0.2701414227485657,0.1948215812444687,0.2850404679775238,0.17863138020038605,0.5207219123840332,0.43310031294822693,0.25535592436790466
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.2194388061761856,0.4173259735107422,0.6662389636039734,0.16873624920845032,0.27054134011268616,0.21361783146858215,0.385026752948761,0.18576006591320038,0.14384441077709198,0.20430970191955566
2010,0.17927342653274536,0.33878764510154724,0.12603545188903809,0.01563197560608387,0.23259371519088745,0.31722962856292725,0.09201082587242126,0.08468662202358246,0.1463434100151062,0.28968116641044617,-0.0031138178892433643,0.04473770037293434,0.21232788264751434
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.26479220390319824,0.4105546176433563,0.5934505462646484,0.20861375331878662,0.3029138445854187,0.1958179920911789,0.37348684668540955,0.2757420241832733,0.2032003402709961,0.4130953550338745
