,what,had,luther,'s,community,done,to,jews,years,earlier,?
guilty,0.2844175100326538,0.21179883182048798,0.2153511792421341,0.00019800088193733245,0.11532742530107498,0.19393891096115112,0.1728491187095642,0.24410295486450195,0.18105153739452362,0.2160143405199051,0.17103199660778046
of,0.33290785551071167,0.37755560874938965,0.1719115972518921,-0.03817026689648628,0.2367410808801651,0.23300732672214508,0.41548454761505127,0.2207300066947937,0.2904134690761566,0.27635854482650757,0.1826142966747284
the,0.42745697498321533,0.3875846862792969,0.1759674996137619,-0.01540423184633255,0.2601400911808014,0.26575928926467896,0.535392165184021,0.24901628494262695,0.2912273406982422,0.26843780279159546,0.22068053483963013
murder,0.24129441380500793,0.19716107845306396,0.24906706809997559,0.028475608676671982,0.05422656610608101,0.18352243304252625,0.15465311706066132,0.27703243494033813,0.1881687343120575,0.18674151599407196,0.1855451613664627
of,0.33290785551071167,0.37755560874938965,0.1719115972518921,-0.03817026689648628,0.2367410808801651,0.23300732672214508,0.41548454761505127,0.2207300066947937,0.2904134690761566,0.27635854482650757,0.1826142966747284
christ,0.2615339457988739,0.16689422726631165,0.2758595049381256,0.054941605776548386,0.27434954047203064,0.14226007461547852,0.22245259582996368,0.3402741253376007,0.19498896598815918,0.14672644436359406,0.13772203028202057
",",0.3087472915649414,0.35487717390060425,0.23255878686904907,-0.0016132977325469255,0.2761111557483673,0.32079052925109863,0.44245919585227966,0.27184903621673584,0.2589467465877533,0.26249322295188904,0.31091248989105225
and,0.31309178471565247,0.3872550129890442,0.20796556770801544,0.06895173341035843,0.2756517827510834,0.3048352003097534,0.48971283435821533,0.2555774748325348,0.300204873085022,0.18838374316692352,0.20544172823429108
he,0.3114890456199646,0.43657350540161133,0.2454872578382492,0.024063590914011,0.22987858951091766,0.24719375371932983,0.385390967130661,0.18863363564014435,0.3526231348514557,0.19051598012447357,0.2089974731206894
lived,0.18411467969417572,0.3942968547344208,0.06113513559103012,-0.020320259034633636,0.19369661808013916,0.08286318928003311,0.1957261860370636,0.20200052857398987,0.36615729331970215,0.24595975875854492,0.1798510104417801
within,0.2498195916414261,0.2050173133611679,0.13910457491874695,-0.01527355331927538,0.2614595592021942,0.12830546498298645,0.34980177879333496,0.19913987815380096,0.2801017165184021,0.21380826830863953,0.1870293766260147
a,0.3320399522781372,0.34897568821907043,0.17967689037322998,0.04866964742541313,0.2694961726665497,0.2800007462501526,0.45503583550453186,0.17522315680980682,0.23773819208145142,0.19610044360160828,0.23916715383529663
local,0.18981902301311493,0.1440093070268631,0.14640261232852936,0.027985693886876106,0.2630566358566284,0.10112568736076355,0.2207600325345993,0.1288354992866516,0.1401423066854477,0.11721713840961456,0.15022775530815125
community,0.29032719135284424,0.13748346269130707,0.16612829267978668,0.020855724811553955,0.9999998807907104,0.22774603962898254,0.2863751947879791,0.285335510969162,0.12434419989585876,0.0930575504899025,0.2380419820547104
that,0.6297725439071655,0.4407361149787903,0.21746599674224854,0.04397977516055107,0.2687637507915497,0.40027952194213867,0.5436353087425232,0.27395346760749817,0.27599525451660156,0.39515221118927,0.32716336846351624
had,0.23849567770957947,0.9999999403953552,0.16133075952529907,-0.004401352722197771,0.13748346269130707,0.296473890542984,0.37984350323677063,0.23372827470302582,0.36797329783439636,0.347934752702713,0.20728366076946259
expelled,0.13734279572963715,0.259445458650589,0.11231435835361481,-0.02596120908856392,0.16037631034851074,0.20188367366790771,0.2640225291252136,0.35896041989326477,0.2578890025615692,0.18065978586673737,0.04119007661938667
jews,0.22131574153900146,0.23372827470302582,0.24326977133750916,0.017030835151672363,0.285335510969162,0.14201804995536804,0.22399327158927917,1.0000001192092896,0.2144758254289627,0.1252979338169098,0.16730794310569763
some,0.4491020441055298,0.3648970425128937,0.2097044140100479,0.056411296129226685,0.24749743938446045,0.4054286479949951,0.4636894166469574,0.20424841344356537,0.22341805696487427,0.33534109592437744,0.2562315762042999
ninety,0.16963353753089905,0.2905551791191101,0.3238984942436218,0.08292198926210403,0.12524943053722382,0.14491362869739532,0.21974696218967438,0.2406543493270874,0.3764592409133911,0.22089387476444244,0.19672240316867828
years,0.1981470286846161,0.36797329783439636,0.1472962647676468,0.05563735216856003,0.12434419989585876,0.1807522028684616,0.23891852796077728,0.2144758254289627,1.0,0.3132668733596802,0.1914375126361847
earlier,0.22624605894088745,0.347934752702713,0.17346598207950592,0.04531743377447128,0.0930575504899025,0.19965562224388123,0.29382309317588806,0.1252979338169098,0.3132668733596802,0.9999998807907104,0.13306351006031036
.,0.3567904531955719,0.37348684668540955,0.24907569587230682,-0.003708066651597619,0.2594514787197113,0.3132319152355194,0.4645031690597534,0.2115412801504135,0.31919315457344055,0.2584128975868225,0.4130953550338745
