,what,does,the,armagnac,manuscript,in,the,v,&,a,library,archive,depict,?
centuries,0.18983326852321625,0.133294016122818,0.32166481018066406,0.17212557792663574,0.33270207047462463,0.2558690905570984,0.32166481018066406,0.10898236930370331,0.08590544015169144,0.12476986646652222,0.1735212802886963,0.09946751594543457,0.2658737599849701,0.13179439306259155
include,0.1535889357328415,0.26005542278289795,0.2951717972755432,0.14179082214832306,0.08894090354442596,0.28694382309913635,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.1253708004951477,0.11428064852952957,0.33301809430122375,0.14925788342952728
:,-0.12022944539785385,-0.11934193223714828,-0.03403344005346298,0.09253089874982834,-0.12241944670677185,0.020521078258752823,-0.03403344005346298,-0.009624218568205833,-0.03967161104083061,-0.0007584693375974894,-0.1344044804573059,-0.09683877229690552,-0.035973213613033295,-0.07156077772378922
the,0.42745697498321533,0.35928019881248474,1.0,0.20475567877292633,0.2120380848646164,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.20201213657855988,0.22068053483963013
eadwine,0.28157034516334534,0.25545409321784973,0.3784645199775696,0.45213231444358826,0.2909347116947174,0.3304593861103058,0.3784645199775696,0.22120167315006256,0.1696675419807434,0.3271927535533905,0.2592359781265259,0.19832652807235718,0.17162811756134033,0.29207202792167664
psalter,0.20557545125484467,0.15818072855472565,0.25767382979393005,0.2917710244655609,0.45677804946899414,0.25446760654449463,0.25767382979393005,0.14039459824562073,0.16465340554714203,0.2713167071342468,0.2650485336780548,0.20073923468589783,0.2266358584165573,0.23865507543087006
[,0.010752761736512184,-0.04333333671092987,0.07130392640829086,0.08074501901865005,0.02291674166917801,0.12324675917625427,0.07130392640829086,0.0017519406974315643,0.04638465493917465,0.03893941268324852,0.08612839132547379,0.0682491809129715,0.08872974663972855,0.011015460826456547
citation,0.26448965072631836,0.26015082001686096,0.2536581754684448,0.128195658326149,0.2523048222064972,0.22942641377449036,0.2536581754684448,0.22832001745700836,0.10760807991027832,0.24621744453907013,0.275188148021698,0.2892564833164215,0.10429160296916962,0.3382055461406708
needed,0.3631289601325989,0.36562326550483704,0.3064746856689453,0.1539820432662964,0.1415081024169922,0.21117523312568665,0.3064746856689453,0.18468528985977173,0.07382941246032715,0.2915569543838501,0.12198591977357864,0.15592768788337708,0.14296697080135345,0.2863257825374603
],-0.03775298595428467,0.018593570217490196,-0.04779602214694023,0.013435330241918564,-0.03487028554081917,-0.1088862195611,-0.04779602214694023,-0.032258953899145126,0.06779602915048599,-0.049516137689352036,0.06032894551753998,0.00800659041851759,0.02287079393863678,-0.0022520492784678936
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.24373728036880493,0.16609624028205872,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.13495954871177673,0.31091248989105225
canterbury,0.19353896379470825,0.17835044860839844,0.25006434321403503,0.2885292172431946,0.2940012812614441,0.21091140806674957,0.25006434321403503,0.15426969528198242,0.05550864338874817,0.21998068690299988,0.1921026110649109,0.1199336126446724,0.12114330381155014,0.19566942751407623
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.03173867613077164,0.012349058873951435,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.05095076188445091,0.10349778085947037
pocket,0.12645591795444489,0.16952532529830933,0.2063775360584259,0.1561790555715561,0.16723933815956116,0.1890280842781067,0.2063775360584259,0.12419223040342331,0.092502661049366,0.25707823038101196,0.15879762172698975,0.10002897679805756,0.11723000556230545,0.10475768893957138
book,0.2872225046157837,0.1788913756608963,0.2652374505996704,0.09767011553049088,0.46485966444015503,0.2527170181274414,0.2652374505996704,0.11204465478658676,0.20326612889766693,0.19186489284038544,0.30117443203926086,0.23999249935150146,0.2424091249704361,0.20572158694267273
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.29117095470428467,0.22283752262592316,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.2532079219818115,0.1826142966747284
hours,0.21807120740413666,0.14648103713989258,0.18919475376605988,0.1667732149362564,0.07221697270870209,0.2001713663339615,0.18919475376605988,0.15015637874603271,0.06077265366911888,0.22820048034191132,0.057453423738479614,0.11677530407905579,0.11898710578680038,0.21755769848823547
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.24373728036880493,0.16609624028205872,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.13495954871177673,0.31091248989105225
reims,0.13599126040935516,0.0723349079489708,0.24280306696891785,0.5539846420288086,0.29720720648765564,0.2237093150615692,0.24280306696891785,0.21115687489509583,0.10048628598451614,0.201993927359581,0.1383626013994217,0.09558367729187012,0.1482434719800949,0.15498468279838562
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.03173867613077164,0.012349058873951435,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.05095076188445091,0.10349778085947037
missal,0.23240241408348083,0.17667393386363983,0.3095519244670868,0.1396438181400299,0.34488144516944885,0.18731087446212769,0.3095519244670868,0.1845640242099762,0.058375779539346695,0.22591301798820496,0.1874590814113617,0.20772413909435272,0.13140396773815155,0.24140018224716187
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.22335809469223022,0.19973866641521454,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.21735483407974243,0.12935520708560944,0.1750570833683014,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,1.0,0.20475567877292633,0.2120380848646164,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.20201213657855988,0.22068053483963013
royal,0.16189028322696686,0.12133024632930756,0.2997032403945923,0.21188156306743622,0.13742031157016754,0.22172321379184723,0.2997032403945923,0.12024694681167603,0.08672033250331879,0.19676944613456726,0.16925595700740814,0.05852457880973816,0.12791621685028076,0.11453001946210861
abbey,0.11892779171466827,0.12874187529087067,0.25067803263664246,0.35440775752067566,0.2982267439365387,0.20744650065898895,0.25067803263664246,0.11178632080554962,0.11532298475503922,0.18565058708190918,0.2683490812778473,0.2432243525981903,0.0945308580994606,0.0857127457857132
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.29117095470428467,0.22283752262592316,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.2532079219818115,0.1826142966747284
saint,0.1704905927181244,0.1373554915189743,0.24700650572776794,0.45529982447624207,0.28552356362342834,0.18961206078529358,0.24700650572776794,0.12702041864395142,0.08271743357181549,0.20984415709972382,0.11618185043334961,0.13703028857707977,0.15116609632968903,0.15690264105796814
denis,0.16162839531898499,0.07722808420658112,0.25394904613494873,0.4119064509868622,0.18072284758090973,0.25982874631881714,0.25394904613494873,0.21022622287273407,0.07744359970092773,0.2223232239484787,0.13378910720348358,0.14099055528640747,0.07339280098676682,0.1735544502735138
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.24373728036880493,0.16609624028205872,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.13495954871177673,0.31091248989105225
paris,0.12914370000362396,0.10957839339971542,0.24946041405200958,0.42111873626708984,0.21978236734867096,0.29171380400657654,0.24946041405200958,0.11357762664556503,0.12118589133024216,0.2185223400592804,0.12582670152187347,0.12304659932851791,0.20446322858333588,0.1491217315196991
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.03173867613077164,0.012349058873951435,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.05095076188445091,0.10349778085947037
the,0.42745697498321533,0.35928019881248474,1.0,0.20475567877292633,0.2120380848646164,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.20201213657855988,0.22068053483963013
simon,0.16804955899715424,0.18627330660820007,0.20363262295722961,0.27417752146720886,0.165083110332489,0.1896257847547531,0.20363262295722961,0.05789875239133835,0.27606576681137085,0.21660487353801727,0.0985369011759758,0.16787658631801605,0.11707044392824173,0.10385744273662567
marmion,0.2434137463569641,0.2683839201927185,0.33487069606781006,0.4229317009449005,0.20988652110099792,0.2799806594848633,0.33487069606781006,0.19828635454177856,0.19576215744018555,0.3619057536125183,0.13856318593025208,0.18243925273418427,0.2160397619009018,0.2746967673301697
book,0.2872225046157837,0.1788913756608963,0.2652374505996704,0.09767011553049088,0.46485966444015503,0.2527170181274414,0.2652374505996704,0.11204465478658676,0.20326612889766693,0.19186489284038544,0.30117443203926086,0.23999249935150146,0.2424091249704361,0.20572158694267273
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.29117095470428467,0.22283752262592316,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.2532079219818115,0.1826142966747284
hours,0.21807120740413666,0.14648103713989258,0.18919475376605988,0.1667732149362564,0.07221697270870209,0.2001713663339615,0.18919475376605988,0.15015637874603271,0.06077265366911888,0.22820048034191132,0.057453423738479614,0.11677530407905579,0.11898710578680038,0.21755769848823547
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.24373728036880493,0.16609624028205872,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.13495954871177673,0.31091248989105225
bruges,0.11975816637277603,0.10863342136144638,0.26057592034339905,0.4039739668369293,0.2564274072647095,0.28425008058547974,0.26057592034339905,0.15478108823299408,0.10532855242490768,0.2248537242412567,0.1258113533258438,0.14587558805942535,0.2536396086215973,0.07012010365724564
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.03173867613077164,0.012349058873951435,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.05095076188445091,0.10349778085947037
1524,0.007574824616312981,-0.043075233697891235,-0.09282234311103821,0.0052649457938969135,-0.05580359324812889,-0.09039775282144547,-0.09282234311103821,-0.022274482995271683,0.013044768944382668,-0.07650042325258255,-0.11647866666316986,0.03140508756041527,-0.0739363357424736,0.10532363504171371
charter,0.13714581727981567,0.18460236489772797,0.26436546444892883,0.24387311935424805,0.17318761348724365,0.20881880819797516,0.26436546444892883,0.25041452050209045,0.1150636225938797,0.20456433296203613,0.23898981511592865,0.12709127366542816,0.11430490761995316,0.14220231771469116
illuminated,0.1660466343164444,0.21254293620586395,0.25755834579467773,0.343532532453537,0.4025060534477234,0.19316352903842926,0.25755834579467773,0.1447104513645172,0.23285849392414093,0.17589955031871796,0.23275749385356903,0.18208472430706024,0.3543987274169922,0.14651840925216675
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.15494516491889954,0.15238796174526215,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17569513618946075,0.11736158281564713,0.2279980480670929,0.17966607213020325
lucas,0.0458514429628849,0.0932132750749588,0.22933711111545563,0.21367336809635162,0.15701976418495178,0.2008512020111084,0.22933711111545563,0.19974762201309204,0.15407010912895203,0.24317069351673126,0.06994170695543289,0.15292225778102875,0.192274808883667,0.10544870048761368
horenbout,0.303968608379364,0.1233808621764183,0.3181915283203125,0.36067599058151245,0.25453874468803406,0.33663928508758545,0.3181915283203125,0.18122358620166779,0.1695259064435959,0.33848050236701965,0.21837763488292694,0.26535865664482117,0.15664443373680115,0.25815027952194214
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.24373728036880493,0.16609624028205872,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.13495954871177673,0.31091248989105225
london,0.15188734233379364,0.15419085323810577,0.27034124732017517,0.19891344010829926,0.20113518834114075,0.2785358726978302,0.27034124732017517,0.11866631358861923,0.223523810505867,0.1934366375207901,0.15845856070518494,0.18842294812202454,0.0952453538775444,0.11278104782104492
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.03173867613077164,0.012349058873951435,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.05095076188445091,0.10349778085947037
the,0.42745697498321533,0.35928019881248474,1.0,0.20475567877292633,0.2120380848646164,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.20201213657855988,0.22068053483963013
armagnac,0.09690578281879425,0.12605737149715424,0.20475567877292633,1.0,0.24899572134017944,0.18808697164058685,0.20475567877292633,0.1414339542388916,0.20169100165367126,0.20969194173812866,0.14676442742347717,0.15523074567317963,0.14400790631771088,0.16547927260398865
manuscript,0.17996065318584442,0.14863507449626923,0.2120380848646164,0.24899572134017944,1.0,0.20317763090133667,0.2120380848646164,0.16150379180908203,0.06795918941497803,0.1410922259092331,0.4302135705947876,0.3348329961299896,0.24655020236968994,0.1704554408788681
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.29117095470428467,0.22283752262592316,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.2532079219818115,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.20475567877292633,0.2120380848646164,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.20201213657855988,0.22068053483963013
trial,0.2327587604522705,0.13745073974132538,0.20843634009361267,0.09046047925949097,0.1663338541984558,0.22061339020729065,0.20843634009361267,0.14345784485340118,0.13065661489963531,0.24950183928012848,0.09926822036504745,0.18245282769203186,0.10290160775184631,0.16902455687522888
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2003672868013382,0.18438157439231873,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.18451033532619476,0.18292714655399323,0.2580662965774536,0.20544172823429108
rehabilitation,0.24492935836315155,0.14200720191001892,0.21794141829013824,0.18101796507835388,0.14158323407173157,0.2936114966869354,0.21794141829013824,0.07583191245794296,0.1641193926334381,0.2603473663330078,0.25684744119644165,0.18259109556674957,0.14243550598621368,0.19888725876808167
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.29117095470428467,0.22283752262592316,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.2532079219818115,0.1826142966747284
joan,0.09794939309358597,0.11439282447099686,0.12128341197967529,0.23673774302005768,0.17249788343906403,0.1662837415933609,0.12128341197967529,0.11791542172431946,0.12232580780982971,0.13431841135025024,0.07543225586414337,0.08294811844825745,0.16988396644592285,0.11817244440317154
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.29117095470428467,0.22283752262592316,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.2532079219818115,0.1826142966747284
arc,0.17053541541099548,0.2166220098733902,0.26253756880760193,0.35054486989974976,0.2012254148721695,0.1766720861196518,0.26253756880760193,0.1534356027841568,0.10579022020101547,0.25114426016807556,0.08997397869825363,0.1895502209663391,0.16615580022335052,0.10246327519416809
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.24373728036880493,0.16609624028205872,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.13495954871177673,0.31091248989105225
rouen,0.174651637673378,0.13054797053337097,0.26720601320266724,0.5531511306762695,0.232198104262352,0.1899111121892929,0.26720601320266724,0.12123490124940872,0.07741578668355942,0.234470397233963,0.13088487088680267,0.08349557965993881,0.1362772434949875,0.14388547837734222
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.25462037324905396,0.2235376536846161,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.23675528168678284,0.23407913744449615,0.1515297293663025,0.4130953550338745
