,what,did,the,civil,war,leave,the,state,of,afghanistan,'s,economy,in,?
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.25259146094322205,0.29695844650268555,0.2462838888168335,0.5171257257461548,0.2653750479221344,0.5116966962814331,0.2312776744365692,0.06895173341035843,0.26484790444374084,0.4954058527946472,0.20544172823429108
prosperity,0.20327873528003693,0.13875696063041687,0.29066985845565796,0.23813892900943756,0.3082497715950012,0.1548929363489151,0.29066985845565796,0.2753245234489441,0.27180835604667664,0.25985589623451233,0.031439896672964096,0.45937758684158325,0.21032258868217468,0.1755954772233963
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.24795588850975037,0.2671184241771698,0.2779998779296875,0.4933079481124878,0.29481780529022217,0.4946078956127167,0.21547061204910278,-0.0016132977325469255,0.2521176040172577,0.5201468467712402,0.31091248989105225
due,0.15204688906669617,0.15152592957019806,0.22577603161334991,0.15283706784248352,0.15864722430706024,0.1986827552318573,0.22577603161334991,0.16669750213623047,0.2533245384693146,0.16499944031238556,0.03925589844584465,0.22347581386566162,0.2516716718673706,0.10954997688531876
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2019355595111847,0.2610234022140503,0.408642441034317,0.535392165184021,0.25557461380958557,0.41548454761505127,0.20390678942203522,0.03782717138528824,0.2613506615161896,0.45010748505592346,0.29463258385658264
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.21693918108940125,0.2368277609348297,0.25682857632637024,0.5829201340675354,0.25097307562828064,0.5052502155303955,0.171161487698555,0.04866964742541313,0.24415728449821472,0.539380669593811,0.23916715383529663
vicious,0.24344849586486816,0.10646622627973557,0.1787988245487213,0.14883793890476227,0.13263240456581116,0.1570432186126709,0.1787988245487213,0.11366751044988632,0.15464134514331818,0.06151103600859642,-0.03970406576991081,0.00039929430931806564,0.1206643283367157,0.24082088470458984
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.25259146094322205,0.29695844650268555,0.2462838888168335,0.5171257257461548,0.2653750479221344,0.5116966962814331,0.2312776744365692,0.06895173341035843,0.26484790444374084,0.4954058527946472,0.20544172823429108
destructive,0.2930704951286316,0.19817790389060974,0.22169126570224762,0.15673857927322388,0.22766992449760437,0.19181407988071442,0.22169126570224762,0.12253033369779587,0.21505078673362732,0.1416962444782257,0.07038499414920807,0.18413446843624115,0.2215355485677719,0.18108771741390228
civil,0.15091551840305328,0.17288750410079956,0.2477465271949768,1.0,0.5418448448181152,0.17511315643787384,0.2477465271949768,0.2531958818435669,0.24698495864868164,0.2451801598072052,-0.06354409456253052,0.2792512774467468,0.26466667652130127,0.1494513899087906
war,0.22516006231307983,0.27422013878822327,0.366199791431427,0.5418448448181152,1.0000001192092896,0.22313059866428375,0.366199791431427,0.2715452015399933,0.31680163741111755,0.2994585931301117,0.06856801360845566,0.3205723464488983,0.29904094338417053,0.15510529279708862
between,0.2462156116962433,0.16542956233024597,0.39067012071609497,0.19927990436553955,0.2612598240375519,0.19404065608978271,0.39067012071609497,0.15876169502735138,0.3737983703613281,0.2223958969116211,0.006096371449530125,0.17449726164340973,0.41100412607192993,0.12887074053287506
political,0.21846716105937958,0.21022029221057892,0.20477235317230225,0.33490484952926636,0.30907976627349854,0.18865850567817688,0.20477235317230225,0.26535144448280334,0.27319738268852234,0.28168827295303345,0.04151610657572746,0.39603617787361145,0.22136160731315613,0.17130474746227264
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.25259146094322205,0.29695844650268555,0.2462838888168335,0.5171257257461548,0.2653750479221344,0.5116966962814331,0.2312776744365692,0.06895173341035843,0.26484790444374084,0.4954058527946472,0.20544172823429108
tribal,0.21726880967617035,0.20051459968090057,0.259813129901886,0.21490830183029175,0.22794979810714722,0.1885690838098526,0.259813129901886,0.14399993419647217,0.23765619099140167,0.3305768668651581,0.08223730325698853,0.14812619984149933,0.15004047751426697,0.0904514268040657
warlords,0.16604982316493988,0.20310938358306885,0.233455628156662,0.24996481835842133,0.35826754570007324,0.17876103520393372,0.233455628156662,0.14373378455638885,0.2154676467180252,0.31564173102378845,-0.0018570789834484458,0.1916200965642929,0.1567830741405487,0.10688880831003189
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.24795588850975037,0.2671184241771698,0.2779998779296875,0.4933079481124878,0.29481780529022217,0.4946078956127167,0.21547061204910278,-0.0016132977325469255,0.2521176040172577,0.5201468467712402,0.31091248989105225
making,0.30777570605278015,0.32095879316329956,0.35185980796813965,0.13746029138565063,0.2169453650712967,0.2087782770395279,0.35185980796813965,0.1691771298646927,0.3250596821308136,0.1263561248779297,0.043641600757837296,0.3000567555427551,0.280230849981308,0.2539324164390564
afghanistan,0.23892498016357422,0.17636427283287048,0.28314414620399475,0.2451801598072052,0.2994585931301117,0.1433645784854889,0.28314414620399475,0.19660522043704987,0.2363988608121872,1.0000001192092896,-0.012016630731523037,0.26288577914237976,0.2505266070365906,0.1478135734796524
one,0.376489520072937,0.27659472823143005,0.5514441132545471,0.15266822278499603,0.2536076605319977,0.2739447355270386,0.5514441132545471,0.23717761039733887,0.4999135136604309,0.19810980558395386,0.06913424283266068,0.18449002504348755,0.4129433035850525,0.2673267424106598
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.24698495864868164,0.31680163741111755,0.22741928696632385,0.733189046382904,0.34253445267677307,1.0,0.2363988608121872,-0.03817026689648628,0.2583308815956116,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.2477465271949768,0.366199791431427,0.32171857357025146,1.0,0.3097178041934967,0.733189046382904,0.28314414620399475,-0.01540423184633255,0.24644890427589417,0.6662389636039734,0.22068053483963013
poorest,0.23047477006912231,0.2455042451620102,0.280545175075531,0.25066882371902466,0.3203239142894745,0.19056442379951477,0.280545175075531,0.25382575392723083,0.3138331174850464,0.3454468250274658,0.05955370515584946,0.4472297728061676,0.2888219654560089,0.15734092891216278
countries,0.22319257259368896,0.2888847887516022,0.33290645480155945,0.21527278423309326,0.2999389171600342,0.09680278599262238,0.33290645480155945,0.28417062759399414,0.2800094783306122,0.31327372789382935,0.04551587626338005,0.31107139587402344,0.3027990758419037,0.15128466486930847
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.17390455305576324,0.23017507791519165,0.23102210462093353,0.5107308030128479,0.18138433992862701,0.3966929316520691,0.14500628411769867,0.0026888418942689896,0.17831654846668243,0.46853652596473694,0.2714994251728058
earth,0.25883176922798157,0.15510493516921997,0.2801888585090637,0.07565201818943024,0.13358990848064423,0.1637246310710907,0.2801888585090637,0.13761432468891144,0.2329314798116684,0.23809655010700226,0.0661235973238945,0.24935665726661682,0.18566735088825226,0.17717236280441284
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2541380822658539,0.3000848889350891,0.30909571051597595,0.5934505462646484,0.31380724906921387,0.5352458953857422,0.2578941881656647,-0.003708066651597619,0.2477293759584427,0.5591574311256409,0.4130953550338745
