,who,was,the,abc,entertainment,president,in,1957,?
bandstand,0.1380096822977066,0.16429691016674042,0.26489946246147156,0.21551045775413513,0.23158380389213562,0.09883080422878265,0.24994903802871704,0.02695898525416851,0.08232080191373825
had,0.36173108220100403,0.5927209258079529,0.3875846862792969,0.18355661630630493,0.11914899945259094,0.20116457343101501,0.385026752948761,-0.03344227746129036,0.20728366076946259
pulled,0.22622616589069366,0.23159421980381012,0.2856052815914154,0.10247606039047241,0.1244952529668808,0.08830231428146362,0.14637652039527893,-0.12311173230409622,0.15093113481998444
very,0.34641316533088684,0.3183368146419525,0.34171217679977417,0.08320367336273193,0.15231306850910187,0.114345021545887,0.3209688663482666,0.12441447377204895,0.20864155888557434
strong,0.2281126081943512,0.21312883496284485,0.22482411563396454,0.12823276221752167,0.11532577872276306,0.06865620613098145,0.21198557317256927,-0.04376133158802986,0.11990999430418015
ratings,0.1265973597764969,0.2160990834236145,0.23356813192367554,0.2876999080181122,0.31204017996788025,0.10384456813335419,0.17289267480373383,-0.09530569612979889,0.19248855113983154
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1697147786617279,0.20493005216121674,0.18811661005020142,1.0,-0.044204503297805786,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.2068762183189392,0.19077853858470917,0.24330610036849976,0.6662389636039734,-0.091727614402771,0.22068053483963013
philadelphia,0.227705180644989,0.2844255864620209,0.22828452289104462,0.2533737123012543,0.13382549583911896,0.20655369758605957,0.2310326248407364,-0.15417636930942535,0.1888369768857956
market,0.10590363293886185,0.2252027839422226,0.2041238248348236,0.10615630447864532,0.2586628198623657,0.11529663950204849,0.27003997564315796,0.01937202550470829,0.12805593013763428
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.2862928807735443,0.19212140142917633,0.18996542692184448,0.46853652596473694,-0.13503338396549225,0.2714994251728058
wfil-tv,0.12648195028305054,0.1517259031534195,0.19953511655330658,0.4200502634048462,0.32187947630882263,0.256828248500824,0.1632179170846939,-0.21567469835281372,0.2811223268508911
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.0012340332614257932,0.10876520723104477,-0.05959305167198181,0.092739537358284,0.039783019572496414,0.10349778085947037
treiz,0.18897779285907745,0.23606538772583008,0.3046548664569855,0.22883228957653046,0.21576237678527832,0.23361921310424805,0.3004986047744751,0.07730584591627121,0.12576082348823547
ultimately,0.2710329294204712,0.26205137372016907,0.38258427381515503,0.09715769439935684,0.1808995008468628,0.19886620342731476,0.2386224865913391,-0.14848338067531586,0.18806859850883484
negotiated,0.21122373640537262,0.27175986766815186,0.2594250440597534,0.047399044036865234,0.16446995735168457,0.2933293581008911,0.2906990051269531,-0.1560571938753128,0.09223373234272003
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21331243216991425,0.1972632259130478,0.16959697008132935,0.539380669593811,-0.12808078527450562,0.23916715383529663
deal,0.25110870599746704,0.19347058236598969,0.23069973289966583,0.21461720764636993,0.22240307927131653,0.15726934373378754,0.23030675947666168,-0.0796966478228569,0.2513751685619354
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.1762417107820511,0.19109371304512024,0.21247753500938416,0.45010748505592346,-0.111165352165699,0.29463258385658264
take,0.2940447926521301,0.15919329226016998,0.31620436906814575,0.17909680306911469,0.18413248658180237,0.16801904141902924,0.21975718438625336,-0.13612209260463715,0.21897350251674652
the,0.3733934462070465,0.48711544275283813,1.0,0.2068762183189392,0.19077853858470917,0.24330610036849976,0.6662389636039734,-0.091727614402771,0.22068053483963013
show,0.2095358669757843,0.20142383873462677,0.319829523563385,0.4449407458305359,0.3530449867248535,0.14905905723571777,0.27595704793930054,-0.06322039663791656,0.2520138621330261
national,0.18105065822601318,0.2433898150920868,0.32739606499671936,0.17058564722537994,0.13565035164356232,0.279017835855484,0.28915393352508545,-0.12432693690061569,0.15643028914928436
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2097204476594925,0.21458542346954346,0.26552814245224,0.5201468467712402,-0.07933740317821503,0.31091248989105225
under,0.2962189018726349,0.2672741413116455,0.3348022699356079,0.0865299180150032,0.1800220012664795,0.1993730515241623,0.2535393238067627,-0.11500541865825653,0.18233340978622437
the,0.3733934462070465,0.48711544275283813,1.0,0.2068762183189392,0.19077853858470917,0.24330610036849976,0.6662389636039734,-0.091727614402771,0.22068053483963013
revised,0.06605859845876694,0.25717079639434814,0.2513941526412964,0.10548311471939087,0.10501086711883545,0.12584911286830902,0.19535814225673676,-0.05207858979701996,0.1835426688194275
title,0.18150031566619873,0.19408874213695526,0.27465343475341797,0.15317635238170624,0.16638334095478058,0.14465071260929108,0.2263992726802826,-0.19655710458755493,0.34551161527633667
american,0.3093835413455963,0.31632548570632935,0.24562937021255493,0.24405160546302795,0.21470388770103455,0.25288230180740356,0.22871561348438263,-0.17636509239673615,0.18877598643302917
bandstand,0.1380096822977066,0.16429691016674042,0.26489946246147156,0.21551045775413513,0.23158380389213562,0.09883080422878265,0.24994903802871704,0.02695898525416851,0.08232080191373825
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.0012340332614257932,0.10876520723104477,-0.05959305167198181,0.092739537358284,0.039783019572496414,0.10349778085947037
the,0.3733934462070465,0.48711544275283813,1.0,0.2068762183189392,0.19077853858470917,0.24330610036849976,0.6662389636039734,-0.091727614402771,0.22068053483963013
show,0.2095358669757843,0.20142383873462677,0.319829523563385,0.4449407458305359,0.3530449867248535,0.14905905723571777,0.27595704793930054,-0.06322039663791656,0.2520138621330261
quickly,0.25713545083999634,0.29671719670295715,0.30366459488868713,0.1106800064444542,0.09232435375452042,0.12384165078401566,0.24151866137981415,-0.05963561683893204,0.18131443858146667
became,0.2624726891517639,0.6575068235397339,0.36325156688690186,0.14350707828998566,0.15308763086795807,0.2389896661043167,0.31047213077545166,-0.0495980903506279,0.11374033987522125
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21331243216991425,0.1972632259130478,0.16959697008132935,0.539380669593811,-0.12808078527450562,0.23916715383529663
social,0.26409217715263367,0.196878582239151,0.21797899901866913,0.17652513086795807,0.18088790774345398,0.1952555775642395,0.23382627964019775,-0.020713530480861664,0.1615191102027893
phenomenon,0.1842675358057022,0.20061631500720978,0.26217618584632874,0.15041819214820862,0.1544361561536789,0.05678729712963104,0.2582302689552307,-0.04287154972553253,0.19394198060035706
by,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.17600902915000916,0.24541202187538147,0.18304786086082458,0.370934396982193,-0.10354664921760559,0.17966607213020325
presenting,0.2055683732032776,0.2049638032913208,0.3670676052570343,0.2800289988517761,0.2521994709968567,0.17500905692577362,0.30526411533355713,-0.15293757617473602,0.17622846364974976
new,0.2378052920103073,0.2748313844203949,0.3845241069793701,0.20663127303123474,0.17345212399959564,0.14439737796783447,0.3758552670478821,-0.0751757025718689,0.14782847464084625
musical,0.20065560936927795,0.22424104809761047,0.2295164167881012,0.22606009244918823,0.2741268575191498,0.14187009632587433,0.21993057429790497,-0.15739935636520386,0.187048077583313
talent,0.2911093533039093,0.28871479630470276,0.21520425379276276,0.21772681176662445,0.30292361974716187,0.1779172569513321,0.2388242483139038,-0.11201649904251099,0.16550226509571075
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.16453155875205994,0.2582898437976837,0.23286236822605133,0.4954058527946472,0.01693224534392357,0.20544172823429108
dances,0.26090431213378906,0.15691010653972626,0.23355279862880707,0.16008639335632324,0.18792866170406342,0.13294243812561035,0.21640795469284058,-0.05491647124290466,0.1551220864057541
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.1762417107820511,0.19109371304512024,0.21247753500938416,0.45010748505592346,-0.111165352165699,0.29463258385658264
america,0.1830417811870575,0.2850865423679352,0.37090015411376953,0.24776576459407806,0.23986990749835968,0.26042160391807556,0.3098583221435547,0.007150107063353062,0.19333907961845398
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,0.06670809537172318,0.07850625365972519,-0.08566092699766159,-0.037580832839012146,0.057361289858818054,-0.023395681753754616
youth,0.24138805270195007,0.2383287101984024,0.26209625601768494,0.1610429883003235,0.23904575407505035,0.188789963722229,0.271285742521286,-0.04019925743341446,0.18005552887916565
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.16453155875205994,0.2582898437976837,0.23286236822605133,0.4954058527946472,0.01693224534392357,0.20544172823429108
helped,0.36359652876853943,0.384408563375473,0.3108886480331421,0.0955943837761879,0.1719657927751541,0.1992182731628418,0.304380863904953,-0.06315348297357559,0.16572049260139465
make,0.28430092334747314,0.20205417275428772,0.3146495521068573,0.13722899556159973,0.1581607162952423,0.09580322355031967,0.268858402967453,-0.008370043709874153,0.28314751386642456
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21331243216991425,0.1972632259130478,0.16959697008132935,0.539380669593811,-0.12808078527450562,0.23916715383529663
star,0.17057761549949646,0.22616681456565857,0.253978431224823,0.20041432976722717,0.2095121294260025,0.21310560405254364,0.22244247794151306,-0.11739595979452133,0.10727278888225555
out,0.3129808306694031,0.28168347477912903,0.39404502511024475,0.10688900202512741,0.21644172072410583,0.14307653903961182,0.3576207756996155,-0.09897080808877945,0.22020699083805084
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.14607268571853638,0.1392667293548584,0.21610750257968903,0.5696388483047485,-0.03177386894822121,0.1826142966747284
its,0.1326070874929428,0.3518870174884796,0.559237003326416,0.19045390188694,0.10639334470033646,0.1704227179288864,0.3793783485889435,0.08274760097265244,0.15103481709957123
host,0.1455991417169571,0.16720354557037354,0.26909032464027405,0.3093041479587555,0.212061807513237,0.20107895135879517,0.21661671996116638,-0.09085123240947723,0.1021634042263031
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2097204476594925,0.21458542346954346,0.26552814245224,0.5201468467712402,-0.07933740317821503,0.31091248989105225
dick,0.21179524064064026,0.1891966462135315,0.1593727320432663,0.20578424632549286,0.13976483047008514,0.24420924484729767,0.14058195054531097,-0.13591493666172028,0.1753130704164505
clark,0.22911235690116882,0.2348247915506363,0.2364250123500824,0.22554492950439453,0.1752404421567917,0.15936657786369324,0.21179959177970886,-0.17910100519657135,0.10959257185459137
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2567209303379059,0.1869470328092575,0.26255303621292114,0.5591574311256409,-0.10019469261169434,0.4130953550338745
