,how,many,piston,strokes,occur,in,an,engine,cycle,?
the,0.33890387415885925,0.4335206151008606,0.22337445616722107,0.19190067052841187,0.26611819863319397,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.2701641917228699,0.22068053483963013
cycle,0.24716903269290924,0.20147281885147095,0.2225024402141571,0.15637755393981934,0.29681482911109924,0.20483464002609253,0.18539637327194214,0.21644321084022522,1.0000001192092896,0.07156776636838913
also,0.43506327271461487,0.6258217096328735,0.2018207609653473,0.28302380442619324,0.26017284393310547,0.5073733329772949,0.36835694313049316,0.1801549643278122,0.18395966291427612,0.21848613023757935
comprises,0.09174761921167374,0.19863204658031464,0.052757181227207184,0.05090261250734329,0.26280906796455383,0.2665193974971771,0.15741592645645142,0.09736961871385574,0.13022667169570923,0.037654489278793335
four,0.1955733299255371,0.4139232039451599,0.21634134650230408,0.22372929751873016,0.20802739262580872,0.3085027039051056,0.17310436069965363,0.23402813076972961,0.24580426514148712,0.14532537758350372
events,0.23171864449977875,0.26760736107826233,0.048597779124975204,0.22093749046325684,0.29666754603385925,0.2690284550189972,0.12980467081069946,0.08041655272245407,0.2081032544374466,0.09835197776556015
–,0.13681066036224365,0.12880176305770874,0.1605857014656067,0.14719565212726593,0.13091440498828888,0.23687128722667694,0.19806897640228271,0.11415558308362961,0.09902258217334747,0.2714554965496063
admission,0.24385643005371094,0.19783027470111847,0.21661429107189178,0.13113683462142944,0.13283862173557281,0.2778421938419342,0.17835788428783417,0.14126728475093842,0.09155187010765076,0.19312289357185364
",",0.22659391164779663,0.40610817074775696,0.20961400866508484,0.20670635998249054,0.28566715121269226,0.5201468467712402,0.3581022024154663,0.19789794087409973,0.16122886538505554,0.31091248989105225
expansion,0.1856977343559265,0.18235675990581512,0.1394595503807068,0.1483963429927826,0.09227185696363449,0.20021484792232513,0.12082995474338531,0.2244432121515274,0.10471343994140625,0.18286365270614624
",",0.22659391164779663,0.40610817074775696,0.20961400866508484,0.20670635998249054,0.28566715121269226,0.5201468467712402,0.3581022024154663,0.19789794087409973,0.16122886538505554,0.31091248989105225
exhaust,0.2941373884677887,0.2543764114379883,0.41882264614105225,0.35142993927001953,0.2497893124818802,0.16454721987247467,0.24624352157115936,0.47334933280944824,0.2250516414642334,0.1444300264120102
",",0.22659391164779663,0.40610817074775696,0.20961400866508484,0.20670635998249054,0.28566715121269226,0.5201468467712402,0.3581022024154663,0.19789794087409973,0.16122886538505554,0.31091248989105225
compression,0.24256198108196259,0.2259862720966339,0.4281531274318695,0.2998591363430023,0.31241774559020996,0.14698553085327148,0.25507739186286926,0.4182755649089813,0.27004173398017883,0.18572697043418884
.,0.3287222981452942,0.3974229395389557,0.2638915777206421,0.17997795343399048,0.21290622651576996,0.5591574311256409,0.3581749200820923,0.21814921498298645,0.19143328070640564,0.4130953550338745
