,the,region,spans,which,mountains,other,than,the,transverse,ranges,?
and,0.5171257257461548,0.2372262328863144,0.2815682590007782,0.506277859210968,0.2570574879646301,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.26881882548332214,0.28303784132003784,0.20544172823429108
peninsular,0.3144412636756897,0.3413005769252777,0.19415685534477234,0.2688961923122406,0.341575026512146,0.24506567418575287,0.18993955850601196,0.3144412636756897,0.26665130257606506,0.28207916021347046,0.11961930245161057
ranges,0.2618407607078552,0.25814932584762573,0.2741258442401886,0.26190540194511414,0.5104606747627258,0.20746156573295593,0.22105079889297485,0.2618407607078552,0.32691994309425354,1.0000001192092896,0.10840721428394318
with,0.4223487675189972,0.16874971985816956,0.22572357952594757,0.46403205394744873,0.1747937798500061,0.44086363911628723,0.3028803765773773,0.4223487675189972,0.25949010252952576,0.21522699296474457,0.2433311939239502
their,0.516537070274353,0.1464851349592209,0.2175300121307373,0.4582767188549042,0.16038599610328674,0.456295371055603,0.30367133021354675,0.516537070274353,0.2307618260383606,0.19195446372032166,0.1898253709077835
peaks,0.28557711839675903,0.2582337558269501,0.29404181241989136,0.22220289707183838,0.5390593409538269,0.1911320835351944,0.2147914171218872,0.28557711839675903,0.3383408188819885,0.41686853766441345,0.07843611389398575
",",0.4933079481124878,0.2119160145521164,0.22136400640010834,0.3658004403114319,0.2542361319065094,0.4446498453617096,0.3371901512145996,0.4933079481124878,0.22260046005249023,0.23355913162231445,0.31091248989105225
into,0.39493247866630554,0.14896553754806519,0.18373771011829376,0.4405161738395691,0.2631183862686157,0.25933539867401123,0.19508914649486542,0.39493247866630554,0.2724415361881256,0.20434173941612244,0.15662476420402527
the,1.0,0.35020557045936584,0.3057820200920105,0.6521818041801453,0.27269288897514343,0.44152235984802246,0.3227543234825134,1.0,0.36831769347190857,0.2618407607078552,0.22068053483963013
large,0.3828733265399933,0.276833713054657,0.25454673171043396,0.46308431029319763,0.22949665784835815,0.353826105594635,0.28131288290023804,0.3828733265399933,0.2872799038887024,0.2518218159675598,0.1355665624141693
and,0.5171257257461548,0.2372262328863144,0.2815682590007782,0.506277859210968,0.2570574879646301,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.26881882548332214,0.28303784132003784,0.20544172823429108
small,0.39655908942222595,0.21956251561641693,0.1902206987142563,0.42979657649993896,0.20952767133712769,0.41561388969421387,0.24160444736480713,0.39655908942222595,0.25207194685935974,0.2273210883140564,0.13914890587329865
interior,0.30233609676361084,0.2274884730577469,0.18847987055778503,0.19453293085098267,0.20673924684524536,0.16223758459091187,0.15820303559303284,0.30233609676361084,0.35570305585861206,0.2322511076927185,0.07520901411771774
valleys,0.2766871154308319,0.32764479517936707,0.32254502177238464,0.2380891889333725,0.6123685240745544,0.2068079560995102,0.16301487386226654,0.2766871154308319,0.29630306363105774,0.40891361236572266,0.125887930393219
",",0.4933079481124878,0.2119160145521164,0.22136400640010834,0.3658004403114319,0.2542361319065094,0.4446498453617096,0.3371901512145996,0.4933079481124878,0.22260046005249023,0.23355913162231445,0.31091248989105225
to,0.535392165184021,0.24118299782276154,0.1939634382724762,0.5345056653022766,0.2097938507795334,0.4193183183670044,0.3192550539970398,0.535392165184021,0.20780442655086517,0.2905192971229553,0.29463258385658264
the,1.0,0.35020557045936584,0.3057820200920105,0.6521818041801453,0.27269288897514343,0.44152235984802246,0.3227543234825134,1.0,0.36831769347190857,0.2618407607078552,0.22068053483963013
vast,0.28638118505477905,0.2719475030899048,0.18572485446929932,0.3245699107646942,0.2513989806175232,0.31493517756462097,0.24708399176597595,0.28638118505477905,0.15616758167743683,0.23553778231143951,0.12112510949373245
deserts,0.2802146077156067,0.30281928181648254,0.24475713074207306,0.24318836629390717,0.4793550670146942,0.2806757986545563,0.26411592960357666,0.2802146077156067,0.3022949695587158,0.42146041989326477,0.17907465994358063
of,0.733189046382904,0.2852717339992523,0.24773009121418,0.5011631846427917,0.22132478654384613,0.38583824038505554,0.33036211133003235,0.733189046382904,0.29355093836784363,0.25018027424812317,0.1826142966747284
california,0.2750805914402008,0.1643783003091812,0.1283656507730484,0.17128102481365204,0.24200895428657532,0.19346874952316284,0.17079950869083405,0.2750805914402008,0.23086582124233246,0.23423871397972107,0.1409905105829239
.,0.5934505462646484,0.2506107687950134,0.21740767359733582,0.45942068099975586,0.1869059056043625,0.41511186957359314,0.3594527542591095,0.5934505462646484,0.2774170935153961,0.2320079207420349,0.4130953550338745
