,when,did,john,wesley,provide,a,revised,version,of,the,book,of,common,prayer,?
the,0.5091903209686279,0.34736719727516174,0.2230520099401474,0.1425647884607315,0.26373472809791565,0.5829201340675354,0.2513941526412964,0.27268242835998535,0.733189046382904,1.0,0.2652374505996704,0.733189046382904,0.2705984115600586,0.2471906840801239,0.22068053483963013
world,0.23794586956501007,0.1944720596075058,0.1892431378364563,0.12436536699533463,0.1719733625650406,0.22239887714385986,0.0951702743768692,0.22831405699253082,0.2828933000564575,0.33604270219802856,0.28642967343330383,0.2828933000564575,0.1615801453590393,0.14499789476394653,0.17579582333564758
",",0.36674630641937256,0.3015086054801941,0.23961079120635986,0.262672483921051,0.20966707170009613,0.427140474319458,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23644568026065826,0.4946078956127167,0.2497023195028305,0.1917228251695633,0.31091248989105225
either,0.38302552700042725,0.27443668246269226,0.09479960799217224,0.07412640750408173,0.3317800462245941,0.40784984827041626,0.1272704154253006,0.23477312922477722,0.24225673079490662,0.3795609474182129,0.13503538072109222,0.24225673079490662,0.37101081013679504,0.2298094928264618,0.31498292088508606
in,0.4431333839893341,0.2593238651752472,0.22177861630916595,0.14970102906227112,0.1910654902458191,0.539380669593811,0.19535814225673676,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.2527170181274414,0.5696388483047485,0.23149342834949493,0.1749745011329651,0.20430970191955566
ancient,0.2308567613363266,0.14945527911186218,0.08938641846179962,0.21031734347343445,0.19759924709796906,0.2069382220506668,0.2085731476545334,0.13516250252723694,0.3361112177371979,0.28808021545410156,0.21807418763637543,0.3361112177371979,0.2663481831550598,0.20738674700260162,0.12938068807125092
or,0.417120099067688,0.28211739659309387,0.12893807888031006,0.09064553678035736,0.36427032947540283,0.48853766918182373,0.13387124240398407,0.17783869802951813,0.3792596757411957,0.4174870550632477,0.20177242159843445,0.3792596757411957,0.39668911695480347,0.22624188661575317,0.32389625906944275
modern,0.19283193349838257,0.21376098692417145,0.11538884043693542,0.1435089260339737,0.1937340795993805,0.24361324310302734,0.26710012555122375,0.17971393465995789,0.3482828736305237,0.3283970355987549,0.1726921796798706,0.3482828736305237,0.2981513440608978,0.1491885781288147,0.12475407868623734
language,0.14376933872699738,0.1788339912891388,0.13366952538490295,0.11592338979244232,0.16463330388069153,0.21064592897891998,0.21381130814552307,0.23587697744369507,0.25272229313850403,0.30198320746421814,0.18765871226787567,0.25272229313850403,0.20955254137516022,0.221401184797287,0.25349316000938416
",",0.36674630641937256,0.3015086054801941,0.23961079120635986,0.262672483921051,0.20966707170009613,0.427140474319458,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23644568026065826,0.4946078956127167,0.2497023195028305,0.1917228251695633,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.20415355265140533,0.157640278339386,0.33578091859817505,0.56894451379776,0.23679329454898834,0.28911566734313965,0.5011631846427917,0.6521818041801453,0.24807968735694885,0.5011631846427917,0.3148902356624603,0.23603664338588715,0.25814583897590637
breathes,0.34355297684669495,0.22666330635547638,0.13808897137641907,0.11958368122577667,0.2395997941493988,0.2572691738605499,0.044851478189229965,0.11678525060415268,0.20423366129398346,0.25658637285232544,0.1880890280008316,0.20423366129398346,0.256705105304718,0.2660052478313446,0.21727241575717926
more,0.359977662563324,0.2803135812282562,0.11428941786289215,0.19702768325805664,0.3485272526741028,0.3452818691730499,0.18602506816387177,0.22629407048225403,0.30478984117507935,0.39758381247520447,0.16254597902297974,0.30478984117507935,0.25056302547454834,0.19147272408008575,0.27894994616508484
of,0.3757161796092987,0.2513895630836487,0.2407056987285614,0.18802838027477264,0.27198103070259094,0.5052502155303955,0.2270628809928894,0.14166875183582306,1.0,0.733189046382904,0.22602593898773193,1.0,0.2949881851673126,0.18775463104248047,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,0.20638683438301086,0.21911776065826416,0.26036545634269714,1.0,0.16654495894908905,0.27132871747016907,0.5052502155303955,0.5829201340675354,0.19186489284038544,0.5052502155303955,0.29638534784317017,0.20626325905323029,0.23916715383529663
solid,0.2720567286014557,0.19101116061210632,0.17372792959213257,0.15251247584819794,0.258258581161499,0.22962947189807892,0.07164862006902695,0.09639491885900497,0.23000986874103546,0.21678750216960907,0.08764619380235672,0.23000986874103546,0.2190404087305069,0.1237524077296257,0.2297065705060959
",",0.36674630641937256,0.3015086054801941,0.23961079120635986,0.262672483921051,0.20966707170009613,0.427140474319458,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23644568026065826,0.4946078956127167,0.2497023195028305,0.1917228251695633,0.31091248989105225
scriptural,0.1565176546573639,0.19834238290786743,0.20455926656723022,0.27339768409729004,0.25937676429748535,0.19567948579788208,0.25833335518836975,0.17104816436767578,0.3035775423049927,0.2698235511779785,0.3713058829307556,0.3035775423049927,0.1696513295173645,0.42407187819480896,0.2981225550174713
",",0.36674630641937256,0.3015086054801941,0.23961079120635986,0.262672483921051,0.20966707170009613,0.427140474319458,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23644568026065826,0.4946078956127167,0.2497023195028305,0.1917228251695633,0.31091248989105225
rational,0.22693702578544617,0.23542357981204987,0.1537657529115677,0.17602220177650452,0.350143700838089,0.32947343587875366,0.184021458029747,0.1363595575094223,0.31506872177124023,0.2502481937408447,0.2057127207517624,0.31506872177124023,0.2906222939491272,0.19756369292736053,0.25988996028900146
piety,0.1486496776342392,0.12558594346046448,0.1681058704853058,0.18071049451828003,0.2104606330394745,0.18017083406448364,0.17488789558410645,0.10115570574998856,0.2287440001964569,0.18087421357631683,0.2387424111366272,0.2287440001964569,0.19708757102489471,0.2844584286212921,0.1629595309495926
",",0.36674630641937256,0.3015086054801941,0.23961079120635986,0.262672483921051,0.20966707170009613,0.427140474319458,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23644568026065826,0.4946078956127167,0.2497023195028305,0.1917228251695633,0.31091248989105225
than,0.2883036434650421,0.24820660054683685,0.13582810759544373,0.18570780754089355,0.3289473354816437,0.3126874566078186,0.1628124862909317,0.24118052423000336,0.33036211133003235,0.3227543234825134,0.16091085970401764,0.33036211133003235,0.29095613956451416,0.14912962913513184,0.24917294085025787
the,0.5091903209686279,0.34736719727516174,0.2230520099401474,0.1425647884607315,0.26373472809791565,0.5829201340675354,0.2513941526412964,0.27268242835998535,0.733189046382904,1.0,0.2652374505996704,0.733189046382904,0.2705984115600586,0.2471906840801239,0.22068053483963013
common,0.20520533621311188,0.12848728895187378,0.020176813006401062,0.12899547815322876,0.26280638575553894,0.29638534784317017,0.14186976850032806,0.15538983047008514,0.2949881851673126,0.2705984115600586,0.1361224204301834,0.2949881851673126,0.9999998807907104,0.17127425968647003,0.20434872806072235
prayer,0.1472240537405014,0.1209011897444725,0.14027978479862213,0.25186780095100403,0.2021123468875885,0.20626325905323029,0.14773494005203247,0.16964641213417053,0.18775463104248047,0.2471906840801239,0.2764272689819336,0.18775463104248047,0.17127425968647003,1.0000001192092896,0.2122897058725357
of,0.3757161796092987,0.2513895630836487,0.2407056987285614,0.18802838027477264,0.27198103070259094,0.5052502155303955,0.2270628809928894,0.14166875183582306,1.0,0.733189046382904,0.22602593898773193,1.0,0.2949881851673126,0.18775463104248047,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2230520099401474,0.1425647884607315,0.26373472809791565,0.5829201340675354,0.2513941526412964,0.27268242835998535,0.733189046382904,1.0,0.2652374505996704,0.733189046382904,0.2705984115600586,0.2471906840801239,0.22068053483963013
church,0.20053261518478394,0.16781097650527954,0.21100085973739624,0.30849578976631165,0.12836433947086334,0.19588641822338104,0.12183801084756851,0.1306430846452713,0.3079429268836975,0.23846197128295898,0.21005752682685852,0.3079429268836975,0.17554211616516113,0.3836672902107239,0.18081501126289368
of,0.3757161796092987,0.2513895630836487,0.2407056987285614,0.18802838027477264,0.27198103070259094,0.5052502155303955,0.2270628809928894,0.14166875183582306,1.0,0.733189046382904,0.22602593898773193,1.0,0.2949881851673126,0.18775463104248047,0.1826142966747284
england,0.26359328627586365,0.22023706138134003,0.27655816078186035,0.2779354751110077,0.18067426979541779,0.2410653531551361,0.12971684336662292,0.13674919307231903,0.24624483287334442,0.28280043601989746,0.16464124619960785,0.24624483287334442,0.18607299029827118,0.1534595489501953,0.13436897099018097
.,0.475719153881073,0.35288307070732117,0.26428887248039246,0.20399101078510284,0.23842981457710266,0.50484299659729,0.21657389402389526,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.21435262262821198,0.5352458953857422,0.21817955374717712,0.14948903024196625,0.4130953550338745
'',-0.07688097655773163,0.01978493109345436,0.00810936652123928,0.03319815546274185,0.024159517139196396,0.04890415817499161,0.05952617898583412,0.06002119556069374,0.13035868108272552,0.041273195296525955,0.0007793467375449836,0.13035868108272552,-0.003978588618338108,-0.07395785301923752,0.018684765323996544
