,what,is,the,system,by,which,prokaryotes,retain,phage,gene,fragments,that,they,have,previously,come,in,contact,with,?
genomes,0.1847236007452011,0.19056721031665802,0.19961972534656525,0.17299744486808777,0.19845639169216156,0.31941932439804077,0.6478679776191711,0.18449613451957703,0.5036354064941406,0.5582448840141296,0.375588059425354,0.27655360102653503,0.26234865188598633,0.30020007491111755,0.1942395567893982,0.2030339241027832,0.1839744746685028,0.23332896828651428,0.18595795333385468,0.16896258294582367
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25597915053367615,0.3646814823150635,0.5011631846427917,0.2560952305793762,0.24860581755638123,0.18625730276107788,0.14653761684894562,0.25179383158683777,0.41498205065727234,0.3426007330417633,0.3802283704280853,0.2850290536880493,0.3194141983985901,0.5696388483047485,0.18051373958587646,0.41827285289764404,0.1826142966747284
phage,0.20673184096813202,0.22005170583724976,0.21098974347114563,0.21495464444160461,0.19124428927898407,0.28856468200683594,0.5122578740119934,0.08307762444019318,0.9999998807907104,0.3542897701263428,0.27322065830230713,0.20739349722862244,0.2752711772918701,0.2407418191432953,0.13221518695354462,0.16463498771190643,0.22600002586841583,0.22418704628944397,0.1824488490819931,0.16851906478405
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3088737428188324,0.37496164441108704,0.6894589066505432,0.3199827969074249,0.3142080307006836,0.20739349722862244,0.1777036041021347,0.2638132572174072,1.0,0.5710820555686951,0.6182622313499451,0.31430622935295105,0.41515251994132996,0.435920387506485,0.3364052176475525,0.4154358208179474,0.32716336846351624
they,0.4431931674480438,0.330102801322937,0.49925389885902405,0.24734781682491302,0.3391372263431549,0.5165667533874512,0.37621816992759705,0.2529049515724182,0.2752711772918701,0.14497694373130798,0.22422251105308533,0.5710820555686951,0.9999999403953552,0.6542890071868896,0.27291855216026306,0.4368581473827362,0.4330179989337921,0.2887929081916809,0.42091572284698486,0.2753053903579712
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.27033093571662903,0.3359639644622803,0.49652695655822754,0.37268689274787903,0.3343452215194702,0.2407418191432953,0.17366953194141388,0.23301821947097778,0.6182622313499451,0.6542890071868896,0.9999999403953552,0.3775356113910675,0.4500013291835785,0.36843645572662354,0.3416021168231964,0.48046383261680603,0.32991164922714233
come,0.39461299777030945,0.25866594910621643,0.36020293831825256,0.10371433943510056,0.11457374691963196,0.3183249235153198,0.22481751441955566,0.2514289915561676,0.16463498771190643,0.11263915151357651,0.14504468441009521,0.41515251994132996,0.4368581473827362,0.4500013291835785,0.10068890452384949,1.0,0.26272067427635193,0.33738186955451965,0.27227720618247986,0.22318024933338165
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.219827339053154,0.30473223328590393,0.4405161738395691,0.21907544136047363,0.19701041281223297,0.2157764583826065,0.16332945227622986,0.3208061754703522,0.3239944875240326,0.32590940594673157,0.3038242757320404,0.14281973242759705,0.2680339217185974,0.38021373748779297,0.2866603434085846,0.2912435233592987,0.15662476420402527
contact,0.2598453462123871,0.20335300266742706,0.2564430236816406,0.2044152170419693,0.24179251492023468,0.2982349991798401,0.22531819343566895,0.20895417034626007,0.22418704628944397,0.1547992080450058,0.18361303210258484,0.3364052176475525,0.2887929081916809,0.3416021168231964,0.08946911990642548,0.33738186955451965,0.163491353392601,1.0,0.3598524034023285,0.2231319397687912
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.14296101033687592,0.39731505513191223,0.46403205394744873,0.2405109703540802,0.24071331322193146,0.1824488490819931,0.11520533263683319,0.18465684354305267,0.4154358208179474,0.42091572284698486,0.48046383261680603,0.22913505136966705,0.27227720618247986,0.4080928862094879,0.3598524034023285,0.9999999403953552,0.2433311939239502
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.21978288888931274,0.370934396982193,0.4840516746044159,0.2476961612701416,0.2081013172864914,0.22600002586841583,0.15647538006305695,0.2272413969039917,0.435920387506485,0.4330179989337921,0.36843645572662354,0.2762584090232849,0.26272067427635193,1.0,0.163491353392601,0.4080928862094879,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3233085572719574,0.4408751428127289,0.6521818041801453,0.2571779191493988,0.2913416624069214,0.21098974347114563,0.16329175233840942,0.2613173723220825,0.5473989248275757,0.49925389885902405,0.40389683842658997,0.33854439854621887,0.36020293831825256,0.6662389636039734,0.2564430236816406,0.4223487675189972,0.22068053483963013
past,0.3538547456264496,0.2206672728061676,0.2747827172279358,0.17477765679359436,0.23232793807983398,0.34779325127601624,0.2133905291557312,0.17861558496952057,0.11093755811452866,0.15685321390628815,0.14549721777439117,0.3592626452445984,0.2549363672733307,0.4853634536266327,0.35451439023017883,0.3243521749973297,0.24275542795658112,0.23307475447654724,0.2495349645614624,0.2598046660423279
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18439900875091553,0.3680937886238098,0.3658004403114319,0.2722102403640747,0.2342095971107483,0.2640397846698761,0.23531433939933777,0.21614786982536316,0.4137537479400635,0.390799880027771,0.3541618287563324,0.3206103444099426,0.350309282541275,0.5201468467712402,0.21221180260181427,0.4120737314224243,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.37390631437301636,0.40543368458747864,1.0,0.36151888966560364,0.24886760115623474,0.28856468200683594,0.2235567569732666,0.36825689673423767,0.6894589066505432,0.5165667533874512,0.49652695655822754,0.3930315375328064,0.3183249235153198,0.4840516746044159,0.2982349991798401,0.46403205394744873,0.25814583897590637
allows,0.1957017332315445,0.2976554334163666,0.2995605766773224,0.31209179759025574,0.26077866554260254,0.3681032955646515,0.2305508553981781,0.24272193014621735,0.23720978200435638,0.20588639378547668,0.16432033479213715,0.33287981152534485,0.2756696939468384,0.3426334261894226,0.156480610370636,0.21434728801250458,0.21322472393512726,0.31034162640571594,0.284850150346756,0.16094227135181427
them,0.4994642734527588,0.2390832006931305,0.4788833558559418,0.2131035327911377,0.35830166935920715,0.4958057701587677,0.30790382623672485,0.2499205768108368,0.2718451917171478,0.10992280393838882,0.25450024008750916,0.5601773262023926,0.6924025416374207,0.5357621312141418,0.25660306215286255,0.4607045352458954,0.29119014739990234,0.3204641044139862,0.4064640402793884,0.35435691475868225
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.26662686467170715,0.33534231781959534,0.5345056653022766,0.19565075635910034,0.3600676357746124,0.21332493424415588,0.1933167576789856,0.16317328810691833,0.5436353087425232,0.5452046394348145,0.4544740617275238,0.2865954041481018,0.4297197163105011,0.45010748505592346,0.29403218626976013,0.4239959120750427,0.29463258385658264
block,0.33229514956474304,0.2306692898273468,0.20056472718715668,0.14049135148525238,0.13997070491313934,0.2888992428779602,0.21638628840446472,0.21693959832191467,0.19966064393520355,0.16978417336940765,0.1916174739599228,0.3335796594619751,0.21648523211479187,0.25116318464279175,0.18174141645431519,0.21434573829174042,0.1659933477640152,0.16885411739349365,0.17197369039058685,0.27211859822273254
virus,0.21932442486286163,0.18618540465831757,0.2104095071554184,0.17962491512298584,0.18439868092536926,0.291793555021286,0.4313727021217346,0.09652593731880188,0.49574288725852966,0.34920603036880493,0.2117736041545868,0.2604392468929291,0.20000283420085907,0.21768438816070557,0.1503116637468338,0.13747747242450714,0.2113294154405594,0.2640112638473511,0.13785628974437714,0.17680412530899048
replication,0.2642822563648224,0.24308517575263977,0.30478328466415405,0.2741871774196625,0.24018588662147522,0.4368271231651306,0.5262415409088135,0.22499243915081024,0.5241830348968506,0.38620468974113464,0.31918591260910034,0.30437397956848145,0.23027940094470978,0.2384684532880783,0.2448822557926178,0.17122113704681396,0.25953423976898193,0.2610509991645813,0.20028594136238098,0.1812686026096344
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.25831398367881775,0.3433202803134918,0.40321648120880127,0.21660025417804718,0.1488518863916397,0.14743971824645996,0.1505565643310547,0.21716707944869995,0.3152649402618408,0.3151256740093231,0.2991202771663666,0.2902999520301819,0.265237957239151,0.38533157110214233,0.26910069584846497,0.26801666617393494,0.16913433372974396
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2589043080806732,0.32094135880470276,0.56894451379776,0.23442496359348297,0.20646053552627563,0.2644783556461334,0.19703839719295502,0.2547023594379425,0.47537946701049805,0.3528250455856323,0.338716596364975,0.28678789734840393,0.23267972469329834,0.539380669593811,0.2309446632862091,0.3783375024795532,0.23916715383529663
form,0.15868011116981506,0.3218395411968231,0.29286009073257446,0.2599324882030487,0.20338405668735504,0.4024239182472229,0.3039240837097168,0.20231708884239197,0.20539399981498718,0.11056648194789886,0.2758925259113312,0.31894639134407043,0.33286890387535095,0.3062373399734497,0.1265278458595276,0.1791507750749588,0.2815987169742584,0.23396596312522888,0.29348593950271606,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25597915053367615,0.3646814823150635,0.5011631846427917,0.2560952305793762,0.24860581755638123,0.18625730276107788,0.14653761684894562,0.25179383158683777,0.41498205065727234,0.3426007330417633,0.3802283704280853,0.2850290536880493,0.3194141983985901,0.5696388483047485,0.18051373958587646,0.41827285289764404,0.1826142966747284
rna,0.19940531253814697,0.17336013913154602,0.2188677191734314,0.16712933778762817,0.13625751435756683,0.35179099440574646,0.6324159502983093,0.19256800413131714,0.48609572649002075,0.49479541182518005,0.35931164026260376,0.2529938519001007,0.23981434106826782,0.1884966492652893,0.17371106147766113,0.15202580392360687,0.24329569935798645,0.15291574597358704,0.14103257656097412,0.15936492383480072
interference,0.28147435188293457,0.1635204702615738,0.26789531111717224,0.2047453373670578,0.20849736034870148,0.34426695108413696,0.3748556971549988,0.3585403859615326,0.2749271094799042,0.2591633200645447,0.2064460664987564,0.33843550086021423,0.2602696716785431,0.26480624079704285,0.1848618984222412,0.19399306178092957,0.20951542258262634,0.32882532477378845,0.28574320673942566,0.11166875064373016
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2277725487947464,0.3936232924461365,0.45942068099975586,0.27736252546310425,0.21770529448986053,0.22641223669052124,0.2230074256658554,0.20106352865695953,0.4460422694683075,0.4510921239852905,0.41614407300949097,0.3060270845890045,0.2866859436035156,0.5591574311256409,0.27040913701057434,0.4446153938770294,0.4130953550338745
