,what,did,the,benefits,agency,think,sports,channels,on,a,tv,bill,meant,?
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.29057374596595764,0.24151217937469482,0.3748004138469696,0.1915440857410431,0.21767447888851166,0.41031414270401,0.45503583550453186,0.1854887306690216,0.17981381714344025,0.38652777671813965,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.4248143136501312,0.3397628366947174,0.16720861196517944,0.4904957115650177,0.16628263890743256,0.240802600979805,0.37900757789611816,0.39883795380592346,0.19157755374908447,0.14357201755046844,0.39838457107543945,0.3324260413646698
living,0.22245320677757263,0.16898059844970703,0.3127744197845459,0.18307359516620636,0.10910257697105408,0.17473074793815613,0.09157974272966385,0.14316602051258087,0.19387899339199066,0.21367067098617554,0.07212795317173004,0.10724107921123505,0.12778818607330322,0.18362653255462646
alone,0.3431425094604492,0.21312527358531952,0.2769272029399872,0.2808772325515747,0.06445132941007614,0.27841880917549133,0.08768051862716675,0.14226238429546356,0.3542509973049164,0.24466831982135773,0.19887347519397736,0.12504605948925018,0.21408551931381226,0.25589054822921753
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,-0.0028061349876224995,-0.005027413833886385,0.03370605781674385,0.01109641045331955,-0.05421838536858559,0.04238596186041832,0.04890415817499161,0.037697382271289825,-0.02734319306910038,-0.0021992928814142942,0.018684765323996544
–,0.13008765876293182,0.2259434312582016,0.2607575058937073,0.021518532186746597,0.14993232488632202,0.16588819026947021,0.11720187962055206,0.012999693863093853,0.20514154434204102,0.1997407078742981,0.18931373953819275,0.18511170148849487,0.1726793348789215,0.2714554965496063
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.268344521522522,0.22559653222560883,0.3555661737918854,0.1638442724943161,0.19637690484523773,0.36047765612602234,0.39550232887268066,0.21589502692222595,0.20273667573928833,0.3081777095794678,0.27043893933296204
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.19544656574726105,0.21437011659145355,0.3095206320285797,0.2693314254283905,0.2199012041091919,0.49057599902153015,0.427140474319458,0.2778550088405609,0.2472437173128128,0.2770281732082367,0.31091248989105225
it,0.45803478360176086,0.2993364930152893,0.6251175999641418,0.17832115292549133,0.16144485771656036,0.4360305368900299,0.1934262365102768,0.2610270380973816,0.4529881477355957,0.5452592968940735,0.15281613171100616,0.164714053273201,0.3288165032863617,0.25732165575027466
claimed,0.2667301297187805,0.34913167357444763,0.2761930227279663,0.17859607934951782,0.21297423541545868,0.24474911391735077,0.12099350243806839,0.152504563331604,0.23817035555839539,0.19752803444862366,0.1715756505727768,0.15113422274589539,0.28994548320770264,0.2083493024110794
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.19544656574726105,0.21437011659145355,0.3095206320285797,0.2693314254283905,0.2199012041091919,0.49057599902153015,0.427140474319458,0.2778550088405609,0.2472437173128128,0.2770281732082367,0.31091248989105225
subscription,0.21589209139347076,0.19841161370277405,0.26760369539260864,0.272956520318985,0.26900145411491394,0.22069445252418518,0.1614868938922882,0.35545727610588074,0.2746742367744446,0.27930477261543274,0.23212821781635284,0.10895805805921555,0.18897221982479095,0.22697269916534424
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.29057374596595764,0.24151217937469482,0.3748004138469696,0.1915440857410431,0.21767447888851166,0.41031414270401,0.45503583550453186,0.1854887306690216,0.17981381714344025,0.38652777671813965,0.29463258385658264
sports,0.13245077431201935,0.12759751081466675,0.20313861966133118,0.12271900475025177,0.18365882337093353,0.1788499504327774,0.9999999403953552,0.28203609585762024,0.16391423344612122,0.1933065801858902,0.289443701505661,0.17736510932445526,0.10132229328155518,0.04557104781270027
channels,0.1923084557056427,0.0628243163228035,0.27277594804763794,0.25891661643981934,0.15367671847343445,0.19899635016918182,0.28203609585762024,1.0,0.3108726739883423,0.18764011561870575,0.4703776240348816,0.12811408936977386,0.18563328683376312,0.19657258689403534
would,0.45766422152519226,0.6268245577812195,0.4133751392364502,0.3576875925064087,0.15764431655406952,0.5148938894271851,0.18740861117839813,0.23080313205718994,0.35589995980262756,0.398599237203598,0.1464482843875885,0.1781121790409088,0.5557968020439148,0.37178951501846313
betray,0.34203219413757324,0.3315889537334442,0.24469062685966492,0.23311631381511688,0.08254484832286835,0.3415714502334595,0.03285400941967964,0.05250750854611397,0.18400156497955322,0.1945442259311676,0.09695468097925186,0.13664206862449646,0.20039282739162445,0.2644168734550476
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.22249166667461395,0.186392143368721,0.35850703716278076,0.1933065801858902,0.18764011561870575,0.3848365545272827,1.0,0.2169625610113144,0.24716360867023468,0.3386867940425873,0.23916715383529663
man,0.21916821599006653,0.2355959564447403,0.23171134293079376,0.15602047741413116,0.07977929711341858,0.2567756772041321,0.16463686525821686,0.09326717257499695,0.2439323514699936,0.27759313583374023,0.14877164363861084,0.147940993309021,0.22066642343997955,0.2528940737247467
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.015248570591211319,-0.003614572109654546,0.015562640503048897,0.038657430559396744,0.09595498442649841,0.0026888418942689896,0.04866964742541313,0.08012830466032028,-0.030787084251642227,0.04692460596561432,-0.023395681753754616
presence,0.24428647756576538,0.16884823143482208,0.34114351868629456,0.2937237322330475,0.17054881155490875,0.19707702100276947,0.12511351704597473,0.29843175411224365,0.1940135806798935,0.2469376027584076,0.16979986429214478,0.047590866684913635,0.16279835999011993,0.08592845499515533
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.14132487773895264,0.18450471758842468,0.23837615549564362,0.27591386437416077,0.19040870666503906,0.46853652596473694,0.539380669593811,0.17989183962345123,0.1447519063949585,0.25344955921173096,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.20434671640396118,0.24253644049167633,0.3102172613143921,0.20313861966133118,0.27277594804763794,0.5107308030128479,0.5829201340675354,0.20034731924533844,0.24155211448669434,0.34852901101112366,0.22068053483963013
household,0.16065490245819092,0.18038423359394073,0.2428457885980606,0.2354978770017624,0.3543936610221863,0.15764102339744568,0.08166521787643433,0.11590152233839035,0.13977381587028503,0.1903110146522522,0.175214484333992,0.16369256377220154,0.20006334781646729,0.12460741400718689
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.21302923560142517,0.24682630598545074,0.31119775772094727,0.25474128127098083,0.24374878406524658,0.49257001280784607,0.50484299659729,0.27196308970451355,0.2289014607667923,0.26877450942993164,0.4130953550338745
