,what,was,elway,'s,final,game,as,the,denver,quarterback,?
super,0.13651713728904724,0.21420986950397491,0.2389257848262787,0.09726737439632416,0.18389330804347992,0.3480181396007538,0.21450649201869965,0.21959073841571808,0.24589714407920837,0.28511252999305725,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.3023669123649597,-0.02838491089642048,0.2308216542005539,0.2413962334394455,0.14539222419261932,0.21576224267482758,0.2861449718475342,0.37160974740982056,0.21118052303791046
in,0.30808621644973755,0.45514053106307983,0.2640700042247772,-0.037580832839012146,0.25512343645095825,0.23986028134822845,0.3887844979763031,0.6662389636039734,0.2221570909023285,0.17283181846141815,0.20430970191955566
super,0.13651713728904724,0.21420986950397491,0.2389257848262787,0.09726737439632416,0.18389330804347992,0.3480181396007538,0.21450649201869965,0.21959073841571808,0.24589714407920837,0.28511252999305725,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.3023669123649597,-0.02838491089642048,0.2308216542005539,0.2413962334394455,0.14539222419261932,0.21576224267482758,0.2861449718475342,0.37160974740982056,0.21118052303791046
xxxiii,0.13784337043762207,0.2836242914199829,0.32840511202812195,0.017510170117020607,0.32581666111946106,0.3162572979927063,0.20796296000480652,0.3131234347820282,0.3136270344257355,0.41446369886398315,0.19756333529949188
",",0.3087472915649414,0.45456063747406006,0.3350414037704468,-0.0016132977325469255,0.24864837527275085,0.2653886377811432,0.48816442489624023,0.4933079481124878,0.25173696875572205,0.2844501733779907,0.31091248989105225
elway,0.2192334681749344,0.24907957017421722,1.0000001192092896,-0.02843191660940647,0.24354711174964905,0.3257564902305603,0.3421018123626709,0.2985321283340454,0.41913217306137085,0.5347420573234558,0.2248448133468628
's,0.02692362666130066,0.008974763564765453,-0.02843191660940647,0.9999999403953552,0.03147284314036369,0.07448072731494904,-0.05775856226682663,-0.01540423184633255,-0.08765961974859238,-0.05772290751338005,-0.023395681753754616
last,0.23175878822803497,0.32424551248550415,0.16761647164821625,0.03682802617549896,0.4394223988056183,0.15705397725105286,0.2661714553833008,0.3698786795139313,0.12791386246681213,0.11781124770641327,0.22371746599674225
game,0.2246788740158081,0.2568269371986389,0.3257564902305603,0.07448072731494904,0.32037389278411865,0.9999998807907104,0.18194591999053955,0.285271555185318,0.18653830885887146,0.3376569449901581,0.1829071193933487
as,0.31749409437179565,0.3677520453929901,0.3421018123626709,-0.05775856226682663,0.18874843418598175,0.18194591999053955,1.0,0.48381632566452026,0.23965661227703094,0.2484835833311081,0.27043893933296204
denver,0.1275133192539215,0.2766761779785156,0.41913217306137085,-0.08765961974859238,0.11054975539445877,0.18653830885887146,0.23965661227703094,0.2052404284477234,1.0,0.44688186049461365,0.1520889848470688
qb,0.12458405643701553,0.25619086623191833,0.424516886472702,0.01218508742749691,0.1651308685541153,0.3418644666671753,0.16882988810539246,0.15503893792629242,0.3514344394207001,0.6065801978111267,0.17378021776676178
",",0.3087472915649414,0.45456063747406006,0.3350414037704468,-0.0016132977325469255,0.24864837527275085,0.2653886377811432,0.48816442489624023,0.4933079481124878,0.25173696875572205,0.2844501733779907,0.31091248989105225
when,0.4700249433517456,0.37326499819755554,0.25697657465934753,-0.03368149697780609,0.235932394862175,0.22596776485443115,0.4437963366508484,0.5091903209686279,0.16849075257778168,0.2138785719871521,0.22841128706932068
they,0.4431931674480438,0.3300964832305908,0.2038031667470932,0.03738465905189514,0.1924978792667389,0.2399950921535492,0.3294360637664795,0.49925389885902405,0.23547865450382233,0.2307441681623459,0.2753053903579712
defeated,0.13652801513671875,0.30834874510765076,0.23747070133686066,-0.037976399064064026,0.2983483374118805,0.20683228969573975,0.23027530312538147,0.2833898365497589,0.12993989884853363,0.2630080282688141,0.1413237303495407
the,0.42745697498321533,0.48711544275283813,0.2985321283340454,-0.01540423184633255,0.3543182611465454,0.285271555185318,0.48381632566452026,1.0,0.2052404284477234,0.23757418990135193,0.22068053483963013
atlanta,0.16388162970542908,0.24287629127502441,0.38310277462005615,0.012664222158491611,0.1777859926223755,0.2194749414920807,0.15448778867721558,0.23474927246570587,0.4592776894569397,0.3079591989517212,0.15733501315116882
falcons,0.16426008939743042,0.1812870353460312,0.3328995108604431,0.020129263401031494,0.135641410946846,0.2885110676288605,0.22793127596378326,0.21631120145320892,0.2883439064025879,0.4677177369594574,0.13383014500141144
34–19,-0.024621915072202682,0.03991703316569328,0.03367556259036064,-0.02441401034593582,0.03772366791963577,0.025966137647628784,-0.06139715015888214,-0.14853201806545258,-0.09562953561544418,-0.051890451461076736,-0.03791365772485733
.,0.3567904531955719,0.40146201848983765,0.31222525238990784,-0.003708066651597619,0.24325628578662872,0.2581658959388733,0.515582263469696,0.5934505462646484,0.2573630213737488,0.23691914975643158,0.4130953550338745
