,where,do,thrust,faults,form,?
occur,0.2437029927968979,0.32126864790916443,0.23349086940288544,0.3364570736885071,0.352193146944046,0.17999543249607086
",",0.3149496018886566,0.3283645510673523,0.14058633148670197,0.22731737792491913,0.21805599331855774,0.31091248989105225
thrust,0.19904249906539917,0.2090051919221878,1.0,0.4048273265361786,0.1915981024503708,0.1531757265329361
faults,0.25707849860191345,0.2511208951473236,0.4048273265361786,1.0,0.22963595390319824,0.17420656979084015
form,0.25177764892578125,0.23068922758102417,0.1915981024503708,0.22963595390319824,0.9999999403953552,0.1463010311126709
",",0.3149496018886566,0.3283645510673523,0.14058633148670197,0.22731737792491913,0.21805599331855774,0.31091248989105225
which,0.5477990508079529,0.31153854727745056,0.3467446565628052,0.31374192237854004,0.4024239182472229,0.25814583897590637
cause,0.269110769033432,0.331631600856781,0.29358047246932983,0.3288342356681824,0.26608672738075256,0.240532785654068
deeper,0.2747829854488373,0.2567351162433624,0.25724563002586365,0.2746720612049103,0.2093183994293213,0.21878597140312195
rock,0.22068782150745392,0.14039506018161774,0.2699087858200073,0.32859569787979126,0.13756850361824036,0.13172835111618042
to,0.47735077142715454,0.38876664638519287,0.2675754427909851,0.224261075258255,0.2772196829319,0.29463258385658264
move,0.3954756259918213,0.30881935358047485,0.387580931186676,0.20030158758163452,0.20992465317249298,0.24440962076187134
on,0.37630224227905273,0.3025321364402771,0.1803831160068512,0.18545252084732056,0.1214052140712738,0.2714994251728058
top,0.2531495690345764,0.15315739810466766,0.18712139129638672,0.1231914833188057,0.12340617924928665,0.17265194654464722
of,0.38066378235816956,0.26150479912757874,0.17752546072006226,0.1837489753961563,0.29600051045417786,0.1826142966747284
shallower,0.30384257435798645,0.22417506575584412,0.2726093530654907,0.28119510412216187,0.2111481875181198,0.17983728647232056
rock,0.22068782150745392,0.14039506018161774,0.2699087858200073,0.32859569787979126,0.13756850361824036,0.13172835111618042
.,0.41390106081962585,0.3613996207714081,0.19954590499401093,0.20188970863819122,0.28317511081695557,0.4130953550338745
